group,CD47,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD279,CD5,CD62L,CD161,CLEC15A,CD27,CD95,CD57,CD278,CD58,CD11a,ITGB7,CD54,CD62,TCR,CD41,CD2,CD28,CD127,CD45,CD71,CD26,CD36,CD49d,CD305,CD99,CD150,CD85j,CD82,CD224
healthy,0.0294066682517003,0.244601185849612,0.125527282013447,-0.0753909094508872,0.0842838039787582,0.187685168799469,-0.360162257943149,0.221393644852589,0.0359045859766766,0.115168429218794,0.0478104188031289,0.1288640043604,0.269674057783187,-0.0316968206127338,0.0132567140218503,0.122110307624872,-0.0135625148558821,0.14358997198985,0.346486181153525,0.0876539586998926,0.0027148881258668,0.0332672252470771,0.0093474509659056,-0.47353334105631,0.131589373096144,-0.451058254400177,-0.050809845873207,0.0876274831264297,-0.219856286522221,0.167357133177743,0.0282601860695069,-0.286186685010106,-0.282296861257872,-0.244102181690368,0.11438779437098,0.0591919960259011,0.0855225145950256,0.0678889613182735,-0.108675663119731,-0.0952270282781756
healthy,-0.0570655594957283,-0.193007413013418,0.273907073834247,-0.0957279379774983,0.612148834388747,0.356355701306743,-0.383736277239178,-0.207768486608465,0.0645500083559511,-0.698237636571333,-0.0258175468140986,0.0899715179518028,0.635345818327518,-0.210189469238577,-0.154225374170342,0.17834881326368,-0.546208443434411,-0.0268932683122036,0.0252996877696478,-0.195664215348216,-0.311758779422297,0.0780443980820953,-0.335333071580765,0.0888841574542,0.375115653712462,0.0528495325428881,-0.349701019358381,-0.30735519615559,-0.277186143774551,-0.0772984545991268,-0.0398581487805217,-0.322486558237397,0.0631804722917916,-0.312171718443693,0.100476698509519,-0.588027908217899,-0.26520369477931,0.035270499225399,-0.287593294870557,-0.530239087913485
healthy,-0.218650763727478,-0.225496917419298,0.0777748301142452,-0.365723080362891,0.515493205749532,0.203819424916584,-0.223697212714146,-0.458293109726004,-0.0886984217925547,-0.634611415447376,-0.0540953528811402,-0.0705022578426388,0.672501852418193,-0.222086704595628,-0.13150403274421,0.156075186170902,-0.664591723269668,-0.0546777113630527,-0.0871090137245364,-0.469431318873941,-0.356430292645143,0.174868001194952,-0.27744358463277,0.0482786385427693,0.283283669490757,-0.0383491744672548,-0.33486586158242,-0.238789226581721,0.0073526036391289,-0.198493868728639,-0.184276166359973,0.0505017135277701,-0.0815884279041538,-0.0391415891812932,0.281989543572197,-0.465755186580776,-0.264059600530581,0.0480063245684192,-0.146105880841231,-0.275053808712418
healthy,0.0113748342838809,0.170636815395569,0.10304812049203,0.0298089170726457,-0.0374795112946582,0.0287128733637644,0.0444003336620456,-0.0904392362897532,0.168064391136037,0.207532029755453,0.0648829596449983,0.0821378151063,-0.208429888950335,0.110078427859694,0.119689272102371,0.0857174388476122,0.0975285652594639,0.0297289070486888,-0.0811616465179162,-0.0734983759798517,0.36971704528694,0.0689433989070941,0.311965154409079,-0.0759737853801397,0.0857098762449752,-0.0798261379949055,0.205966122928022,0.179245162035474,0.321732482112073,0.134998732305705,0.109433724234688,0.24156106171216,-0.0720351630941245,0.328235238492415,-0.0224681854226254,0.255227438940974,0.190066489997131,-0.0273384610001967,0.171409589120921,0.112453799723827
healthy,-0.300298440065302,-0.263532853116771,-0.368471470574906,-0.191909286776092,-0.409868346699992,-0.305180243580221,0.092869196162798,0.153074045546783,-0.235910078503212,0.310554594405786,0.0085592490461131,-0.178749355570059,0.0528823733718275,-0.043815095874113,0.0627590053432764,-0.243725091101043,0.195075799170091,-0.0818857119733717,-0.05599047612891,0.233770595552184,0.10329659695392,-0.158390101005849,0.0146324288147379,0.0240968315341002,-0.414420185655794,-0.0367711525551841,-0.0964402849708064,-0.105268572540928,-0.128887880681772,-0.285513802003315,0.263752471150941,-0.0733719353031959,0.121733327223823,0.0334603938198713,-0.23411646990941,0.170567161983753,0.10437865355426,-0.0561624743887696,0.171306485886344,0.275756403468434
healthy,-0.0478974718810003,-0.0676990525414115,0.0539631275831246,0.116196398730049,0.0410288818954084,0.0218246956716199,0.0798929055416093,-0.0855315228157003,-0.0664266659576929,0.0314230286163655,0.0933947989123415,-0.0749143332985023,0.227917339428987,-0.05315654705085,-0.0618307449179948,0.167886761469304,0.0276009428094889,0.0558973333332844,-0.138101889063471,0.0008596218646834,0.0747910871534382,-0.071308998902501,0.0566086261499537,0.0554366739050156,0.0775242263955176,0.0777767218874686,-0.0839665715428251,-0.0760197748534256,-0.265571611611527,0.0006142248368107,0.0960296408228896,-0.282259543459586,0.202318763186726,-0.0783461220345737,-0.0435868670005748,-0.0624486783037062,-0.0577611363088064,0.0654314009565464,-0.182209345879892,-0.273186869725647
healthy,-0.475173808036667,-0.125818944428207,-0.27275049633164,0.0,-0.308017263046886,-0.300651282398885,0.0313333281666718,0.36474334942539,-0.168932160680551,0.297040244183964,0.0693436683689636,-0.0186134549504804,-0.0626180828652812,0.0528563626029163,0.261269245856925,-0.161590528871983,0.241756024183734,0.0148434591426842,0.180619139153253,-0.0577055701811655,0.0761794795939236,-0.0308804683679085,0.21423632144721,-0.062504349236992,-0.3874079042333,-0.315853058070286,0.0467228532023501,0.112986312685723,-0.0040152114838503,-0.244378774790212,0.0,0.0165662652954325,0.0427404019600884,-0.0348927159756294,-0.0466172441577991,0.226030797651167,0.0,0.0,0.298648180599253,0.115709155138947
mild,-0.0496864387558995,-0.113257388189669,0.225334524114161,-0.102459285378824,0.339750092165744,0.0120325926009782,-0.143695670861555,-0.546150378180452,0.187689261272446,-0.24163661000031,-0.114114749616007,0.0644391913955846,0.256024002454274,-0.0408297034795009,0.510619506914419,-0.145880263131295,-0.275622540495192,0.375718003102063,-0.188577879137624,-0.181721695352416,0.297009486290174,0.0820544066076488,0.314409624707813,-0.0093162129795805,0.242893174597355,-0.0070469449820305,0.164234653719809,-0.320704379949292,0.107492141670774,0.191429327868272,-0.344939743838029,-0.0269524932682038,-0.0520746563039309,0.28916450552449,0.270953192570081,-0.0655831893998084,-0.0417016485763844,0.0087047161556375,-0.277493224698682,-0.406051530981505
mild,0.243718640133568,0.0825290839126407,0.181013654466368,-0.0862085001167896,0.416399851973147,0.273377767488125,-0.273233707771856,-0.22409434117177,-0.0047302861893605,-0.515175755250878,-0.175384257491372,0.0473889319870893,-0.296448603927225,-0.150512883382308,-0.174551931562694,0.0966823648854822,-0.583972552251671,-0.0433558759592333,-0.413963825842809,-0.158309860852466,-0.224838173350054,0.0235706453726649,-0.184418825723452,0.150234935197026,0.192291949992361,0.169133779999711,-0.0708050600575825,-0.243708932481778,-0.0268426971032993,0.0877372583720538,0.0088009830729848,0.0991197944850678,0.146122976679608,-0.353160317834981,0.0203680981642062,-0.468112112911673,-0.216829855583507,0.123386360555649,-0.462278288848268,-0.285431163863352
mild,-0.140275008368641,-0.0906200821077699,-0.0145220284383214,0.0,-0.0746897218716521,-0.283735813581407,-0.209246763547651,0.102337070036244,0.0341412014459107,0.096295819080995,-0.0157469312613685,0.116422970731514,-0.143255536067221,0.08147325304795,-0.0625738955538529,-0.468015497131425,-0.0149584094124382,-0.0173704829051895,0.092708052520239,0.0,-0.0652012266627704,-0.047788802995362,0.0876640358930792,0.0141349252626067,-0.0486797539732382,-0.0216706892460694,0.0618062674449196,0.169104321948613,-0.0825597127252321,-0.134080244198594,0.125290800905671,0.064395214870113,-0.119954052947154,-0.0782622561225958,-0.0021742346059244,0.107560046146018,0.0,0.0,-0.0514741072873076,-0.115940828621412
