group,CD47,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD69,CD62L,CLEC15A,CD27,CD95,CD57,CD58,CD39,CD11a,CD244,CD54,CD62,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD18,CD38,CD127,CD193,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.118323974339932,0.196713697586678,-0.0446898188440353,-0.0307482133811403,-0.431257509282247,-0.290237002396617,0.133435168126862,0.457766093694368,0.605063525390568,0.240389436245696,-0.100840074904237,-0.0841318387333287,-0.0209927569780588,-0.106199856704553,0.613169105392071,0.0194141826791437,0.0618530860172813,0.0560324840719382,0.202628120574325,-0.0008738354897235,0.190383890535674,-0.139681945708713,-0.13022887894388,-0.0699664676092426,0.253037857844117,-0.0563411234980655,0.174546172959503,-0.0572223416252958,-0.0070918859536526,0.0487674415926913,-0.102328279927578,-0.274428469754527,-0.0138033221153675,0.0299338774061006,-0.241395176303014,0.481688030801995,0.0515750404150204,0.3342600833356,0.383465567015294
healthy,-0.121158177006144,0.0479760811848393,-0.366034314679705,-0.0785046568873079,-0.637731172775897,-0.542207116370748,0.235809863304328,0.223263784660498,0.609806774819052,-0.154885674693948,-0.0118501000422646,-0.5840552328696,0.0939658508732312,-0.356239037337372,0.645857791898928,-0.011176071460938,0.128026775047377,-0.0787209513864417,0.20376967185283,0.0247981354986783,0.0929303885582957,0.0048302269830858,-0.517562232679092,-0.0045459625725551,0.119443695319197,0.223753979212906,0.158589059463225,-0.0459451928427974,-0.0829394622466759,0.0223046154197368,-0.24996566413365,-0.131862309554788,-0.0419926060785468,0.249810313034738,-0.293250913012499,0.359539160012035,0.155457504813872,0.161796134175952,0.431646160223434
healthy,0.126820551099712,0.135423874641741,-0.208802089571548,0.0003199866389077,-0.624482235837822,-0.366358387873839,0.285262172986421,0.416165453149599,0.725316187555095,-0.0165225553178243,0.124996490937027,-0.689949119891947,0.220579659267554,-0.311764947802235,0.707557946040511,-0.0185794154322867,0.463686398628003,0.0558823253457476,0.358100523102558,0.057133436507085,0.270114724912013,0.0128633063586282,-0.419279986694117,0.0690024592533696,0.310881618904437,0.177965692615315,0.356714946391267,0.0729127196542985,0.0244594095356216,0.284495443338917,-0.377374116827577,0.0985456526083817,0.0597436707404847,0.200854402240318,-0.364556331173706,0.568839701106635,0.33669767027937,0.248191612452343,0.349262415054533
healthy,0.0059383319554781,0.324436754555553,-0.039971480981,0.0024347649206597,-0.385312923446025,-0.361621171911939,0.137887325274571,0.362726154552141,0.600952786194415,0.266204521296018,0.0250922664064558,-0.213078855280986,0.0605796091951043,-0.128002110001605,0.640937159299213,0.010353230215734,0.0851488498001384,0.408801949914644,0.295888080762161,0.0526972623024071,0.261114115620083,0.0560511365454732,-0.116241223965195,0.117527850645729,0.33602730570428,0.155988738718632,0.173436142300387,0.101670824037203,-0.059556650682148,0.225737918321587,-0.140159701851381,0.0287275447651462,-0.0432039476803634,0.193194422873557,-0.109501927468782,0.456814961903096,0.119984305925911,0.181259805683329,0.30063611111139
healthy,-0.354910391309192,-0.261179732165417,-0.60751527791389,-0.0805117009408681,-0.644238923343452,-0.625877894626962,0.199262042585031,0.308322442454029,0.555364856661855,-0.321694454292857,-0.0846610601699303,-0.0767173271253256,0.235575422004937,-0.365000348642194,0.678026493286163,-0.0187034026378065,0.362032164242843,0.083960888472781,0.0256845212973047,-0.120555317726128,0.301836219226497,-0.116544664835705,-0.645961850544354,-0.104297377660258,-0.037350430403911,0.342815928321605,0.247194191269322,-0.0831176891673075,-0.349201461994625,0.207405761341356,-0.523955486799123,-0.0116504058139462,-0.0748336330092301,0.34266572021531,-0.532716882291067,0.458892759745982,0.278086074120988,0.248679222184738,0.412582046685338
healthy,-0.234905468222422,-0.107473515904448,-0.286000078382164,-0.0229877301962429,-0.432900086017888,-0.38958445396144,0.0739999173458648,0.413324796550678,0.469276101797477,-0.040428915923634,-0.113327093033259,0.202131609236847,0.156440303389782,-0.297875374961498,0.552144949077854,0.0730312333089972,0.288426464361562,-0.0019109500040035,0.0778912877006406,0.0036666082948545,0.216365184297247,-0.123253528962749,-0.40490201251033,-0.185165326324184,0.0635981684337584,0.135466390189392,0.10894630373699,-0.207567922258628,-0.165486812770725,0.29742532035943,-0.409051244915789,-0.359876617259416,0.0035656739105907,0.190732980498976,-0.26504400590874,0.280423253034535,0.20451360304881,0.474082560265578,0.354709029134268
healthy,0.172788417371077,0.0717576685867745,0.449007531250901,-0.0528563626029163,0.484366938623596,0.319589788868091,-0.124114581357604,-0.427749357085684,-0.432515108205391,-0.0513532428494409,-0.0938464186667145,0.304826688720735,-0.203342804344866,0.187209315612896,-0.289538717782517,-0.062845338095599,0.0063039698517239,0.0,-0.202989823318042,-0.193700501190172,-0.276796781933763,-0.0383296784176229,0.484025467853088,0.116799006022171,-0.265443188172031,-0.122753277021183,-0.112016695057557,-0.0779031644046628,0.0693436683689636,-0.0703135098846134,0.0548154557204813,0.0637881418326783,0.0,-0.0761798068910648,-0.0262764006250205,-0.360306556452985,0.0,-0.223798718828198,-0.166445709627326
mild,-0.209892280265904,-0.202101345629098,-0.204693006723011,0.432621764448694,-0.32424255147093,-0.541421747562199,0.274772270880013,0.0876329858125883,0.344513445940903,-0.125043852327696,0.128113835728351,-0.392818256358461,0.665882573504907,-0.65847331912013,0.509423055192534,0.397490198125708,0.246852164167243,0.0014543094570992,0.486946764556924,0.576387483539814,0.572835952022485,0.165972682558952,-0.328361086857757,0.173853268347225,0.298896718871388,0.627948124863424,0.422277253704027,0.171327714120671,0.0829726692076646,0.426488205768202,-0.258227746289354,-0.147420128436253,-0.0239899904868674,0.433318617104794,-0.325144959748774,0.520375109166726,0.158156723503091,-0.0157409734296055,0.0396552799169687
mild,0.178128858740314,0.163761172497668,-0.0430080713884668,0.0853433673234419,-0.53805341296327,-0.29848106409228,0.389054357466613,0.337982357684631,0.566200121637392,0.138437283520574,0.161723374252472,-0.383998979366087,0.28022564234161,-0.191788687812539,0.514773952844857,0.0930954983373423,0.25797181133554,0.149530707966157,0.252180445598343,0.227701232123981,0.264629046853546,0.207013460920517,-0.241549672029497,0.108306661759467,0.345052721107323,0.309220284232879,0.393502579539176,0.138982246385177,0.0253943972612105,0.19193842204732,-0.377282452789007,0.203083281324264,0.0268449267326359,0.0692302195336753,-0.0730162048187933,0.321552758397792,0.309555834269044,0.334179957911546,0.317571339720803
mild,0.261831956063293,-0.015931792756767,0.105402210389442,0.0855811481596113,0.21474688109696,0.352311918944793,-0.195953768640502,-0.152030964033658,-0.0132444313853185,0.186647681975031,-0.157306056251656,-0.0718415536492364,-0.0149343401915073,0.16329095897608,-0.143791892141035,0.0624016322438938,0.0,-0.0596481824862244,-0.0487671288256691,0.0663029244861125,0.0822171644235661,-0.0406518818303134,0.335965644709429,-0.0166883633438588,-0.0897202831131537,-0.0657113840754258,0.0,-0.131787173749623,-0.0324884806312613,0.0,-0.0138947778390347,0.127183036100383,-0.133857731473142,-0.244117253408593,0.172175807772725,-0.127055344059547,0.0,-0.173910194145651,-0.0712260811594073
