group,CD52,CD3,CD45RA,CD7,CD194,CD4,CD45RO,CD32,CD62L,CD197,CD161,CD27,CD95,CD278,CD39,CD11a,CD62,TCR,CD41,CD2,CD226,CD49b,CD81,CD18,CD28,CD38,CD127,CD26,CD49d,CD305,CD99,CD150,CD23,CD82,CD360,CD224
healthy,-0.126015954139306,0.109214739014051,0.456772662158863,0.250056584548808,-0.457167248256915,-0.117179087774916,-0.581229691658671,-0.03552280129949,0.349220245246268,-0.0506695785595188,-0.0719533848282088,0.0977766136261044,-0.607335512068457,-0.290552141922422,-0.180813194787422,-0.18736888867499,0.349367683378808,0.190132551973073,0.278663609157136,-0.19510852661175,0.0555548996650928,0.184172812073234,0.0626236288618556,-0.131203667008784,-0.275697124166311,0.0211211959867792,0.273477145262047,0.0414540710167395,-0.134309112837804,0.25841217601825,-0.397081064770877,-0.170369977568057,-0.0635894179585184,-0.214042509047074,-0.0656033349127517,-0.355312667704417
healthy,0.0757003449390032,0.0220387077492226,-0.129955790521558,-0.0299810507787146,-0.000662134717102,0.15787846906231,0.190886860563256,0.0387003923568439,-0.181944270156014,0.0321027716522971,0.0750503324396677,-0.0603874457458351,0.115843151188163,-0.026453879996615,-0.0071393469711911,-0.0149391065296147,0.0705198640872446,0.0042356383224168,0.118102734899344,0.236488895120785,0.132609347495328,0.0388989237785401,0.0586735549591982,0.0923726451973634,0.155442957961729,-0.124744812945225,0.305159197215142,0.443128563895981,0.27699143042865,0.0174208240943986,0.161179635688053,0.0892534964835423,-0.0054667763304231,0.174657204479554,0.0136574261949641,0.146114747915524
healthy,0.219562977603926,0.24310879245364,0.216879059638843,0.380455709425066,-0.259561160191918,0.1404355542708,-0.22809422064665,-0.167769958761128,0.0559598139122962,0.194385501037607,-0.101554172472355,0.331330851214429,-0.279136724039265,0.150800569341676,-0.117764694388733,0.0646379798750912,-0.238722448318516,0.373832664462297,-0.151304316841084,0.0195747888285045,-0.318821409302266,-0.225420793105447,0.180181029288681,0.0953495158024374,0.108798298393803,0.10369740112581,0.303305642377855,0.279143908956046,0.0201406162893768,0.252784321642266,-0.140110125036746,-0.139107276171344,-0.18301368018543,-0.0883256808769021,-0.0055803352058333,-0.125805138163114
healthy,0.0028876294006049,0.195922468294035,0.399392384631382,0.35136863017915,-0.334059086309598,0.124274737145886,-0.285245617334856,0.0815758515351299,0.146038651723355,0.138192305324303,0.0760051678563919,0.264124676274308,-0.377681469725213,-0.179222074021106,-0.358799903533054,-0.0485264841026962,-0.0512932681798583,0.262670702444391,-0.0157716627808662,-0.027238704530234,-0.0344904705575661,-0.0751412567675487,0.201485819509802,-0.0198160577278882,0.0322021442756812,0.124431261155903,0.307364824132296,0.500369626847758,0.100242150491636,0.257456403522141,-0.206308699777755,-0.0270051109216093,0.0866313678193164,-0.0799963882825808,0.0762234622254071,-0.0688818371389804
healthy,-0.122045369019853,-0.299812781817482,-0.38616406416272,-0.3193359466279,-0.0964662330604975,-0.0978758424692545,0.312644753388109,-0.0403321723060244,-0.388336602782491,-0.0934804638008719,0.12013906022017,-0.12521064425262,0.243336115411363,-0.300778444822146,-0.134315019213185,-0.0241659070958647,0.0143038998428778,-0.335960836355402,0.0079392374837237,0.106683999190983,0.29832702731732,0.044949043111317,-0.0384736253121771,0.176058077914021,-0.0615231169956811,-0.231793907772771,0.303706167069997,0.533956422845919,0.241277599140774,-0.253051690822897,0.231583518761476,0.162985887015878,0.0173845980110041,0.0613659436004843,-0.0994777204432291,0.286173709371554
healthy,0.273965279256989,0.260851017256314,0.342464658526248,0.377736112209557,-0.25000715938423,0.166087122540449,-0.431387936244068,0.0762403242014801,-0.49125228005001,0.151207770956509,-0.021846961847463,0.196617316323267,-0.444726182873965,-0.122065431594642,-0.0273449251838484,-0.273782604872473,0.115874613664954,0.246973804389779,0.175458190365706,0.0078247101309145,-0.180575222212456,0.172644244613148,0.20441212271674,-0.436634372269069,-0.0227212007889086,0.286074599390188,0.0941378999413065,0.255100913428185,-0.116319394614776,0.16453062538917,-0.374344594679291,-0.184009861319914,0.0001376336816036,-0.36200758375321,0.0834215475107501,-0.201334026892825
healthy,0.39107556937577,-0.22881064341739,-0.319877438128362,0.0032841660826527,0.0657820173090533,0.18270728837069,0.345822939573385,-0.110077012026257,-0.654057976651492,0.0421881059307681,0.0092134943986734,0.106658204641295,0.113954840195267,0.075814512206452,0.0,0.102213169978586,-0.197719100811771,-0.271848116767938,-0.131354756590792,0.542546833598689,-0.0433143390495432,-0.187186262325351,0.060615094728115,-0.0693436683689636,0.363167481056062,-0.0545408999629654,0.173230622792419,0.264737077523675,0.0970165336283125,0.107642585817983,0.334464232526898,0.0,0.0,0.174465297622263,0.0155510581587801,0.0698518306831678
mild,0.120534600350858,0.173059020418076,0.24556138823414,0.351009215344935,-0.456082933808135,0.0662015624206852,-0.353832709027257,0.0456309682743467,-0.0743455037623446,0.152471920506399,-0.0125044515582985,0.245205723572563,-0.505224120188986,-0.326066397245034,-0.0831146043351308,-0.168053565804987,0.0286697352150651,0.275202727630467,0.0432252721046225,-0.0619051759857032,-0.15989156840912,0.0271601167948064,0.185631077415496,-0.217107826486189,0.0425055706892468,0.033374251586401,0.491288162237519,0.511542171637799,-0.0042680752865713,0.238291332754884,-0.426353202262173,-0.059186041378251,0.0074797642797902,-0.167348897284196,0.0511151299071726,-0.174861807195052
mild,0.0189064897491438,0.0744331000736536,0.0975273982482017,0.22668482084779,-0.139806131057943,0.0461388295716881,-0.156007199546381,-0.0337684377732652,0.181506844217473,0.142501179039254,0.0657320189461453,0.0957826736929216,-0.185223661783495,-0.0289603799407652,-0.167833486811528,-0.0854619139152236,-0.248365120338968,0.209297052717406,-0.172189455127782,0.0319334434551257,-0.112370991954949,-0.188270498737012,0.0720403547572503,-0.02792030458812,0.0811285040327833,-0.137883843537422,0.354998043250464,0.344791804486202,0.174993983293617,0.0996588323670554,0.151104579371732,-0.051811765278943,-0.064871913821025,0.0820777883926161,0.0242203355513462,-0.0482258158594091
mild,-0.285412888866884,0.0177468662459065,0.0595943478567808,0.138739047817485,-0.167749933394195,0.065046893321657,-0.130571780578759,-0.104751325347364,-0.0441989776808081,-0.118444309052902,0.037655705190229,0.123230149750532,-0.293690208443969,-0.132722569542776,-0.0129657054626644,-0.249408466057725,0.360959543065469,0.148964757224314,0.283010074709711,-0.124056579010483,0.119948586632179,0.241801063376138,0.0996733968881415,0.0,-0.224412545357849,0.0131825664719561,-0.34654274988786,-0.196217588522084,-0.366783291101653,-0.0083784519243292,-0.380209460081937,0.0,-0.032826331574755,-0.476798407297069,0.0428753045645786,-0.304076005091837
