group,CD11b,CD47,CD52,CD3,CD56,CD45RA,CD7,CD44,CD45RO,CD62L,CLEC15A,CD27,CD107a,CD95,CD57,CD11a,CD244,CD235ab,ITGB7,CD54,CD62,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD82
healthy,-0.124954919468305,-0.158843620838647,-0.081501988484472,0.0938780036485029,-0.0856456092743971,0.426938899193968,0.0274075622941386,-0.202492579123041,-0.435454425658894,0.484039535317063,-0.19979638005507,0.0501097039106962,-0.058079943576082,-0.381498813201589,-0.105907583522671,-0.320432969390216,-0.216202746273741,-0.170494207997034,-0.0606640916771658,-0.34323144349188,0.106544735896465,0.205749885601925,0.0391612588966471,-0.374052108911334,-0.14347014407775,-0.219807030978734,-0.0568774876418581,-0.183368670066426,-0.238195917190229,-0.175513651639785,0.184675892464355,-0.132291530344856,-0.136450113942885,-0.177477029614757,-0.343612078592916,-0.407444247968109,0.110117975809639,-0.315610590508416,-0.12154211425031
healthy,-0.0417002162709979,-0.0475170033619149,0.291617934288227,0.22977691034224,-0.0603568026491774,0.060042257964856,0.156717941528241,-0.164739749626077,-0.0883187800788118,-0.249103952499136,-0.120764192258789,0.0913099025832233,-0.0083384230174066,0.0612587619568764,-0.0490189264882362,-0.0691687170145614,-0.11131318765156,-0.092288453613523,-0.0719310626765034,-0.224133010189569,0.0265830980693888,0.176864678577251,0.105133972063541,-0.0870550432387253,-0.14865553261824,-0.169297366833072,0.0151311009085881,0.0027059715267444,-0.104038011531386,0.0183822084201623,0.0672819144416002,-0.217496780380111,0.196195835029047,0.023413815334487,-0.528378866432399,-0.24677542694318,-0.0228619484352409,-0.133382431901515,-0.187131476546305
healthy,-0.129027827905384,0.205272619651179,0.354980803238789,0.101021706095456,-0.133880266951315,-0.380090581979568,0.0927256929946942,0.36656241453382,0.490509490074623,-0.185102178829688,0.0211590889751787,0.156618723140638,-0.252917764790956,0.449010332534563,-0.0486423628237379,0.425072461934501,-0.167178101186598,-0.0547185056664603,-0.125352573362317,-0.010273505784713,-0.398188486914389,0.0540359695839755,-0.288398902970437,0.293249784546624,-0.209947656825389,0.0618871691714211,-0.342152612536077,0.224068080618156,0.369922616640428,0.390929921058759,-0.258765745905883,0.282639634510999,0.273234034585943,-0.0142777783801218,0.137739172302547,0.158496474724321,-0.10188583118492,0.43449095333842,0.295749965325335
healthy,0.128010028561365,0.272368581410894,0.326090384907748,0.311689507876395,0.158495953954546,0.283415070110964,0.280120246448397,0.0569203698244731,0.0327264173295917,-0.4121280711456,0.0553661024273237,0.311634687952566,0.0517699379009309,-0.0869579297421199,0.109327607540757,0.105777779045514,0.140708148731224,0.132550081506961,0.122808601876541,-0.0026498203793125,0.0552467531311036,0.253660141453048,0.24616921814408,0.211189160876988,0.0824221194406447,0.0473007331053203,0.149395189203902,0.232057246825566,-0.0085466496723434,0.122517330029823,0.128263372982314,0.258159961329099,0.327684489469676,0.0882135931148404,0.226936798276551,-0.174635530026557,0.122028730766042,0.0663204779605967,-0.185828022060098
healthy,0.0378535042473157,0.376625700312591,0.553952858045742,0.379934459507197,0.0955785036480396,0.0949680481844074,0.191549254042027,-0.0412983913024581,-0.0005043309378823,-0.568163612485453,-0.205743874585599,0.12247364993244,0.0258407286513936,0.0226347960784463,0.0938875701327354,0.149660054085831,0.0999252907152593,-0.10689868863996,0.0056122348363227,-0.121761261713733,0.0858535407791307,0.324519609761531,0.132627056141965,0.248541326717701,-0.115856916731411,0.0379526027637489,0.0773458551264598,0.368358941677245,-0.0348758967185315,0.220099976829349,0.131069602935219,0.0075744894270198,0.356399726389556,-0.0992564502452679,-0.123803421748842,-0.160048661607422,0.100785489299703,0.0278609789217674,-0.0470008272753778
healthy,-0.121184932644731,0.35134690610456,0.385110124776918,0.32438316035995,-0.0100074690293318,0.285264060095337,0.348976614235956,-0.169230669954881,-0.332239459346659,-0.558827567779847,-0.275206178955846,0.33008107238872,-0.0698515820339317,-0.396552881974685,-0.169761648083683,-0.0881930446960665,-0.141013635203449,-0.0103387057873176,0.123008360195877,-0.288954269118733,0.0963178541469595,0.322536620169919,0.125604473339209,0.0777719825183,-0.219345665443453,-0.148686895593741,0.114913471382746,0.29833824589972,-0.214396199358285,0.0860354073097103,0.313206157013748,0.272980757654128,0.207768039132419,-0.0201621277325642,0.154196281171738,-0.273197481209897,0.173323280822051,-0.242709610057938,-0.246815478360148
healthy,-0.111178122628824,-0.144410973832573,-0.243848927513054,-0.535083235610766,0.0693436683689636,-0.327791914034613,-0.237621323258812,0.0,0.416626275664109,-0.406279160806088,-0.0934030501616105,-0.0428128612950887,0.06398256905795,0.197066700556222,0.0619436875303429,0.0527822983525187,0.0743968493134025,0.0,-0.0307212983637963,0.154087038481436,0.247979663030228,-0.756312916237085,0.294189374768265,0.105287882638112,0.294227106423972,0.03055000774297,0.151929657376727,0.060615094728115,0.110077012026257,0.131619903959109,0.0432157597743108,0.0856120623475208,-0.168837606559514,0.0,0.049422151468095,0.0111910884867434,0.0318057592802134,0.400039117677113,0.34670788066272
mild,-0.407710036139439,0.247907614358141,0.254105635584002,0.155511119211779,-0.408789700677648,0.25527692017855,0.540080331933874,-0.132781255045828,-0.333067776951683,-0.0972161333608138,-0.656602631559109,0.529585248959863,-0.027087511535516,-0.443147255045286,-0.41007968719189,-0.442503838104706,-0.52680283609845,0.0149789737383044,0.176081148595391,-0.558113471343465,-0.0886672463704938,0.25631839211061,-0.126244424538885,-0.257731958874598,-0.476095290623714,-0.436264430292141,-0.0880968545067472,-0.0858271244377305,-0.462035291961232,0.339267755534881,0.219395495317857,0.405768571283385,-0.0564194221719335,0.0504190213330217,0.457336147181966,-0.497899525045006,0.205196954600467,-0.439077677876299,0.0299636356040299
mild,0.0599003148977709,0.19705430702216,0.243996881214234,0.0291226747967179,0.108610704743826,-0.218692777642984,-0.0436708115429603,0.0064570528835814,0.220324175695613,-0.686948939140737,0.0950411457017474,-0.139730206197992,0.0871169669327018,0.169032721310661,0.0159399468316043,0.0904400334933175,0.0916693951629649,0.084773537160077,-0.410011845411557,0.0822952570171341,0.118083473456063,-0.245476321879681,0.126432060276577,0.24082263830544,0.160419338393784,0.112186848719711,0.173445806058025,-0.0143545283291018,-0.0087934653583419,0.0336275726985651,-0.121114246562788,0.0672019849999269,0.20720967780682,0.191010671896229,0.0348200588196363,-0.423745377527299,-0.0733343670748972,-0.0039121358454094,0.041540781742043
mild,0.125290800905671,0.0529150556244784,0.0593009973508532,0.0324386229898903,-0.0130083345202609,-0.0021676696041308,-0.0704861169133065,0.0,-0.207113493127848,-0.236698065013698,-0.0022101462441657,-0.447308396662055,0.0480035391714445,-0.136193211321298,0.0046200066688658,-0.152419246979211,0.0074240684676388,0.15472383779788,-0.0445667018187097,0.0240820933341316,0.262893287390143,-0.0405300258732527,0.346450746808981,-0.0432106345021027,0.118157695473246,0.0,0.171113632473127,0.102694027754372,0.0,-0.0706367555617174,0.0303422010918514,-0.361961706312668,-0.304513696047692,0.117075010682348,-0.241596578221314,-0.189484507724013,-0.08604401795141,-0.327952358847561,-0.296866877092617
moderate,-0.0335372917350301,0.210444988010844,0.193623941479915,0.0386937005731649,0.0286717926775507,-0.164009052062599,-0.115397920953767,-0.0061468290656322,0.154152770071706,-0.496996880191379,-0.207206435662075,-0.008930546293811,0.118181671705719,0.24139743199324,-0.111151569457147,-0.175658477700377,-0.0521659796641167,0.105176161434439,0.008994771572465,-0.152153695597786,0.0145486739070562,-0.0666623195427065,-0.0730417398677853,0.0121807172606196,-0.107040429946833,-0.0322800569790754,-0.0017848351156398,-0.119047287115923,-0.0135393683591244,0.170391305075318,-0.0254795674500444,-0.0283915098947858,0.0924396540847997,0.115475986702448,0.0571683610332873,-0.298045425356214,-0.135736474411884,-0.0538224189376206,0.0081045657745744
moderate,0.0933164373482113,0.123251916893897,0.116083410258617,0.255540116804029,-0.0031942924125419,0.530223313846453,0.336162594390863,-0.197499314178776,-0.459180568880943,0.0174660491486012,-0.191107587921194,0.115446739541101,-0.0069636351641504,-0.429124309969293,0.0449769370057731,-0.0808288477214733,0.0277942033163841,0.0314478771797873,-0.0487239771556154,-0.192795255593541,0.13011398690378,0.2056535758924,0.284607216550488,-0.172779605736178,0.0175681119436424,0.0229096919356248,0.17174185036695,-0.018108190192179,-0.227063343409874,-0.186290723260053,0.356503979505404,-0.165052556302699,0.124802018911567,0.034224683886496,-0.415976560122063,-0.309779196449233,0.248079481446906,-0.45688475210903,-0.314489151711129
moderate,-0.123672994818841,0.196684620874747,0.268823326663575,0.194740970521729,0.0733344219574373,0.117470918521171,0.141905071451582,-0.0266148304702214,0.0085190873328895,-0.548887664763418,-0.191521394362948,0.228552592897278,0.159915902311832,0.0258212976410508,-0.142780467552066,-0.0077339293508322,-0.079101088019996,0.0004923658817916,0.0382749668212463,-0.0904447535378804,0.049982665297269,0.0859653993091965,0.096671991556273,0.187316139559882,-0.0079126490118309,-0.0294338017793185,0.0906813727613395,0.201244522206607,-0.128643535114834,0.209349286738237,0.0439404007561272,0.105995773359407,0.223889564862192,-0.0657835521028573,0.123049543300726,-0.315892622490044,0.0150214752775421,-0.148578715709406,-0.060693353519417
moderate,-0.045619100334289,0.0482455748052354,0.131366650012055,0.0061262467628077,0.0244873089607399,-0.0490977079350363,0.0218966842923122,-0.0017125958604709,0.107666808248829,-0.240061340010931,-0.0840006302271901,0.1448385395373,-0.15406893664205,0.128052933105187,-0.106196400917286,0.0024343632729155,-0.0295590252184053,-0.0096761417561321,-0.149591063008653,-0.0832420448754762,-0.0031151216366868,-0.0170099428113817,-0.0395788006963819,-0.0350719523625,-0.0282305911142676,0.0771984153171458,0.0418354452180388,-0.033334432332222,-0.0437748379322009,0.0797765850784497,-0.0156010706077032,-0.0366871866148879,0.0282508561818613,0.0362667563098608,-0.0445471042036265,-0.15301478556396,-0.190713136331763,0.0570415704977852,-0.118694092663556
