group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD314,CD278,CD58,ITGB7,CD54,CD62,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD28,CD38,CD26,CD193,CD49d,CD305,CD99,CD360,CD224
healthy,-0.063245545014623,-0.012534459596889,0.431182161368407,0.259942619005168,0.0113078844764956,-0.523962034810444,-0.705367113824168,0.574847150048435,-0.0604418965213613,0.12963618129407,-0.766838298990766,-0.095471616041292,-0.441062901203889,-0.276753656474217,-0.0611268874288203,-0.222665220405436,0.295963982970202,0.0842107378188009,0.266889288024258,-0.374409763567714,0.0705163140492036,-0.123306150770468,0.175578834174432,-0.0425296995753255,-0.400852176190969,0.0156659038264395,-0.0343588898153778,-0.146069170109688,-0.21998710356565,0.250838624439637,-0.481582899996239,-0.0496433855070187,-0.487328895570992
healthy,0.0042856348231487,0.0756855459126673,0.177968516320015,0.138407914797546,-0.111174076093085,-0.0050207148641283,-0.193982172305891,0.609975342712848,-0.0908027430105259,0.2078390582623,-0.192812718505241,-0.0855024974737391,0.16186364305263,-0.150086952210417,-0.0831154735234567,-0.336331055590751,-0.0269359402471361,0.186797664199194,0.0216207936808826,-0.218132675734661,-0.233510959415795,-0.0491705434890847,-0.0872799480509036,-0.0818086610901374,-0.0982369859834482,0.172828876946504,-0.220003237330261,-0.176308771264803,-0.296657580374292,-0.0407156645465431,-0.115765624625035,-0.057978833932312,-0.17102459357695
healthy,-0.276903742901474,-0.169261364813224,0.0556761020736036,-0.191678536576734,0.018703359869189,0.122516721209016,-0.0509166325042181,0.522610056214266,-0.0216147876205863,-0.156839169663006,0.0191124658249145,0.1474608711396,0.0073119291843969,0.11189061427759,0.0424216081817523,0.122455608416453,0.0422087527513181,-0.149543270415174,-0.0605039581782366,-0.154103605207855,0.110456946337022,-0.0584793034601387,-0.0173132719270583,-0.151125147020849,-0.106492878907877,-0.0340489680636031,-0.299551450726711,-0.0139243846753937,-0.0833580410553364,-0.0639939429398465,-0.033618651408636,0.0285288669886484,0.0211367543155081
healthy,0.190454796421288,0.349431944067397,0.544436836184832,0.357691801534717,0.0247349013381109,-0.112267645634416,-0.211902594832979,0.323873150661964,0.140477390705046,0.298585182656231,-0.268273269538721,0.0969399554741497,0.0117537494990917,-0.0935328856654907,0.243784887538414,0.0468859260252316,0.0223729638392084,0.455145684095995,0.0220110375019263,0.0836721543169492,-0.0666285093682224,-0.0659028103684868,-0.0388244499406344,0.287124735538327,0.170738689581519,0.342059554275425,0.251567700479699,0.0848423388237853,0.0252595232110286,0.246841740672437,-0.0765934494411344,0.208954435553389,-0.04663538530383
healthy,0.246416015568447,0.550059553651962,0.726042608929589,0.656561583056552,-0.35567275239867,-0.211453727466358,-0.603759964794906,0.458510612967408,-0.340633999953355,0.406289296026472,-0.630457540854982,-0.0036977454660214,0.296418480042632,-0.345457658166758,0.207722366405478,-0.346567550291304,0.069285839451326,0.635941048629491,0.108966112657099,-0.0652194746724633,-0.452263596141682,-0.331370192582227,0.0481407489344813,0.241789755056369,-0.0411118605311136,0.574138287664133,-0.257132547229828,-0.0222559914980139,-0.252185845643916,0.552584552898976,-0.538772189697366,0.18173478829817,-0.49066365512136
healthy,-0.172412354550436,-0.0158794238544276,0.374803585913966,0.228394021084943,-0.225888299032962,-0.352740797743136,-0.361308842606734,0.673920842090715,-0.142438716716954,0.194016821564378,-0.4314967178138,-0.0243132845500976,-0.192744659116133,-0.192596588726089,0.1832187370764,-0.143332953168407,-0.096103548845975,0.13697412710257,-0.121284977545284,-0.279485698054363,-0.199194745278282,-0.30747924709424,-0.119331210312868,-0.0656192806740282,-0.195477641619981,0.200262290368736,-0.137756303054034,-0.0423420949280706,-0.0402768683924303,0.106939244710191,-0.170475379989559,0.0999850240773544,-0.272950501949118
healthy,0.173801966315278,0.291350922902802,0.0354336169013841,0.28167345454825,0.0891131797382946,-0.303927373628556,-0.172971222764904,0.314342135842889,-0.134665088310293,0.301038386262511,-0.214538281843067,0.0,-0.0816235948937204,-0.0838912911037112,0.0014072413447681,-0.0757998766722461,-0.174184722687881,0.612132868284091,0.0045513808685224,-0.086514626077302,-0.0939877714589383,-0.112016695057557,-0.0581722873711229,-0.0848611326193611,-0.0338814705790771,-0.0737051196846783,-0.0694917486300758,0.0,-0.0050465812250937,-0.0715429295648124,-0.0116199267253125,0.0181498431791922,-0.0954410120919429
mild,0.185683906597365,0.441911698045471,0.682499646942956,0.433920326372086,-0.35946223142828,-0.418656622489502,-0.608761381907879,0.0894191158972043,-0.0332855960339132,0.437129859322499,-0.665181718123348,0.0554800047467947,0.133051802526027,-0.317671663129803,0.276822035522691,-0.304688316109262,-0.0524820208650713,0.549765617733921,-0.0215485283069911,-0.114248679711951,-0.42792066591299,-0.48110329332163,-0.143337158786672,0.434494503131508,-0.0587329239299733,0.370294189992036,0.0780361714907079,0.0406306808215231,-0.282958422203508,0.465818888738726,-0.508665473902158,0.180476656740805,-0.436184675685147
mild,-0.283628429713845,-0.0322476503144484,0.454938862767691,0.116180641499053,-0.213614056830064,-0.23639646825119,-0.451872662515427,0.540689319731819,-0.193669786145704,0.117641491962689,-0.343350381641277,-0.12812812548961,0.0984566791651684,-0.188761187467176,0.242299583455618,-0.140652335911247,-0.138858655763972,0.227622861794824,-0.097785151243762,-0.404867524235309,-0.233590412274344,-0.25842676527053,-0.117340497287887,0.070404589453466,-0.195742847661307,0.319272665673536,-0.245713125614014,-0.103710134506628,0.0738520926176465,0.0980507722967691,-0.2433922397233,0.0588824819222041,-0.303581541431934
mild,-0.303058954940194,-0.53505169728469,-0.628779807610466,-0.264547330066009,0.175735782808052,0.324071937592349,0.359826889624283,-0.0498877841522187,0.177651524173271,-0.0889912047246093,0.400384767337704,0.0,0.156338068246114,0.0,0.0208069106487005,0.0890182304573228,0.0612820953301993,-0.707329031996357,-0.116559511028667,0.054113553615921,0.177299642700425,0.0,0.110705710859747,-0.086666872089447,-0.095534081250835,-0.128527527033696,0.212142012709635,0.103902203263964,0.342604257165079,-0.109331148920976,0.456726790578141,-0.0583833400928792,0.256019299530855
