group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD32,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD244,TCR,CD41,CD2,CD49b,CD18,CD38,CD127,CD45,CD26,CD193,CD49d,TCR-Vg2,CD305,CD99,CD150,CD23,CD82,CD101,CD224
healthy,0.060360539273721,-0.198496822092787,-0.555032071685012,-0.350887001148196,0.27886839492207,0.269030391134524,0.0937317823434519,0.218036524743188,0.57182387433818,0.0758517331788393,-0.644451093860363,-0.0461976105463489,0.117403937173588,-0.123589812545568,0.588976460037458,0.0445324276764973,0.113178585473791,-0.268430717754494,-0.0226017517168252,0.222284134328871,-0.027878136538855,0.0759087999451158,-0.271708993147471,-0.0607327421340933,0.0457454592382752,0.174138061717494,0.0934466583312191,0.168853219809623,0.0635422682434328,-0.353262097694368,0.379548089193618,0.193916669487257,0.023222668293412,0.237628492891624,-0.12845065583041,0.420941870996132
healthy,0.0775909621529983,0.0395043861362117,-0.129633330830696,0.0982092741504529,0.0871027897494798,0.074204809073413,0.0095822739565259,0.0775720069888736,0.0163069715713631,0.0350702766210332,-0.466105352141609,0.0308425561468193,0.123289008404212,0.0273180721963115,0.0377459446713241,-0.0746208202520873,-0.0733202143526371,-0.0034418342801357,0.160945804631406,0.105455554422205,0.168579260095984,0.117509140789196,-0.173622268348547,0.171746212897496,0.124452920897365,-0.281299954424413,-0.0484129268521109,-0.0296456526790932,0.0225482754853204,0.0529303182588301,0.123742615175782,-0.0752322472460536,-0.0900411237806659,0.0983122766656506,-0.147126703978231,0.103522308265516
healthy,-0.0426201268431405,-0.16915880356699,-0.301555589799519,-0.222589072913552,0.0290902847147356,-0.0257735171790705,-0.0748094772083956,0.109011065141336,0.298490423121088,-0.0667772950894778,-0.248743895509589,-0.125089030423187,0.170425890965047,-0.174405012012102,0.238740922250084,-0.0930253300667973,-0.0577088603414283,-0.139746552883105,-0.155660928091197,0.066851308624388,-0.132657094632475,0.256416068282256,-0.354821732186231,0.340410305355333,-0.0694598588858522,0.340709254058704,-0.0634345631407181,0.338747418570805,-0.114193019667989,-0.12552451310127,0.29071256360929,0.182442323409954,-0.173122305619934,0.217418548093571,-0.0991999586676809,0.184018142571815
healthy,0.0039681500745274,0.0827380024510265,-0.153438223604453,-0.111075776988063,0.0299807648017151,0.0523778599231936,0.0503799690468727,0.0232086383222973,0.0727069726149749,0.0046067622044377,-0.534499536500201,-0.0812982724036313,-0.186275923998972,0.0260957527069451,0.104668195452043,0.0371865228933896,-0.0020369571413362,-0.0053772469228077,0.157229738920687,0.053247901490171,0.152707821609591,-0.140912807104436,-0.116547621804945,-0.260550575008907,0.0765983319663772,-0.35728967604379,-0.127109569484831,-0.289052453340673,0.0700598803379097,-0.193032843707664,0.0685437293966484,-0.0682736583930046,0.04485981505995,-0.16379532616898,0.0737372547645539,0.0170739221620461
healthy,0.0656473974262597,-0.16447086609878,-0.407729393679186,-0.30488470407463,0.181755263948148,0.118993970499978,0.0005287259941305,0.089123269911233,0.404572923357847,0.0162387075011882,-0.861861141786812,-0.0560803716788832,0.165051793973232,-0.246380996967771,0.423362877090993,0.0811557922402384,-0.0193926080265795,-0.266418735496239,-0.0028346927039707,0.224442826491285,0.0147840416352158,0.169037027672184,-0.261982501823622,0.295563005039563,-0.0163579419515015,0.261395396112405,0.0657075716672472,0.163722066168331,0.0371981916420145,-0.300695863613994,0.291091504200681,0.259448410240537,0.0601668866942665,0.0698538098258928,-0.0006378421899384,0.346731795122409
healthy,0.358167065161366,0.270828085766339,0.25770346478182,0.251602060050241,0.0133084104752975,-0.101981202163635,0.210146065017581,-0.157750649533678,-0.256995631721964,0.119188837899142,-0.661547855281197,0.144843279538271,-0.166778342152344,0.146222387329617,-0.296602291031754,-0.13923573923275,-0.112896938579341,0.200406276416751,0.179042177027362,0.109428368586232,0.221476902177654,-0.318098373050878,0.170184800304173,0.156579068121173,0.202808023697772,0.146487406143062,0.0154951681557781,-0.373785754905749,0.0382438588478141,0.104737009405798,-0.191392627005453,-0.118289662295129,-0.0196844775159293,-0.226888755232429,0.0427577256504352,-0.0540947253797154
healthy,-0.060041695273912,-0.395607213492037,-0.54115855198773,-0.275018172285984,0.296435736759698,0.266329994742985,-0.0236442742793988,0.0,0.369779940746274,-0.109107170510607,-0.437827270215224,0.0877706571663106,0.0656627129323332,0.0723935499304156,0.324207052489296,-0.0856068751663949,-0.264381313418713,-0.354174897723135,-0.0283387757799128,0.343684448887924,-0.0940001578603673,0.0577055701811655,-0.12370616614681,0.0498800030748943,-0.0248891805871827,0.274290032973862,0.0,0.302153422152743,0.0,-0.028949720442554,0.414808184874275,0.0,0.0,0.46376208701346,-0.372585792792822,0.115929315518466
mild,0.174973692840399,-0.200777416898439,-0.321757747412634,0.0538091080935466,0.254636246421219,0.132561660765867,-0.0896776463609241,0.0677303826160216,0.23421358303123,-0.0091660274125559,-0.073676354441616,-0.0838005322653514,-0.336566952866166,0.0396764954091953,0.142156734517629,-0.298311054572193,-0.426493806124456,-0.271013704876927,0.0613650357974994,-0.0266911641595151,0.105130781415295,-0.163811305589932,-0.241674545561216,0.438623438262529,-0.163270682136785,0.506496262767065,-0.0348940763680572,-0.0143159730398947,0.0066245565581522,-0.209934202939637,0.0516543169321204,0.16195542409374,-0.0158586157163235,0.369779413096877,-0.0262550714352146,0.304954683384709
mild,0.278059233631578,0.171262506542145,-0.120289704272691,0.208213670313113,-0.100686327951823,0.149200868854616,0.243711697977759,0.0550659703029543,0.132310026062826,0.120305667640018,-0.600826434656171,0.11938778496277,0.138327185421806,0.035351403966626,0.0348226415842265,0.0038863202833871,0.117095969898078,0.0422840586687734,-0.100853632329859,0.349007718305292,-0.0207581200998064,0.161733147463726,0.0029630332604075,0.205646053599029,0.302813305115276,0.301461240274853,0.121774732974684,-0.0553776598234969,0.110307324838633,0.007993175153221,0.218408820097804,0.0563955977060553,0.148435134037041,0.069618041118375,0.122625951177148,0.221452525676946
mild,0.171011018949212,0.061854776536639,-0.141768001747512,0.105977237015406,0.0051398584417833,-0.0930309574866591,-0.0499484704557534,0.0,-0.213020987970326,-0.0540872856368743,-0.100966248728686,0.0910583416418264,-0.0349416542674538,-0.182988715242809,-0.0615576779678158,0.0576777218105876,-0.111238719461574,0.0284396049319203,0.468287030701179,-0.0458356363774008,0.220464342307105,0.0,0.0233132739550751,-0.271058790458931,-0.118484248914974,-0.0652405433096486,0.0460633449113074,0.0352787563540444,0.0,-0.0038042836184398,-0.288027338679071,0.0,-0.0675682719407223,-0.254637745020675,0.129442526061402,0.0151145471567677
