group,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD4,CD14,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD278,CD11a,ITGB7,CD54,TCR,CD2,CD226,CD29,CD18,CD38,CD127,CD49d,TCR-Vg2,CD99,CD82,CD224
healthy,-0.0399492725135469,-0.0264533838707481,-0.0664644303579698,0.0810157672746984,-0.0179139448892324,0.24405025153254,-0.252615596780912,-0.050891161968953,-0.114009272448867,-0.178157856571949,-0.0075344146497294,-0.0136584733577971,0.0347933405066654,-0.054688382296852,-0.278692676145934,-0.210364606805574,0.0679015813122597,-0.0886459157166841,-0.140292747834257,0.0208690414782933,0.051991217780241,0.230622960778288,0.0422385133909322,-0.0380850599454614,-0.179836262526811,0.39713680484426,-0.0680442711676775,-0.140677833746777,-0.0056053224635179,0.011448269273823,-0.10788198424364
healthy,0.244193404581518,-0.129829724398375,-0.0043051251398386,-0.437599487796783,-0.264113422695821,0.219282051462321,0.0749512228595576,0.0995267430100761,-0.0193917269909614,0.511630401596467,-0.655565216878699,-0.0373038416850747,0.193017373092865,-0.131039610422869,0.49364098807747,0.0190096212366827,0.106094174818501,0.0250184989861784,0.202277124785788,-0.248422233728172,0.322546778348966,0.246531414078702,0.120452040262342,0.170362666311762,-0.128623828923591,0.282363033818384,0.439146297940836,0.0778991932367792,0.324899839904768,0.160590827330918,0.392592951904338
healthy,0.296364431323009,0.0535021377715959,0.102307878648673,-0.347870211113179,0.041067519392112,0.0050476232325053,0.126527406022597,0.133281098595915,-0.0408905799134456,0.408998605428075,-0.374084217815138,-0.0901569233093619,0.0609192696832513,0.0899597189622716,0.363320608826443,0.156207503248909,0.350704555311396,-0.103718396438311,-0.0211027569625417,0.0272490195283798,0.249245097586107,-0.156717616964599,0.114913923921789,0.32265181262694,-0.243655549839822,0.355584976756688,0.220492219572456,-0.0299768700581102,0.361557058868713,0.188753021194561,0.223093686577082
healthy,0.330212799510329,0.182343681200759,0.183140251485783,-0.114571850242951,0.0249484407180597,0.198925453440339,0.266623273681072,0.267807948120367,0.121159682148832,0.318691893477624,-0.435009223482373,-0.0172010353982041,-0.153450872399707,0.0945156674259258,0.307201201509544,0.192812389882686,0.119473219600876,0.0001437726621478,0.0409933866912346,0.0673203523396304,0.234751701970383,0.123000965634984,0.149443165326377,-0.0270286040841771,0.0751854305220229,-0.0126284116858162,-0.157608707863028,-0.0017969469654956,0.243861494060141,-0.0461742209006261,0.153397574509706
healthy,0.392122603959225,0.265997583199677,0.179209350207467,0.0758736346569934,0.117748564604858,-0.0695885022815097,0.00487782594642,0.246829775626146,0.0263114925378316,0.0508235754818723,-0.656819523366115,0.120138585005483,-0.0670270239995715,0.103467069885365,0.124928073123386,0.148145822566271,0.0880518971225771,0.0313319022241012,-0.0346033745023214,0.237912939126884,0.241293061788653,-0.0129602380807826,0.0113263593503928,-0.0634084364717248,0.143461417445079,0.185999491204247,-0.0449325650212307,0.0540297226196669,0.0039655249651558,-0.0932584182146988,0.0755656134044951
healthy,0.326704992694211,0.0692201019235687,0.128897243162229,-0.189783176450222,0.0346014997047649,0.218554017481977,0.28961919612482,0.189637306890646,0.0329159724897987,0.139368039980289,-0.478974559282945,0.0243832638561137,-0.0766502689363754,0.0228668971950452,0.168423857344346,0.0617005758325499,0.0099400778318042,-0.155531573342632,-0.0585605535984343,-0.0664243875767004,0.191272368954262,0.0188020006464078,0.119869269055525,-0.134549408336399,-0.323602680386235,0.149349399376886,-0.345711072855147,0.0462183182563743,0.0220759906325157,0.087438180568361,0.0646261096817898
healthy,0.306117986509524,0.294265439561221,0.0,0.208545680258995,0.307044606725722,-0.17890727227267,-0.30664842639241,0.146241786833054,0.0,-0.190954139375081,-0.102967636171198,0.0819516080724115,-0.0895965997267167,0.164375453549672,-0.184860429858773,-0.114438385017588,0.0289240954920445,-0.030060817225237,-0.190676050704363,0.47720237887715,0.0739029542713569,-0.323018792196058,-0.112986536573206,-0.0577055701811655,-0.0299083498011014,0.0737303592889655,-0.0305957377850049,0.0,-0.1820770179761,-0.307074672834984,-0.150577799030453
mild,-0.0066340283770297,-0.0899199835182349,0.302879864902284,-0.448402325570523,-0.391444423815275,0.320815527587498,0.245954006892201,0.0739975997167965,-0.0745023451885995,0.530081412607133,-0.179299082336706,-0.231596136085675,0.517593379400111,-0.535252068451592,0.692445298371888,-0.0025305976662984,0.580419349993458,-0.340971164712451,0.540180009174838,-0.231771418770047,0.411489737349598,0.515577713421505,0.539338047604752,0.543987609779725,-0.417255311816682,-0.0151077037829224,0.398052787739851,-0.0888114627704432,0.652590169432313,0.165390185422559,0.255537340165743
mild,-0.206824113368137,-0.0802026384100087,0.0416916502662636,-0.140141397486302,-0.11798711126521,0.0157228070653683,0.0265576678431108,-0.0461484357479904,-0.0601853406813853,0.157893912481907,0.546694697694216,-0.111405857722619,0.191630372505106,-0.0391539294905296,0.242642779335692,0.16955078537843,0.0896744229653689,0.144259528511275,0.185487423181494,0.0782353599355885,0.01501888984609,0.0013060745153189,0.0874235247997499,0.175392529438379,-0.219250509398233,0.0815720999947789,0.462273469945875,-0.0066924956583691,0.337640391769776,0.26875471565019,0.094204756826613
mild,0.475110590607891,0.103893307100642,0.0,0.108553158836972,0.134724615082027,-0.180998349101362,-0.108632127954163,0.211783641270826,0.0,-0.0296718158066496,-0.204785528812094,-0.12118290579401,0.271889747268625,-0.0147266842543397,-0.130882498075429,-0.0821935219984711,0.129223511195194,0.136281205072439,0.151351304695912,0.113076304562048,0.48125127863438,-0.222578135564274,0.0,0.0,0.098448245091374,-0.0623613090248129,-0.0317109301972314,0.0,0.0183467786044764,-0.153020092916722,-0.125558305284909
