group,CD137L,CD47,CD52,CD3,CD11c,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD69,CD62L,CD197,CD27,CD95,CD57,CD278,CD58,CD235ab,ITGB7,CD54,CD62,TCR,CD41,CD163,CD2,CD226,CD29,CD49b,CD28,CD38,CD127,CD71,CD26,CD49d,CD73,CD305,CD99,CD85j,CD82,CD224
healthy,0.0412739953407236,-0.0247061662470626,0.0616469663105579,-0.118548596649209,0.05644221751911,0.118702963378079,-0.487204051543033,-0.269918371606941,0.114109238259155,0.35512522440049,0.573810825094281,-0.0446281666116223,0.038680972815942,-0.591747794954849,-0.0880951464301785,-0.132001241065666,0.582921656985136,0.109658488064235,0.115645856955371,0.248899862851571,0.185174213023492,-0.0186919469961762,0.337795217647161,-0.201685229334873,-0.207627520485453,-0.0423685999142497,0.0118725491468582,0.320851665314805,0.0895617773348576,0.220061089610706,-0.0047085156787876,0.227553771693647,-0.148465844014295,-0.136243390911654,0.16492452168726,0.119163613232874,0.252821602309669,0.0724756734046839,-0.253311061673608,0.367688958837201,0.0161629068822238,0.0709179915559047,0.347973966246841
healthy,-0.0463158294974849,0.0549243024353238,0.219436692155898,-0.338940872262169,-0.0075661311726115,0.112687863170426,-0.709985033547704,-0.496415811398226,0.446687547512784,0.261753528742029,0.689147909409031,-0.0614837442684727,0.0577585946539344,-0.761014213322711,-0.20004048793784,-0.268937765885439,0.620996028173933,-0.0159586891363776,0.0331505657055428,0.180529935814247,-0.0349721175034923,-0.134190920966098,0.205273674527734,0.0714223145772534,-0.521739394683455,0.0848380453297277,-0.0188536906362743,0.269658547972732,0.351401381198332,0.295561068177235,0.0740828813040099,0.248049742963668,-0.282759980551981,0.0048495341308965,0.0836860528041298,0.15473915966019,0.0916176150653132,-0.0334112337865487,-0.396553145916909,0.486442494460374,-0.0269368680507138,0.291598875614668,0.508780740587777
healthy,-0.129484953172824,0.024089427099703,0.113252157473457,0.113477494186794,-0.163898316719843,-0.192804170493186,0.0594603767581411,0.240569204807475,-0.191989775887947,-0.229711238386114,-0.080606531085389,0.0008762903414358,-0.357915282184274,0.344059137014086,0.113215558232345,0.278451692003167,-0.129082678139844,-0.0650195592773797,0.176304846172588,-0.268364249399716,-0.103878715655751,0.0607423582051392,-0.194048759018633,-0.361854952521645,0.2908559411192,-0.317183174654049,-0.284529386905144,0.0010660524319724,-0.264555618957404,-0.0918750760125818,-0.355418070224847,0.152048396137949,-0.0717126051911658,0.338002270552749,-0.167616353929581,0.241554629526139,0.256638414353064,0.0039278664923,0.172553029987833,-0.0167136434421475,-0.0455033384290881,0.129046613873884,-0.0171518803710869
healthy,0.140364476149577,0.121422922386083,0.206978074268692,-0.126027982597639,0.0301744832178744,0.157264510702988,-0.257764894749045,-0.0859293404682993,0.121475844711692,0.370361305231632,0.357310817814812,0.267476518698576,0.124547928107507,-0.243818905838674,-0.0501684024734155,-0.287835524554221,0.402549312302086,0.136504657005235,0.218848901976455,0.148085132580105,0.0729616719146697,-0.135245950349387,0.168371230671864,0.0794266587694471,-0.235262108204568,0.2065988362726,0.0101721492422393,0.177252821619076,0.239363438647212,0.122492294198537,0.187519598036371,0.190465210212611,-0.133654526155396,0.104252692402022,0.227936554871337,-0.0430995208240955,-0.237808515837222,-0.0297764900997648,-0.118773641225819,0.387202721162191,-0.0216309651290271,0.209605917117887,0.330534276570631
healthy,0.0980999214916835,-0.0681373564870546,0.0108562078419516,-0.335070058268753,0.051086692670616,0.122853822808617,-0.568530781051538,-0.50195835368287,0.352420921486077,0.271658066408163,0.582319751200211,-0.13394535751565,0.0201461980802969,-0.693516150983048,-0.15299895588009,-0.33937080391356,0.565417033391746,0.0713159953577691,-0.129789755871493,0.358336209544936,0.096865088105998,-0.113193989671846,0.341333817014374,-0.0194044798840117,-0.43965578492666,0.0112333432605031,0.0352228374985951,0.209905657603658,0.394416264654413,0.246082785355749,0.0100062035226364,0.164909525396873,-0.391297434086891,0.242080329503478,0.177094174986816,0.266730236590446,0.207879249567901,0.273847587968544,-0.437402578869509,0.464733618818216,-9.58217569298867e-05,0.183505083472489,0.46791561426296
healthy,0.0534865679157382,0.141843780544344,0.244034927945635,0.000656616606624,0.0274739652908131,-0.0211117708689969,-0.298166508783522,-0.111821309947214,0.17344366604031,0.148777334176588,0.197082676725502,0.163007423563888,0.158688724796488,-0.520816480337423,-0.0141650844053258,-0.113388530771595,0.147751860003488,-0.0089078829851912,0.131967922853758,-0.0024454177498394,-0.019884514629703,-0.0297745347144641,-0.0093722862920914,0.288532336826308,-0.130808554145443,0.261051616120475,0.0211089931165741,0.0987215631167424,0.100330768258416,0.248997209995206,0.249975387331325,0.0975609434677118,-0.0675202960357557,0.0672778558456325,0.0170246016947447,0.0333540348862082,-0.124645771868426,-0.16581310558752,-0.203259730796959,0.0298763389430577,0.0098247550076206,0.115858231532745,0.0820893331213002
healthy,-0.0781999569505404,0.334227880570843,-0.0679611003967959,0.281972926696755,0.0,0.0,0.310770809461322,0.230785494935341,-0.0216504350189172,-0.14843373740073,-0.227957308562356,-0.0445448242742916,0.0212032201965743,-0.0379037229469981,0.0848611326193611,0.112280980167018,-0.148702332443001,-0.0737650019445305,-0.133285268455214,-0.0140627019769227,0.0,-0.044258186563997,-0.205612997633185,0.198639461202105,0.506625799848705,0.275083954162171,0.0,-0.192126137102889,0.0127816693230647,-0.0712833514002633,0.135232835103371,-0.171294079523027,0.0157772725553443,0.0032282300330157,0.0,-0.0512332170287009,0.0228692324774753,-0.104364228411627,-0.0243311458261423,-0.308818464105132,0.0,-0.257100557847153,-0.169385148207941
mild,-0.0389000006324279,0.189160267518967,0.198918831347285,0.0112027409042315,-0.0924724212565422,-0.136850842676247,-0.0219219432428568,0.146290168466585,0.0432968015955755,-0.272619339853324,0.0373059006442212,-0.0170895854835699,-0.0676520135813383,0.0542431789358684,0.0136557090364181,0.160825680700672,-0.111567195761707,-0.193699741859237,-0.292305443979817,-0.201413678036141,-0.109773051294036,0.0405129304844773,-0.112897950072937,-0.177325267590884,-0.0132891493980395,-0.0820204132109382,-0.128700844922774,0.0082694352907832,-0.0998562748665393,0.0186369756584454,-0.0981902365438692,0.240153674939054,-0.141262707884909,0.618122232784286,-0.166285444354197,0.532809220959086,0.0885933244303123,0.0566210538580079,0.0941911754714943,-0.111182043255787,-0.0795997586572451,0.0586967738149676,0.0651088131108711
mild,-0.0973565312305791,-0.215652649090741,-0.0484503075925023,-0.205282208500403,-0.0022484668497528,-0.0148183769482688,-0.440319078565577,-0.315426591178107,0.269542171920349,0.432610595494699,0.490045274854789,-0.053889459273244,-0.0091332941285286,-0.113335640036395,-0.262830682570118,-0.116020387195498,0.510403812004002,0.0069107414641329,0.270412462425574,0.146926377893118,-0.0297668219392512,-0.210120712070393,0.208551132936882,-0.0552382826404911,-0.213518653364874,-0.128643305001938,-0.0273051183727905,0.0261919071896037,0.101917844518977,0.166205006282929,0.0025745434581979,0.222209380962436,-0.177357997879824,-0.312579733636637,0.0152189300581249,-0.369246394487746,0.139579404347858,-0.0564836241196862,-0.208309424807675,0.470705116605257,-0.0333664329531894,0.34755686527038,0.307349366085184
mild,0.119281266259079,-0.144779689808864,-0.246457695560978,-0.175226756707349,0.0,0.0,-0.283890420989353,-0.104558299155451,0.065994416600759,0.0897067301881503,0.178004969269075,-0.238920856400243,0.210210051698547,0.189956668262754,0.0979048334945953,0.128558741013343,0.260357567533617,0.0238941549725519,0.107223122420571,0.0,0.23055503159569,-0.0072091308819794,0.100308200694776,-0.0993951196167961,-0.160591677626688,-0.453795383347105,0.0,0.0066410303853695,-0.0262082670550709,0.0,0.0228945116390335,-0.127856499800237,-0.0595162424180738,0.2165231004678,0.126660099276225,0.237025452468797,0.306616175226842,0.0794272996617978,0.0258274996613789,0.342165944456467,0.0,0.301853781962336,0.164396345016925
