group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD5,CD195,CD62L,CD27,CD95,CD58,CD235ab,TCR,CD41,CD2,CD81,CD18,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,-0.355955578579068,-0.201207891011551,-0.137160342250899,-0.351056960596257,-0.365597848510588,0.0384478070911978,0.189972471011928,-0.107267850378243,-0.105254048557065,0.234133144111483,-0.102179218297683,0.0662726166027252,-0.0563537754882705,-0.244701387220797,0.285582979668695,0.0331029964501064,-0.148693019914949,-0.274752703858823,-0.0475203242381991,-0.0298694599735856,-0.222575128047791,-0.0152653885640972,0.0033194781630333,-0.367306786262434,-0.168004767608656,-0.173169436111072,-0.251502847584267,-0.0770358191729506,-0.251572080016713,0.0935070128535904,0.0710699542802023,0.243453980848869
healthy,-0.198367502962904,-0.0511918644475988,-0.459423396756063,-0.69344921663958,-0.484194183726327,0.253737402223484,0.246265638490824,-0.267975327453065,0.144919869326418,0.62373488069017,-0.295509684204714,0.158986737061791,-0.343500136166281,-0.382758587827571,0.519969394262428,0.187866702382721,-0.0886546897186962,-0.566101423499171,-0.0999457858252018,0.135952622311187,-0.1469811818008,0.217604323240276,-0.300756151662311,0.0311512393638596,-0.0949293190703934,0.0096549437378667,0.102551708026342,0.151566961627239,-0.310791481452833,0.484239733610883,0.279997852194964,0.446573755619321
healthy,-0.254703258837949,-0.274119854206701,-0.168348780417476,0.0690296828579794,-0.230946567175523,0.0357983071823973,0.11137043295137,-0.131187517712105,-0.0673252345927662,-0.0630197072329564,-0.0449760622463155,0.151289534452899,0.368403304354789,-0.19948792442889,0.0116569039138986,0.149708596856089,0.0458021968045064,-0.177199589571709,-0.0321001325095533,-0.135029184757047,-0.181656712417661,-0.132926112631637,-0.0392704521853816,-0.261286257739797,-0.20156329778177,0.0452028852201088,-0.267422796877632,-0.139646803745379,-0.0889540643690148,-0.0525178450004822,0.110005394709804,-0.010351866047194
healthy,-0.233773040331453,-0.194510814257193,-0.353777140215142,-0.409915529929383,-0.381458526437177,-0.0416545320136998,0.24318372422598,-0.288774106455214,0.121244500191956,0.219980824552271,-0.275989197325969,0.0514526527328071,0.251397586216976,-0.359853730030806,0.332565169929031,0.052265205003099,-0.169695024367565,-0.285023913472381,-0.22998701373478,-0.0260967600146184,-0.179711801063205,0.175881552703732,-0.176417455832278,-0.109683476812424,-0.224095984441536,-0.0894961912993625,-0.181390631122928,0.24047957467391,-0.118367987025078,0.172090171098045,0.305795674754994,0.111080799969884
healthy,-0.292189333479856,-0.201002793907932,-0.476731185880685,-0.612884804787861,-0.493603912462139,0.323086021146537,0.323077523332155,-0.214792034191947,0.122369236855228,0.544431369240147,-0.232255854977162,0.0923530725469397,0.206118530674573,-0.278603211322574,0.537461959909786,0.175556822497249,-0.0260788787339774,-0.500404654291089,-0.0457395729125245,0.0029175425727809,-0.315021831303699,0.24233896492341,-0.500017028760307,-0.0489329154454827,-0.21554026307638,-0.0259033134534127,-0.0366939468051309,0.198231355969983,-0.458730404510648,0.538659763800378,0.416364475638573,0.404038406103736
healthy,-0.355051786626687,-0.273319433620696,-0.356460986813613,-0.496058386616436,-0.38445059437324,0.079735520935884,0.250202449657224,-0.232083122592492,0.235319481972331,0.491591068131479,-0.147484029138545,0.093080244408712,0.537047921773305,-0.171454479765021,0.481420608110511,0.223106340994544,0.0031108960989446,-0.331938482986252,-0.148398358572219,-0.0639491144177947,-0.330557892072833,0.373094036638284,-0.295623341756371,-0.0235366657880291,-0.181602863733499,-0.0232055164535574,-0.189832629992879,0.311545015514849,-0.267857593681838,0.395311844118886,0.425379052071738,0.300888301526943
healthy,-0.106912553245824,-0.232892099178007,0.303058658148344,0.237295248985516,0.356840428815024,-0.596028727380367,-0.398495120289739,-0.0494768532805822,0.0,-0.377990060615459,-0.311759916963432,0.0481907902854979,0.367712153483518,0.137752329719112,-0.123297208849158,-0.0324896907742697,0.0,0.23213697446265,-0.134999967280128,-0.321168156042462,-0.0635246192750646,0.0509166795716166,0.104650173798392,0.0447277944632722,-0.0561534351019132,0.0,0.0139161280760138,0.0294291913711642,0.0468618065385829,-0.560881998827195,-0.308249825703314,-0.0649621876596447
mild,-0.273694942320363,-0.0369560202344092,-0.348985839293186,-0.62203226083843,-0.440979259307169,0.107434292146382,0.576130823045121,-0.182807065226501,0.15970241282513,0.582152547909651,-0.151220972186276,-0.0022273341296301,0.023285482327908,-0.26480136893341,0.667446761303485,0.310203273719733,-0.0885992586802973,-0.45872766268949,-0.0473116686746561,0.0391841775756165,-0.362429798009208,0.194844172004533,-0.245977019246194,-0.16073048997645,-0.186589655671873,0.202048523281326,-0.241277705022836,0.113902564465198,-0.431884649560955,0.504230391316242,0.4318096424474,0.442426531045096
mild,-0.308866385164488,-0.218046604119134,-0.327626434865117,-0.563363563342707,-0.526738539154107,0.194149252338854,0.191885603695736,-0.173241431351616,0.166469825457846,0.529144157699301,-0.190318749566948,-0.0370465948151775,0.19992260742737,-0.233602974946459,0.577132417738889,0.244462143699198,-0.0990923198863343,-0.390171343289077,-0.11201237036823,-0.0505881381595091,-0.0578764495598463,0.236985227117148,-0.379879641919286,-0.167369583851704,-0.19074930202337,-0.0302812450214147,-0.258483648900155,0.334859971525649,-0.148995457970667,0.323361906376093,0.387073712412399,0.250576161649624
mild,-0.274547311683211,0.0549449912979137,-0.259287964092518,-0.436725686306265,-0.204691885500279,-0.0745263468686642,0.30595389321517,-0.239937890877335,0.0,0.37285920270287,-0.0371199215250314,0.0697001993491987,0.123349506816737,0.140606621608724,0.513542983972756,0.0,0.0946971487411945,-0.324933581274058,-0.426789234214286,0.189802218927805,0.0187620511789443,0.0,-0.116892522644411,0.34145780175628,0.210888632835397,0.118444309052902,0.0305283280815516,0.386892263755135,-0.0476701564290855,0.415226115820372,0.464158063825775,0.330228792510119
