group,CD47,CD3,CD45RA,CD7,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,TCR,CD2,CD226,CD29,CD81,CD18,CD38,CD45,CD26,CD49d,CD305,CD99,CD82,CD101
healthy,0.117515298488315,0.21694824336332,-0.115445466489837,-0.047377969540191,0.160077682082144,0.30460261498798,0.321926616541096,0.285925534199244,0.126707134650788,-0.0817408431103114,0.315977275185252,0.279495645773916,0.0304254115009922,0.431123782415876,-0.0585551130943176,0.0766199502800973,0.26906705665533,0.244725231320492,-0.120612224949885,0.0949060889481311,-0.0292097474368609,0.228495807495692,0.0141422831075081,0.202169314792861,-0.0923515719632734,0.139415654137243,0.0290795762012457,0.257520456511719,0.15560229999627,0.142785141128849
healthy,-0.0064904660973339,-0.272574955774742,-0.458158976231496,-0.358425763640197,0.216742070051447,-0.0522441363896506,0.511762836676523,-0.119236018714395,0.1028435796199,0.0025088388307939,-0.211450768585478,0.456470439002561,-0.0163872646529453,0.246434069268404,0.0777913158019738,0.166653721691748,-0.35575492227821,0.133783762953418,0.144226809395957,0.250176941273248,-0.171539778910392,0.17455877790968,-0.0964030343178087,-0.0996223259083344,0.242514086680651,0.221143985874596,-0.271577346178948,0.467853699475998,0.341789497311607,-0.0997149843546465
healthy,-0.107434144936244,-0.324954332124342,-0.61462093075709,-0.421982774041275,0.499187512564068,-0.0560764718778781,0.669276878172012,-0.0727353607246846,0.164038218806323,0.0779551768424638,-0.249358257115463,0.661902619904269,-0.0418239720004026,0.211681200485052,0.0142290743811534,0.263523097658604,-0.436305778743634,0.134921797900655,0.162077923499902,0.305670946561256,-0.022810759922841,0.206728882439791,-0.455408631660633,-0.0801088630876858,-0.231367355176978,0.164515305224431,-0.435287605158957,0.554237232340615,0.539118267858929,0.0181452154638305
healthy,-0.240489565461489,-0.295920195144861,-0.209485941980639,-0.240178604500523,0.165174073061374,-0.349744218022579,-0.121269667592331,-0.386917057329903,0.428803421257396,-0.0001955976915267,-0.232628581749093,0.0944690782505684,-0.110746398631956,-0.0892359580832865,-0.1152379705357,0.0782400630277946,-0.208149191707411,-0.201307986780704,-0.0432902372938012,-0.0358338942122523,-0.212751113826739,0.0155367858565564,-0.11634267516803,-0.326013118936752,-0.143371708536539,0.237802410559881,-0.0831308812585992,-0.0413283815853616,0.179969424708275,0.0495705003946277
healthy,-0.337080664570114,-0.399176339699745,-0.384047327070645,-0.341567224867429,0.184326483076422,-0.240912557910854,0.307392481314781,-0.274996527306938,0.513877110424582,0.137947052122357,-0.180715926706067,0.317207275393753,-0.108210338338235,0.0834390065635437,-0.119458690440309,0.199452093386339,-0.384670115983222,-0.115536669484916,0.160585063932127,0.165903454665474,-0.359150411369495,0.161936713299317,-0.298308829415588,-0.241365472504517,-0.0621102867976626,0.174348238210099,-0.263813407176153,0.368502231883378,0.334926710458811,0.0544982850328224
healthy,-0.396948012019697,-0.355464453217764,-0.345340952865516,-0.302942360460114,0.153578614946191,-0.226089948856677,0.390180558002351,-0.196684682177912,0.635529029126928,0.268544519222531,-0.256490003284303,0.383973241745391,0.153658005675236,0.186411149292137,0.111462224553762,0.243180125358392,-0.338041903449695,-0.0822935334763932,0.152907049923307,0.121862695886083,-0.269566539677487,0.357439892366087,-0.280070118550924,-0.195535783960126,-0.172962017619307,0.266824886239976,-0.12070839900875,0.320599336656535,0.341831902025884,-0.0604152515474216
healthy,0.164754211434105,0.573867861471008,0.380708186625364,0.157475486752064,-0.109429462261593,0.350184481627619,-0.0088294883032359,-0.120565530970253,0.2577822472409,0.0573225751333619,0.189898469125198,0.16658571082493,0.0477052447278631,-0.0177473278923467,-0.154872380839531,-0.0209825388736505,0.59136489360873,0.158425696800282,-0.165358296010361,-0.0043642868204242,-0.0024246037891246,-0.0033944453047744,-0.0113308363661964,0.396594896814696,-0.0376942558171436,0.0109054188726123,0.107001663716619,0.0599886454204793,-0.0288657190812348,0.465951000884318
mild,-0.242595499989663,-0.150134533476124,-0.29607967562441,-0.549390806832624,0.0798261267995346,0.0162228756692821,0.383867120687275,-0.116920036152724,0.0867865394896546,0.643974270218747,-0.526220288923064,0.539869005942715,0.373392322377683,0.47404918446438,0.451699345841201,0.573551480315403,-0.266960226115753,0.300352467502782,0.542426606665212,0.467500144212857,0.0262203876531741,0.484448523379007,-0.317450842892481,0.046738286265779,-0.373638072102961,0.520436733696127,-0.211058657053554,0.543380993885219,0.109577281469249,0.0052229647171478
mild,-0.325983663954763,-0.237408887089491,-0.289966378792218,-0.352977459225646,0.0678486338680409,-0.166066225639603,0.288225665185296,-0.221648399855293,0.527000880889914,0.0799293402337807,-0.132682767197294,0.363631640896026,0.0778830864458771,0.0943781915290777,0.0083460034224508,0.130251011422182,-0.135174590742147,-0.133408344835987,0.0753594499008582,0.160705093116484,0.0273167876727471,0.218304192371524,-0.182390163327668,-0.250402478193845,-0.204482077430801,0.482336959145164,-0.0149789350087837,0.283365681399143,0.262839226942623,0.0276907483755113
mild,-0.183820905357383,-0.172054142993814,-0.309431572939091,-0.0346642479506131,0.108057499207662,-0.286421409458439,0.0121873751567723,-0.27480341612609,0.166484349818869,0.161495339662036,0.0614280249485958,0.241918818934403,0.04962146921773,0.118267445970459,-0.0001691921149956,0.11580620515223,-0.231946365861077,-0.1268545243854,0.117886863951982,0.0,-0.0226732857403777,0.0,-0.102828012189858,-0.0698770449701973,-0.0313223504597281,0.281990347703904,0.0115081460283589,0.131520753384182,0.23577729243856,0.224382656162404
moderate,-0.151284429797512,-0.0741047254178446,0.0663457487816658,0.0999133756276477,-0.139624086469532,-0.126966710680897,-0.107742507022434,-0.0963749947238269,0.510406020860908,0.251301925917203,-0.0007375809036368,-0.189265471661939,0.0922695540195209,0.159907713160105,0.117280030083572,0.0886530029177455,-0.0329777251963193,0.0973424390226965,0.0699063441275455,-0.007104894994642,0.0438232756138161,0.0711843466952889,-0.0697580103001408,-0.105915216987677,-0.0768528886776684,0.176591412530738,0.211131738334085,0.102224464351434,0.0676279805877471,0.0464570171189655
