group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD279,CD5,CD32,CD62L,CD161,CLEC15A,CD27,CD95,CD57,CD278,CD11a,CD244,CD62,TCR,CD41,CD357,CD2,CD49b,CD81,CD18,CD38,CD127,CD45,CD26,CD49d,CD305,CD158e1,CD99,CD82,CD224
healthy,-0.174663252209418,-0.296858871746768,-0.0122352572561968,0.163240109357504,0.0350085794149316,-0.243097216487598,-0.434770192956107,-0.160210474936535,-0.155077463278836,-0.445744276252054,-0.0968245747641491,-0.251810174218779,0.0318233205681814,0.169769284796007,0.0636469118656013,-0.0568965608508869,0.103624014471478,-0.402853413642177,-0.0209360151247741,-0.27347670628828,-0.116215104552206,-0.029202305180861,0.0012575324754548,0.0042659495355891,-0.144366134400708,0.0086256253947802,-0.173830363023854,-0.142766328944717,-0.0538907056393454,0.0408566304370394,-0.0471479318550913,0.256951546270141,-0.288529901392222,0.14144914693262,0.0914443902942139,0.148715037644439,0.0331445030958844,-0.250076551806214,-0.0870230284576421,-0.249234104485082
healthy,-0.0689230975907521,0.0158003509569711,-0.0777885363334122,-0.188960536173863,-0.108538235594627,0.0111386296885667,0.0336827513488181,-0.0865218733861949,0.0547054896450196,0.147055615562797,0.133337092904786,-0.0973663978188081,0.0113386256027195,-0.482561118959588,0.153808037929027,0.0778869261286869,-0.148611179309801,0.206921857691191,0.110113032031942,-0.0805941992543099,0.126888128178115,0.107020725277314,-0.114786163343761,-0.150601744500825,-0.0835763918539408,0.0636110616298622,0.114027294435106,-0.0773040469797525,0.0058993452961306,0.0666654868259382,-0.0747959227923521,-0.0271163449216834,0.039249155906298,0.0939923964228437,0.17426795272957,0.0144710410548809,0.0527475642842604,0.153483883358777,-0.0180459532886017,0.141605377645586
healthy,0.0545129168206828,0.145593954364253,-0.173193083151293,-0.625036242151191,-0.24830572141534,0.254442844774006,0.27608555592788,0.036659788655264,0.358247426439595,0.661304457110051,-0.0928943874477766,-0.0473819356276966,-0.166183994896194,-0.113894315888191,0.135385020150805,0.116585683641507,-0.0787658891201872,0.582724823498397,-0.0942318401256187,0.119640984509528,0.361352282973684,-0.146023587470464,-0.267263352589443,-0.224203083856644,-0.177467834271862,-0.194747092305457,0.237447495983188,-0.225019392653169,0.0765839513288894,0.388760487315561,-0.511268013133006,0.281818191276349,0.0640802190705501,0.166673076344378,0.387903283857731,-0.325990935489088,-0.184041552640222,0.575531006133428,0.471909681669843,0.394202626410893
healthy,0.0217345419464956,0.102187734605593,-0.104044596098876,-0.172208410798338,-0.136303227818497,-0.0398511387216963,-0.0264600800219413,-0.0973332992545997,-0.0096735490656111,0.150373109552296,0.0784860833394168,0.0437697948484364,-0.0363152089788238,-0.596001178967903,-0.0031303082842736,-0.0719397772186022,-0.235089650261314,0.140177130860457,0.0356457922653243,-0.0432046543699227,-0.0377683570384034,0.0287489938889553,0.0110090034930003,-0.142574921489135,0.0572559793927072,-0.0235354833963536,0.0822641578666108,0.0336491322285003,-0.0215942659552933,-0.0711700924859741,-0.228395178492542,0.0046863393097117,-0.0413477390220561,-0.0490940863391382,-0.0977778747440197,-0.109322558383978,0.0203154802651836,0.117143981326681,-0.144951613296069,-0.0156336728837924
healthy,0.198044813015364,0.286756857693514,0.278622090406148,0.314424208469176,0.237118678911887,-0.292383614048284,-0.0598506254095419,0.180982645139706,-0.104504339244057,-0.295662507139466,0.0510113123284038,0.24423478967871,0.0522943254788055,-0.550266996133107,0.114069446610389,-0.129592383931416,0.0961971942959228,-0.205354633710954,0.0968113073689325,0.115241764159893,-0.126031429176653,0.0973511325741362,0.0595619795773346,0.265974619165869,0.0027935429780161,0.13496522530672,0.0743357759698623,0.038632208033905,0.301468205635085,-0.183135579194093,0.302598393931206,-0.0747645248299633,0.190542142876598,-0.0117903777492697,-0.241869538715825,0.193865126966084,0.182327439022743,-0.305508056802106,-0.303001814802673,-0.171635175456835
healthy,0.331254618034069,0.364539144556829,0.354598265891228,0.297657596351844,0.240081483153255,-0.136137127717771,-0.111438201926425,0.224504746347334,-0.175596911840891,-0.242068388253379,0.0005007590568956,0.177716852408119,0.14895836779736,-0.693531254276988,-0.0345544857620745,-0.0480472872678648,0.107735762610393,-0.278334200896052,0.0103000488900151,-0.105641019635037,-0.049453192018943,0.0139967846563617,0.067144387482984,0.284305315231148,0.137226034435236,0.0769319394151224,0.136134172825141,0.130523535735121,0.273722347717646,-0.231387105593221,0.303328172048939,0.0823397235561804,0.236694902577956,0.0106881842871073,-0.198509761495681,0.0949750915945727,0.0974884466157365,-0.345940487542598,-0.327560500479545,-0.148156235840627
healthy,-0.238178702914698,-0.452580536230353,-0.248821471136757,-0.0399556921044868,-0.0702839232801378,0.0814444061221664,0.0185458877722228,-0.144219723963662,0.0,-0.0975308129132777,-0.0072738113673738,-0.0673171323347453,0.105227804448008,0.56997794166351,0.0994087553541087,-0.16287726378529,-0.0381944228590117,-0.0259610052016769,-0.0172576505584512,0.0588767935845851,-0.101730767646748,0.0060610340698475,0.122815478698066,-0.31298107020017,0.225958010854566,0.0,-0.363980772765763,0.170835373073815,-0.0402484228994684,0.0906801817132601,0.0866126579944516,-0.139963072637467,-0.241459159352653,-0.122889105927299,-0.0959611223907264,-0.121079461451853,0.0,-0.0898887065367003,0.0529470436561287,0.0283382110125082
mild,-0.155128780797303,0.0382212642810177,-0.107998635847319,-0.406114573436198,-0.305361768574672,-0.0606909161393815,0.393796818711606,0.0329106350163668,0.211357930999059,0.377142868516309,0.143372105666865,0.0125930333218166,-0.0221286782140904,-0.239309996419817,0.0521353820910261,0.222742073962587,-0.193724564294977,0.52215627727534,0.0203985160968381,0.284662684990693,0.252550753732117,0.161736971222235,-0.120028986829845,-0.187975058345225,-0.0999331268902725,0.0235288678183678,0.166921698989117,-0.132265574025126,-0.0476614407270602,0.129675347137256,-0.0743159275562699,-0.28758709235259,0.0738946091701714,-0.20691674555873,0.107901444124708,-0.313550020859591,0.0177705362460391,0.351519354828347,-0.0159055957795872,0.24597328630109
mild,0.33156317873542,0.403196751971778,0.155287203534811,-0.130519438626282,0.0954299414077662,0.053232925412905,0.149493269060239,0.236333129687136,0.0387528353559479,0.22423051121631,0.132255397552494,0.305766152634596,0.0918996887419808,-0.678026108093157,0.137510979635389,0.165049292801598,-0.029409799163665,0.140276442387222,0.0784419750092132,-0.0615119775750654,0.220151854797016,0.120816448595547,0.120247803285875,-0.0844581280223135,0.102196255501719,0.0662899250722217,0.360549296403685,0.162962429691316,0.0183073889371423,0.0209888948566959,-0.0065127498717723,0.130928525870076,0.367350504092258,0.160667386451708,-0.231938997636722,-0.0517636001787147,0.0661312244386888,0.0395251894063099,-0.0187505064662544,0.184695826312683
mild,-0.19934517582825,-0.398874871271587,-0.402174950559428,-0.368955639706345,-0.26676410487213,0.356711724388701,0.216073337831203,-0.19930048759914,0.0,0.369543086507631,-0.0992741318651491,-0.231662661792218,0.12118290579401,-0.053628553085728,0.0540872856368743,-0.00519979823155,-0.0417613573123381,0.279736593146217,-0.119140509325788,0.0594447308001818,0.0829031316149185,-0.0886913220643875,0.149881304287655,-0.515148948205472,0.282500104714846,0.0,0.0149423183670815,0.189957411512069,-0.0559595988485917,0.0,-0.0394345443388557,0.112135225343571,-0.266794422708604,0.260706864504688,0.138289137514095,-0.108318010765505,0.0,0.160432011252917,0.197506042837786,0.142803039158811
