group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD62L,CD161,CD27,CD95,CD278,CD58,TCR,CD267,CD41,CD2,CD49b,CD81,CD38,CD127,CD71,CD26,CD193,CD49d,CD305,CD99,CD150,CD23,CD82,CD101,CD360,CD88,CD224
healthy,0.182223193722651,0.130584952349378,-0.0763533644236535,-0.115481230009878,-0.126353186284071,-0.0498486846128355,0.321717980847502,0.037501082532148,-0.370711457800229,0.0563099026310612,0.112685780726227,0.0182309618388251,0.101685170974996,0.0922691400275235,0.187245160914119,0.0186855035176463,-0.11728163004361,0.0806362826724054,-0.225329437073684,0.0612960945597896,0.0878039604628092,0.216987123830197,0.111489977198598,0.127269461580651,0.0644326842248274,0.0105012810314667,0.10533432318081,0.126027296640163,0.0989177883579557,0.0852431144724942,0.125007959591139,0.062506341103728,0.137291567213868,0.0883519219666234,0.164175716094359
healthy,0.297217607432742,0.149982379411479,0.0931200739247019,0.176162080576981,-0.0722917152666595,-0.0103673069078834,0.084482114773868,-0.0684727679790501,-0.377182455421217,0.0028523648621325,0.243803805192072,-0.0700477344732233,0.0658332642828709,-0.0242611778204289,0.206294877222653,0.0024055001243958,-0.0089963711961533,0.0268782137061709,0.0198642531895303,0.143395059816776,-0.0380885196245157,0.0490738650835306,0.0062179820118056,-0.258249537250553,0.0370679329662631,-0.135047697934787,0.0794451388030326,-0.0768609421960855,-0.0543701475972897,0.0025554899203507,-0.079291972285053,-0.124954264505406,0.0148097998743169,-0.0943729866550892,-0.0358096334990942
healthy,-0.20635772372201,-0.149413486793685,-0.0407483246091495,-0.260298777361406,0.0439058738607502,0.159765039067058,-0.121184777970803,0.0544312493668477,-0.0817627304660973,0.0461349198062051,-0.286500403221473,0.127034840753338,-0.146535611885288,0.25601225162584,-0.255025835747065,0.0955094272923239,0.108779242980808,-0.0539507488534074,0.208834969578685,-0.19571309247505,0.0365261276171351,-0.318493027724325,0.12954264814468,-0.274000084896678,0.0725850150843523,-0.0872121140429203,-0.123152842371422,0.0019895349050035,0.067832125292287,0.198938462558919,-0.0431715101797264,0.138959930267617,0.0686559489200543,0.177421183687393,0.0198301838311665
healthy,-0.0451524680478402,-0.0920063567126385,-0.119598529391969,-0.23087650432431,-0.0635537582492784,-0.022871535239625,-0.108581372506999,0.0446296617943496,-0.229047396669149,-0.0321925864862094,-0.085875446305267,0.0598467528688616,0.0449324641136473,0.0248062759781938,-0.132367262596466,-0.0829555047584532,-0.0326641068339816,-0.0490928707742392,0.0411203605767191,-0.109601264555821,-0.092718125075409,-0.326151024296299,0.0191291412849635,-0.424768521970298,-0.115265288262781,-0.118275370111348,-0.122696570657873,-0.0867778333330146,-0.0874884576398902,-0.0539496651350774,-0.187252310494827,0.0459851393289922,-0.0202922510527304,0.0248049051343627,-0.0684379629967764
healthy,0.377768915705385,0.235587275150985,0.0889795865173109,0.148658856270227,-0.0141356212637464,-0.0400021740191239,0.198357576767917,0.0165572562126534,-0.652387680451566,0.0327870746576313,0.051977239646916,-0.0282004529536916,0.0231623980856386,-0.0949224055827325,0.180231728066567,0.0732326594088403,-0.0300722083798865,0.200279290750408,0.0092146882464227,0.296398082200287,0.0145552201308218,0.196821219814625,-0.112599225844295,0.151246231384777,0.0595663171269457,-0.180553322393849,0.104265447194612,-0.0297073814134589,0.0200782319505791,0.0590274887194629,-0.0754595871995575,-0.126214414899829,0.0707807104016151,-0.0826915270776551,-0.0011090866145769
healthy,0.163177226390497,-0.077939468655136,-0.386878097814745,-0.367378954869784,0.176240076112148,0.447975495891986,0.0741697339345619,0.476421334998644,-0.498005395810363,0.192404888157572,-0.280184462622228,0.56225016688662,0.124108595755441,0.318164697754048,-0.241533390103368,0.0572772050778578,-0.0523671140982918,0.263977920606399,-0.0246028232938547,-0.0368912127360988,-0.287879242330007,-0.150276535184793,0.0924265281910143,-0.0659787019755988,0.03661626885912,0.0691361473117867,-0.230261164599261,0.324988230886916,0.254864812173069,-0.0077602421353189,0.225968213802136,-0.215965420434055,-0.0715577853061502,0.0234109788848071,0.317295887647508
healthy,0.196480368004548,-0.196744400169434,-0.0808063430803868,-0.0736788538175175,-0.175916871745553,0.404988276241254,-0.217006494671224,0.34213220739634,-0.33430960535248,0.0470373135090173,-0.141172368440944,0.342094877924088,0.187858735648341,0.0286103247116703,-0.370850151554157,0.0,-0.0136541426055672,0.108082982806631,0.16024791838765,0.0198817510708217,0.0747110646385644,0.077715110547766,0.0,0.134395187585277,0.0,0.0608021295162855,0.0348023512102772,-0.0177131473592176,0.0,0.0,-0.241436963883622,-0.0384378745234443,-0.0588542246981036,0.0,0.0562599023880871
mild,-0.136837176699401,-0.267549855259763,-0.37419380315835,-0.416261706240672,0.171667773787673,0.36849195803889,-0.078024015084392,0.406851888983071,-0.306454517367197,0.0270932974964252,-0.368069721589883,0.468990894734567,0.188022703302778,0.32707349117951,-0.397853254231476,-0.0122577640134317,0.117793336398688,0.116787029418393,0.106804812178903,-0.115787860261104,-0.0718139064460737,-0.458734938043179,0.27891682705584,-0.387157644730436,-0.0256843665057169,-0.0413862234659349,-0.386950359650536,0.337510643535447,0.0827128405577256,0.0410911674813337,0.0078147277750059,-0.106350869465292,-0.0809462809100809,0.0832756654049293,0.19164432511861
mild,0.245658912701367,0.0485074904931507,-0.197026982920852,-0.0524863078766219,0.0731730970499194,0.0917633534791901,0.107765108317938,0.202930356734785,-0.62705936710074,0.136869787823172,-0.126682310348697,0.168929389220078,-0.220943979595555,0.141900865302359,-0.202764815800166,0.100459801628449,0.121664010201245,0.232819830594079,0.165866714590209,-0.0555201669218961,-0.0986637756195991,0.0561684827764955,0.183198331654707,0.0375699657037554,0.117855784731425,-0.262071288758293,-0.133078747637862,-0.0776845872294771,0.163623503118779,0.155888907672595,-0.0059531953112676,-0.101426362087218,0.0141687604027678,0.0913772281282536,0.130089735197002
mild,-0.0510455425804197,-0.317707141299156,-0.278106287321267,0.0893186035634848,0.0275665856017172,0.123675908537562,-0.252292333012359,0.10104019854156,0.0886989808472957,0.0006846491852768,0.128428168765363,0.252901063288966,0.0336350936235384,0.0,-0.321034171881526,0.0,-0.0504617333609155,-0.100113720025392,0.0752081248236086,-0.014880503407351,-0.0854553797779389,0.285927340382902,0.0979048334945953,0.0773096834579311,0.117337563014866,0.272473970441033,0.0257171578820702,0.227356199751747,0.0,-0.145622805629526,0.342768577935209,0.13020197959523,0.0092361084816835,-0.0513486888957668,0.261443510352432
