group,CD3,CD45RA,CD7,CD194,CD4,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD278,CD11a,CD244,CD54,TCR,CD2,CD226,CD81,CD18,CD38,CD127,CD45,CD49d,TCR-Vg2,CD305,CD99,CD150,CD82,CD224
healthy,0.192459421015395,0.0225073959433673,0.0087584344418201,0.318296451191,0.178590815623134,0.261617070982177,0.173964416258562,0.116572862708424,0.0262146448884878,-0.0653972053907215,0.24692359758307,0.0703634114830299,0.456286996468786,0.100348635275455,0.0136879670913033,0.0357422939531196,0.100645581017728,0.185049603824395,-0.327270429699046,0.013606193977709,-0.0422256187550322,0.210976222470871,-0.150661419760417,0.147593035748747,-0.0745923448333029,0.0599878356110247,0.146884581622178,0.268038096331425,0.0382130151993618,0.205233051945177,0.107401698694259
healthy,-0.172980049500654,-0.327117472594999,-0.209773763406556,0.0964485004398467,-0.171480970525768,0.265157943180893,-0.0557594117826986,-0.0982277871889193,0.180756626110839,-0.17687749882676,0.297195374982962,0.0241039907315499,-0.0804358588707077,0.0119147705266202,0.0880810473345961,0.103458808494056,-0.167098403890029,-0.0497227395146187,0.0580209379525763,-0.125378275130225,0.0100428153836358,-0.143871000800017,-0.184476211441762,-0.069816894389002,0.106767376279881,0.0456091026709687,-0.162957096286424,0.13514602867948,0.0368731191592938,-0.0106608539951553,0.102930514865911
healthy,-0.271398738805918,-0.65525618466253,-0.387513822225858,0.29084249158667,-0.0559829495814744,0.681895577165203,-0.0301559663410206,-0.269217754829532,0.146487684751798,-0.192128558934708,0.653888197353205,-0.0840215097360646,0.0516145864511941,0.335876935401144,-0.0754112735150427,0.226777032554931,-0.307884730523398,0.213076592655826,0.0873108431008234,-0.0467821361946363,0.386574779451857,-0.550071636894122,0.200041960318614,-0.0237439819818445,0.493758642259696,-0.0159424508860352,-0.341003060039363,0.586284048425826,0.307290785541033,0.516143035435618,0.387990583898847
healthy,-0.0980584054765186,-0.112579465345009,-0.0343270152299714,-0.106343449992395,0.0783095697994799,0.204506192985529,0.0024603108555211,0.0400573244575518,0.154800704176638,0.059074317313411,0.0048775959046267,-0.0064237076574784,0.0219403383170321,0.0485477309675628,0.0064542525312276,0.119143346070273,-0.0788688029898738,0.064024446033876,0.199348241835559,0.0696091969719363,0.0522806096647518,-0.076376938675417,0.321912014364707,0.0489046974822152,0.0795900765806167,-0.121758120935559,-0.0541565750814149,0.0499400300028704,-0.0027496981918669,0.0842417623538526,0.204240124611293
healthy,-0.426911573995219,-0.747872048552203,-0.590947019928345,0.367873821340068,-0.126408046409449,0.703615126633762,-0.330118431012523,-0.289614024904904,0.172689213403704,-0.290914682489086,0.747104182160067,-0.0119306349300639,0.0147249733992025,0.237914298891958,-0.0968218219006271,0.286811254226763,-0.459042486746482,0.155426490411581,0.331679955017213,-0.183129699414009,0.244273878918088,-0.513947016445611,0.0524351111038672,-0.104014523135414,0.239359780338415,-0.144185801854057,-0.540863452603953,0.674419632036527,0.276501008333017,0.394344114664696,0.589980352440581
healthy,-0.142316276195163,0.123933154680355,0.107275334096156,-0.207854481488626,-0.233051870671646,-0.216632156649373,0.513800107737248,-0.0440245717068156,-0.0959343250171368,-0.0386662460010795,-0.280059946048541,-0.0161679079283486,-0.188192924279622,-0.226977204780903,-0.116591328532579,-0.0965312239952241,0.0485396210482572,-0.317455366138598,-0.063281228754857,-0.18195353397439,-0.0235144848024029,-0.0291240924604966,-0.0928479434143546,-0.278817874086435,0.131667366300801,-0.0981718824057903,-0.0079851684925804,-0.169669373883748,-0.168127189455405,-0.0941642782271791,-0.2344804101443
healthy,0.54933437864118,0.443464503863941,0.441231866871454,-0.30179229865,0.207131260352158,-0.154876686378169,0.0311014880812647,0.0344293738055693,-0.183548684911253,0.343572125016375,-0.121060341259236,0.003627161068701,-0.0302937135081848,-0.0066774638564909,-0.16694150455059,-0.150612560352224,0.549031446480198,-0.0287954329190775,-0.177878981366578,0.054796045634216,0.0935897062602096,0.154576030716971,0.176348642192982,0.201858523021367,-0.0550932124756608,0.0,0.146300308352916,-0.0717489014361353,0.0,-0.216822275425338,-0.107218104826118
mild,-0.276608180164682,-0.427760827858741,-0.60148199816072,0.0929333930696639,-0.0549577112900186,0.466683613053373,-0.35944300530962,-0.234627942144283,0.647878382933918,-0.663526938347226,0.634021155128833,0.390079604775346,-0.0390118742128359,0.504533267845733,0.505850349639437,0.572887544527067,-0.407433812262021,0.283677384157254,0.604396999988141,0.0069851924717324,0.506885454450619,-0.281015872973609,-0.176765458517721,0.0050657062806634,0.61040616035311,-0.12043409312498,-0.356239861644847,0.576373507687212,0.193390707818456,0.112525582542919,0.137153787732294
mild,-0.250949799148553,-0.458572697308454,-0.416438507391425,0.167410557554061,-0.114033251266877,0.474958658954845,0.0794271909133528,-0.292862805274494,0.160657215719603,-0.192013749720257,0.589184276923085,0.0987544966283379,0.286705644778905,0.189653042471024,0.111517942971418,0.234607360488467,-0.332876325040593,0.0167799108974806,0.105446702112988,0.061875419082376,0.288514520173849,-0.34943332998218,-0.127858560075701,-0.108790466303681,0.149569203026354,-0.0055818586480187,0.0008086512062333,0.206400201946344,0.235805052826528,0.294455500005105,0.230240158225922
mild,0.434178061907866,0.360223716340377,0.149121027319501,-0.128201109916258,0.282483582590398,-0.140949079518088,0.242524921389369,-0.122552204164563,0.0097824877497187,0.399060914745684,-0.2152648927697,0.0311265991473467,-0.0331424388311952,0.0142006245549863,-0.0167112886594463,0.105193332196899,0.595032421660775,0.296420484198326,-0.325963460416964,0.0729923945193501,0.0,0.145227885164541,-0.142410107690037,0.451041470380336,-0.116637585544185,0.0,0.0170101883875263,-0.0303466433412971,0.0,-0.178129050759947,-0.229509883193233
