group,CD252,CD47,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD278,CD11a,CD235ab,TCR,CD41,CD2,CD29,CD127,CD45,CD26,CD49d,CD305,CD307e,CD99,CD82,CD224
healthy,-0.0973655005004783,0.000943738722448,0.0414835242269857,-0.174693235874769,0.0939439504600107,-0.360128505629776,-0.252421469669609,0.408995699971219,0.237353517222811,0.277531827713632,0.101822558759353,-0.183634147136246,-0.195224433463571,0.19376874318893,0.166598144064893,-0.0150357717348356,-0.11585704464379,-0.208592709203671,0.356929232239336,-0.0464170359217914,0.195642272493614,-0.260193510913139,0.0107504438318771,-0.236695183062923,-0.324291302270296,-0.274054430883926,-0.1949278896305,0.142268396984447,0.195248964055465,0.252780191744653
healthy,-0.0475371903217238,-0.163361527451595,0.0019255703656685,-0.508120335603831,0.123288140853485,-0.778293430356744,-0.593893152883238,0.386866657189879,0.177651963818703,0.600998087127064,-0.538064253777328,0.0980254903079706,-0.414578727638655,0.505286367989716,-0.121831993359379,0.172070417079402,0.0020086869452729,-0.644926424301137,0.025685325773942,0.131082139483602,0.38437096859924,0.0213787679925827,-0.151505326879879,0.100357412969276,0.194646222994106,-0.424174821778222,-0.0136425494049609,0.473836640741791,0.275760798845701,0.47466222902491
healthy,0.0592674392308658,-0.301585809566661,-0.253656471733909,-0.192579945310524,-0.0511758311769803,0.0023929832763847,-0.250544831379687,-0.0739871141126818,0.159986935496179,0.0554217776031578,0.363726725995151,0.0708603811268587,-0.242279225095917,0.146897727272995,-0.0043776444425992,-0.0536843865448593,0.0434082736080762,-0.207294052396299,-0.184199711219342,-0.0915851523398101,-0.0540814263492247,-0.247373870322427,-0.17503092767004,-0.26403189135058,0.0317988412634394,-0.066795813213015,0.0933958979072303,0.0552674662405802,0.17440131016589,0.0729996286559409
healthy,-0.0548545725470057,-0.12823242140027,0.0707757459455972,-0.0823892338050052,-0.0983217112667319,-0.158023181432877,-0.0498092114339849,0.0057043237053743,0.495562034556682,0.148287130027017,0.313269397446213,-0.0765960762658175,-0.0743371597304308,0.250148900934977,0.374686926859288,0.0037708376177092,0.0489503725969998,-0.117347570160606,0.0494332745781112,-0.0040288176346205,-0.111906013058594,-0.220474437137038,0.0700572369621697,-0.225189443596168,-0.245510809855437,-0.148412442520752,-0.025737843111529,0.185475720798401,0.158508744111188,0.0203725136029588
healthy,-0.0367044351487079,-0.130905510065693,-0.0127622910217555,-0.328162580125567,0.0536185228664613,-0.630973504497577,-0.474685810748098,0.384050057074366,0.421964061231228,0.538654690239755,-0.0611503427614221,-0.012226368380423,-0.354080699205473,0.538363116595663,0.0314436023222088,0.158784805158526,0.167505272546307,-0.408789314414198,0.115964679604316,0.0361152129815749,0.299209070519202,-0.182628102145668,-0.101733869833451,-0.291318973940704,0.121742590993496,-0.498761139030523,-0.0460554229445119,0.479640375268446,0.30096019866272,0.401654574964785
healthy,-0.0140722067847715,-0.0361793553392355,0.145783312030937,-0.126506742278205,0.0788134833862637,-0.412136258996847,-0.326533769547311,0.115920173714247,0.375933510703488,0.480401016941553,-0.0921402431688959,0.18248516594208,-0.248740213148343,0.582561314683263,0.369478453261167,0.273850047497959,0.0361252829828984,-0.263316332892574,-0.137120131883425,0.222147410690782,-0.0101870952560816,-0.0940681610408016,0.107348377456992,-0.107631330611468,0.0763796778196445,-0.312425073458257,-0.0149741655324579,0.330502517236457,0.322968460807701,0.250433991901284
healthy,0.0,-0.038724410160415,-0.262949357137143,0.440025946796144,0.0,0.422964317036433,0.151685274881215,-0.158177500471292,-0.229251958419766,-0.456467256344516,0.673864918539378,-0.20574528348592,0.0962355295240249,-0.146485921296248,0.0024358622316932,-0.172082666716726,0.0,0.317164866234521,0.26313779122096,-0.468543184532388,0.0179420680395221,-0.227160728154403,-0.154711861614598,-0.225818275543076,-0.176903332640086,-0.0470079817546836,0.0,-0.401226010530119,-0.26950592274891,-0.100214624645179
mild,-0.0282780173539808,-0.14669233693514,-0.128957655202013,0.0359915027231421,0.211023434454749,-0.201107023630835,-0.367867524386138,0.245524513997367,-0.0034558150169034,0.22109659188795,-0.0451735019578684,0.476364258163329,-0.337126642053827,0.280450110163673,-0.0344472123836815,0.394410235779516,-0.0902497058475414,-0.0435700703847206,0.153499347294197,0.193576613909686,0.42079852643815,-0.359480282641013,0.105811228671158,-0.537949775271675,0.107296944175336,-0.151961862315137,-0.0344288639732342,0.298749961547418,-0.162840039677992,-0.0484593283574745
mild,-0.0668610716887659,-0.0418819290955865,-0.213395163774662,-0.0384770861851117,-0.0576327148445873,0.456555592778122,0.163474681640473,-0.166297401440675,-0.235513781351088,-0.498647558605864,0.352183648456753,-0.186937539385096,0.0764648222716449,-0.447709458991863,-0.039906355258965,-0.419746310867354,-0.0908945337507095,0.0093916200694133,0.207560073779666,-0.341803716566176,-0.200202105052033,-0.216877221837757,-0.219655676904862,-0.103175992434022,-0.218507590688229,-0.112618011113662,-0.0119123488067788,-0.422684501072423,-0.360742301433801,-0.305153309700976
mild,0.0,-0.130038674440665,-0.206520155529217,-0.0323677474336796,0.0,-0.0047831301501062,-0.138133095706473,0.25631749539337,-0.291921459225614,-0.0989791156611508,0.135695386449165,-0.251713849609323,0.0606280108577964,-0.168537784772858,-0.0970826446115082,-0.199742813497872,-0.180217368573067,0.133203862379328,0.560445894058886,-0.344404359289913,0.0,-0.173712583824761,-0.274568818662636,-0.226160783189564,-0.0700177730106915,-0.0583181381323786,0.0,-0.242038052186383,-0.0827910044626574,-0.100228065212847
