group,CD47,CD52,CD3,HLA-ABC,CD45RA,CD7,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD11a,CD244,CD54,TCR,CD226,CD81,CD18,CD38,CD127,CD45,CD71,CD49d,CD305,CD99,CD82,CD224
healthy,-0.341632108777432,-0.292876095559709,-0.399907336210471,0.0316283993315957,-0.133691694385704,-0.416618720848312,-0.0504551981031683,-0.48802422659689,0.0816289755782825,-0.317536792600199,-0.314345059181053,0.249697038531986,-0.451688421829286,0.111412035882495,0.0324216637838855,0.2057269779276,0.141799133525483,-0.553976789496812,-0.0060799088778607,-0.0567330223922857,-0.0388086437290528,-0.136382756479502,-0.121753413151695,-0.198792774862065,0.0374728887622618,0.170473019247513,-0.112222162988779,-0.0268959197740528,-0.0661627904155848,0.145852745214259
healthy,-0.0969891157253811,-0.201623866898875,0.120826861869066,-0.124529110208011,0.340355816842258,0.315420891956179,-0.122090230258121,-0.0476529379636261,-0.334423727698799,-0.0214215068605187,0.641727873604146,0.0007648288456764,0.220229514263182,-0.401704584933604,-0.132006448222267,0.0828943763615216,-0.191027857565653,0.232247934714599,-0.274175803628507,0.0516397124181508,-0.0595574644204198,0.107670900017845,-0.0863999246103088,-0.0913411838695516,-0.0799308516196092,-0.29401361266701,0.070471076914481,-0.179931954889317,-0.165462551934055,-0.338983704389487
healthy,-0.164594212336286,-0.182628829063834,-0.373884644323256,0.137450034078026,-0.556847821382737,-0.500145038243165,0.457984222271957,-0.161338263284526,0.581691764564479,-0.127635191896234,-0.0310911733942429,0.148053532780247,-0.376826105556062,0.600384122226717,0.0959540702725254,0.144234596760576,0.299803481766391,-0.526262319313759,0.287419211397401,-0.118616169638067,0.0947470327301376,-0.356749371117052,-0.226774627664678,-0.164641283120711,0.133103261486486,0.107999127439122,-0.44325426336861,0.446631496588577,0.37041079377232,0.341913802416243
healthy,-0.255195228839827,-0.0911894462085282,-0.264275358143209,-0.0964851144079985,-0.39171073860353,-0.392529409678076,0.262824684375464,-0.232788315967058,0.209715111429556,-0.13991176593535,0.155148480609317,-0.0619282251355689,-0.340351673878043,0.304537206028456,0.0352395866588134,-0.113626047758501,0.0240592388370011,-0.234848308497653,-0.115485874425782,-0.151665225532007,0.0446778841445035,-0.0853088234354329,-0.226490048081166,-0.0991712022911727,-0.0515423530170193,0.0439245947943933,-0.168234911644021,0.138787265912345,0.14124721458101,0.0311657667024666
healthy,-0.197113365203339,0.0301515513649611,-0.392780893696044,0.0795271425110347,-0.723391229279516,-0.540105360420625,0.328579490164163,-0.122628097223567,0.713253857548237,-0.16904639585553,-0.227687210674688,0.163397188453448,-0.261926458739767,0.697124881556355,0.360728048252609,-0.0751275841727368,0.327648540925094,-0.435544719211491,0.329225017087627,-0.224947794151414,0.329598255896539,-0.487435194036383,0.114424086728454,-0.075393688086097,-0.0454017091548739,0.269798023156006,-0.478627453706968,0.611570781812906,0.38821810930584,0.548828008724027
healthy,-0.267169935729953,-0.243036055172994,-0.344384921233604,0.0548238454771992,-0.528562675577949,-0.497071694567008,0.324116500894005,-0.168936130951053,0.600110912088865,-0.0861132519219113,0.341413907457548,0.345822040819586,-0.32338306376668,0.619157769667921,0.270670295173295,0.17518887314906,0.340313612847631,-0.414752271083465,0.260027278927008,-0.234105586083716,0.420444652097945,-0.469414428214683,-0.109054560059161,-0.0998137606082852,-0.0024926960425378,0.282408361794216,-0.236280172152962,0.375942726154548,0.367598654554474,0.28952823319945
healthy,-0.264931770483693,-0.0307730965813337,-0.295384389043586,0.0,-0.338426727189632,-0.254639174083054,0.449167429055249,-0.0957960479395094,0.354473472256597,0.141687597125567,0.0440027877397428,0.235984776194058,-0.179569044879489,0.245544913222726,0.0805638620060002,0.118510588456165,0.251615088063951,-0.392059345414282,0.0372012600517874,-0.036369056836869,0.0567357286655157,-0.0090694538820922,-0.0214849812833781,-0.07198879694984,0.0,0.0152068723052336,0.000971221868515,0.372633799500332,0.383259187119083,0.0815471070600885
mild,-0.204205348655939,-0.194968588303789,-0.116612794763348,0.208354926407929,-0.279079062147994,-0.537925934503992,0.0894843570064576,0.0306620815057497,0.360179510937503,-0.0840357820546321,-0.0480317613877206,0.61231290617551,-0.472798499572477,0.53326403130218,0.486453481133205,0.457624046653674,0.543537383983589,-0.238016036778811,0.501816829177563,0.0517057263814132,0.516699903589088,-0.257609264129978,-0.384092842857376,0.0983527540364224,0.0241024550041495,0.449966588544228,-0.188314748022472,0.500421592935747,-0.0261660551416773,0.0430348316870211
mild,-0.231272761179466,-0.168755092636707,-0.27882926538114,0.159644342180945,-0.489418349461599,-0.464882611377296,0.167820412596933,-0.148913572728116,0.468340629646967,-0.130085527688186,0.195249178521273,0.0915321299044444,-0.185256110746911,0.56029904700474,0.150799098989869,0.0327864310340069,0.152778268877022,-0.335364455133406,0.115701965409959,0.0033474407727037,0.248364749953492,-0.320668129405705,-0.0921206401479568,-0.138153091417294,-0.0270995660888777,0.258573985383836,-0.0697946395774013,0.238958063787426,0.299953787995216,0.159708016408511
mild,-0.340361961504714,-0.444837471221933,-0.324444982004709,0.0,-0.434891349869606,-0.295448362927188,0.104583868435063,-0.204889179828724,0.0659110500767195,-0.178809503162717,-0.11506076048175,0.16472008068309,-0.234061117381355,0.0510736490066221,-0.0679935619597737,0.0384942638503274,0.0641712679711647,-0.320214132466445,0.277742687937291,-0.0150883109362317,0.0,-0.064941029933673,-0.109176159201459,-0.333891188858567,0.110228518829579,0.045444125760613,-0.0667091288952656,-0.0469564051395208,-0.0893356410053471,0.007473868427893
