group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD279,CD5,CD62L,CD161,CD27,CD95,CD278,CD58,CD11a,ITGB7,TCR,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD150,CD82,CD101,CD224
healthy,-0.239865769227475,-0.313957734320889,-0.0894195226154794,0.262171060746923,0.188879990866581,-0.214513927296688,-0.29121111886657,-0.271335399469452,-0.56217314406221,-0.131067544221787,-0.285588280140361,0.19241651039077,-0.143676212970518,-0.200723304837608,-0.5972284504074,-0.229355771436409,-0.107000368716455,-0.358896698252538,0.0278674345820996,-0.118120771072768,-0.453285888406526,0.0319006036926909,-0.272923751221764,-0.0495619285424386,-0.0223594942046484,-0.138104959582322,-0.430726085839103,0.134343922102298,0.0516671793234081,-0.304146365876556,0.0324631809101475,-0.139438489690543,-0.336343776927208,0.178108754253225,-0.430389025028124,-0.159118881396183,-0.299611486968891,0.0044362734753681,-0.344350006220719
healthy,0.203653693698779,0.0999238879993247,0.372628591955544,0.520828139623237,0.362370941844857,-0.0490057245949032,-0.159996334001264,0.260714396059811,-0.532179556457808,-0.0904808535424197,0.260993614037369,0.183499806894307,-0.0755276790238527,0.293440510633797,-0.469649166542261,-0.033084231109369,-0.170268832710046,-0.279265110875692,0.121543738781794,0.443428012717416,-0.0645614165155949,-0.168549742329676,-0.205046902270706,0.178795101373288,0.144131140476222,-0.130900280098148,-0.0395788529499055,0.167734216534251,0.0519437328972267,0.0883635255191264,-0.0127336751273856,-0.0775781932790236,-0.12224758852299,0.154860855256897,-0.323095356511289,-0.140379321269923,-0.184669802495858,0.0658298912616497,-0.308287868495546
healthy,0.0983005493850362,0.151936575958977,0.276611181360958,0.387746406315817,0.435764948753042,-0.303407537947872,-0.393914552613379,0.125727541958471,-0.418308567079939,-0.207180236951881,0.0720015278838808,0.252210539076212,-0.164990048215142,0.372323639982348,-0.456604890536316,0.125390742714183,-0.41486985869798,-0.0282419365241602,0.126206273247255,0.463306699050448,-0.0571769762579894,-0.326279715310928,-0.256681101082859,-0.248536117940927,0.134586968766604,0.0359025295838924,0.0514781072655554,0.209159570336955,0.264510296656126,0.133217883398568,-0.182986248546113,0.251276123326139,0.059614905332263,0.355350156683295,-0.298365990915866,-0.211222202403807,-0.167058928451115,-0.034055715654464,-0.220538937410748
healthy,0.0209207117233637,-0.0111339435625055,0.281084338591646,0.290664133560099,0.283690209486552,-0.20580047417899,-0.234873739847699,0.10226607616546,-0.223795715320299,-0.0074049688904636,-0.0165667114839405,0.0083769722509378,0.0182184872820665,0.277253603541556,-0.302301936657343,-0.0074920437095513,-0.0088467413263712,-0.278447945850799,0.116722833763847,0.316744507689694,-0.110028546431359,-0.087524334197663,-0.0989005105818725,-0.0699490275156673,0.0099891410577811,-0.353954833793967,-0.110660165888375,0.0387415777602775,-0.144794572084217,0.0071763372211814,-0.125754203541835,-0.0218981382950278,-0.10608056527524,0.132733434934051,-0.389542647869103,-0.104686914744814,-0.294055750371846,-0.141263327735144,-0.2504384107419
healthy,0.222034125376735,0.0877858410161747,0.293617140007501,0.452683644457432,0.364601124804961,-0.181221759825568,-0.344550365007761,0.159135528164794,-0.402824480474503,-0.0807938167469358,0.125185425769483,-0.402470021625223,0.0507828387041373,0.198747051871192,-0.455207866356002,-0.0998647122640647,-0.127308245469091,-0.142623082985485,0.216937225030525,0.320847262653168,0.0523198495995253,-0.0476838450262951,-0.176007420640891,0.0915658052724602,0.301942631348696,-0.142639812125687,-0.0327380941491828,0.323553111318243,0.186972471549413,0.0996712952443712,-0.0451739736825724,0.351570421964066,-0.0995891940329003,0.398655468805378,-0.446169996865342,-0.0555578768718113,-0.352947031760354,0.0401293009857073,-0.298748713194958
healthy,0.226063261717711,0.106678298150788,0.35786346272881,0.728395603769386,0.520732483884874,-0.226019530677698,-0.439005634697686,0.154080639473221,-0.680776080834336,-0.136574462742443,0.0406846340189593,-0.160718903928851,-0.141974114875122,0.343080186460445,-0.745708631118913,-0.371621904302604,-0.35645073561815,-0.239461443188724,0.119640204000194,0.456427559458467,-0.0620002028423394,-0.253108182671405,-0.32192692978784,0.0019364739656943,0.274988214840752,-0.440114203532599,-0.165824065187576,0.338637688386752,0.113334882969854,0.0725946572397993,-0.0888547137125244,0.131943226732573,-0.260085276437565,0.417057367254568,-0.482996962117162,-0.241869068286925,-0.453118702848515,0.416802588136937,-0.425725086457781
healthy,-0.0460273578762384,0.0546253266929543,-0.213299042217981,-0.352330673127775,-0.234345464510264,0.11679463380513,0.262204106608749,-0.112979367747163,0.327357146103752,0.0072738113673738,-0.0119918827204363,-0.630599277577832,-0.0906801817132601,-0.115019279408927,0.302807834114143,0.0787317450540846,-0.0150325434925725,0.255808201623358,0.0902493923316461,-0.230463644805781,0.289728899321224,0.172636394346018,0.112016695057557,0.132969988823024,-0.0838912911037112,0.0838912911037112,0.206311145056691,-0.0279716494368812,-0.0327358807722637,-0.0234025571932597,0.0,0.123682485565087,0.17289649930559,0.0703847720833994,0.195527840324582,0.0,0.0559840417026169,-0.130610026402322,0.124969279209963
mild,0.318396662871188,0.185613165477623,0.338559214992967,0.582296319224223,0.576391477275461,-0.164951468532829,-0.505611783730841,0.118062596803311,-0.560849084894219,-0.158227028704875,0.127526527606183,0.0632931265579093,-0.0859408591454005,0.492760570189683,-0.683441064823141,-0.23845889588298,-0.367061027421625,-0.272510932463671,0.2959751375756,0.465048191157566,-0.152377728483485,-0.402828388954169,-0.347921494216668,-0.081925952948692,0.247615631947806,-0.308487245895721,0.109564859748304,0.242263287490497,0.386069838982804,0.096609799361349,-0.208536182984431,0.420550222775292,-0.243538593186468,0.481174620201859,-0.570807468866426,-0.172636496427995,-0.216346270043928,0.0225136413762722,-0.340622268878048
mild,0.305531152540511,0.278550852483538,0.279478211635595,0.43671657496235,0.449282145057574,-0.182802831947765,-0.095064952552221,0.172830815085007,-0.357544671526385,-0.129487217323594,0.21849023730776,-0.405288869838255,-0.0396343664063789,0.18259167545403,-0.416393924938524,-0.192700524862288,-0.127263369546187,-0.103762769030901,0.0232294506998688,0.250322632627739,0.100885520325468,-0.123307885210637,-0.20852844084459,0.162510686343268,-0.0017575571597966,-0.231828372238209,-0.0484083428257193,0.333509935449326,0.128905742197819,0.240276293953926,0.102024551204149,0.198792874217969,-0.414200947632396,0.0285395466347161,-0.278788563416793,-0.154206428589443,-0.291775801045599,0.132269581971553,-0.0965936346618635
mild,0.0934128169919994,0.0252463108545046,0.166632162943698,0.201137450117806,0.0272110369851584,-0.101688530072741,-0.0592226751862679,-0.135299142339793,-0.294433172528981,-0.0239627214846912,-0.207674440506756,-0.0957932120384718,-0.0746267611951811,-0.261450200826728,-0.155039373467608,-0.128069718726202,0.0,-0.0771130841673842,-0.0308236283649777,0.19904158063583,-0.135121223667188,0.0847248912410074,0.0,0.174928191617736,0.0848300019680907,0.0,-0.151047443480775,0.0226875929410059,-0.380087248833332,-0.14740481305047,0.123921502535117,-0.218474646568815,-0.0388074473062122,-0.0169750796395644,-0.391415169594041,0.0,-0.244530067715591,0.12246399192279,-0.0239382368707656
