group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD62L,CD197,CD95,CD278,CD58,TCR,CD41,CD2,CD226,CD29,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD150,CD224
healthy,0.139141193681219,-0.0627433088392914,0.192073648766688,-0.0294461724468504,0.409838074186049,0.401858089233123,-0.126427650369581,-0.46797492640425,-0.502124155678394,0.0858877157138083,0.547192129110938,0.0430769043853328,-0.584987094390806,-0.220294511162063,-0.232152852557323,0.338288229081268,0.0153208018223738,-0.14915899174903,-0.118083173225662,-0.178886316435588,-0.0527262529991949,-0.180914117990103,0.0416709210862062,0.322576681126832,0.0494583714946588,0.0169892624000878,-0.0234244659427264,-0.10696821102012,0.246500303895154,-0.2958336622481,-0.172943910317993,-0.328673586913048
healthy,-0.0061933018063082,-0.216283719339378,-0.0317730835051378,-0.0806024933473445,0.215099091290028,0.0485399539846294,-0.327989232853875,-0.13084520336481,-0.18141287089347,-0.106451277141159,0.427428110779067,0.0036693600241386,-0.205205899726758,-0.190159676430028,-0.0616730817428112,0.0632037985872475,-0.253528521051694,-0.117583843550639,-0.135487615280213,-0.133740842593373,-0.0741838584828262,0.0023829187022419,0.106416983374739,0.108429330162022,-0.297716668629038,-0.0245250665777419,0.296225740785327,0.170716308152372,0.0753240554972312,-0.0155099453385656,0.0202271260457365,-0.202795691080742
healthy,-0.265429834470131,-0.299107961791211,-0.364876178279788,0.168298317327105,-0.34346512390085,-0.485335686795294,0.258177966495688,0.278236720939204,0.332757795153081,-0.148792645495597,0.19247327693036,-0.235815594936589,0.366370900688362,-0.113780240511087,0.34902105792613,-0.450152399301869,0.071694330971494,-0.0501877910659573,0.307166737040873,0.232532720583227,-0.0004050173756731,-0.0900231986234103,-0.267699709026787,-0.258348180605039,-0.254886616044524,0.0903550022934108,-0.283891986214663,0.126461282000083,-0.331553235736069,0.257251315650781,0.175739207529446,0.20916310167744
healthy,0.0443583341075363,-0.0108711935704606,0.0645001885700977,-0.0796009883852657,0.200361951980941,0.169998437211063,-0.0113335155911017,-0.121935960940419,-0.112799771998047,-0.120924739404723,0.463035063646861,0.0260959152112385,-0.122153573822624,-0.0927570108677232,-0.042981060219362,0.12174488288242,-0.14473593015673,0.0466355151828112,0.0574431194459312,-0.0647771292779055,0.155827971285842,0.146855098697764,0.0654032028416371,0.314658045929833,-0.0052052301922044,-0.0985605571330029,0.488467371677799,0.302941074468647,0.252679129595409,0.0453353100468827,0.151281581464669,0.0242005984249376
healthy,-0.108147573828774,-0.243460052883833,0.100831005706383,-0.116587447268074,0.307977293395966,0.304325273853098,-0.137058405300068,-0.0883757829849292,-0.360147325201065,-0.0606732114208041,0.762233735273677,-0.0109233052629287,-0.36526887044579,0.0711947536334191,-0.20718148971084,0.201181443340428,0.0746127086332865,-0.244216928892074,-0.23539722594061,-0.134242947587628,-0.158288597548251,-0.159907312592691,0.211916221158067,-0.251437251754005,-0.0370584192317725,-0.0743573928440197,-0.32198571463493,-0.0682778604563692,0.245243608609822,-0.241610373843517,-0.259874174486578,-0.297045600742221
healthy,0.140898752605877,0.139292254217416,0.190099629081923,0.0169797740387617,0.202886282896363,0.115435245990475,-0.265037324879869,-0.250581322821731,-0.312618832969275,0.0917048036524305,-0.305889367434253,0.111283341391547,-0.342481135307839,-0.0005521531787299,-0.163620743466001,0.169463451318744,0.0925595563742193,-0.0059119871350194,-0.17186738680625,-0.242218265557293,-0.448271776853086,-0.11601494108575,0.320997807644306,0.0998875476327876,0.0729697025188767,0.0158808378488662,0.12934690079855,0.116337310542865,-0.0590269030869351,-0.21036107026644,-0.0721774290734656,-0.221667438457661
healthy,-0.0529487795636361,-0.424381741500442,0.0756907473340529,0.0120251206955335,0.213909241948112,-0.0465731302790225,-0.117307613310504,-0.152244997368885,-0.188515489908986,-0.393592996680561,0.232670015180477,-0.0227912756177713,0.0976688432016083,-0.0828818668615619,0.0877706571663106,0.131294088297004,0.345290757660955,-0.35750726832051,0.270390025364201,0.112016695057557,0.105227804448008,-0.14739601052615,0.120651875748884,-0.176416208510365,-0.205804661321439,0.0,-0.253665485447438,0.145514731147976,0.0408658116166072,-0.29231819650454,0.0,0.0104129909232313
mild,-0.150219832285547,-0.0848134392340858,-0.050145260901569,0.0327325279575103,-0.0524850226293859,-0.159429674410712,-0.0186510963400041,-0.0090738330693307,0.0593095331592348,-0.0656865898375523,0.525966485262447,-0.0604665772266412,0.122451524407313,-0.194027560941761,0.10551371060889,-0.0753989882062349,-0.147323811289593,0.0789981658123487,0.10298653275675,0.0581803073162536,0.12221286437796,-0.0598863977328276,-0.152053512913238,-0.0703214051927387,-0.0237995758881107,-0.212983184695156,-0.0813233882357193,0.146688691695898,0.0722482236204489,0.190813682207062,0.116743829805998,-0.0470453322460363
mild,-0.130099573764805,-0.346721720067008,-0.26400668533808,-0.152953227346925,-0.179445785988312,-0.1846786568079,0.21794012352685,0.0313887305372875,0.0748444511413617,-0.202631026217829,0.171051396123589,-0.202707286900169,0.0392108907174843,-0.23171718047812,0.0051957926505007,-0.258088841515588,0.103806354420846,-0.162618048401237,0.202063965073504,0.166251622159416,-0.0212738885762388,-0.104229019455721,-0.367012278258616,0.231557603356553,-0.274209794227579,-0.233374435109566,0.17283679843312,0.0424750770188837,0.0182472134835213,0.0766052567530495,-0.0044932095218472,0.0807941726540617
mild,0.0642047326215598,0.299758893337626,0.344077511075062,-0.073539881184317,0.304794025045863,0.0526130544388981,-0.00874853630147,-0.23830572403333,-0.153617256170119,0.263996314956126,0.240561544973216,-0.119813607423456,-0.240733615888306,0.0399757432657325,0.0,0.383467882131265,-0.4083594852332,0.0436518741335631,-0.30449545396705,0.0,0.0,0.0993636500536965,0.0519681331632401,0.0487501097311929,0.303307177768487,-0.118444309052902,-0.0124148452760117,-0.094144626674405,0.0518180042240094,0.0675728013317664,0.0,-0.197606933790536
