group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD278,CD21,CD244,ITGB7,TCR,CD2,CD226,CD81,CD38,CD127,CD45,CD49d,CD73,TCR-Vg2,CD305,CD99,CD150,CD23,CD82,CD360
healthy,0.226776972995049,0.222753860001436,0.0201199189387544,0.0739554099033607,0.101076010038985,0.130089809882417,-0.0690506687259364,0.140510206027393,-0.0012948289017397,0.115629496012476,-0.0451162657311691,0.0097981167653934,-0.0134095563344887,0.177898652155414,-0.0716826601703863,-0.0492234492920935,0.0038270404784057,-0.0617694216282393,-0.0473291301868719,-0.040350585415335,0.168767598641061,0.121799129768348,0.0012213755629654,0.0713631608425591,-0.0501055840327043,0.249215172974438,0.0794886255387168,0.0403442692411609,-0.113393062080945,-0.10547581854567,0.0103468439870297,0.0296373664486338,0.0034926891492712,-0.0293897501559949,0.0261960463118784,-0.0796298261474654
healthy,0.007229962409397,0.12227139843255,-0.0507782310958197,-0.272613810103868,-0.301356580348222,0.353650611394201,0.205142265509431,0.0538882680827874,0.370317971753965,0.0992607821383991,-0.534431150046753,-0.0236789760726715,0.0400348658184447,-0.189840900672603,0.323156503435344,0.0304915006708506,0.0218170991606853,-0.0357580687017011,0.0806537108073144,-0.0326623408538081,-0.158288686803276,0.203036124167409,0.24644528931745,0.117470183449476,-0.174298138553482,-0.0681196917313365,0.0879367951097991,0.154911081999902,0.0208963475508321,0.0877215455317446,-0.211873445288384,0.24484365393815,0.138489832768803,0.0289432048011271,0.155747413880914,-0.0799158858412082
healthy,0.140543084725677,0.196079441539373,0.167627385409174,0.106128585741905,0.230145253041052,-0.200434146613198,-0.230181934345192,0.0833273465939329,-0.107176593193068,0.0396487226401398,-0.267111628926551,0.096392989134768,-0.0009048575224014,0.161447813919403,-0.14459332596939,-0.0522105918380566,0.0380821450943827,0.0513622822376095,-0.119798330964992,0.033199360493019,0.25101701010437,0.0512025288925017,-0.211337962556478,0.0978461553024137,0.0393720870900794,0.319145858210925,0.134587643554947,0.114545991001441,0.0112549317103996,-0.0266289700166005,0.195033776938826,-0.0473957074420283,-0.0371818529921036,-0.177474221086412,-0.123351148656955,-0.0126057937153044
healthy,0.213988039005101,0.180965825056249,0.117263347039158,0.101488140805814,0.243861141287019,0.074922681317732,-0.0609286720063289,0.226052192068011,0.0317090016143082,0.314282494396448,-0.445170702991561,0.0667128449346533,-0.0137251725899923,0.114220196773939,-0.0781352116829669,0.0796440231517891,-0.0109679052452275,0.091253030599312,0.057792182518462,-0.0152373185351832,0.0319027994306396,0.0602217638093005,0.120660462445169,0.0874706028578212,0.0653227662841858,0.113951672877561,0.159211090948341,-0.337519728405892,0.0831623705984916,0.0210319689980422,-0.0110913154549724,-0.0318774662344816,-0.0787648101058745,0.10317745627738,-0.149002751924322,0.0491638522479125
healthy,0.362993702387112,0.404298782276219,0.337128745133391,0.178919845368224,0.218416598053991,0.009052156993014,-0.046667978785049,0.278142560572076,-0.0793068313032849,0.27463722473262,-0.56798055175839,0.158732323712493,-0.096945419639177,0.141609974127987,-0.0710045011249218,0.0928273383005652,0.0727384643780089,0.0742690435724628,0.0788886614734577,0.0421432881853344,0.305252219850715,0.22650806015695,-0.0762600675609104,0.359236138540992,0.170115503055941,0.140842377183449,0.269200118701255,-0.140096674723572,0.0361323694749174,0.0963050298817261,0.15718278102634,-0.0741941508242541,-0.0411155919263407,0.0690265671954342,-0.136185930785494,0.114755938520419
healthy,0.151509091242085,0.170035263572106,0.205717894662992,-0.0256485771404365,-0.0020948251220778,-0.021050749733597,-0.143832554359687,0.269608321938604,0.0493303626633077,0.231236174429152,-0.253960146126713,-0.0134919201162815,0.216084969655966,-0.0850174166950736,0.0386109250739256,0.202232631590007,0.0053607156736589,-0.0010553238902237,0.128654524030765,-0.013608002578926,0.0896947885788821,0.263937609779002,0.0299558861325509,0.236234880577633,-0.0124245297109388,-0.0887529366381376,0.23128096423737,0.0540950412524875,0.0602544322106116,0.116661039717834,0.0167054713478684,0.125361358447056,0.0512964809371446,0.0807669556494878,0.0557066090337073,0.0420244431478575
healthy,0.0711743550174924,-0.038221472402221,-0.0126069245489999,0.107841418270855,0.283161021175233,0.0089782213008987,-0.0707047802744105,-0.0376778963428363,-0.133337709277881,0.0814968499532555,0.318689184445371,-0.0043642868204242,-0.189551275437848,0.21953208393087,-0.190280497887792,-0.0874043023518565,0.051167611441556,0.0,-0.18564412396612,-0.111554371760577,0.0357118561118384,-0.181734434264568,-0.114089263827094,0.0412182644151182,0.103417520978341,0.0228678755006435,-0.0318339699989206,-0.065798737205748,-0.0721746683759796,0.0,-0.0843726158394948,-0.0189964280076114,0.0,0.0,-0.113156926311639,-0.0058848274417576
mild,-0.121976635754821,-0.232770777518324,-0.0595696763634422,-0.0335700591639262,-0.285564136877152,0.125096594986801,-0.252546787157396,0.010522101775279,0.04284105970484,-0.047061995900499,-0.325680218485452,-0.116341281519808,0.611139969049768,-0.495988877277567,0.112229027284451,0.365184119538735,-0.143999631169685,-0.0962721033027291,0.49898763412599,-0.0695371287488319,-0.149453222771345,0.179696247197851,0.429614621356104,0.301465102272746,-0.0823109449859832,-0.0764907691772946,0.0545306469783253,0.387532441314152,0.149909546958338,-0.0293206032785557,-0.131592973707473,0.174103185600523,-0.0192011732065612,0.000682504629968,-0.170839418981246,-0.0768788885630728
mild,0.297298151462991,0.342046099160338,0.242313175333914,0.0193025570781678,0.153598603315487,0.0437618755372135,0.116110170119148,0.265647097571253,0.074592059375112,0.275112373607177,-0.557468204649228,0.126024317088033,0.213233313759361,-0.0822878883258683,-0.0026843096419282,0.160328626911387,-0.0466273747232056,0.0188627050449615,0.23042367298026,-0.0544701777996531,0.0799380992043327,0.329612462630838,0.129312243549578,0.0494062524554304,0.105815349949363,0.105705133803808,0.334364889080975,-0.107525265477541,0.0440475407972414,0.110384113969023,0.0667273641335705,0.132019420685958,0.0939754241672431,0.161687487108276,-0.0233510385817927,0.125118740791591
mild,-0.254840536132086,-0.294680628549105,-0.369443499613615,-0.311996832706833,-0.127541557766066,-0.0446069715920182,0.128370625396476,-0.314877851368417,0.207721565607146,-0.38461811024056,-0.101756200958622,0.117075010682348,0.0316024620063245,-0.0124385610516388,0.288816777773575,0.0129768380088545,-0.0220850757141603,0.0,0.062217852215616,-0.0156874448534359,-0.398891003304136,-0.141033086864975,0.0667876203300814,0.0494470593274194,-0.0741864653436942,0.006517772394079,-0.108844375558979,0.240102633665415,0.0855655992216502,0.0,-0.0370773456154469,-0.0163123490845848,0.0,-0.12528185887379,0.0938600942846528,0.0395148958310853
