group,CD3,CD117,CD45RA,CD7,CD194,CD45RO,CD62L,CD161,CLEC15A,CD27,CD95,CD35,CD57,CD278,CD11a,CD244,CD54,CD62,TCR,CD122,CD41,CD226,CD29,CD49b,CD18,CD38,CD127,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,-0.15151028528128,0.123138784184952,-0.342577025608665,-0.388713449139185,0.407779089204573,0.56016609857573,-0.386489839931629,0.146614755421403,0.0954794817368796,-0.0310976629107104,0.611713892372825,-0.0476195981023782,0.0862311148745009,0.240110947909774,0.269747126045769,0.0603919184770879,0.26155186378987,-0.273172760470017,-0.217645177272052,0.138260377924813,-0.252323193233615,-0.0682531443153076,0.135007442065069,-0.0843090411996145,0.077629207858477,-0.111172881610372,-0.262722914857849,-0.0111663687515412,0.196190610306197,-0.309506075395827,0.451119103501849,0.265870559847312,0.34103052169625
healthy,-0.222083337280733,0.129186124759276,-0.481186036258247,-0.263876603773879,0.170150758643048,0.379939063830692,-0.409004018546224,0.106887898837704,0.0728527706100311,-0.129033081502611,0.279946769068416,0.158500808783342,0.0242454058596398,-0.0705284894676044,0.0126534144068895,-0.0858855286757844,0.264542092676546,0.0018795681115116,-0.294842304685071,-0.0456555818936939,0.0290649256295901,0.326201165468518,0.205745495672963,0.0184698475527015,0.223795252337952,-0.175434346890902,0.335010067671969,0.515555254881595,0.178265987787146,-0.182614236203237,0.318870576787849,0.339809305719689,0.316989976028123
healthy,0.11150171192833,-0.0173014606405917,0.15699628225571,0.14372147683286,-0.18368410514403,-0.134875433201776,-0.383296170217436,-0.0350431683275782,0.0683178329027107,0.0445350238220624,-0.187498931200403,0.0253521274584156,-0.0518729369162991,-0.0519915026448078,0.0195491662710673,-0.0345957817635326,-0.175271481509857,-0.0342742705587979,0.135795835048207,-0.169245306022804,-0.0238997195336167,-0.154503916097178,-0.0527651632626852,-0.0382734971568641,0.025772223731168,0.0640880202116439,0.209431854681653,0.303448238691887,-0.0176701049676477,0.137459114165988,-0.0707392231397784,-0.175973215499863,-0.0761036230177909
healthy,-0.303112620428264,-0.0437471549925678,-0.401970484021429,-0.30894088912097,-0.145578734692948,0.164534793297134,-0.584165332503994,-0.0531092247041002,-0.0447922766384485,-0.301527141516729,0.0109648862874169,-0.0364892208802554,-0.03540191319159,-0.25515075155824,0.0010317407630711,-0.0734578944926536,-0.0984001792094666,0.141784121225751,-0.384205351916249,-0.168798857236173,0.0945519658959174,0.145361797707526,0.179081959399906,0.185467696759497,0.0325020227298269,-0.252573741324059,0.017216507202584,-0.126644935608368,-0.110905371296816,-0.178764884813953,0.0134687206908902,-0.0938940600073946,0.164304592524578
healthy,0.112783191826488,0.199731006949026,0.334723910561416,0.28761990575828,-0.247011781630814,-0.423258194015818,-0.242434920010081,-0.0019345024256842,-0.0612198491869767,-0.032158870148079,-0.456952016106359,0.231419028454446,0.0680597477747173,-0.231186317188132,-0.282995150936636,0.113280881515134,-0.127440634734605,0.0141233338675613,0.138456144561208,0.144040992779974,-0.0900080750376783,-0.04486131789461,-0.23486197276656,0.0512316483055422,-0.228481361650333,0.146749985189762,0.15418815527952,0.227940998716888,-0.223126992578735,0.240927340674273,-0.461735372638318,-0.259534754034204,-0.354797166966825
healthy,0.321673376962768,0.0235344013248335,0.441997300346493,0.299831220500728,-0.357230271919289,-0.552925484540517,-0.481289687089136,-0.0971675103779894,-0.253780116327604,0.306384809305855,-0.529062797706334,0.0699638911856433,-0.195839932398619,-0.305474056654314,-0.218562533272846,-0.154887435201358,-0.224845764758045,0.10365989139657,0.398973217564055,-0.0337325740455639,0.106132210218495,-0.137419004056792,-0.152791744604657,0.144844433032269,-0.306859393658411,0.350634004757793,0.194162159610606,0.1047462815029,-0.165336910869962,0.194852055425586,-0.315388202411933,-0.433267413204576,-0.278460293206569
healthy,0.0316093857331716,-0.0295801662273201,0.240061741345891,0.236113819029979,-0.227795600969786,-0.265370559102636,0.420425288156804,-0.101348438385408,-0.0787356624926584,0.0222308817653625,-0.353039075019111,0.0794128001106132,-0.0894689940371171,-0.249862171896532,-0.107800217483887,-0.0174440862265039,-0.14329961114693,0.0306818988467303,0.375337374257815,0.0264987208873755,-0.0178548031089548,-0.200133795994114,-0.102318279901058,0.0339823654232957,-0.110077012026257,-0.0734009438039448,0.0266250058049802,-0.0600418079181985,-0.153444114092695,-0.141535558520403,-0.279371992614263,-0.1983308671971,-0.153579715556607
mild,0.0892033770371201,0.0425974169768788,0.262557141473964,0.424892437297968,0.136185577904805,-0.320885911121776,-0.0344157044475795,-0.0444698294455051,-0.638847790443587,0.477716561628646,-0.407438950763678,0.167689337162953,-0.379495078397341,0.0931869653750349,-0.474834765262162,-0.403410809873094,-0.515088342812373,-0.160919384831259,0.203200972701422,0.153943987910297,-0.21042230128937,-0.496705319324016,-0.513905952940212,-0.172229896562719,-0.461636246507741,0.321579281156903,0.111821234957736,0.228409532985639,-0.589892924834585,0.159595992290492,-0.419114032436444,-0.0103231561196599,0.0204742355481201
mild,0.0296340600096546,0.142954339596134,0.0505953432759636,0.0718595070971409,-0.175475635788124,-0.118661133108927,-0.220879680331502,0.103100364779991,0.0502589445893857,-0.107293617375072,-0.138018590560794,0.152578237044447,0.0261513135359607,-0.265643355799751,-0.0472961161238089,0.136579568701908,0.08520825832622,0.308662848341225,-0.132521189793193,0.119364854282577,0.254009619696522,0.252931991724299,0.092676703933248,0.310039538463618,-0.132118684343623,0.0910661517374063,0.0301117287030947,0.12009212533108,-0.0508296744141567,0.0325598580140744,-0.285415269265036,-0.162866043585092,-0.0546528851594954
mild,0.136356176991341,0.0,0.0830361032607858,-0.263812613131406,0.053186200204274,-0.0027233633714272,-0.173104993144039,-0.0253320198552449,-0.0638792583460683,-0.407119087763892,-0.189865465796934,0.171563669334678,0.0777163049526563,0.0702648897579404,-0.09225172800531,0.208338685795322,0.106331858737948,0.0115268745363569,0.0846432674515301,0.0072031107470036,-0.110903296204671,-0.092349294852711,0.0,-0.0491550914163057,0.0,-0.0226409996740008,-0.342975206834274,-0.201340865220656,-0.184413237455417,-0.0759026053258526,-0.119250896964058,-0.252084795889973,-0.20373865037145
