group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD58,CD11a,CD244,ITGB7,CD54,TCR,CD226,CD29,CD18,CD38,CD26,CD193,CD36,CD49d,CD305,CD99,CD82,CD224
healthy,-0.31929870401116,-0.222134404237169,-0.296495265668243,-0.440667117199152,-0.169102064982945,0.195321664409332,0.107576588485449,-0.170694274377404,0.243926021003685,-0.0345540270399712,-0.0564957450993982,0.0830325963120596,-0.158708587242103,0.116302776955561,0.0398397324038516,0.142637505772157,0.091822719409582,0.022652341368394,-0.180104426571024,0.264517540731616,-0.399165002211615,0.0761712242086353,0.129507504552759,0.0968089772458748,-0.191352856355376,-0.0010133364091046,0.0579668685521587,-0.0051443257844672,0.0208880389744451,-0.190378220567108,0.135177967794213,-0.0033548167197425,0.169974220509704
healthy,-0.149763078020785,-0.0795681793303156,-0.371387920389748,-0.648326754053209,-0.453956442349882,0.353298080124412,0.282417461757535,-0.0990561762953906,0.631989627738892,-0.0928349982964642,-0.201640188777632,0.107561844863586,-0.293118538335235,0.540379457265539,0.0023142539990021,0.201401554808919,0.110357647666897,0.0405359886053313,-0.127492809545085,0.242569790632057,-0.443580618589409,0.250816259185331,0.276386949955404,0.230778659679706,-0.21937586098607,0.216921234017159,-0.0303007367364416,-0.0288500531764265,0.151978310398738,-0.326137010794396,0.49412520370719,0.423704586647861,0.486358515246775
healthy,-0.227180335215556,-0.246431442764943,-0.489168990365921,-0.662072571218768,-0.658565672230371,0.405369561378871,0.413816652154353,-0.226046041112402,0.661203154703822,-0.112983548043676,-0.354328544788349,0.206140514064847,-0.503699502921082,0.655251624604357,-0.0187496420157694,0.497962075590553,0.10367024543295,0.126347676290598,-0.139962353607046,0.325866885424617,-0.630956989094681,0.348880001811967,0.414002425773629,0.136931139609918,-0.497812899597425,-0.190319857549741,0.0117051347978185,0.127004866610026,0.241585363406293,-0.516213671469271,0.521589896496183,0.427871470261453,0.374790931538371
healthy,-0.380240780708197,-0.218002393083851,-0.486973047819397,-0.607824031248321,-0.524983620268618,-0.115798294753784,0.34488951280217,-0.335329061395713,0.258703717736024,-0.101812272510078,-0.179128580551227,-0.126854247058523,-0.534630670173924,0.382051418465407,-0.126979464588522,0.116410968639216,-0.130746867304073,-0.175264876327879,-0.267947610913343,0.0431382953064226,-0.519339159871441,-0.0765784295842616,-0.0822120821041283,-0.0100511154241859,-0.324281266446034,-0.390347492957004,-0.147122613595971,-0.139853203502243,-0.0282929612267031,-0.393526718871982,0.145656473341708,0.174281704235555,0.11987239075756
healthy,-0.259373396940723,-0.159213350729896,-0.536295637892758,-0.772427681772505,-0.577765525242258,0.458204512587087,0.328163833759193,-0.224437507157261,0.699827647489959,-0.337959142489625,-0.267576875459699,0.290285458362674,-0.320731239937949,0.677378237229956,-0.0094427933265571,0.213740534128112,0.265396249079544,-0.0834772943211892,-0.176600823755728,0.403348035556413,-0.58376118958432,0.483132686601849,0.38096370620273,0.324276847929206,-0.577857517982167,0.283364859455673,-0.0335130515197884,-0.0324202333829399,0.268793352165761,-0.513797350327575,0.631158078864229,0.415541557636982,0.590014860165619
healthy,-0.280332051949275,-0.340639585959656,-0.247934984224227,-0.1209957189182,-0.092612271764909,0.0925657782060687,0.0020146870419705,-0.167974814809251,0.189429750445942,0.723313565332561,-0.150209847503335,0.085957076245086,-0.12347623202802,0.178557507746292,0.054094123823673,0.111560679713444,0.0814669359661522,0.0227573686456848,-0.119442841890033,0.138860898815715,-0.187210961120465,0.0495942849790565,0.0866905494066399,0.289615963854509,-0.249151675138092,-0.0359903229172369,-0.0235842360649299,-0.163740781593938,0.15246365223967,0.0480964802241785,0.198484174080724,0.255534661681936,0.0750673021192473
healthy,-0.220311530699666,-0.13453784010734,-0.453820700883583,-0.491152865764324,-0.461085841558978,0.250545130187365,0.474571936063605,-0.192666814333223,0.402361996175116,-0.319385460694115,0.0140627019769227,0.233866554344769,-0.214875841087404,0.284261844855677,-0.0064936462533586,-0.0674039853376639,0.12045626314825,0.117791426633865,0.0205463186616673,0.27454443769889,-0.48084208323232,0.171608821109779,0.112016695057557,0.0761325589785125,-0.105509157371699,0.130144168101965,0.0,0.152480103895547,0.161988842811979,-0.0358986653310323,0.425258700846725,0.387282963109994,0.154925966525968
mild,-0.277324851016734,-0.185097214068414,-0.311148294704763,-0.530625143212247,-0.612484787747596,0.225523226806954,0.148900815335667,-0.0474363392392285,0.556798313947608,-0.287806562224822,-0.24179481161571,0.570305861241793,-0.588075142126046,0.695873380102756,0.355537435156075,0.297936345621212,0.538600742790285,0.405542402291984,-0.198561426643393,0.629974881907902,-0.448023327034591,0.619214815079908,0.550514139790434,0.595799929002965,-0.378702749754047,-0.167606913368832,-0.0223726254077676,0.0230035419287254,0.636166562879484,-0.363714384984545,0.681288322648414,0.279214135315045,0.28061552303632
mild,-0.310793653976193,-0.158836285084334,-0.191639172263656,-0.443506664015417,-0.40154857756184,0.113582640818871,0.209157126967628,-0.0684633401040107,0.463732443852312,0.357858846412401,-0.264842181918351,0.150920525359748,-0.158773533562397,0.527066518670518,0.11321873789841,0.15740101549912,0.212350309587953,0.0217592663951584,0.0994407459902584,0.206830050637724,-0.150144004405204,0.0718712274783421,0.15956360434699,0.335925513525199,-0.236267145496409,-0.232742272509573,-0.105585039928631,-0.129962721244572,0.488808241423522,-0.0367292111168489,0.465133672765311,0.396046006924489,0.203510835871623
mild,-0.257892530152828,-0.318376702713377,-0.382069606923301,-0.348865288257221,-0.166213926450981,-0.103427780490035,0.379681634534992,-0.368086081393995,0.188172506771747,-0.209866532232801,0.0759960595657348,0.0655094151979582,-0.378117540684731,0.263861801943096,-0.0214264405670934,0.0,0.02803196572911,-0.0528633628696537,-0.0021409452115421,0.0444602137582859,-0.541696082313345,0.257749366210488,0.0,0.0,-0.0851625078139066,-0.004010423796236,0.151489683780269,0.144570300803848,0.063377833289237,-0.0789269731859966,0.106086693092991,0.0870260874485467,0.170042969573145
