group,CD273,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD35,CD278,CD58,CD11a,CD244,ITGB7,CD54,TCR,CD267,CD2,CD18,CD28,CD38,CD26,CD49d,CD305,CD99,CD150,CD82,CD360,CD224
healthy,-0.0049993859057899,-0.0745977249767498,-0.239222863773921,-0.491251351842696,-0.456295705423191,-0.0138363743341327,0.389236115251525,0.469281139539037,-0.28935604349076,0.0779891366520675,-0.327489488246948,0.498834579950339,0.0649929568099236,0.186419935376218,0.238131224323082,0.0558623824674643,0.109091843823006,-0.141527300158744,0.201758948097373,-0.400010992760261,-0.0952914060302011,0.0475361615339673,-0.0003749507753226,0.0838062145175405,-0.12950972181689,-0.145346270458,-0.0618068143694147,-0.275397069753509,0.289705501759529,0.0682665185611658,0.208933549636858,-0.0158585014140942,0.272856352206851
healthy,-0.0364664628255121,0.11110850804301,-0.313264593583709,-0.565694920394527,-0.413777954302565,0.0942850201473339,0.212352962215657,0.561372855206083,-0.52608728014733,0.0799156646743899,-0.25078450206831,0.628190457585672,-0.0147652104118496,0.0386816142386792,0.17582120617399,0.280698798335032,0.12957932535555,-0.0385130846966803,0.210182015745682,-0.445021567920903,-0.0821695440293218,0.106806035840427,0.146465437176821,0.14286304360002,-0.0869362928033549,-0.0663502216575574,0.268506236772454,-0.207111777666085,0.348330502938598,0.09127595690162,0.114300417974644,-0.0603591373762042,0.390802535881014
healthy,0.115912653689328,-0.17939628056762,-0.40399564750189,-0.621200813827867,-0.552200570904198,0.336141634885409,0.459607852566879,0.643596789382303,-0.115517312100764,0.174010916186042,-0.421365479849118,0.668005540603249,0.0998501871517419,-0.0579520045670331,0.492048240137522,0.139358175777518,0.141690099555386,-0.128268815030429,0.328120898465731,-0.554486024087103,0.0205708228490917,0.0862873781023247,0.147775629074938,0.0290583785295581,-0.416346221389491,-0.237554780726732,0.174105394998349,-0.459546387132347,0.500944339385294,0.304149595911104,0.390533193678008,-0.147702047514717,0.362296897102601
healthy,0.0773479287998882,0.0984866983147215,0.215341841869192,0.090981556578119,0.0676542221852221,0.0797240913885834,0.0231634224731774,-0.0151092880330885,-0.303607515074884,-0.215948818239475,0.126208996113942,-0.0002284323614393,0.00632027614902,0.10821625373468,0.0188421598074632,0.0052471887011377,0.0036342989798,0.0751748140964876,-0.0934904046981677,0.163768756446193,-0.0637441405256729,0.0373342661753618,-0.185755509080518,-0.066628383397561,0.1005989086906,-0.305038152807403,-0.224296032882821,-0.0501067226221725,-0.070759729580374,-0.0571231634769548,-0.283145010087373,0.0900135420342361,-0.0677126320895403
healthy,0.0233012345254754,0.287948429193293,-0.0145449952448582,-0.375783979820729,-0.186672344061962,0.261275294125926,0.293446581941901,0.437542108788675,0.0406246194310726,-0.110468618051528,-0.0048279039612612,0.412640158715339,-0.409146422446433,0.21121078220197,-0.019188698175094,0.347024381789144,-0.0231055580968716,-0.161432462294625,0.0572232160728391,-0.0258912593145878,-0.114976317730931,0.151245230826944,0.115428138410224,0.166821169200163,-0.261153182657817,-0.333988649712194,0.0099726630481395,-0.224032022013948,0.436111676401183,0.0305573337074988,0.305768611005336,-0.129194556090812,0.305370016593369
healthy,0.105745370513766,0.411177947387971,0.31694486141741,0.0972441842984079,0.154053287259304,0.0883880289273125,0.0147190078057554,-0.11706076137702,-0.632304482070324,-0.135557626253219,0.270096077528435,-0.0823575632899931,0.0895103584047591,-0.074873907336383,-0.0250161718696529,0.0899671048254723,-0.0125954870799546,0.0588559035250332,-0.092198799249484,0.212914961246314,0.126255597359403,0.247801169717551,-0.142256826623415,0.140018973389065,0.097333567854412,0.152561625045802,-0.246005249203823,0.108493345505335,0.0309542704614842,-0.004039281710127,-0.159630319635552,0.0919417679326543,-0.0457037950256113
healthy,0.0,-0.0316664894167593,0.0685993815609786,0.132116192640311,0.279486410389668,-0.335521535198638,-0.326980412924043,-0.0452636392817554,0.349672000266419,0.0377607674965707,0.190388666274348,-0.0375989425432762,-0.122233859528962,-0.0653712174877672,-0.0751627174628627,0.0083317965069483,-0.285909841712668,0.110725795197115,-0.0046447706038449,0.317678284922246,0.0,-0.0552214938957057,0.036369056836869,0.100177738171142,-0.0241654636034344,-0.0513570008674763,0.0929313835588714,-0.0228609604795912,-0.123352281147099,0.0,-0.0622606503590985,0.0464612779293264,0.0128050036953108
mild,-0.0348869742725828,-0.0893473243155259,0.0597171152573893,-0.105710259291806,-0.374384534617174,0.004294791979494,-0.104261546836443,0.260165791577846,-0.158679112034916,0.642105053561871,-0.29035194357186,0.367913501111588,-0.156202325811604,0.151379710389854,0.0862366747365598,0.484492238137694,0.432724836116767,-0.097862702145431,0.424488488371536,-0.0164341048771933,-0.0379378233667265,0.265624540778111,0.474967439243117,-0.182726809389829,-0.133864062217672,-0.433937368052,0.52894110019699,-0.0210757221712895,0.297511345851999,0.0577750115894477,-0.123510923204581,-0.0834242532672751,-0.0556426480202931
mild,0.088560484750538,0.225180625610451,-0.0303461325205654,-0.500795886678056,-0.284301531711396,0.132045665357167,0.362954918460811,0.629789409230816,-0.254763208379144,0.311444172365922,-0.14021476832821,0.645085723806679,-0.185099575001573,0.25569950351425,0.240578649233247,0.437272256893619,0.120095015164955,-0.057719872763767,0.322318163590303,-0.198042056122935,0.0277957418403166,0.341353060410083,0.339751751304289,0.27333648398633,-0.120229729997021,-0.144232516851472,0.25647967486335,-0.0351840562902398,0.523562707395509,0.316136099625141,0.307149668908087,-0.0480104570206124,0.375491240800257
mild,0.0,0.287749938506111,0.494149973339382,0.416990756367036,0.044755875399435,-0.182268108608467,-0.160957821610552,-0.250816934924798,0.0968381731193342,-0.0593213150419701,0.0834304850209441,-0.229267493273995,0.0101231953354747,0.0279239473271161,0.0,-0.0492726718497376,0.106348455800436,-0.0146960291067737,0.0483171604986686,0.553187893246873,0.0,0.147286162913361,0.0,0.211473880466565,0.130411226256904,-0.0411071493046414,-0.056229135907396,0.0516926158384313,-0.0712619845669042,0.0,-0.145933225123285,0.0107508001794671,-0.210834798922407
