group,CD47,CD52,CD3,CD56,HLA-ABC,CD45RA,CD7,CD194,CD4,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD278,CD58,CD11a,CD244,ITGB7,CD54,TCR,CD2,CD226,CD81,CD28,CD38,CD45,CD71,CD193,CD49d,CD305,CD99,CD371,CD82,CD101,CD360,CD224,c-Met
healthy,-0.0052903550655271,-0.102282531981855,0.120254886920779,0.0218047729800369,0.168995536930875,0.131310643009581,0.0671505709048119,-0.161715696147454,0.111625392955917,-0.16759638995878,0.0785662034033143,0.551765954500653,0.0248822477307513,-0.0886298568625588,0.119695573005666,-0.220993534150895,-0.0914333234812671,-0.131589791671358,0.0638168198995566,-0.122643456499702,-0.0569404360455626,0.0014088556501692,0.138405820633986,-0.074586753583264,-0.051632029822125,-0.0074319616356795,-0.0356576281473166,0.0110229479551679,0.0142525348639813,-0.157345964241442,-0.117471173468963,-0.181994068959612,0.113256058576767,-0.0557629080606113,0.0431019778537802,0.0489570505378535,0.221102930928603,0.0254558778451125,0.0040707111769342,-0.0828589391856541
healthy,-0.0203225202910471,-0.288020340447052,0.0668853954053734,0.0218509142071912,-0.008418279421307,0.465910886362858,0.252886650363987,-0.168603604052454,-0.126567009048904,-0.473663343931514,-0.0780414433547028,0.798269946615185,0.0273130104003619,-0.0576325564508851,0.200515112564207,-0.448080882734607,-0.0814427987054287,-0.134208693573675,-0.124902115952456,0.0210057378302705,0.0236357839697384,-0.162261026303599,0.218115140872113,-0.319145294566404,-0.269007574347964,-0.108778614211255,-0.246904225020086,0.220130691011091,-0.1681879798509,-0.069722341757029,-0.0939500314120688,-0.211561070808092,0.148107610446786,-0.31278280888377,0.0181100596697267,-0.142326916734245,0.102095568287209,0.0366318714376648,-0.367679615497712,-0.0045117872816566
healthy,-0.227696239868553,-0.221981832725386,0.0680933271318555,-0.0525532342028928,-0.377210640124135,0.506052002663804,0.188392801824478,-0.38083669969568,-0.0888480166867296,-0.609442465994788,-0.0522145480644539,0.747887889031267,0.238649428418096,-0.154212478157924,0.186099349946753,-0.612081977135792,-0.0378716735676003,-0.427926458736832,-0.349424949297018,-0.0795778420594895,0.109057050771597,-0.24085685619473,0.284470621944507,-0.331516411158446,-0.122294274631399,-0.0673711779161576,-0.186289108914931,0.188853244232868,-0.183553230297795,-0.20384446650142,-0.091783996709848,-0.108756664172449,0.241127288523238,-0.431224272940805,0.0120300112889417,-0.0705179314084692,0.0250477648692357,0.123063779194416,-0.253888419126038,-0.0385182697077403
healthy,-0.0492872731253059,-0.147870070157338,0.0155328261026581,-0.04936116332464,-0.125016941178673,0.0505755139632538,0.0437987253449552,0.0751745570088418,-0.0493679560873167,-0.0706642180716298,-0.215621945742909,0.674408546846765,-0.0375075457770534,0.145341749767569,0.0466528355287633,-0.0127078850274469,0.0086287057422264,0.0341540420584221,-0.0065158363792547,-0.0085098732741452,0.0152393955891465,0.124545331320642,0.129747349887753,-0.0562893747156957,-0.0176050466711272,-0.0369877863934076,0.0837437422281385,0.0547848157285268,-0.0902343116833677,-0.149610190449055,0.068405840437907,0.286796818810014,0.117832020426078,-0.0010820528395637,-0.0659264109093368,0.306910417297531,-0.0339719459036987,0.0133392714314943,-0.0039612197828856,-0.021750499321746
healthy,-0.241977476414076,-0.310665319233905,-0.137719351067523,-0.144056838191858,-0.169388203551751,0.0004722196261509,0.0065161232080928,0.0201165471220537,-0.150206178244716,-0.0312962716379459,-0.162716272840901,0.796681049838692,-0.119474922509463,-0.0152975304072184,0.0658944602243967,-0.0682361051795614,0.0577548798791919,-0.103204082169484,0.0031577428608321,-0.0848078220795613,0.0085055658249462,-0.0117723874873458,-0.0821729961822747,-0.192516216867529,-0.0831931958163498,-0.266366079767073,-0.117934243415233,-0.0089358740580628,-0.131170713114746,-0.0775450937004953,-0.110661835757311,0.0835842183978277,0.0280981190158578,0.0398631518796621,0.0116043542696194,0.166434675961751,0.0188352378513892,-0.101612707845379,-0.0202327540337052,-0.157316957401979
healthy,-0.208776765639513,-0.324397503640594,-0.065622192121225,-0.0083583019264297,-0.279545232409139,0.241118514149114,0.140154675951275,-0.303136901154372,-0.187842305744492,-0.310470345190871,-0.259528072978452,0.725461443134871,-0.0284108526633337,-0.0371981577623657,0.129834244639502,-0.334120200463887,-0.186192771386325,-0.164063652092874,-0.204171569165533,-0.0469945474748764,0.112609928730983,-0.0746364574771906,0.104583283671189,-0.272956434033655,-0.155004161133287,-0.172313478110691,-0.21931024259707,0.166626196655344,-0.229678618757625,-0.12354918727501,-0.0387208869153502,0.122494974766488,0.163155628504193,-0.0795752034513982,0.0220143558994556,-0.0942529201818858,0.1128900500007,0.0237627593397697,-0.199807833040626,-0.0721856635311898
healthy,0.438377742184064,0.461700451451764,0.393754480555157,-0.0237611171334211,0.0,0.205293996359527,0.434738300713089,-0.316437621516097,0.317120616190784,-0.107127687180347,0.146093705549364,0.0063211444166367,0.0964992308071591,-0.0951749687112881,0.281089000483102,-0.236021994222611,-0.0883627835168716,-0.03055000774297,-0.0623368043709118,-0.206866015777561,0.0164168239755402,-0.141883347680928,0.502881335430414,0.135481333989333,-0.226194558627213,0.0353992153212192,0.0815853561167264,-0.0510058521805094,0.497543211568244,0.0,0.0,-0.0537237884246303,0.0685744482532295,0.0171943542252204,-0.190381991067983,-0.0692075232797166,0.14695199946921,0.0573235150323886,-0.0758199620523112,-0.125305559117674
mild,0.164777250775842,0.237844135960644,0.185737739510023,-0.385490787458278,-0.30281797227494,0.198675382460466,0.40946275458118,0.0133927522587957,0.0393068923451854,-0.239518557625189,0.0673303604433786,0.635433340100675,0.145983135644767,-0.540987658672646,0.582573393242833,-0.358805487809525,0.0231793843990198,-0.155170045042702,-0.351616504540445,-0.543794849122495,0.193151606094176,-0.419848694883624,0.317289486675315,-0.208318640490282,-0.502693753409622,-0.0938356442178785,0.317738778231631,0.089613062517058,-0.0415808227163932,-0.144064737260211,0.0189668199809501,-0.352862138597225,0.257001859148643,-0.301107500224241,-0.0179528205977158,0.136528380856359,0.220723123330646,0.0925883171632595,-0.021393773897259,0.0392429658817169
mild,-0.305572045160055,-0.327983643069675,-0.155144848094068,-0.16341687066097,-0.000720876227174,0.0361829511085947,-0.138050937980478,-0.0915870008077035,-0.161190213929446,-0.0378217220920374,-0.208147676862996,0.658369624417371,-0.12300396105932,-0.0381490520011257,-0.0152110497796109,0.0416518207683414,0.162315199329461,-0.0608397605177004,-0.0548370582850614,-0.0678863831602439,0.168496691170066,-0.0010267093085822,0.0743257579076591,-0.246643160561085,-0.100675227072112,0.0881735370845826,-0.0244305205156672,-0.0688421756971441,-0.273876200873014,-0.263583709743243,-0.145072602509268,0.329023857868056,0.0442088631105531,0.132806004102678,-0.111048516980608,0.0913823825518179,-0.002372189642314,-0.0373443715204276,-0.101441305749854,-0.178948962252363
mild,-0.30295284895338,-0.177970352970904,0.260635532233628,0.0431328986724441,0.0,0.179543083352801,-0.237630432334738,0.101340089161065,0.126487065539876,-0.114525030674508,0.0693677892439312,0.131342979745389,-0.125290800905671,-0.208969404717786,-0.140345477112764,-0.054508587270261,0.0932189537863726,0.0,-0.130890223352669,-0.0359319206147914,-0.126606354855011,-0.0941140144472171,0.241972614361703,-0.215279133496002,0.0528234903750774,-0.105992972275353,0.174240252059683,-0.0016939980646871,-0.289086688848562,-0.0225934231141374,-0.0993663339463524,-0.0208378658399969,0.018570019904118,0.157133050372553,0.176710996257486,0.118348393414428,-0.0343842587440277,0.0624810325335718,-0.0420208569691389,-0.0933297286735892
moderate,-0.0928106231361621,-0.105834182267734,0.142110844152661,0.0024506328149535,0.0525179575650833,0.377812037011453,0.441433519928431,-0.18112852193925,-0.0958851921975787,-0.332524942535446,-0.103867215555105,0.764643636702452,0.110290725616485,-0.0560911897356415,0.3093826803003,-0.411739860057763,-0.0667220780236891,-0.201355331611218,-0.0901321724076714,-0.0226739043606972,0.104433184097217,-0.0935476688567276,0.329727041079284,-0.216774058719169,-0.360716430631596,0.0426767460174248,-0.048697477887958,0.188625900878026,-0.0296351156822658,-0.0188743802045526,-0.0140851508955339,-0.0559226215626849,0.22363452366724,-0.171031602464826,-0.091827565903445,0.0416951517900448,0.0691093370734895,0.0112154064181606,-0.229021071711482,0.040033289646052
