group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD278,CD58,CD11a,CD244,TCR,CD2,CD226,CD81,CD18,CD28,CD38,CD45,CD26,CD305,CD99,CD82,CD101,CD224
healthy,0.209088448411609,0.172966022362591,0.587998932694582,0.326633817031904,-0.0295193527393302,-0.415243201370919,-0.0268883038776041,-0.598303199553936,-0.003256940515917,0.522650105129755,-0.124389571506732,0.203505364816436,-0.625877821178632,-0.292084216436233,-0.209576381544139,-0.102006972903139,-0.093473161888288,0.335148992332178,-0.161459565768439,0.0328429300784572,0.149896411277391,-0.0655015163687977,-0.165622370335156,0.102393134105874,0.0165650292111943,0.023490776047412,0.353670756999859,-0.357620270468604,-0.171438458708349,0.298085965712982,-0.436866220355148
healthy,0.119477667781995,0.341478633578915,0.297555258610574,0.24528804830175,-0.0246989047408371,-0.0846050594624326,0.26085432184899,-0.284522722891038,0.226013941684419,-0.0398368684297292,-0.00871176094281,0.111126304903678,-0.26931599500161,-0.0254553435356245,-0.103029758161337,-0.200975225655271,-0.105668111041424,0.35047981305294,0.0826371383126621,-0.036913945932317,0.159630112488087,-0.109291032032392,-0.0245985551035108,0.0089301651412048,0.096106083190875,-0.0259845311097226,0.163437116050101,-0.163887087453701,-0.0785137472849523,0.269916383161082,-0.164853228276837
healthy,0.174470416969722,0.429744433380464,0.62734935715703,0.583794611061674,-0.443302804115466,-0.436296900542147,0.182310026551993,-0.620835462824067,0.1605555162861,0.0523052599853853,-0.151238020880714,0.416172512957423,-0.611773029022054,0.11063044871293,-0.470662502012697,-0.0733809800678752,-0.101615623618229,0.580102983991576,-0.062805406860253,-0.337789564058666,0.141307825596487,-0.0888493402753293,-0.0060120337867654,0.445364516668522,0.206716269766595,0.251311531355325,0.511351274628091,-0.47604780755811,-0.398490397774673,0.0290595526298598,-0.35262222933628
healthy,0.121053232112384,0.13537280742013,0.179245937887264,0.313580479078079,-0.0270334022998053,-0.129578761332693,0.15184387817205,-0.0602485820482374,0.0745183209490406,0.0333390733012057,0.171780873626505,0.0825057358541946,-0.0676741173484509,-0.0698434117889008,-0.0197824476314266,-0.006851851612516,0.0638769540621345,0.178317013727303,0.0486418227798504,0.0886614564806417,0.132827253872472,0.0159734681525944,0.102514545220818,0.0376555414478965,0.0106808477728782,0.364168215459196,0.185039458008019,0.0135954865598666,0.0541468132070893,-0.0741618722917539,0.0252595851870695
healthy,0.325928145463771,0.523558935610438,0.475906435372771,0.485651595110901,-0.245697154355881,-0.108838755283337,0.315193202524597,-0.363970033294687,0.313194409777768,0.0864233260981868,-0.255702399102893,0.36586051182201,-0.365100708195571,0.210842702757924,-0.342363942970368,-0.117489060071525,0.06752201555504,0.613889635757895,0.0810542961216856,-0.365136936938413,0.355252103990269,-0.240155814792693,0.122792259372202,0.342258209942797,0.361753049822929,-0.0387870020107902,0.412149639643484,-0.275578430707283,-0.188626270594544,-0.003557524791627,-0.326816283033316
healthy,0.035137236303743,0.0932275976763404,0.399868632111688,0.427132656235577,-0.181631449920153,-0.413094635005701,-0.0526984507373488,-0.512091753308589,-0.0941928180434355,0.182505598056286,-0.310193975018762,0.226446728451954,-0.612726996611782,-0.289198448205733,-0.358031049196384,-0.376846926855389,-0.235231759434507,0.181976734164421,-0.218559410138044,-0.220284810489797,-0.0179016792434848,-0.450188704605405,-0.212772307643772,0.213491685821191,-0.117236520361055,0.0801589366078947,0.257470778395616,-0.441367591213107,-0.301272833023995,0.229325250942222,-0.27431036395621
healthy,-0.12335767390036,0.17599604042107,0.109946541653928,-0.0014659675583106,-0.145057104659105,-0.190034038390562,0.097450037299095,-0.0997996061976544,0.210423637795322,-0.0934265834161339,0.0037494546834994,-0.0283047898859331,-0.161891401823099,-0.0505203447376375,-0.0286103247116703,-0.168337033098606,-0.190479715114839,-0.0178941513221929,0.117075262169159,-0.160510048400524,0.111046853541907,-0.0257008001647208,0.0551763344821199,-0.0041126401851969,-0.0561844848310267,0.150058412392462,-0.0310495836430772,-0.0976460341086183,-0.106574756005331,0.126005040115866,-0.0859250259582413
mild,-0.202570795243283,-0.0084420433311596,0.0288805302813696,-0.211464911877506,-0.0155653484200124,-0.273007271231023,-0.0336106405816218,-0.0644015294983407,-0.0276584551723237,-0.171140749531897,0.605283500006434,-0.425386892834581,-0.0603600155399082,-0.0959778647347268,-0.0551692072120768,0.313085654039709,0.56447380998587,-0.0185457667183035,0.0875556445773686,0.311830385246662,0.368359880567822,0.290813286921578,-0.446505219985675,-0.0264748674572646,0.025395626468023,-0.333612246338758,-0.112431390803383,0.0074486841088655,-0.292673577205597,-0.307041267071339,-0.320825694616731
mild,0.288882627550487,0.27154667718517,0.39783542675434,0.446133125961221,-0.245834055236316,-0.196372338898291,0.181255223249878,-0.379683244361082,0.203580143467609,-0.334552210640862,-0.0725329793874568,0.241891540903373,-0.483084648201001,-0.134433259536712,-0.174654528380004,-0.12420997545912,-0.0431901332198559,0.280552846443576,0.0871974236844147,-0.137682827558121,-0.0317276873856571,-0.257772116250599,-0.0264774772715641,0.24890160923878,0.215744484166867,0.315656309882433,0.0072986919490373,-0.24366475633068,-0.264972812672671,-0.0671458112966232,-0.149930674396561
mild,0.187783481664971,-0.193706625416171,-0.130007967438487,0.274704602326857,0.168386116013989,0.15056566073008,-0.141106084566326,0.152800600689202,-0.0301377322618136,0.281288184089911,0.0083765934628421,0.396219413920591,0.287918317399921,0.0375444006331502,0.0,0.128800908823511,-0.158304704318607,-0.111152871151391,0.185469283140053,0.0813643116316086,0.0078224691228668,0.0,-0.0279492318716756,0.025123755187275,0.199280378718727,0.125801240879614,0.0332755697647186,0.198983870594606,0.262880741790145,0.0847782198997633,0.211363990222073
moderate,-0.0370466363257434,-0.232414537501945,-0.0257355712655027,0.0133350702425458,0.28515253522673,-0.23512801863197,-0.0113543256865618,-0.0276287009705686,-0.0273584116422395,-0.164620808021257,-0.250853054099627,-0.10879796825338,-0.193263026491602,-0.255919617352419,0.0191024466790266,-0.152545491143201,-0.193772625358753,-0.168971973075824,-0.132745479926819,0.087309835523303,-0.110086881845495,-0.111303785799428,0.0468994235139708,-0.0649110634737742,-0.162538950126961,0.285404905281196,-0.229586540331775,-0.0855143839391862,0.0218176086098188,0.139966849103155,0.109047386899394
moderate,0.000576332603351,-0.171790872406355,-0.376641267554094,-0.191032578105211,0.072949948562546,0.148582278262722,0.106263725867177,0.412415095660897,0.0661481633313945,-0.469184066487426,0.126136562855332,-0.181984873249285,0.282319538400983,-0.0208986577466884,0.159312314256478,0.207005357649621,0.100662779486913,-0.2540370306314,0.282116290597621,0.020223242008568,0.0518202145352843,0.166573385645379,0.159345833484241,-0.140648451610251,-0.0275263833742476,0.38526022606043,-0.143821138302678,0.355450402764304,0.238288243159977,-0.0442833491810707,0.17136466258056
