group,CD47,CD52,CD3,CD45RA,CD7,CD194,CD4,CD44,CD45RO,CD5,CD32,CD62L,CLEC15A,CD27,CD95,HLA-DR,CD314,CD278,CD11a,CD244,CD54,TCR,CD41,CD184,CD2,CD226,CD29,CD81,CD18,CD38,CD45,CD49d,CD305,CD99,CD23,CD82,CD224
healthy,-0.0680904020062057,-0.309964232759532,-0.0561471238603819,0.184214332825919,0.0916375014058904,-0.46818520800824,0.0120171300158078,-0.10749527377803,-0.467975656384278,-0.141706858615126,-0.0590441516976764,0.297398439503132,-0.264113704510214,0.205723816659411,-0.530065273070539,-0.276749116722921,-0.179708119510597,-0.401974319099743,-0.331753533107536,-0.226934952883411,-0.200498376294291,0.0835957596518925,0.309025196435759,-0.0838188804815047,-0.284657275628189,0.127484227370529,-0.0462158861592298,-0.187171459676783,-0.121827420659406,-0.194673691931443,-0.262363744055706,-0.0449738110729811,0.0253062932268004,-0.353576757309471,-0.0859559097885334,-0.221467873227666,-0.2821704963316
healthy,-0.162484764293561,-0.162121190937101,-0.457445647953207,-0.50359583184552,-0.44969885449228,0.131138542840925,-0.326007379379133,0.109066672665614,0.451946351061828,-0.328068008102023,-0.0410497788654159,-0.131718124877135,0.0750576400289125,-0.316407604614027,0.381721914176087,-0.0427298439652014,0.0315643892137412,-0.0953746850837466,0.178925953742544,0.0565085782889494,0.174114190390963,-0.532210030807763,-0.158229994076963,-0.0617825910741404,-0.0223417324303416,0.202761654962,0.227319591005388,-0.230522190195914,0.0885431447048223,-0.171485301274601,-0.236901367928708,0.110947479938555,-0.284362349104331,0.319539770708206,-0.0558380346344737,0.132511686797753,0.274686691776406
healthy,-0.235274373205655,-0.264029838867371,-0.334991299200704,-0.353651083102786,-0.462989603271726,0.290989873791252,-0.185613959946238,0.0006712555086654,0.346368410574375,-0.128258579394229,0.120025133776876,0.122296593426756,0.117016265785036,-0.362208862898841,0.388500760955893,0.0683529320954447,0.158473061645678,-0.114043449003034,-0.016410440756783,0.164354188255619,0.271422434883856,-0.432618623755588,0.0607141401906504,0.0575282894417822,-0.0197292763757072,0.313693187694824,0.223209521277127,-0.201819248838669,0.0063283707653453,-0.239777176447867,-0.222443482950697,0.127956188726131,-0.319939967949695,0.253871575880835,0.15493021600301,0.256778088673513,0.205259432876169
healthy,-0.189724148715002,-0.187049256055575,-0.108814594728446,-0.0514819194330177,-0.140406219180338,0.118309075428972,-0.245149306440778,0.0825739246076477,-0.065425015729874,-0.332442106836953,-0.0824208765918933,0.491666765611943,0.0448886823382609,-0.122767171922095,0.0875787960498069,0.0523660661443767,-0.053615318359991,0.0389311851093731,-0.0187505768339498,-0.0577163130339087,0.123747191543301,-2.98265635681425e-06,-0.276646834023302,-0.0545672873717814,-0.0663468977470442,-0.134154266757861,-0.0336125489843629,-0.0936599014501809,0.0742295514312445,0.0308767862653848,-0.159465318857932,0.275300360371208,0.0481770555584245,-0.0007384046344509,-0.0903716781428157,0.187495239559545,-0.0325833266550739
healthy,-0.372467095992171,-0.35657978530175,-0.544204907253328,-0.604071971280279,-0.527066039414832,0.189100706755619,-0.303129091041523,0.15650499930082,0.50626253628462,-0.367771316328564,-0.1022509702618,0.191835247866695,0.259868746572002,-0.297467148871837,0.458818184786603,-0.10632352518028,-0.0920166033950832,-0.216158628165966,0.115830394709952,-0.12038936053346,0.282557476573009,-0.558797829010421,-0.107668265052547,-0.141000302552889,-0.0741708024175076,0.335129029215616,0.258350470520862,-0.383545241260962,0.252303793391635,-0.47718281305653,-0.320913456186718,0.302989611330931,-0.419131840118836,0.484794216827124,-0.0859549122903386,0.393135568164461,0.392799517786922
healthy,-0.2696296164917,-0.265449800182387,-0.184200177147655,-0.161284619759388,-0.22455219362839,0.0362707918779252,-0.134418824926872,0.215061425184034,0.230648636987606,-0.138926222812549,-0.0148601729893499,0.532087907231478,0.315430884656397,-0.190923042207066,0.239927370579039,-0.0133753891468974,-0.0398589573796066,0.114514990072605,0.214563500696945,0.180854191665259,0.27175764112089,-0.145833790669563,-0.226141530770457,-0.0439834827494195,-0.0130886818879677,0.108143035790161,0.0808902968209467,-0.135878762274619,0.383222047568719,-0.142252709875927,-0.102545800180081,0.351971985163228,-0.0283645241898128,0.246086739599032,0.0015760465392325,0.18810704524469,0.0977358826069277
healthy,-0.0735010857211485,0.0411326119299267,-0.216352256132171,-0.206757451117813,-0.305225854379106,0.298095761179084,-0.0414906883489931,0.0,0.359749933215823,-0.111744416677655,0.0664341438220141,-0.485458671587918,0.112891268347234,-0.0793067158950319,0.420462622291149,0.108137328994957,0.0,0.174800991105986,0.194954684200756,0.18432051325023,0.13256512824106,-0.347238082732728,0.0661470014184668,0.0,0.266603754227257,0.150173774302873,0.112986536573206,0.0033944453047744,0.108137328994957,0.100914620566463,-0.0424049914107719,0.136117468828296,0.12966444433592,0.15269480501549,0.0,-0.067063115715698,0.142013857781161
mild,-0.318398093305902,-0.247272335242934,-0.288965466575341,-0.395740495634297,-0.619377032044623,0.110841769222661,-0.0715952359804317,0.196600948834871,0.434538034439172,-0.176490170793854,0.045786759566115,-0.0981030099310973,0.640534138080747,-0.613403556848503,0.591108573163296,0.16330261494367,0.0529449790786879,-0.0848890501827704,0.475351700052662,0.489325589208693,0.613626791717896,-0.414110205585672,0.0082979942197317,-0.0959417421043178,0.276976252179413,0.575124167234546,0.446144576704145,-0.0137381832652687,0.531386440172652,-0.297156767187502,-0.0057118791421979,0.550358432126915,-0.275717985005759,0.563797986946077,-0.00804316438301,0.103863219340399,0.111720687326815
mild,-0.364470671793936,-0.394665833993934,-0.306282968117376,-0.166022924050424,-0.310647615416566,-0.0655842831574412,-0.253578126962499,0.0919043272371607,0.0863471219038104,-0.284752328806473,-0.0518791907465583,0.564788717214717,0.0052265751906641,-0.151887339950733,0.155415370130578,-0.0392234832970754,-0.116111491181259,0.0921106884059397,-0.0338536116384819,-0.0620463099498593,0.0239580335791779,-0.191066167235707,-0.114213097616523,-0.216753014869053,-0.259819055551652,0.0328557355922653,0.0732850294955464,-0.0322752613330098,0.101503399399634,-0.220789693468372,-0.349045098577064,0.306020819465804,-0.0557115490340253,0.0631879731471369,-0.173496986456299,0.138885541407978,-0.0187198447634264
mild,0.0852619480048721,-0.159494749978325,-0.325844774239869,-0.325456665366851,-0.0468110629759527,0.205270317396983,-0.261509198268157,0.0,0.257752025119887,-0.272550615744154,-0.0102697377791534,0.007445108031172,0.195372906724461,0.0596663358885453,0.368504955967729,0.0,0.0,-0.0343786374305007,0.206713777853191,-0.0526676707848395,0.0853318119213264,-0.421945932946416,0.251438479908578,0.0,0.283068311198012,0.183618099552527,0.0,0.036785643460616,0.0,-0.0217490714199023,-0.0296994198321661,0.292038311496537,-0.100895018339281,0.126943550628179,-0.14355582720631,0.162923588379255,0.235837170471849
