group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD279,CD32,CD62L,CD197,CD161,CLEC15A,CD27,CD95,CD11a,CD244,ITGB7,CD54,TCR,CD41,CD226,CD29,CD18,CD28,CD38,CD45,CD49d,CD305,CD99,CD150,CD23,CD82,CD360,CD224
healthy,0.15366073718667,-0.0073237880640136,-0.481159028797731,-0.257039691237835,0.16021382152105,0.383970079935873,0.535334001795121,0.253555445677205,-0.0009489277882304,-0.450274653271267,0.063228169407116,0.094562010637478,-0.0199511399839986,0.0142364085558752,0.595732302744729,0.191109752737567,-0.0026618291754358,0.0126336988488338,0.2442882510087,-0.0600409355231366,-0.16657499798585,0.0261597102165781,0.234077799199508,0.144205727606235,0.295076938358291,-0.113443984440076,0.0542651477211866,0.13593796068009,-0.229930435306244,0.375338297719259,0.236648480597957,0.072661358344471,0.211147276890815,0.0118441881676854,0.367045217242294
healthy,-0.0134174888291286,-0.399204111616369,-0.583202467623767,-0.473921340545138,0.226849942503667,0.171185189612738,0.500504490825689,0.14473166238856,0.0382084781053584,-0.712750410367811,-0.168495883386391,0.166778900546049,0.121373492558046,-0.331903076684047,0.479811786335256,0.252769466922377,0.074584775580201,-0.0907239694649365,0.293045558645041,-0.536117649042858,-0.0831246938777179,0.318092625017411,0.238579402530656,0.136235357429701,0.095997147823381,-0.230026336416858,-0.0138165843216761,0.134427319640632,-0.231847103491571,0.321414815768936,0.202128718627482,0.0090212777219881,0.110763930666737,-0.0832078540644434,0.398261409706714
healthy,-0.255338911242651,-0.127450563431828,0.120068280687105,-0.218598822284667,0.064990517191958,0.0060288072763231,-0.158750587903272,0.180135350598035,0.209976223485216,-0.0786858728821674,-0.034588577849582,-0.0096549862187438,0.0572331149999753,-0.275062471170994,-0.106370443666993,-0.251952086057784,0.212378849087417,0.0637712979542306,0.138257103909564,-0.20863713978026,0.272979815077919,0.279708723574744,0.0476513247120113,-0.256669384248881,-0.259814455190876,0.139399411736143,-0.193268478580884,-0.150294705830085,-0.0626214210778212,-0.174586708168393,-0.022500846998705,0.215434386044229,-0.188527421046368,0.0914726479662745,-0.110044483452154
healthy,-0.102279015769718,-0.258436038164049,-0.172182154311523,-0.26795549370374,-0.123206861629757,0.0109406560888231,0.0742390385224838,0.0496801603583265,-0.135559461989113,-0.496237768470784,-0.0354507499902116,-0.0008574357877941,-0.0851657982792981,-0.25071521863086,0.0553668198180771,-0.130593199135335,-0.0189741269732553,-0.15060748684355,-0.0220436413826943,-0.352874082078687,-0.105336191414664,-0.0386285772294566,-0.058998276315994,0.0053700386058751,-0.160779634673205,-0.148396881290356,-0.100587777149031,-0.145063291991214,-0.169529651392911,-0.144771820557935,0.004667501661424,-0.0108459648901573,-0.190624029355355,-0.0335296340236757,-0.062933005147719
healthy,-0.0477182194720243,0.31971974386136,0.582127085386026,0.456802854592876,-0.271557171315919,-0.238924331683853,-0.580876825676547,-0.0654827826563809,0.070011236922282,0.454955804439162,0.198360028736963,-0.12532150501463,-0.207320479955676,0.258067130977966,-0.615103876140516,-0.152809175698695,0.0929903043200668,0.113340660523566,-0.279645058920724,0.390984707589346,0.162300079555352,-0.254036996999288,-0.203654285780958,-0.247772499375548,-0.202468733654676,0.365725216859509,0.0543107073554367,-0.267397765488328,0.404492541986861,-0.547135446889566,-0.249086262242561,0.0394437427768818,-0.340179995939178,0.151599301598128,-0.485818346990521
healthy,-0.144296111147388,-0.294343468365191,-0.530933743953683,-0.474623240792438,0.206347031062197,0.360662569547687,0.531544507602143,0.0711424974172726,-0.0378507312092741,0.0319974634892845,-0.16926962803915,0.0425440138789188,0.237500696105027,-0.259448818913061,0.633541955653861,0.238873604306992,0.133457880040811,-0.131205541151356,0.288825418873504,-0.342017641503835,-0.0137604979349657,0.25410738880978,0.291844957107937,0.437092552289551,0.14966698969851,-0.309702356430756,-0.0607360402331389,0.234816047553369,-0.285218240161727,0.487265973650208,0.231350976095757,-0.0507033379697665,0.339882844599334,-0.158800827025064,0.291881434907987
healthy,-0.278353473456824,-0.335535370301891,-0.250127495746823,-0.216389992576759,0.00348880061497,0.349091628604472,0.291301531758776,0.0315198492586198,0.105227804448008,0.00146099832392,-0.048976996540317,0.0208515925864716,0.0636310669079471,-0.113684783828079,0.26457118419036,0.116638469624537,0.165990710853009,0.0496982305363194,0.260522988181893,-0.374290245518787,-0.0083733774329676,0.180969882390871,0.112016695057557,0.0955293892915093,0.0784099048230963,0.0135534848430162,-0.137250623042178,0.0590023363598931,0.051272362578236,0.212264352521711,0.0,0.0,0.261719029092029,-0.13373404242706,0.144099431106071
mild,0.164419988160158,0.10541460488818,0.235797189120651,0.402656910054717,-0.248668655774796,0.169863419872575,-0.296542791681566,0.0189404955033029,0.0197498168629076,0.111756884805075,0.211025922409615,-0.009566933394608,-0.60401852842968,0.459456988934336,-0.340702024247996,-0.461589682009074,-0.433269397266999,0.199504206054419,-0.422466577126695,0.197725825271017,-0.220239650217902,-0.47230154187572,-0.48899054616322,-0.490452073967988,0.293592944348573,0.218293485912544,-0.0546977489418023,-0.619537873874031,0.174779558530442,-0.352153895032783,-0.0833377695723758,0.103885083293563,-0.0221732505200794,0.16449713446644,0.0032899304165245
mild,-0.0964821976550541,-0.072063867790205,0.0027632814235818,0.075912000054038,0.0500125619007776,-0.17061489878844,-0.144538840267776,-0.157473557459746,-0.0521994928840864,-0.147706767833211,0.0142513082722523,-0.0029705528306536,-0.0402194203375761,-0.0515649556109277,-0.108463767942532,-0.0477497816402791,-0.0594401562812869,-0.138682920462308,-0.10626829460013,-0.155921433995924,0.145982152613893,0.159805194178081,0.0912853700712387,-0.0993673148353881,-0.163204912247677,-0.16621216497345,-0.0631859061707118,-0.176501085836582,0.0855053316548597,-0.214044209291214,0.0117750033583664,-0.067467730996842,-0.0763796635644964,-0.113568742510405,-0.10035111699346
mild,0.409923933016693,0.218919671965006,0.194316168371412,0.325556608443125,-0.107025788101763,-0.145442845455023,-0.246315313081937,0.0431328986724441,-0.0896890432712727,0.104009098701766,0.12118290579401,-0.0212241247435836,0.048398954806632,0.220960368500674,-0.234193493434337,-0.0375622416437761,0.0117721019771045,0.101197053003055,0.0563169394985519,0.211283999729614,-0.133426970977865,-0.178289383024206,0.0,0.0,-0.0033297760396928,0.0001431078915158,0.159936365193011,-0.0745900694200625,0.0831099297288823,-0.0049484413205451,0.0,-0.0117598545139009,0.0050761499134828,-0.0591557325480403,-0.061529992744873
moderate,-0.0027968405420363,-0.102324473610044,-0.133197656920149,-0.152609327393566,-0.0591621918157076,0.142021771420122,0.0741365801064544,-0.0297212349652552,0.0664936084752391,-0.309046523281161,-0.0586630888086534,0.0593642849013015,-0.0836353725115351,-0.0454859537118521,0.230361476114027,-0.0216641185227682,0.0345055065961167,0.0059534703967815,0.0189715811344391,-0.122372628031278,0.0038440086644763,0.0390951783333067,0.0240727878070709,0.0209396774741974,0.0094368265298198,0.11037786762091,-0.0673513913100972,-0.0205497837086075,-0.119521494494247,0.0364587730805201,-0.0114038473275929,0.0901173802407761,-0.0610392319315772,-0.010486220926106,0.0558937333656563
