group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD62L,CLEC15A,CD27,CD95,HLA-DR,CD57,CD278,CD58,CD11a,CD235ab,CD54,TCR,CD267,CD41,CD2,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD305,CD158e1,CD99,CD23,CD82,CD101,CD224
healthy,0.228790613819288,0.157819043279905,0.262088565731693,0.481913367418033,0.289034726002883,-0.0299345623751439,-0.296667675803791,0.171434575119191,0.0276792284536796,-0.414551860146901,0.252238457876511,-0.0604058742141977,0.180840745697351,-0.446529322725036,-0.177021508742214,-0.100344825678203,-0.0603037647317012,-0.11138988437218,-0.0300715434696711,-0.105411740148237,-0.237877520267619,0.368586452312088,0.0174961693474181,0.0746341936074752,-0.0449229940756696,0.111938733229623,-0.0090104293873269,-0.0250083476284949,0.11939186670812,0.393036249860991,0.108010958543109,0.137248851360818,-0.0887347308043177,0.281952501958434,-0.0845991796164218,-0.172910540381459,0.0091326295393874,-0.0034095780618318,0.277063948059893,-0.239510812635531
healthy,0.206394463378533,0.180464381259461,0.464367658657455,0.534669798268468,0.436713675420809,-0.228913338800299,-0.154682430648043,0.319394722361369,-0.070244229156734,-0.501287100765846,0.226805255203901,-0.120349122447278,0.351449524265517,-0.435399100222469,-0.0827028390695002,-0.0310217670583402,0.150542216385711,-0.197887279790541,-0.180149427050198,0.0522929195506993,-0.215914632328768,0.53151580231804,0.070335318285065,0.0640528881195834,-0.0287375002661779,0.194598431919123,-0.157015924272491,-0.0237510469869704,0.223348312184542,0.107827230160382,0.146826325643153,-0.127479184969738,-0.063457217087319,0.287169911956135,0.006470327093136,-0.294030571248116,0.0268379181381986,-0.148091329795299,0.207294375400171,-0.325457739267089
healthy,-0.0976335537573184,-0.219946104028374,0.104624059424081,0.625318973639751,0.19680558023371,-0.222576512352559,-0.482376193741408,-0.128107263007878,-0.461957320380065,-0.729885011503206,0.019316285053987,-0.059481563204011,0.0340722090590849,-0.712311209664944,0.0396113376790382,0.0598521331267261,-0.283338089479668,-0.346755421289332,-0.439134262182371,0.0655509586155716,-0.209248745538597,0.201590699533273,0.0984006257981409,0.223649513125617,-0.334097637761025,-0.122889365048083,-0.394048423812787,-0.419433422091763,0.434679701065722,-0.159770097238262,-0.171202144393219,-0.0080030989464774,-0.244173862144205,0.303346068540643,0.160593981121974,-0.620796070767613,0.197472633597244,-0.518632145265337,-0.02614999002895,-0.413511079056809
healthy,0.129183242555173,0.200480427690151,0.162655022943488,0.112453239372173,0.188267340576946,-0.0656496421032206,-0.0794309309336654,0.152589783442137,-0.0140752800637776,0.0150672955353651,-0.293872446184353,-0.0165258518902681,0.199743703369958,-0.0596948043591864,-0.0318345771050971,0.112044329297232,-0.0542127329784077,-0.0102833203444881,-0.0512581489264139,0.12747932188898,-0.0511652511044757,0.108552067465109,0.13789677913774,0.123032207885301,0.075797287817704,0.0803076002230161,-0.0553507106729401,0.0579653626991867,-0.0135574151738311,0.179517328408171,0.101615869399809,0.135841228532138,-0.133649387519932,0.0255538956033042,0.0315304102408453,-0.00944121789295,0.165074082449779,-0.103477539738017,-0.0402639257392719,0.0730070202651141
healthy,0.0714182732375789,-0.0425136899727125,-0.0095675246034598,-0.122751541012707,-0.0749890369058624,-0.0268750215099989,0.178131608824042,-0.0356589107882714,-0.214438827251414,0.113732182578048,-0.0828752102449648,-0.111229845967147,-0.168402934229414,0.0041549993334175,-0.109551050794607,0.0586567596432626,0.138251284040377,0.0228859629512021,-0.134259838444853,0.109765277902428,-0.175457965132115,-0.0834619673416432,0.0278565271724941,-0.135355952489151,-0.0870342051785938,-0.048951905952322,-0.164248865719707,-0.134011571186191,-0.0755811376464721,-0.175313944269912,-0.108861537811596,-0.263346761687158,-0.194431897653001,-0.217930010158266,0.0376750614773552,-0.0970071996367093,0.0784427298006356,0.0748679633720462,-0.358872874660415,-0.0314747251331988
healthy,-0.209543723868495,-0.170465959453041,-0.390209393839806,-0.618082210548997,-0.45568416216786,0.192284386276319,0.421381147492829,-0.159189452301197,0.315935741004977,0.595545937579465,0.207071347202652,0.200907429524245,-0.301205821512075,0.643350926108114,0.126860987359595,0.101465940315755,0.345809697955858,0.364266053694774,0.239103935836053,0.032187125105291,0.268110168713826,-0.50488633866306,-0.0447078914594226,-0.0843542121380678,0.0203798086553629,-0.36863091718133,0.429058814363422,0.114429785968347,-0.394231328343592,-0.0967350221965289,-0.117335593038613,-0.0766486017183213,0.220645796510982,-0.373027576562199,-0.0506918399652385,0.433541775027903,0.0548692819286554,0.540883863330117,-0.230776674649289,0.428596489805691
healthy,0.186061862051934,0.211586530552162,0.398880656156944,0.517013237077661,0.262897771827492,-0.215512409819306,-0.50423560165209,0.155098965413802,0.0,-0.504574166782387,0.188537722028132,-0.0314912348431918,0.0026620603536733,-0.38099502813498,-0.0897103401976103,0.0154895930982423,-0.267802519334273,0.0635246192750646,-0.148803079395547,0.0,-0.27382086384087,0.435774964726957,0.0,-0.0539601815763011,-0.163108238939165,0.112016695057557,-0.0897103401976103,-0.212560897742841,0.0375355315296038,-0.0303361688606052,0.094815052352734,-0.0869195162128241,-0.148599664631125,0.0037626062836683,0.0,-0.480881073633991,0.0,-0.427683908272958,0.208997506720829,-0.194321286328816
mild,0.176492381041247,0.0365868209524292,0.0153610233834355,0.218666232199218,0.342900474152637,-0.0914915550865333,-0.243113368648606,-0.0915067686613511,-0.24255621771257,-0.292093371011906,-0.182220107531033,-0.35024445477927,0.185925397123248,-0.461647844024939,-0.125122879423151,-0.16588704051252,-0.134631907243368,-0.22177632405594,-0.425667055691657,0.066943714006231,-0.371321471653195,0.0575407541942137,0.0872919991554,0.0074116887100913,-0.245506957218983,0.0637562097991324,-0.401977981811142,-0.0043579522479396,0.244389834837541,0.219077556026909,-0.116982513601607,0.340412916608666,-0.189498453918488,0.0678904522287106,0.0707958822934936,-0.448421749725506,0.136032122116076,-0.141207094340299,-0.204480927674145,-0.125795247800714
mild,0.285307528617813,0.224401636292018,0.238016559820187,0.296162806916726,0.385808200798754,-0.145149514944615,-0.0662069158344337,0.133244283673748,-0.161105110156847,-0.319201408898844,-0.360567253371726,-0.142725256313239,0.171585829953478,-0.432241297269031,-0.0152050054100359,-0.101041031851981,-0.210805647368513,-0.155229063978482,-0.145055351503338,0.0945651069403113,-0.158087130341517,0.257165051237005,0.130544472380256,0.119211120957427,0.0591492328153506,-0.0599204919974802,-0.237423310944734,-0.0634587689101169,0.290343334347988,0.0414955436200964,0.180384995636795,0.152338437301459,-0.33777069545668,-0.008333923830816,0.0226720275885774,-0.215464187712525,0.12433775189253,-0.288382982064812,-0.0123403846805712,-0.0852144235939702
mild,0.0833558986417285,-0.0446462553376992,-0.127039771642071,-0.0773694394137666,0.145348975428448,-0.246488062973667,0.0783233347199638,-0.215139468147001,0.0,0.132809628714779,-0.0561997325525839,0.0926776649705366,-0.0162417368459831,0.189404287998755,0.0,0.0691961962685471,-0.0562789675975324,0.0,-0.0165703574803073,0.030339899216584,0.0687103275290922,0.0033486506549445,0.0,-0.111690511791982,0.0397966363366509,0.103187570635464,0.0,-0.117618207748759,0.040785749082005,-0.0745964920663418,0.273999545953433,-0.190991699700793,-0.141100349714436,0.0548875119029615,0.0,-0.184922155307559,-0.0539763229153349,-0.0946687084690595,0.108464731782575,0.0597717738253301
