group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD58,CD11a,CD244,CD54,CD62,TCR,CD41,CD29,CD81,CD18,CD38,CD45,CD26,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.127197945228239,0.0345878933376,-0.192178526510234,-0.505288410346431,-0.333910038492742,-0.0984366532510517,0.363692946331399,0.0241864286004913,0.562190136921455,0.0027754479045138,-0.468027558826384,-0.0162421596317575,0.0975340998735148,-0.223119948292291,0.640900564225306,0.292104227783065,0.199898609832102,0.134913585274649,0.271179176651727,-0.378146202219136,-0.245793877759103,-0.330795944526712,0.130799540127784,-0.0763010046726043,0.132847598587294,-0.164087556505291,0.0345266836420406,0.0261513285104127,0.259170881180183,-0.307089270075438,0.420349033078446,0.192016550381491,0.208804039062817,0.387020914820076
healthy,-0.219630793852678,-0.02156671110386,-0.0571360159062296,-0.117725219948124,-0.0567805930361258,-0.0649362731410822,0.110413271347222,-0.110220099082946,-0.0467589016868818,-0.030301091114517,-0.274525511074861,-0.0575301001268224,-0.0790492056920471,-0.0350465550271429,0.0419731839969791,0.0817138306840215,-0.178510781163085,-0.0212676560727844,-0.0821743129725483,0.0252742159097973,-0.11146628256545,0.0174276174682442,-0.0700483169369519,0.0064642877457984,-0.0380889514681414,-0.0226048935345993,0.0209641388365931,-0.386175887082431,-0.152648184451383,-0.0979972570783843,-0.0564574384568249,-0.108772505432478,-0.145179045557397,-0.0224927127739
healthy,-0.171107028562382,-0.17328365716703,-0.427247485027817,-0.674872838927391,-0.578918488073079,0.38450508487674,0.502697262506519,-0.161835372351312,0.702269463002079,-0.157560578420951,-0.0914626911946576,-0.351587518415163,0.178642399132482,-0.435799187011306,0.70900043495838,0.50703638804889,0.158859694974535,0.116786481645211,0.32599320544347,0.0773583576445221,-0.584634984269532,0.0651535416815115,0.360352200989604,-0.122698478459795,0.166523892314422,-0.458952848428648,-0.175032083098262,-0.229136173149574,0.169017863894692,-0.496907415568995,0.552322036857087,0.314987990529159,0.447775494890256,0.407328663700017
healthy,-0.213123399524596,-0.0448183527820251,-0.378968316072647,-0.551688822175786,-0.434297091268199,0.0812806885933113,0.312173073706025,-0.188230828594523,0.277970967320428,-0.0238368714647574,-0.3639831486948,-0.197075775187808,-0.151963043183844,-0.382922202491649,0.385085735817407,0.0597865496124849,0.0455422613811708,-0.104583484189222,0.0632982274152678,0.0464233491712403,-0.462069350614624,-0.0530441847593547,0.0478403127789656,-0.22480490451971,0.0142315681398507,-0.162459095356689,-0.152109742444007,-0.384008790604997,-0.151964555925833,-0.276995057415252,0.224589412667325,0.0503797707753212,0.0714599112591418,0.130022840256541
healthy,-0.277928285837416,-0.135005106460927,-0.260884376901351,-0.173247921697797,-0.202566920914153,-0.0154972385892546,0.258393291263053,-0.209490250031807,0.100750109163354,-0.113009607395932,-0.0196125047470059,-0.108601266802433,0.0310071817393734,-0.181408562164001,0.23558768298571,0.0032561131797253,-0.186360941989951,-0.0778725335562606,0.11380702320923,-0.0400400429481589,-0.208441080934981,-0.0695886263907543,0.016685858334607,-0.124686584114252,-0.106098479399573,-0.0894721652848561,-0.221146770289578,-0.0964631153068797,-0.316680128156048,-0.170354870075595,0.152647256804561,0.0759914137887598,0.236126186640279,0.171795334348879
healthy,-0.304476401974367,-0.147206281120353,-0.258057223240976,-0.436266990323682,-0.482317707565515,0.164358695546598,0.318854395289527,-0.15441366954057,0.388433602729759,-0.0437644089779189,0.053174823225207,-0.138154739044817,0.160535801312739,-0.355871077009118,0.437126192442027,0.233297331838926,0.15184041223879,0.122690793413768,0.252958748085053,0.123182750305745,-0.255816919062567,0.0443482899039871,0.278154576370359,-0.1950459907676,0.200919073960181,-0.162092894321385,-0.153908631664918,-0.300118672074834,0.141913163490712,-0.301223631305398,0.131929061623976,0.187364265075206,0.195658449853269,0.128115595141886
healthy,0.211315802095096,-0.0094993846480993,-0.0938291621005196,-0.273621573289455,-0.0015385182761567,0.422614655642613,0.127421659418399,0.0022950741368428,0.235483150670906,0.207653254392709,-0.0864756389131157,0.100378596869759,-0.0313729145491579,0.252105621484528,0.25457954581852,-0.0916500232289099,0.120986772083817,-0.171642528609861,0.0583458633653731,0.126249688087394,0.0813225944042053,0.223381499294112,-0.106197645963658,-0.0868008156506607,0.0218214341021214,0.0297944262502649,0.182029036928375,0.054076091500441,0.203741358895085,-0.0426958128797137,0.317463126381646,0.0,0.284681056153937,-0.0023191218356168
mild,-0.0491888931057471,0.0030846554497052,-0.203268057851652,-0.132263675891122,0.0666590122591589,-0.0294014914844245,0.237462526654582,-0.153283809311052,-0.08490001486906,-0.0837790467401882,0.429898280266626,-0.0360775584934311,-0.496949665119534,0.284405461218612,-0.10681831494137,-0.0087110649692825,-0.482514914524452,-0.415703925985959,-0.363494660948438,0.0028726585202578,-0.128782662022768,0.0259571387003574,-0.203786352618132,-0.344221384136145,-0.427848939189683,0.169218658502357,-0.272949239130578,0.11842154139897,-0.299166701876489,-0.0323916820532714,-0.244144067152178,-0.01828232920749,0.213623357554603,0.0954556219112963
mild,-0.354800974366878,-0.403116428035277,-0.315180695608623,-0.116179246168608,-0.388941560353558,0.183901269444503,0.0670471197717785,-0.270378686587417,0.0340314295647805,-0.258670582266056,0.552614975517429,-0.21613818930524,-0.0841145110139809,-0.161684818800574,0.136971867259762,0.0481746754535371,-0.131538249960441,-0.0806790407716267,-0.025938846070611,0.0326387345211769,-0.209038084039609,0.0247031316570911,0.123707922579654,-0.127598669027847,-0.0048023390030737,-0.136419985302663,-0.370505431454064,-0.366446746763744,0.108063255743628,-0.0937138569631861,-0.0253664693395174,-0.0389042460475082,0.114236073479284,-0.0851908060534777
mild,0.110160200110876,0.162351975598101,0.283717649230603,0.416870274499275,0.0491843754107519,-0.116789064984121,-0.198639101662361,0.104572527384621,-0.28015289674579,0.214798362244334,-0.146028038311124,-0.122552204164563,-0.30271270353173,-0.163436039251614,-0.255893939932589,0.0,-0.251805845867175,-0.0248508563121871,-0.147373985105375,0.165678640115225,0.414072053345325,0.062498644192089,0.0,0.0162720716811058,0.0,0.0552496303966026,-0.104558309058517,-0.222762367410968,-0.388910988061412,0.0742976339904528,-0.390078921692692,0.0,-0.306495876435694,-0.184891003720299
