group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD5,CD32,CD62L,CD197,CD27,CD95,HLA-DR,CD11a,CD54,CD62,TCR,CD267,CD41,CD49b,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,CD150,CD23,CD82,CD101,CD360,CD224
healthy,-0.0304031495487075,0.0270278124308,0.0983613310297481,0.344992456261065,0.158782880904662,-0.362586550705867,-0.0763777881783213,-0.0508131804839574,-0.102837714628021,-0.306103702167946,-0.023778307306322,0.0303427296829475,0.154000469669082,0.17124786958339,0.0656168487709628,-0.245778511928581,0.0048441835238787,-0.175884817520231,-0.0691715508150861,-0.151090607345247,0.115672461766774,0.0732688068015741,-0.268575416536005,-0.277226009519277,0.046463012159999,-0.0608829030612103,-0.0963882425579997,0.281376187128923,-0.115949534315224,0.0158101532145812,-0.0604344955579398,-0.128584579023125,0.294838762896284,-0.2295299158609,0.0306008664139582,0.12341248156224,-0.174882947125763,0.0497072876334173,0.112973961061796,-0.255102062989514
healthy,0.216786005656821,0.0658950146922068,0.219193266932678,0.235019306241198,0.200759489262863,0.016725491621165,-0.230894649942373,0.121138744338257,-0.182135243331315,-0.353821474410125,0.0519470220103552,-0.0015326252098579,-0.273841692097424,0.172891893220881,0.0175437864425049,-0.330907451905595,-0.0205102129095831,-0.195779461408889,-0.0980592150294389,0.19826430364581,0.234275076893388,0.057361816837615,0.227505969034221,0.259865471129827,0.16551079098493,-0.0924874873284132,-0.0735957416365947,-0.0314699448905198,0.169443161788107,0.0091570940325531,0.0520274948167307,-0.012994422764768,0.150667558608404,-0.312423549449308,-0.0157187278337529,0.0999868426476301,-0.241948804087304,-0.014260029427575,0.0617013252746257,-0.208889923722002
healthy,-0.0173091261543031,-0.101894229512507,0.225138417327386,0.663133188284319,0.337747549662758,-0.268780757236905,-0.333011434242137,-0.0260279483503628,-0.382249247157374,-0.703615724284015,0.0617625309586792,0.140254363071885,0.0671945569477127,0.252450643638147,0.147349160999815,-0.641131800565316,0.0662389052487418,-0.35812512829629,-0.176774992735075,0.256052042956107,0.285409543298389,0.0939336677542599,0.166410257312982,0.216001370395352,-0.0336985180068482,-0.384557788804277,-0.291108587670598,0.548941085185413,-0.270738226070162,-0.0263359812972873,-0.163026185392105,-0.377291709297278,0.359406792720317,-0.604238244483379,-0.304837386042268,0.214890215771957,-0.525507814460036,0.0750871210192734,0.250693526093158,-0.411516744566649
healthy,0.113932791028335,0.146335673096081,0.274283481011753,0.214931333232124,0.133206788577694,0.0021360674371886,-0.211185620809755,0.161917618016096,-0.0749710629007912,-0.202279534191148,0.0985607139332802,0.0105122416418426,-0.375159054649345,0.0862464564835604,0.258881153225658,-0.21140765869039,-0.0646973336014578,-0.0612150156218267,-0.14506880726257,0.0812058939051186,0.213961774870533,0.0163787672489711,0.120080143034397,0.153372783352452,0.0746264377777152,-0.1682887538136,-0.100266550879867,0.0317446443651287,-0.157099949347931,0.187497472587455,-0.214233072853968,-0.240739358648884,-0.0147637882037191,-0.262683211528371,-0.129289075242744,0.0989885596393316,-0.454625348704768,0.0218843831304324,0.0139451553274003,-0.164165319168958
healthy,0.293606805765745,0.320540959285935,0.319862810223803,0.206024355899909,0.161273052794533,-0.0667873177101203,-0.100619829591687,0.233713484779462,-0.0717445773475939,-0.113845809578875,0.235989098430732,0.104767235141796,-0.689775800174077,0.206463531904841,0.0761290938686308,-0.137259560406485,0.142926930844884,0.0156143742381578,-0.0276421818339502,0.0828692881615875,0.266333012327089,0.198245013723167,0.0566753927321804,0.0751107766859489,0.292498704717672,-0.0551852793229338,0.0985202515619561,0.224850352034281,0.112132630261913,0.221235921348278,0.100207891250725,-0.153404954669859,0.139003678496723,-0.209689160423304,0.0375049644954555,0.151373034558168,-0.245024980209546,-0.0222400561531033,0.202625874712138,-0.110238725567655
healthy,0.394694622588616,0.369655729177338,0.303541154575227,0.205643081719429,0.168417839190866,0.0757220595320849,-0.0172321087395711,0.240023880102913,-0.129410813136626,-0.195620144193887,0.213591546577709,0.0606032160107928,-0.774112991910012,0.119748169299605,0.109806451891161,-0.199731695019097,0.061787594388219,-0.036945944240511,-0.151472375460427,0.177457226471668,0.218139655246534,0.0701604200681407,0.230109011094977,0.264402496559796,0.342745622746388,-0.239800663071868,0.0419991786172555,0.175344812965292,0.114597875771238,0.22994715942194,0.132141152213026,-0.274210637008449,0.0335381803538081,-0.162330346583938,-0.0519156212857414,0.0383104111354558,-0.247713115739793,-0.0627523307368089,0.0868882423469707,-0.0636340131390786
healthy,-0.219567747634149,-0.0813221720624167,-0.334434226548308,-0.265632798910859,-0.26328600124131,-0.0180066605954815,0.378048411260868,-0.12534776156522,0.0,0.343804077527822,0.0391660846254737,0.101348438385408,-0.537393788953555,-0.0227912756177713,-0.126830636424302,0.298765463061979,0.107167487479307,0.199911000679388,0.228061435374684,-0.0219128827457448,-0.304362903385898,0.0,-0.216177760021944,0.0575819796458151,-0.0383087398681687,0.107167487479307,0.215916171082888,0.0154036033086006,-0.120064238345778,-0.138650683554936,0.2041968111943,0.129113715103254,0.0774517815694974,0.306422943896238,0.0,0.0,0.0615345307396172,-0.132711701584816,0.0137243220368189,0.0805162209586886
mild,0.213936884989718,0.110508787453679,0.0219094918790946,0.138478671032169,0.247618802830685,-0.0360474509649641,-0.0901981472015002,-0.0447717497281763,-0.196217484494862,-0.154135770512896,0.0829352154078637,0.0685143030228571,-0.533352419784308,0.124732011018671,0.166557484906836,-0.277365342399668,-0.0340386619029792,-0.192970649132347,-0.291288590667688,0.0950395188045925,0.032438414459152,0.0613434875796592,0.0277899310992697,0.078425583583003,0.128543061259543,-0.228503952613851,0.0082429269860063,0.239575678747512,0.0895073411401621,0.0247871042823333,0.101624446840844,-0.311172862931847,0.0457150714783638,-0.294692635241381,-0.103670521223722,0.101649751743721,-0.202339283508967,-0.172478924058335,0.100012808376923,-0.0299498311564316
mild,0.401372404449685,0.411981791676929,0.281949046966377,0.164510877808747,0.344025241711522,-0.0348557793588851,0.0550664185247098,0.244830305071773,-0.0691825294574547,-0.0817771153604974,0.283780090742252,0.0374827958179162,-0.551587819940487,0.220271132517753,0.168278734495536,-0.186421792620841,0.0216963975282268,0.0436263823557817,-0.079024668172259,0.107657943898047,0.149078328605445,0.147396544403309,0.111435244076715,0.151864578286488,-0.0039432385620108,-0.107063468286357,0.0438497622263583,0.183081753337091,0.19197092135908,0.354352071341754,0.21425703587907,-0.384941061833595,0.0251629034890654,-0.10613369141321,0.0046606012881243,0.146910712968778,-0.145147592163083,-0.0193397947068855,0.105215459815786,0.014391064932727
mild,0.191377580818348,0.328624917984833,0.250281173015116,0.319540001644228,0.119540465100237,0.0538623446715341,-0.274645245962059,0.221317621906808,0.0,-0.136270692419617,0.274631845236075,-0.049979390525213,0.16421036111813,-0.108859220459026,0.221401827053369,-0.246916504762856,0.0,0.0313614404891861,-0.0051384160409909,-0.193451719073534,0.378136687673043,0.0,-0.0823996161345503,-0.138939173946958,0.0018962437010365,0.0,0.154380016868022,0.0543510459615033,0.0930502586471373,0.282126079089111,-0.0774025229975333,-0.120821791174158,0.0815300360705981,0.0540816544066996,0.0,0.0583608226009437,0.0065351711592601,-0.126062957835871,0.0092862638359147,-0.168198469463439
