group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD197,CD27,CD95,CD58,CD11a,CD235ab,CD54,TCR,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD193,CD49d,CD305,CD99,CD150,CD82,CD101,CD224
healthy,0.176818107023605,0.140959016479761,-0.153860749823063,0.0362838591966983,-0.383170929060198,-0.264013746244535,0.368652742435187,0.252964788112084,0.0805482010881545,0.484236608906876,0.0400181560114608,-0.555352783928634,-0.0833347969756549,-0.114051167753767,0.508294548936854,0.151650691746305,0.319418558613715,-0.128896750001317,0.242559439546843,-0.2168661697656,0.312909247322153,0.254906426186035,0.227611664498314,0.236944693016687,0.0279160830205352,0.161351752841934,0.214840111129542,-0.135016897319866,0.0388394878895232,0.0793863537041098,0.104831754315166,0.233429410407156,0.076272147660854,0.222507421817267,-0.211973920513126,0.388182761188806,0.140737032958441,0.193555195744645,-0.131687504033728,0.399740834913312
healthy,-0.114743958845504,0.0137827525695563,-0.492659741606675,0.123490282012725,-0.673020441855716,-0.515309132433728,0.375639427399274,0.284493599384099,-0.272604065512174,0.735400228906225,-0.231615264357795,-0.38301239404398,-0.277054831072952,-0.288918030970933,0.655799241589482,0.229981721349092,0.294419509622634,-0.0129526165982369,0.293119184208124,-0.616880025164104,0.212108998634618,0.370697388948395,0.40299626102234,0.0231444759058098,-0.158102898088099,0.212954815918002,0.133115786276865,-0.213544537090771,0.038843543382458,-0.0513052772619136,0.0870462413702954,0.263004450795439,-0.0513170944835979,0.282321866740391,-0.256316378958412,0.523951240803596,0.200899243590052,0.278404042272522,-0.241687278703141,0.565697965570316
healthy,0.0352127609707193,0.107997541520485,-0.258668978293395,-0.0292280676953283,-0.753128055000292,-0.404239690778782,0.339523499783197,0.544959737842672,0.0164359318918864,0.83485736969693,-0.0303796737070758,-0.271258303173571,-0.326895943016941,-0.266030757436512,0.811820905524688,0.461529405078766,0.4151274096667,-0.063808496985229,0.268640155494257,-0.416224796691921,0.295308349803849,0.129152402614993,0.367192521502015,-0.111379813400265,0.0188461241826668,0.392527224382658,0.277852391643334,-0.524662874291393,0.098153152046088,0.049695035765516,0.0862244725786159,0.0030922672021195,-0.0293582930560308,0.279624561165984,-0.428913457991247,0.705663100780519,0.327479448802845,0.527978366286984,0.0051246362248177,0.483894936094182
healthy,-0.122514615735474,-0.192204414393511,-0.0818109661313301,0.0917680105604004,-0.0812766765997946,-0.189022563209713,0.114264935141196,0.0238543850844633,-0.202054363004356,-0.0783358160362362,-0.30395580230651,0.445608109614335,-0.0865244462628265,0.0330323637464085,0.0487113067057551,-0.006532199687054,0.0764121198835752,-0.0669159057871572,0.123581710071939,-0.0433772100230845,-0.0599674160634329,0.0396978370489677,0.0684368397501122,-0.0147343964388618,-0.0987075481500112,0.127087783653872,-0.0291924682308605,-0.0202162294541077,-0.159680957290738,-0.124567570318626,-0.0951565795756294,-0.0613448068363256,0.043178449652617,0.366582706676944,0.0660415385307125,-0.0360957293872873,0.0951307436211634,0.108576893921965,0.0184956290910606,-0.0573488847416469
healthy,-0.316415823380029,-0.230477826674548,-0.385848790393245,-0.0778181628496846,-0.485530384205542,-0.420764724663061,0.228850993441582,0.285543256735673,-0.194950049983195,0.449956949642221,-0.20683160926127,0.385485311298912,-0.273429054403654,-0.186439751192824,0.466513508351058,0.116074393845292,0.132433369217405,-0.0392903437868507,0.200692739207977,-0.376677106809078,-0.0279348507485252,0.185856725523842,0.179366216797685,-0.139504295107529,-0.346103459838845,0.188605205403237,0.106500093326209,-0.371748345088915,0.0107844561839189,-0.180988932341982,-0.0565655028917473,-0.0244636336370203,-0.108885318156152,0.206504726806806,-0.359160609568636,0.4990506020321,0.162447923931609,0.433421802382397,0.0677621951899313,0.403914018599901
healthy,-0.29069798817509,-0.243639766654913,-0.253975444780385,0.0035569518883496,-0.302878534383262,-0.339805015495719,0.0659555228108151,0.290369137532846,-0.17377049719651,0.386324578635786,-0.134318203742397,0.497178564451009,-0.145628744388826,-0.164602568092553,0.433697078647491,0.260722610827005,0.168118917660795,0.0162529066893522,0.230977636839853,-0.246777873410012,-0.0356899956661897,0.0744987410037017,0.0692429856455028,-0.227667082749025,-0.24365396387989,0.403518830794839,0.0873007092278109,-0.191732424463203,-0.201123678069369,-0.139593174766512,0.102795536586296,-0.174847002352903,0.022653479989073,0.219853228060741,-0.203810627255179,0.335003996352136,0.152846777078641,0.28416536902217,0.0578540932145125,0.252568802746682
healthy,-0.458989782214714,-0.130068533526343,0.14559416424236,0.0852824090971527,0.131979415907133,-0.0271810433677093,-0.356780485858191,0.0990625328853435,-0.0059046296248626,0.0704994148512926,-0.0941710262196023,0.294535193955002,-0.101348438385408,-0.0287849058597791,0.124441880256008,0.103288121416708,-0.0185985475194399,0.0,0.0375078186615406,-0.0298174509386973,-0.0642830887449862,-0.162488290506596,0.112016695057557,-0.0836951622470644,0.0295801662273201,0.112986536573206,-0.0019316821392455,0.128655005195147,-0.0843875613005148,-0.15814332713209,0.0,-0.127148433050797,0.0,-0.177215107832532,0.0003302997671505,0.0140305665883851,0.0,-0.141608111039973,0.33863373061848,0.0277521083805434
mild,-0.0024813852119813,-0.0554897866240343,-0.051741082854624,-0.0918751634520762,-0.260926540197584,-0.111323733138273,0.241210038207991,0.292241472670175,0.0029858196969695,0.257462140758556,0.0088220582127748,0.486504643860402,-0.166494962601798,0.148405450848285,0.235829535507174,0.139227588484609,0.0687986040624133,-0.0307664275773238,-0.0427316982243198,-0.0819144175793383,-0.0278446672433823,-0.0119439818747467,0.235743505487868,0.151508527775423,-0.231291041264739,0.0396745588731329,0.0074101134524445,-0.166131710379478,-0.390168793481867,-0.0402065441526812,-0.0343826522518209,-0.372327086797725,-0.0394940589023364,0.0547014919057992,-0.101924648406388,0.139339948872452,-0.109424518007885,0.136509075624295,0.0383080549346607,0.168194336852258
mild,-0.246198758400246,-0.128427134902132,-0.226178753859563,-0.0503243495742083,-0.552140642738679,-0.436596586819036,0.236379660689088,0.203017360333775,-0.0749845615024055,0.598508979142001,-0.122120598194185,0.23103545491794,-0.299868742048703,-0.187459041322047,0.618242759152518,0.237101510840899,0.335566242755927,-0.0265638399041435,0.300235867144589,-0.295857870090397,0.0780899238560834,0.21311982400008,0.295548978394501,-0.0981913138646858,0.0206510956221073,0.379733769418567,0.238045080354003,-0.324323359278662,-0.105481054357482,-0.0947735350338653,0.0259058036342355,-0.146799561960273,-0.0838680392739794,0.596423666625022,-0.114620912639421,0.486684795947279,0.265355495654168,0.412125180073832,0.0349531290000648,0.332315443882769
mild,-0.0271467344265945,-0.154031031045943,-0.237985196585674,0.0363075056637467,-0.341682560907545,-0.05005290676987,0.0402086953833757,0.148028674814278,-0.23267035251737,0.079323997672386,-0.290062035931551,-0.165007982787192,0.12118290579401,-0.210645160910237,0.262313391511905,0.0,0.104041149308782,0.107751914573379,-0.0161274541530564,-0.304261832540593,0.0096997932543066,0.22698801007281,0.0,0.179620648051411,0.0578150232135981,0.0,-0.132646491263665,-0.040532814203977,-0.0565365943577045,-0.180376370876161,0.104751325347364,-0.0275916668551881,0.0968504662696101,0.198296451303271,-0.0509352699895395,-0.0727195177947375,0.0,0.0399290438985711,0.142808908256762,0.20716497230081
moderate,-0.115325983708031,-0.0793606080910981,-0.236576069279842,0.192765553177754,-0.518986534007908,-0.573396135936873,0.275996785998887,0.291498651038593,-0.0879209640581089,0.431139664416999,-0.0148898231860624,-0.213405451869153,-0.164677545810153,-0.307863032800403,0.576453944908441,0.145425740196219,0.433385943579563,-0.0122121286509702,0.199762580146821,-0.422484604345388,0.297290089618718,0.416653777928505,0.180904609899761,0.136813289048399,-0.178758108580548,0.291391780498939,-0.0521537295169217,-0.137604876798361,-0.281038764073523,-0.0917162442638343,0.0138971906097789,-0.250245900821339,-0.0209293849316822,0.392354197662878,-0.0561941560793662,0.454081938547904,0.0850094507046439,0.128083422778867,-0.0780954461765777,0.167288659531728
moderate,-0.0066499779591643,0.0829174502153175,-0.208950274620868,0.0430717277814362,-0.592511881216705,-0.315305314789608,0.218601309230571,0.313959726471499,0.0438995462965362,0.551688393561576,0.0050765033871581,-0.232830526321116,-0.113356437078794,-0.270378651986499,0.555947080464349,0.141601707616843,0.187705991511173,0.0889856570478795,0.224869469958636,-0.269150593092108,0.338643808198036,0.187994170921632,0.094722961984924,0.029500561442854,0.042473796394456,0.297811905727748,0.296695683271229,-0.305278983761472,0.197069053359289,0.0135529861202714,0.104637252244152,0.184878067755892,0.0166378154242087,0.298932726525435,-0.189364600601126,0.529950865439627,0.141756179690777,0.377885137361513,0.183664860315741,0.232223108519163
moderate,-0.196424765196152,0.0782011777576426,-0.280087676183295,0.0887827126204701,-0.626002251637127,-0.498627669884545,0.089592155235696,0.355061444044645,-0.114205026866673,0.679552984683489,-0.150999450531452,-0.256388857911209,-0.32566984745023,-0.401460163647389,0.64520035018065,0.322313643281919,0.353742436060127,-0.0394820552523279,0.316589718515031,-0.324682784503259,0.175185627945241,0.147322505565488,0.149655637954437,-0.0589627167612293,-0.0813975808360244,0.373288918261664,0.0271437879350969,-0.125155416752856,-0.121079985791816,-0.0135598193013616,0.180302950784244,-0.295752158137557,-0.0012019867719929,0.201592868334232,-0.256724647403018,0.452665238865376,0.311939562399512,0.295454614294953,0.123515373069656,0.412556298962589
moderate,-0.0549773362684034,0.0178937559109449,-0.0335372692042663,0.0648145521254848,-0.123804406689339,-0.21884440626107,-0.0807480617602076,0.196782751029451,-0.0061837067987103,0.282456602548939,-0.0817914307089896,0.141861104478973,-0.11541988361487,0.0633618648752753,0.444511705920274,0.0903989769431381,0.127169786429358,-0.0355441784619683,0.1247463317856,0.0139655131270333,-0.0043462884166593,-0.0105635104930983,0.0603641831795679,0.0059289384533168,-0.234605503170139,0.185767658517662,0.133470364537319,0.152908101273585,-0.28228480496159,-0.0041296988398641,0.223342612451194,-0.304605538508635,-0.0659101310406388,0.0530197086574972,-0.134048912302926,0.0962260442926594,0.100599348669807,-0.0368621753757399,-0.0212847522189151,0.125843764528505
