group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD14,CD45RO,CD69,CD62L,CD197,CD27,CD95,CD314,CD278,CD21,CD11a,ITGB7,CD62,TCR,CD41,CD309,CD2,CD226,CD49b,CD81,CD38,CD127,CD45,CD26,CD36,CD49d,CD305,CD99,CD82,CD224
healthy,0.0679720911193532,-0.152215950790537,0.133224419152057,-0.022196287059567,0.626657282891742,0.41440691564921,-0.388151676317816,-0.322689213253613,-0.0339918237496478,-0.642648223579323,-0.0692893644837012,0.401284680852911,0.083859678607881,0.0466370292937509,-0.576197802939614,-0.0743541682553164,-0.154900965987886,-0.0636367447076383,-0.29128211901949,0.0626435192896638,0.0057539084768093,0.276719209944001,-0.0788260490958616,0.0340068094909045,-0.30936735468301,-0.125295301533693,-0.11074789538739,-0.0913673211636311,0.206452115651918,0.153012283814382,-0.0548058021511932,-0.111966438099305,-0.0125382836415065,-0.177907836544052,0.264774280404085,-0.529153516837413,-0.32124577658138,-0.461128989120716
healthy,0.0178268983014383,-0.071849967682001,0.221646276185179,-0.108523108269555,0.425181415182783,0.274385290035789,-0.340030251638181,-0.183137699841076,-0.0904754903549029,-0.39138721132849,-0.12833285235969,0.400731306550067,0.01411939020107,0.194081934038192,-0.217478779320172,-0.0581428743947373,0.0126739310773134,0.0002293631293747,0.0129719704954759,0.115578725055627,-0.136651968825564,0.32794699008206,-0.0921612613765792,-0.0095618821255958,-0.145645912258065,-0.302597775647513,-0.256691239116858,0.0869999569853196,0.355255964698597,-0.0639657962829994,-9.02436380133811e-05,0.117184855250303,-0.196241406046824,0.182750300510713,0.253938953805731,-0.24476727886746,-0.165700897900908,-0.271054507345089
healthy,0.0587118933716167,0.249822284935547,0.232390292642612,-0.0321444673204195,0.100230447136704,0.322325754583512,-0.278163277594767,0.143185537462716,-0.0824051067416693,0.0439211069232664,-0.477071072251575,0.480641184986111,0.115636525174842,0.322803520210743,0.0857502693410227,-0.0848535765168859,0.460188201848217,-0.0404086425851776,0.282015282709175,0.0666383434924931,-0.507822696008429,0.302999178636456,-0.496349109538374,-0.130709081824218,0.14669955332505,-0.348929010928545,-0.524599908430877,0.194879432861379,0.0302849794747845,0.11949354291613,0.254188737398845,-0.0323927004682644,-0.517639211218549,0.0226943282557155,0.205864671020679,0.110391985921437,0.227665894730702,0.0741365869108566
healthy,-0.272316801837842,-0.309973188587207,-0.0744498776234176,-0.0482652795304537,0.0704871161007669,0.0074673332034355,-0.147508606902519,-0.0417604272407703,-0.100591644091176,-0.241850112407562,-0.23040793078527,0.434697369595129,-0.0083408264115219,0.0353290851314561,-0.132732097014136,-0.102565026397346,0.0136642259718821,-0.0789881176106874,-0.0935998717684459,0.075140618695871,-0.125557029447115,0.0104945202540444,-0.282017583558674,-0.0519291239053965,-0.195845755390097,-0.304598512114898,-0.246344504618417,0.0018569952646382,0.0065660028678327,-0.248895814504308,-0.140390582641817,-0.124168776845229,-0.165758919203654,0.0802259102468839,-0.007770846730681,-0.217958011368461,0.0022312818976839,-0.278525431473394
healthy,-0.361268056112376,-0.307946902805908,-0.506277241644075,-0.111396950462283,-0.546938415302723,-0.492002793178148,0.239810502272306,0.250852207128552,-0.0190735459891789,0.440495696937372,-0.0214650290604796,0.139187521458634,-0.275713294522816,-0.282817338773113,0.50560831114942,-0.0751841730569478,-0.0555161526235655,-0.0604841541129974,0.0845934759834764,-0.0574021770949942,-0.028913366722823,-0.508933214357485,-0.0637599258683491,-0.0656673464161664,-0.0543706570630674,0.364091717380342,-0.0350730571540076,-0.366092964723145,-0.312069659084903,0.0109241166197642,-0.277750126648244,0.0810982598279236,0.0311461401029472,0.252861895797859,-0.338479670819974,0.472212978154037,0.365007538980439,0.410944714149505
healthy,0.100966248655762,-0.0279485299396561,0.192171613537482,-0.0704655547106384,0.471243071161836,0.354035524147745,-0.231297402820217,-0.267954686693817,0.0056710536865748,-0.472573439397426,0.0297015911686542,-0.0429219662105208,0.0685806534520075,0.3474064191463,-0.476104917249613,-0.0439277945773799,-0.10577097595781,0.0672472825998734,-0.103224129097405,0.114933214910066,0.0150668161239042,0.338933987942491,0.0169659454391039,-0.0364576121940996,-0.150962314479648,-0.165580729465712,0.0877192806462061,0.146030363514659,0.437331263101489,0.128756647024799,-0.0275900561274762,0.16342020382548,0.0132623565896042,-0.186191594682298,0.231517255395285,-0.312338511299918,-0.330890896985215,-0.139059135452827
healthy,-0.134690731153821,0.0521512797271007,-0.396291328334689,0.14783150795607,-0.639942873906441,-0.247543049290975,0.337899600189867,0.441889763571717,0.0,0.540992545401176,0.0598030301022045,-0.471010200802458,0.0334595322899195,0.0347806848717449,0.315312946763962,0.0,0.259137848247364,0.0,0.153732669983219,0.0570944292320775,-0.0469180991429604,-0.448164021921389,-0.180198983052256,0.0014547622734747,0.452092933473564,0.136959313385882,0.0061204755282583,-0.079042083525462,-0.0937476899833404,0.194489090765881,0.0323702835017915,0.258841976047501,0.0003027231351314,0.17226101494204,0.0419115266240966,0.676912114949198,0.528659438705743,0.182557581725828
mild,-0.0674106663162256,0.0674140724228028,-0.0400651216140531,0.141836973973835,-0.415551759630957,-0.277594961760223,0.235564376127673,0.337517502626869,0.0078618547137118,0.555246378239296,-0.093537571076802,0.268251873095477,-0.210360711323753,-0.204040922181429,0.645621818809797,-0.0193184132704635,0.143343123294417,-0.081905143472825,0.453589365191585,-0.22236714370562,-0.0571382113621478,-0.205752111551507,0.0064724669328419,-0.0719941818325183,0.338750568268045,0.215392106986773,-0.0752987196956018,0.0377754397652518,-0.37302448818906,-0.185172964918664,0.162115705034565,-0.262982649015128,-0.0219621946126013,0.272030625460645,-0.15094134184351,0.577651121607672,0.25899585626789,0.258673616013329
mild,-0.335318142656524,-0.348909470328851,-0.195714533201577,-0.127422297739791,-0.0466249581508233,-0.21690936507086,-0.027454857604059,-0.0616206689093339,-0.102680030115741,0.0621980376682044,-0.207441023616798,0.431000302113574,-0.167999426413644,-0.0112553472221692,0.168187880999244,-0.104454863495348,0.0875387227331984,-0.0689796219214966,-0.024419273797464,0.142296562478038,-0.143371586068413,-0.0468257515219708,-0.183776921002901,-0.0733746958325805,-0.264088276979955,-0.0503329751161588,-0.199415011874503,0.0742257215421556,-0.0782524635328573,-0.171354568975212,-0.309363696559396,-0.231799050409869,-0.100409043677021,0.375859547299082,0.0343357310763912,0.027046112697975,0.124183291817891,-0.0666718757731766
mild,0.181444131252735,0.353613947553994,-0.0126699382457638,0.284715670144197,-0.142069206416914,-0.078989644871183,0.030210673045923,0.163388501208252,0.0,0.246060771113859,-0.215756851867373,0.101668002408678,-0.123921502535117,0.0103784211390622,0.23748625512289,0.0,0.173822751755848,0.0,0.354794438801627,0.131178832652117,-0.333168722265486,-0.164179584632715,-0.154487517551507,-0.0636723742307508,0.489005691225405,-0.131344780016456,-0.17175535630671,0.0037739331584229,0.0485535123098629,0.204863571931733,0.3011424309655,0.43312210527482,-0.190427341177474,0.378719528518413,-0.0531170278985986,0.477067921812019,0.322377437632779,0.147684637162252
moderate,0.0885595266466398,0.103960977290928,0.29217088945995,-0.0389457600470135,0.370538960904866,0.48293695786363,-0.324470808259486,0.0130345747270889,0.0599894729421935,-0.337367892255817,-0.058820438517935,0.347561404645295,0.14761956178818,0.442777060603176,-0.264414450004804,0.08900827426018,0.175528536361398,0.0124496466431506,-0.34897016011108,0.0508514936914375,-0.167030472430882,0.486164408263836,-0.324934357834528,0.0643675841179527,-0.315524218733703,-0.513903513299072,-0.217591953894038,-0.0097338010408042,0.223277236959824,0.0309120334571351,0.140780390892559,-0.117585073818294,-0.147591470947955,-0.416989982575176,0.0748372164259944,-0.268010213626618,-0.0456952568784921,-0.206673254745929
moderate,-0.126205414663264,-0.104738567184152,0.179535514366918,-0.0285381420523694,0.488376538292389,0.317563900901318,-0.31412555005655,-0.201886835269003,0.0148413933768036,-0.442441361906008,-0.135020389437995,0.457405170528662,0.0313867866024364,0.217544251092138,-0.328641162342461,0.0105434453348391,-0.023351643526848,0.0236046166854544,-0.250663834798227,-0.0111228287816873,-0.147782891499559,0.285030190881763,-0.176579652281078,0.0006131370900562,-0.29130416074198,-0.215921995187137,-0.134048348192902,-0.0435755215671644,0.254996118279462,-0.251862718259238,-0.0005904745243932,-0.258052317300701,-0.155970802508829,-0.277731192847474,0.170500731107645,-0.410509328253206,-0.274632214237127,-0.217610700780167
