group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD5,CD62L,CD197,CD27,CD95,CD58,CD11a,CD235ab,ITGB7,CD54,TCR,CD2,CD226,CD81,CD28,CD38,CD45,CD71,CD36,CD305,CD319,CD99,CD82,CD224
healthy,-0.2942893006791,-0.45597947843677,-0.0572984251748284,0.169262499079257,-0.0773779070300748,-0.044372306558866,-0.289376094827255,-0.257685499401194,-0.262870449567674,-0.462406583926363,-0.3824631027845,-0.19979479684246,-0.0918736676916346,-0.280096461475117,-0.315321862571885,-0.0234220098669321,-0.410622475485672,0.215245084076801,-0.0143853613378451,-0.0902588821553215,-0.130944067961313,-0.337494572248203,0.16522836514061,-0.254572256935111,-0.379907557475851,-0.0159238123029168,-0.260491986387042,0.141160574314055,0.31568907253882,-0.0022543379906738,-0.11006959629871,-0.514818180538283,-0.442525173293017,-0.243273961462409
healthy,0.206169897638171,0.0963766981464479,0.549695487878609,0.740140564783389,0.615206301402812,-0.409634771434645,-0.227294298316061,0.279294437057798,-0.113759551275391,-0.685730299633934,0.283130585368438,0.518824030785773,0.232842963887504,0.474590536552044,-0.573303035385855,-0.250527378080063,-0.151887015985128,-0.0176491552379253,0.156521431019228,-0.300965199627118,0.66554946304723,-0.143732350996426,-0.40510843529923,0.184183398411859,-0.100036967100676,0.389136735582363,0.150973069990962,-0.0200047539628463,-0.0265608398758279,0.373734498096277,-0.052409565064494,-0.447775946535816,-0.276847036849153,-0.491629044108905
healthy,-0.200207605673397,-0.184711726421226,-0.29437877883437,-0.2799802473813,-0.41013867249198,0.0005031409396255,0.06763053982484,-0.227928924962164,-0.146528013483399,0.26387283521598,-0.133121912627879,-0.476255006493754,-0.188218236374018,-0.39180396147297,0.308535332020328,0.325869215966694,0.003742028551765,0.0962887922929459,0.044132743360518,0.252173729810925,-0.384040155829084,0.0187088293745191,0.295945538346981,-0.203205774337532,-0.139917077622531,-0.173350242010048,-0.17181690017333,0.184867721615207,0.0123995696708779,-0.213471359369254,0.243932604194286,0.183752629048759,0.0070322789051083,0.106388009489192
healthy,0.140558606102152,0.187521996400305,0.432501115143865,0.47090160174629,0.347905995675535,-0.147795770269422,-0.371739175184776,0.295519141379976,-0.14737575674939,-0.250697852446771,0.212782945016819,-0.26386606344232,0.139480451156981,0.492764285131712,-0.350719050841741,-0.0728428343128155,-0.0665638919930875,0.0983515280228289,0.157213329004732,-0.225391654326481,0.43484664604598,0.0111151799182683,-0.214161103986907,0.230892611654298,-0.0616543174367202,0.189780014635573,0.321267778778562,-0.027750538434637,-0.0588114580885222,0.183910663650614,0.076386744370995,-0.25438349800761,-0.384337588151016,-0.21393419583069
healthy,0.348683781797282,0.309283566715808,0.595835680354204,0.672289404282706,0.655828474610647,-0.400638895564318,-0.240396408374571,0.327080560210044,-0.160070502982718,-0.540437210447909,0.374711638907244,0.250844857512265,0.284814581973826,0.430655504158497,-0.592028394413358,-0.290735209042276,-0.128679688309941,-0.0501583410537267,0.158145324615988,-0.416198771887022,0.642960572477491,-0.0041312252296294,-0.495585566389236,0.349720739572504,-0.0383888726187668,0.522301412523268,0.363529635394681,-0.0572874334320569,-0.0319801205435422,0.546331855387243,0.0288363989190386,-0.530052804923285,-0.353997331743466,-0.468304586450505
healthy,0.349327593617134,0.279756703995377,0.317034500489344,0.37432216714173,0.268917972272702,0.0376854533076579,-0.2595500411526,0.189958406221233,-0.228611543846253,-0.412173711268628,0.131140307393841,-0.633637402374604,0.149216717150321,0.132180262701512,-0.445722336956183,-0.18917902669237,-0.155945692218519,0.0374462463643343,0.0615818461251053,-0.202760766825843,0.299888388223203,0.0653704971812396,-0.0819794888435206,0.243262527874886,-0.0331956151840146,0.239770432595691,0.157320624126159,-0.0171185568690684,0.15065171666117,0.133571388414284,-0.0659447292295114,-0.337063776494993,-0.358575571014654,-0.151094434526402
healthy,0.193855205597224,0.503833269833518,-0.14944863595171,-0.313354369976911,-0.132180208226081,0.205131864544243,0.257576736899756,0.128760636551816,0.0,0.407731878034288,0.246086002235139,-0.729241039035299,0.0421881059307681,-0.0220708431074138,0.208215462082928,-0.0460674719933674,0.172050595647573,0.0,0.0320020962473537,0.165465678602373,-0.090999215369735,0.564726852663824,-0.0350479377924066,0.0189119095551719,0.366276435655444,-0.143970887369603,0.26764537180599,0.0,-0.172376026104499,0.0852468560742507,-0.0406047143200747,0.420672720738732,0.204559286919558,0.0693282059967424
mild,0.040251132447368,-0.0148729098142061,0.239896979150204,0.444015395018213,0.293519953444119,-0.270941421385719,-0.552693519866942,0.125209209935665,-0.175799850995235,-0.417196213605947,0.123905548334764,-0.164559668683821,0.196485970035934,0.03509465577505,-0.50027373908002,-0.256635420791713,0.0075943426237373,0.113920848451626,0.206394999831954,0.0495362478473992,0.304773738777003,0.0248068249847484,-0.1002548083019,0.447983185693555,-0.238277299365064,0.15333589802303,0.181514110515442,-0.0803006899087417,-0.0964919181953185,0.296183906611577,0.16668333519908,-0.342956110852404,-0.340370968819019,-0.436680658047813
mild,0.335480392897198,0.300244482076911,0.303657113878334,0.36702170444681,0.437080146857606,-0.17127710570652,-0.110474624798703,0.202111934362636,-0.164987182300303,-0.330794423931505,0.219546872424547,-0.431175855089849,0.289821843713448,0.239278697875051,-0.390450709004237,-0.147325785757386,-0.0393136574076987,0.112961484799103,0.0563192181216583,-0.11706208975058,0.312459501893114,0.135387962698397,-0.0834345905162217,-0.0095773091962282,0.0109096793276945,0.333721738067687,0.258979617765987,0.0560712462467952,0.0901813677529284,0.0741465826727853,0.0977821461858141,-0.222270082562881,-0.27139523891754,-0.0670068435043449
mild,0.16745550379104,0.130106678213948,-0.120851216497151,0.0409618270075636,-0.103247927715386,0.115856485312516,0.0233715876920653,-0.11025448884367,0.0,-0.134897815601048,-0.0664398947078063,0.160283608285825,0.12118290579401,0.0929746945756882,-0.148407254406231,0.0,0.0170285058458694,0.131590406814981,0.0640360558781632,0.151336258089643,-0.0473080175603693,0.205626081728079,-0.132574156607743,0.0699977395942298,-0.0506049497200143,0.087212611562133,0.0324730901798219,0.108859220459026,0.0940738901638321,-0.162209938886977,-0.0668942774150253,0.0896256376515871,-0.17944068246375,-0.205318554831323
