group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD58,CD11a,CD244,CD54,CD62,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD36,CD49d,CD305,CD99,CD224
healthy,0.200671883891204,-0.0481565382722471,-0.102650645835563,-0.15779571507916,-0.285797501734184,0.186329113655824,0.361480598306895,0.0567588511863644,-0.330829805142902,0.228155362191026,0.0607205198727955,0.338903470269013,0.093426644717588,0.176357545740507,0.212014643879206,0.2027618441853,0.279786481204918,-0.491984654093104,-0.0584351884998496,-0.482476982117203,0.325097098009277,-0.22747171981417,0.0625980513812362,-0.252701709704746,0.131060073602048,-0.44577586039778,0.301224488547521,-0.0989576880712784,0.426261568138885,0.0219209733173725
healthy,0.177887185549004,0.224376869368174,0.110856965658374,0.0701191301281689,0.166804409712745,0.0114431460687012,0.0522872271609891,0.108951769312009,-0.152796286496736,0.0903764610483977,0.141395129059781,0.0844202013629331,-0.0247521658146551,-0.0758042426253381,-0.154563882015583,-0.030816604407676,-0.0331695082695585,0.126269847504992,0.251904305021108,0.262414041372583,0.161787409649715,0.0373046057138739,0.0021939470649506,0.092963936454913,0.0957371061369437,0.111341025004669,0.141897561915699,0.0055229321440894,0.0413031710809597,0.0384817829373562
healthy,-0.148730058582253,-0.334844899648425,-0.530105596585117,-0.490559800710837,0.236267373278719,0.415661529045043,0.55512561786955,-0.111285271145016,-0.340893212091754,0.186124841990291,-0.425605693593263,0.603855429148786,0.0528182774223798,0.474067628825554,0.117256458552243,0.197031337491915,0.311661368664322,0.119276135220621,-0.502757404512367,0.0395962159786865,0.08464238817494,0.320471820162771,0.307823384415692,0.13598321531566,-0.168037126389976,0.12020507453641,0.12383816768534,-0.387767754030022,0.418144067866529,0.294211710559216
healthy,0.0118669007377876,-0.17494106013808,-0.33718835510893,-0.258040276519134,0.11761243428405,0.26882823426696,0.172607828975826,-0.0990130709028503,0.0962118814297882,-0.116030972154632,-0.171714263408871,0.261864977404958,-0.0529089295701947,0.0926764494705611,0.0422794249357872,-0.043855089434482,0.0711122109526238,0.120807172646839,-0.196724652883756,0.0652794459803886,-0.0032151581474538,0.038302997788773,0.191717283014809,0.0955164731297585,-0.0732172140175337,0.0667027813989766,0.104333836579751,-0.214622691456192,0.133677404499141,0.0100004907895992
healthy,0.399197869678429,0.490027524153098,0.492177200105242,0.426327758372513,-0.285444402462345,-0.176648249040954,-0.394084778081925,0.320186034227842,-0.309410104982921,-0.204282604305032,0.26549401626573,-0.359979734701637,0.102268745040037,-0.0589559323559146,-0.107897434759918,0.10816119631421,-0.270854779770247,0.0895947309414285,0.4826390992774,0.0776165464276212,0.0781808945912694,-0.305177049175102,-0.245411638644206,0.0734455316406248,0.341193944390468,0.0719856780434629,-0.230593972860077,0.342805696193095,-0.427733216608596,-0.352379550196076
healthy,0.240296502761182,0.159266444015737,0.0288710598107313,-0.0518746698996769,-0.0153356076322363,0.0272411951633537,0.0128778924724089,0.134399083037679,-0.598831283875193,0.202666207119516,-0.0296791463001994,0.0779148424503805,0.200447444433679,0.115829331289101,0.19168947116428,0.171155040545641,0.12795574649131,0.0475542196886622,0.0128190509172778,0.0494180195346539,0.202816902385419,0.184673814514108,0.0472530493702811,0.137248552082187,0.180190456086279,0.0791422672903151,0.0107102726581776,-0.0843344365350257,0.0348111194428425,-0.0221219957185419
healthy,-0.0902856147054154,-0.503200672512344,-0.407587910464568,-0.412348927656866,0.20690299378385,0.409530462778645,0.384224995742952,0.0385324928838011,-0.569588933009685,0.193640540234091,-0.317965939744591,0.237752787196761,0.0675063134931929,0.0218214341021214,0.148732255784502,0.221258076295008,0.24342855578617,0.188205490942739,-0.581294714568234,0.0545338802548794,0.20427227111267,0.288105846110641,0.112986536573206,0.155779352381019,-0.0111531774299732,0.21567740652969,0.145721338153496,0.0382627683452759,0.267652370669212,0.137720730380526
mild,0.272266576149958,0.375842935463637,0.493115076551873,0.624950740397812,-0.1294081080882,-0.242239414610206,-0.487688228246665,0.186856931854935,0.223583394627385,-0.541930574881853,0.662224051063058,-0.605669683885046,-0.367872760225039,-0.345365620915987,-0.377580359507775,-0.460252663895749,-0.537163927201102,-0.0983863943918614,0.517287078758876,-0.0564292011087714,-0.214119385582625,-0.560837184135337,-0.481840549473167,-0.0995666007472559,0.09890739327304,-0.0708080359200435,-0.478948232018618,0.39111388960586,-0.538549237912436,-0.190019714111122
mild,0.326795008623527,0.219626512478794,0.0530702906849461,0.2169870805426,0.132585096223878,0.114137559940837,0.0528412501691266,0.266421170866448,-0.554586242278426,0.143416755448297,-0.0235900195732102,-0.0612362401784214,0.0129949940353638,0.034148165428967,0.153969873687831,0.113123818175039,0.0304683276333091,0.182776286998192,0.0308455089284096,0.220458667607465,0.324022106279993,0.118151377765044,0.0656525900309609,0.187162977219809,0.128538439668818,0.147997425118887,-0.222557200938697,0.090489139295004,-0.0188810706654133,0.0573311054306023
mild,0.0972177098322823,0.362564840368748,0.539768807724306,0.213498389513662,-0.156992425243517,-0.355742600955757,-0.435382252047069,0.134721379131806,0.238151423727998,-0.16802988681501,0.192512199043906,-0.511588354755603,0.0291487167742499,0.0,-0.194158142903865,0.182749907246648,-0.0695178287322153,-0.320596853254461,0.508778161445294,-0.119795392067512,-0.299695192734355,-0.268517400621364,0.0,-0.190289008585928,0.0115184744579595,-0.136078999332499,-0.2995098743167,0.075837403365352,-0.390241338564679,-0.311956353793387
