group,CD47,CD52,CD3,CD117,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD5,CD185,CD69,CD62L,CD27,CD95,CD314,CD278,CD235ab,CD54,TCR,CD41,CD226,CD49b,CD28,CD127,CD45,CD71,CD26,CD36,CD49d,CD99,CD82,CD101,CD224
healthy,-0.133676775032159,-0.0335263428767075,-0.113961699226955,0.0585101898770588,-0.36931550773279,-0.171029807092561,-0.0742301682946945,0.336167733204231,-0.016274971433135,0.069665143135218,0.462792025130527,0.0713281219146768,0.0313936998783516,-0.162118972498379,-0.115949303868089,-0.0585804737352362,0.513320835186825,0.0502556606524561,0.276692924922516,-0.0160303991377471,0.18029406571729,-0.148144469315702,-0.231811732227396,-0.135478772132196,-0.136597160506708,0.144974382764278,-0.422855076389964,0.0674927409383458,-0.0314526174690966,-0.246195229459218,-0.172181027495266,0.020562431466962,0.211421402760295,0.0606628350228512,-0.174390094245543,0.243114708147028
healthy,0.170053076922038,-0.042438381601236,0.396081424525206,-0.105580379719168,0.615194761984895,0.481127706185402,-0.193513050289743,-0.257445349950702,0.208563550870175,-0.055920968267093,-0.526652671661577,0.16410699654814,-0.0523564371607621,-0.0613971607884027,0.663008055588137,0.297227314447269,-0.492286540014587,-0.0593402327435879,0.0167470611977284,-0.0779106329522839,-0.249638663145219,0.548500464452239,0.144281462313569,-0.299080388536269,-0.0042575762600892,-0.0809712756308693,0.0594734125220046,0.0601676664320167,-0.111782309235646,0.0380267052498713,0.0484096835222841,-0.138270771258808,-0.352940250093596,-0.187469173832287,0.328768050535545,-0.407721889640358
healthy,-0.0149910045486827,0.0803418898687904,0.0970450619894887,-0.123962313135967,0.115921917050126,0.218052440829263,-0.128006052591121,-0.155664547284019,0.085066480693045,0.229618540018772,-0.101603964199959,0.0136961060710276,-0.162691725911819,-0.361945300352356,0.576067527909242,0.281702037644099,-0.150089136480011,-0.178505471031101,0.202505318991379,-0.109882491599347,-0.184307385455605,0.264815196135826,-0.293983029052049,-0.273592029014319,-0.356093095582205,0.154436938502156,0.261487505213275,0.0585471112009098,-0.211171724935644,0.161154287718489,-0.366631407629155,0.150887073876336,-0.0156423914684722,0.217058083680964,-0.0439651187874132,0.0028022890079056
healthy,0.0275464682321549,-0.0725295672023383,0.104945778294049,0.0166540677026141,0.213545909241413,0.088973680190488,0.0755544590945558,-0.0708311791217595,0.0118518389260429,0.133632928916702,-0.0961282221943064,-0.140726296717301,0.0007577652181888,-0.0646273135662304,0.550955056660844,0.228311574985299,-0.0426625684382806,-0.0543008376888897,-0.0817027661843346,-0.0152091684178645,0.191782993340325,0.162411954841997,-0.108598548338753,0.0149935948273189,-0.115517123045909,0.116126246859098,0.205568888871578,0.0229684718374356,-0.0992536282213905,0.427421973945721,-0.0271152558148075,0.440571014332631,0.0166492247984609,0.175830332102817,-0.0187089784705371,-0.0639670745742713
healthy,-0.191436680890625,-0.269841142074974,-0.0564437406197637,-0.0522410080833976,0.197463709335703,0.174084144523562,-0.0650222414910092,-0.139275141526819,-0.0920421439124686,0.0984554663266405,-0.195955723091165,-0.143462501486109,-0.14921307650151,-0.118332966555659,0.708995959665738,0.111750833109925,-0.275146561556394,-0.136521540689313,-0.0174865325824364,-0.0961124115233105,-0.0362787979762989,0.0499882133738773,-0.0613542555829787,-0.0889754967456799,-0.0917032602240921,-0.115066143949801,0.0161952747159527,-0.120472840881332,-0.14750284082179,0.0953687585461251,-0.115317442387235,0.0243441893462619,-0.101293319439244,0.0439924381353189,0.115627856356652,-0.113190788541039
healthy,-0.299284594786286,-0.410485984076593,-0.255256948576395,-0.0489809923591974,-0.105753761618153,-0.161818690140241,0.0511266548712446,0.0866501352415133,-0.264565583988309,0.0676502757271398,0.0660875190079418,-0.269665532602596,-0.0421311454910526,0.0611246591717274,0.678384546161647,-0.0890416112996084,0.0997574519734957,-0.0575051124554214,0.0548863352422952,0.014580810205687,0.0732530119131323,-0.151122619066964,0.0049302133227454,0.0904088804425348,-0.0078106505836728,-0.108611367118937,-0.109544665423904,-0.26143294784866,-0.0309761102620097,-0.256899465741444,0.0640601863699855,0.129160283792971,0.0363110730059543,0.0570191422837842,0.0325405081120446,-0.0074271890050079
healthy,-0.232897072389877,-0.271061570214349,-0.147295079912788,0.103288121416708,0.199258371216028,-0.050780518091824,-0.248499691906989,0.071658969188572,-0.169000530569141,0.0,-0.184984907846133,-0.245865907542909,0.0,0.142856786193512,0.0797088580006422,-0.189957696030108,-0.044121879682236,0.0,-0.0358761621954818,0.0,-0.140061176928719,-0.346783178674854,0.324087858188249,0.0607994466967645,0.139580800606982,-0.230560428987976,-0.253074626160037,-0.381113313698487,0.0,-0.143203778474775,0.207293514956726,-0.253104023993803,-0.40823869513375,-0.37144304145606,0.13168061657987,-0.0546741526274921
mild,0.162277963456686,0.180089624621185,0.343160478748733,-0.0566766937770442,0.255225482674613,0.37419857201706,0.0373786733862471,-0.0061772817324475,0.129031970508771,-0.108394019913688,-0.264699980734686,0.15668667487661,-0.0368829813679962,0.0352736052205725,0.421856722838467,0.547052683021193,-0.278776035841293,-0.0431239194929095,0.14347844229925,-0.0131659481455621,-0.258676532807144,0.453556928721639,0.0938337829848619,-0.368398238094429,0.0308336890765815,0.203038823890985,-0.208945268125116,0.0943027057992026,-0.0279966967923751,-0.14960129639975,0.0995766583120591,-0.480478985754584,-0.303608420396568,-0.177095098444974,0.249895612151293,-0.137455187079058
mild,-0.355900402148678,-0.454886481885304,-0.257150312284765,-0.184543031757493,-0.0672325716876174,-0.258631510910722,-0.0374084075664377,-0.133674698297219,-0.265868543385904,-0.0248346841605243,-0.0803737736776067,-0.325132692260552,-0.0742003577029623,-0.0971720118909737,0.586417456736983,-0.0947844581420879,0.0010719280864021,-0.132302391027475,0.057751516069052,-0.130686452552893,-0.0411970423255576,-0.0730619761550443,-0.0254255860247569,0.0198519798516169,-0.0731433134126382,-0.174886749489401,-0.133766117809566,-0.387675987258066,-0.262985043319671,-0.180467278267279,0.0040470756106255,0.286229572825713,-0.0588406552682488,0.0674838636721429,0.0239759500269519,-0.0705457588400575
mild,0.0757915063817223,0.190937329752206,0.422052746357195,0.0,0.402223695441813,0.0135543912832125,-0.0928450285644367,-0.168741167981909,0.362874196851453,0.0,-0.242184898275857,0.265870540439441,0.0,-0.214962009932549,0.0179829173897405,-0.005284030892469,-0.366593338151443,0.0,0.0240465716466376,-0.109870809198216,-0.0824579101238761,0.451223404237223,-0.0557577312837771,-0.134599012169861,-0.114513113232978,0.212180676948807,-0.197897647455551,0.0527327789683493,-0.117075010682348,-0.059049611905651,-0.125496219589706,-0.21963492163602,-0.0639711544626995,-0.196966515982304,-0.194012953181913,-0.253087656425096
moderate,-0.374755298496179,-0.37811884351688,-0.312473608954914,-0.0970060330413184,-0.248175196704818,-0.310446380840509,0.0786064197042165,0.0695998556824835,-0.276059930388147,0.0360908570780317,0.149296483269733,-0.237092417620349,0.0103917019042346,-0.0256397790809524,-0.0512709544079312,-0.243800503444606,0.26667382320829,0.127068207112238,0.0718085776711664,-0.117079047233765,0.113919203450204,-0.417880434929877,0.155664594975193,0.303291190622971,0.0710392472391342,-0.281716540252865,-0.436912084011074,-0.223143363408356,-0.0413103493801411,-0.25667094788179,0.0742885208522292,0.380858025360303,0.214249060409851,-0.0615832230848926,-0.0918141615043093,0.091928390231208
moderate,-0.0866943737848579,-0.0946006165370136,-0.0211566436078402,0.0225348056757587,0.0874744430393065,0.0614196773226323,-0.0613668899665748,-0.12054673433228,-0.0952601937457041,0.0253338263734831,-0.141865048932713,-0.141076349090209,-0.0350881460912105,-0.0746016874784608,0.13670591449091,0.198272783965499,-0.111190279136799,-0.0583561222247931,-0.106132546349336,-0.0115078980682557,0.0372574334568484,0.0942414982175254,-0.150429086968043,-0.0817795339343726,-0.0700647966351238,-0.0646350023945871,0.0223944756642408,-0.0210608141540188,-0.0574971058121966,0.0660819925904151,-0.0555734445852099,-0.01324424731794,-0.0832366760204457,-0.0730992392612048,-0.0720262628516718,-0.0348293119376872
