group,CD47,CD52,CD3,CD8,CD19,CD117,CD45RA,CD7,CD194,CD4,CD45RO,CD279,CD20,CD5,CD62L,CD197,CD161,CD27,CD95,CD58,CD244,CD54,CD62,TCR,CD41,CD2,CD29,CD49b,CD81,CD38,CD45,CD71,CD26,CD36,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.0344533343002813,-0.22010233819966,0.131721084314383,0.0576974301385772,0.0183594278820193,-0.054899752103556,0.349519633958755,0.209728943750216,-0.37307082754164,-0.0675514613774438,-0.450976593396185,-0.158794338917818,0.0022612916051206,-0.0570728283074885,0.651764537281719,0.0506402118139635,-0.0585937605780447,0.295322742061872,-0.491834213743932,-0.18866835092967,-0.114859051942796,-0.119736819980365,0.003512832591494,0.199836917995398,-0.0051513310425363,-0.239351257607899,-0.103637902445823,-0.0084940053730429,-0.0894372884062819,0.009958132841759,-0.077851491490622,-0.113375426581669,-0.0858500909788639,0.0172983016063631,-0.0089421194081188,0.188483414197046,-0.369990304358095,-0.150810281657828,-0.218024206230383,-0.305074350243018
healthy,-0.0290639159432447,-0.342926096432101,0.000503344755708,0.0092282563337585,-0.0594935261317878,-0.08121652719752,0.274303756894638,0.151774899139749,-0.110196472855208,-0.163883342243517,-0.418052488237288,-0.0984129373624207,-0.0598722261352512,-0.166848634084606,0.670685319974085,-0.0216306599849516,-0.188993540783983,0.098262302801336,-0.404342895714644,-0.0641284754729086,0.0011728839971645,-0.198945612537656,0.0291034417487503,0.0731435272250725,-0.0357130352019144,-0.304649522986953,-0.0822124806841266,0.0199059741947642,-0.150292908047203,0.164858255624965,-0.163418044972746,-0.0898095977229387,-0.255863889201103,0.0300684013922804,-0.281706730847651,0.0407480239761571,-0.311028673716504,-0.184670816736136,-0.182191265180902,-0.361511628854651
healthy,0.0231686421334314,0.0321905037524573,0.337017546485893,-0.0484318132404284,-0.125401424588707,-0.0510683302203905,0.6892660572179,0.516290967251297,-0.46658121428368,0.101539114648927,-0.726468208769992,-0.167468711165024,-0.0753563987970745,0.101236512074904,0.549665036101808,0.336815938757012,-0.262323970930452,0.416885650319791,-0.736558477271277,-0.554624675047913,-0.127587127283258,-0.348967358483488,-0.0880782256857397,0.541071976306721,-0.0800292690818758,-0.210134668555225,-0.378292473797982,-0.133656459468185,0.0869356052984414,0.396366839109656,0.0579554979684089,-0.22139276773786,0.100114382803024,-0.140585086534879,-0.185133862994509,0.45501578621935,-0.54303155598584,-0.364876448446924,-0.271292500970755,-0.364065685709238
healthy,-0.242048509915577,-0.234649806309881,-0.0367818593854366,-0.151647785996442,-0.105928846651885,-0.0834828887942013,0.0661693620957645,-0.016107214117673,-0.0094709895822786,-0.125335149205891,-0.165410561362864,-0.0575452712279736,-0.0692114911394213,-0.258384789959237,0.389456563936495,-0.0534104646474193,-0.0387796477559379,0.0810448822849826,-0.084191350184071,-0.0612424573327244,-0.120974840881145,0.0417403542227028,-0.130967395300884,0.0355144892405873,-0.353850986488948,-0.0963473541236337,-0.193388982460856,-0.364933826293494,0.0092247011096893,0.0340327550532435,-0.0869788754777282,-0.102427513562726,0.044581001269238,-0.189889970885702,0.30498846595261,0.137271535215381,-0.0567937739182371,0.07696900689739,0.125982482903059,-0.199141528492299
healthy,-0.32829827433003,-0.378005884076738,-0.266380393687046,-0.0274785578745838,-0.0808487135399245,-0.0653851306287163,-0.128970030403903,-0.154846433963386,0.0197605264256714,-0.235637411285661,0.0570743468453647,-0.0530651984447317,-0.117138448628873,-0.253567849310592,0.657786734541226,-0.144660693662984,-0.120241972272995,-0.0633115641296836,0.0165918641374857,0.0238929304275344,-0.0865777507408592,0.0829805155524347,-0.0914204555554337,-0.225596157334396,-0.110050310771017,-0.219473535615693,0.0055461975642213,-0.102648865411467,-0.340630013115616,-0.15281473703175,-0.223071538053438,0.0334717317229006,-0.184343832153324,-0.0511800590622991,0.118463346780651,-0.127701835832393,0.120552180311935,-0.0291828158087428,0.160763802378912,0.0126377842760792
healthy,-0.349463053435091,-0.350317281974517,-0.226817699485457,-0.0697139810980977,-0.0560913853902125,-0.0169133677525458,-0.160255885348026,-0.190647865645885,-0.0246948396911877,-0.181441287105322,0.200721582531545,0.134749739397134,-0.117502803638596,-0.194103837936601,0.744795560515948,-0.130196559575823,0.0164170555040386,-0.0726452427397107,0.169447764498649,0.0999717971232894,0.0780488959145671,0.195953952933422,-0.0677116248484055,-0.169332061026374,-0.146238963043093,-0.127194226197351,-0.0852296764511244,-0.160916236649103,-0.255493976139032,-0.116255634295687,-0.177541795604584,-0.0443911484445741,-0.247632326877534,-0.128348677266665,0.287246004592561,-0.0125958131634034,0.189952912660888,0.0793115666037055,0.124424006895668,-0.0545356416563919
healthy,-0.147328299120635,-0.245853088262897,0.237479221903043,-0.0617726225688064,0.0,0.111046853541907,0.154904434695678,0.148772169721898,-0.153484962084552,0.0998514125640879,-0.250995873095526,-0.0450976304777176,0.0,-0.0672866937070965,0.869243776298627,0.0160023850082224,0.060615094728115,0.105721915484949,-0.151807264751715,-0.0004849207578249,-0.198002236016816,-0.0286263907579169,-0.112746562192683,0.331063978392851,-0.0165979125646341,-0.273939018778086,-0.110077012026257,-0.0902837581488867,-0.0819516080724115,0.017781187814558,0.0076462310194401,0.0,-0.253078966050288,-0.0588411680286067,-0.111537202160699,-0.10196705194669,-0.0855814950526216,0.0,0.133269235047921,-0.0215950556046499
mild,-0.0690828155988302,-0.104912831350449,0.255508973726854,0.172436517015674,0.0130871980198621,0.010986309858111,0.426634103510691,0.0905765872941428,-0.458772328815848,0.114052305070126,-0.403113648614065,-0.0756289385092152,0.04514098887126,0.0349637812497228,0.540692836721042,0.111940560358849,-0.104588670936118,0.0887969207496382,-0.444658290020534,-0.24573320374758,0.163847145679384,0.0951458208690722,-0.0147610562368164,0.369940829840935,-0.0535441350738903,-0.0215847964277092,-0.122145384870818,-0.0593657600583936,0.258093326323473,0.115344513773978,0.0685844624502838,-0.340459831755247,-0.107935257648101,-0.0716513777749825,0.154595455202315,0.362060072513068,-0.190480613159949,-0.120156750194865,-0.223116373613306,-0.475899855107253
mild,-0.285601350948729,-0.386093694411134,-0.147032464041011,-0.145954527691183,-0.100167274039256,-0.137383821580733,0.128239359815956,-0.095637295636903,-0.190955431310089,-0.196677270518874,-0.169981732605659,-0.094318165573816,-0.0550627766515776,-0.257642418234821,0.678547162204247,-0.0937299367515892,-0.10801843791829,-0.01021256444044,-0.0878890583505681,-0.0678935630614527,-0.0596576746134343,-0.0323787585674001,-0.138257601444714,0.0819750662009821,-0.0952554453224649,-0.306511553260113,-0.0543746589808616,-0.15235243155289,0.027433729178581,0.0237338825888813,-0.311768959538281,-0.238824495757266,-0.142098482508205,-0.0491421418320062,0.35328448823715,0.0954958020293772,-0.0254470239582464,-0.129725963608682,-0.0248084967540398,-0.197983592659116
mild,0.0189186974490565,0.250330948365783,0.135101866161034,0.392037907731796,0.0,0.0,0.0188262958531993,0.0017408499189298,0.312050704215547,-0.142714046082315,0.0401598876394937,-0.0130083345202609,0.0,-0.0354862682679324,0.0868372244995574,-0.123921502535117,-0.118444309052902,-0.105468178874493,0.225680820346188,0.0,0.134442500726575,0.254430588711964,-0.274347420375632,-0.0646733373479046,-0.456341185940517,0.312408877030671,0.0,-0.156618784841704,0.0703799570134212,-0.0257361238393427,0.151126327179286,0.126660099276225,0.112161157995431,-0.164050640387263,0.263456567037388,-0.0349306964543496,0.286389459444031,0.0,0.228877027918447,0.16190761202067
moderate,-0.22192502531448,-0.298057587535193,-0.0407072189731793,0.165283399505085,0.0356515200840497,-0.0306520713299697,0.0982356393582301,0.0055306969209872,-0.0079148364315604,-0.219498697856622,-0.138293731469859,-0.0285035294871337,0.0194271456900405,-0.286249645858886,0.388280473144988,-0.0233046711868392,-0.0025257801366991,-0.0555357762719512,-0.0260478050453978,-0.0333276519866627,0.168365954738589,-0.0023867119318567,0.025539100640723,-0.0140467531718976,0.0110627965967675,-0.065761137899935,-0.0503903831254137,-0.0114599174111624,-0.0745024890931653,0.135860106546332,-0.167959667774378,0.0104821803071075,-0.222319445789494,0.0301064114119459,0.176300556139745,0.122909296764553,0.0289001550342773,-0.0394436107738598,-0.137110529058873,-0.158145342622624
moderate,-0.0073421313342625,-0.129494274118595,0.113376694419542,-0.0078445355569545,-0.0118140951558435,-0.0983978502314539,0.265115708895571,0.163098097679868,-0.0533378738229406,-0.0042939056601191,-0.20838944750002,-0.0415615548266412,-0.0414016569017433,-0.0093620830462541,0.75245061955716,0.0120625119035289,-0.12780343503459,0.182132404659495,-0.169312740040438,-0.0418967751535825,-0.145911505370733,-0.147710889800782,-0.025958169477185,0.20415504810978,-0.113514654158815,-0.153489255295585,-0.161179881644232,-0.0655936053864852,-0.0236747404021693,0.0916313905260359,0.0251041668926904,-0.126353249766459,-0.181430595642634,-0.0643811790542862,-0.119965914327069,0.106077638667318,-0.0647419786708233,-0.19568563564158,0.0041830129219839,-0.172787346471569
moderate,-0.162838763022655,-0.33222107533998,-0.098296231895601,-0.0643976062379379,-0.0181698513820435,-0.0092850124136632,0.129548222817577,-0.004681750966607,-0.153520206000948,-0.213986589504453,-0.270128841101426,-0.0077005734280519,-0.0863746936136034,-0.231019405651324,0.589437372686156,0.0455975408948722,-0.116873197283014,-0.0903019039863072,-0.252644438045307,-0.129410868675709,0.0762700940802761,-0.041953881942163,0.0057574245116553,0.0042726498313117,-0.0425255092452074,-0.224354424953439,-0.0230900348964456,-0.04646295241042,-0.104729716189691,-0.007135738239713,-0.241114086843786,-0.0022376136169783,-0.190584878327108,-0.043693038176014,0.186199628405281,0.159012014070891,-0.0077026028507184,-0.0639442326568653,-0.0372849508594359,-0.194636471570298
