group,CD47,CD3,CD45RA,CD7,CD4,CD45RO,CD62L,CLEC15A,CD27,CD95,CD278,CD58,CD54,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD26,CD36,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.061225753071267,-0.29841314221046,-0.48838612565901,-0.408653240400898,-0.0842620038903614,0.520376374603886,-0.674399006870515,0.26330337092757,-0.261400459911004,0.550881488068463,0.0277963429003825,0.270685442889235,0.30773225867862,-0.385961431516602,-0.134632157238972,0.243904652538486,0.0825930040227463,0.0924861283563669,-0.0917888304218765,-0.0522908354267332,0.131385414411851,0.128326532251417,-0.212483855880735,0.22682481159046,-0.136359266972627,0.224036467109562,-0.310087996282922,0.35212879501285,0.182485889676937,0.106057249547733,0.428407133238265
healthy,-0.121052910209105,-0.524418614129968,-0.664669216185067,-0.486773184220587,-0.332292192225441,0.569396679982937,-0.454730388940765,0.129213168421507,-0.41949631718313,0.469630612680219,-0.203591502578468,0.239926580627311,0.249693072756603,-0.647114175537982,-0.0661699013709889,0.0699270367145504,0.336952060117842,0.244248025803924,-0.0283353153146841,-0.109788019053289,0.102478044782084,0.0098553715942996,-0.302418152114916,0.232524240342488,-0.0436315260271174,0.226020025810086,-0.27433724107248,0.329926995358728,0.215795805807188,0.154031727144208,0.387611322239018
healthy,-0.246407358411989,-0.326622056829091,-0.333858747831677,-0.470588419512797,-0.200331419641706,0.336041509447472,-0.0174528535786018,0.151038605333722,-0.388902945057585,0.39004154664357,-0.157992122150103,0.376022471594802,0.283999478679854,-0.43121994906663,0.0045780337129674,-0.0128457109145826,0.324140105313536,0.214836480830967,0.121035364602224,-0.220948040524999,0.0107540586838686,-0.0870421593733377,-0.217980605785973,-0.243281833870112,0.079457001895473,0.159723941024425,-0.300312242004409,0.242702925028414,0.206088517072277,0.196799332037357,0.184183312884224
healthy,-0.161216979750121,-0.337681069781437,-0.291039332262154,-0.314426104513449,-0.307823957446497,0.124562689332047,0.231152230145685,0.129494993203619,-0.356986306312635,0.172772235355428,-0.0697042477073404,0.0428614814849469,0.112747367554766,-0.287665713615242,-0.158986864094717,-0.0389128031386832,0.115696278134524,0.0849491566772313,-0.076252683159737,-0.173756717284141,0.271198396521513,0.0062934316702283,-0.211721108493252,-0.0940468131055017,-0.0564250667524616,0.175233758723695,-0.180012173367858,0.178404482995497,0.0950581336323172,0.319905550048914,0.131471137652309
healthy,-0.396243118447849,-0.583863220455833,-0.602609845596822,-0.552451555230209,-0.32897954792034,0.507050274728952,0.124560861353733,0.261722711201919,-0.335154073186616,0.511951005277087,-0.203188503629223,0.193337065940956,0.308493814887268,-0.580440191150492,-0.0909072908778379,-0.0686070317961075,0.361574470533517,0.252694936758333,-0.0910764877999149,-0.393932272467677,0.231476522824588,0.0177484169969621,-0.516951504114245,0.131811007349601,-0.0818024839663994,0.271887808984803,-0.433804409186682,0.480440345435758,0.255166630073529,0.34210162479898,0.418383753426465
healthy,-0.249343502961133,-0.276854217547567,-0.545253884408992,-0.398835065496866,-0.0874295785537595,0.628669177735949,0.291690472837489,0.340044566057004,-0.288272306274195,0.646186376894198,0.257912195066506,0.312319361732909,0.315035146629857,-0.315281674136333,-0.175360669897296,0.116456305684099,0.131780246613163,0.227524726192648,-0.222854705046285,-0.154680201081548,0.468830739487562,0.104941924173034,-0.521427123132788,0.0117789074610959,-0.207233201555876,0.26517360131736,-0.238250791821918,0.475429677129011,0.248614269279259,0.507590366689198,0.315834198368765
healthy,-0.219421303300006,-0.254571784389511,-0.353332013902772,-0.321569149674061,-0.162938088256232,0.239502675885419,0.0392755939717508,0.113146667030698,-0.118061274056864,0.206026622663923,0.156496216196291,-0.0353992153212192,0.293350739953831,-0.287865552905311,0.0415954353049939,0.0272236574221691,0.251051031607649,0.112986536573206,0.156982183713769,-0.106197645963658,0.0703135098846134,0.0827818283266106,-0.0434014551621743,-0.02515719601205,0.219773575505056,0.125559627084104,-0.0217393468022034,0.386657278750821,0.0,0.516231074540021,0.146863336411123
mild,-0.327184083396278,-0.282962717031389,-0.440123787377832,-0.599555934189691,-0.0721524693635677,0.477583219714803,0.0077046136443208,0.473448518068313,-0.582913969749576,0.636268815789278,-0.0249081369094476,0.304690568905905,0.52827626831431,-0.387511029229437,-0.0409068695446537,0.241289750522272,0.510509817217105,0.456244884673202,-0.0155186662801419,-0.133105780698284,0.456195540994403,-0.166162314895712,-0.339821872028736,-0.321684045954676,-0.0566942212914382,0.44287970599959,-0.354515840971592,0.636181097731003,0.229777486475537,0.259117645134231,0.213149394842654
mild,-0.223465988357319,-0.202808698033821,-0.493290683501479,-0.422045040390329,-0.0642229167929978,0.515717870714521,0.303200974155111,0.202249484809981,-0.173789656046519,0.566811255777466,0.277409218340646,0.16844945123747,0.21602906690917,-0.241282514137746,-0.13257743261629,0.0539826075524902,0.157674090666374,0.213972765078495,-0.189039127292229,0.0606920122931621,0.331860841572863,0.204158917268301,-0.346786229903422,-0.106226511543639,-0.0999794344369582,0.487204798571338,-0.0040266878790021,0.472442391399211,0.242255702350678,0.38137513869614,0.230427345427108
mild,-0.150459253903089,-0.115818119433086,-0.0627941454613964,0.0950549502144039,-0.0038361634079232,0.0456726067444426,-0.0336975981580861,0.0302305937637948,0.10271787136545,-0.0087050296309125,0.0736632955014185,0.0,0.0891636809845934,-0.193412019433906,-0.623392785686937,-0.196145973459775,-0.125003635707076,0.0,-0.165457397493847,0.006419768302922,0.0,-0.122443632281218,-0.105457203685148,0.0139149367843205,-0.148637900032002,-0.0372289940521926,0.0512963885400044,0.0255131594171585,0.0,0.0940791503011643,0.0661239867811048
moderate,-0.106769968370179,-0.342968541250338,-0.364502533338855,-0.507184168343941,-0.161265365872397,0.220549302566284,-0.219634540199263,0.152334284923515,-0.274936312309715,0.401690504574153,0.108752986887709,0.135451616368758,0.0130906551484357,-0.479697703373488,0.104813715001214,0.0326341486029168,0.284946014287302,0.118823455201877,0.0836691904171841,-0.217262989911503,0.170564345918717,-0.167431611369673,-0.0462628296019469,-0.294398534722097,0.0994563902143207,0.220155236426108,-0.12313690280444,0.335949195216123,0.0145637725874415,-0.0122730050034033,0.113038123529848
