group,CD47,CD3,HLA-ABC,CD45RA,CD7,CD194,CD4,CD44,CD45RO,CD279,CD5,CD62L,CD161,CLEC15A,CD27,CD95,CD58,CD11a,CD54,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD45,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,0.175781185390274,0.20703428888231,-0.108613393422216,0.42863207855059,0.298407476826134,-0.310638868151978,0.123166129369596,-0.0171128586889708,-0.400504429837016,-0.154697795514459,0.11190649366412,0.399405295973703,-0.12180488613586,-0.129822543403999,0.253919696373689,-0.451522807042196,-0.23086570932838,-0.0720752748189845,-0.218036918783366,0.329490771256197,0.169780765877801,-0.0626852881602977,-0.0105818176615771,-0.102734847613303,0.126277595336791,0.0294760253190633,-0.0524619916558935,-0.0887326205963201,0.026765017735187,0.0849085096432976,-0.0301473927397094,0.216788295243486,-0.246551719714253,-0.154068639290426,-0.0550963445994791,-0.27781032296116
healthy,0.194763561701659,0.401721305179433,-0.203430038218841,0.658429939466842,0.512178752078253,-0.272705900928332,0.258096149793101,-0.162384442615056,-0.575170242549508,-0.145645373697182,0.251906033464119,0.397206277508377,-0.15649706088247,-0.114776203069766,0.347211456944156,-0.557722002190295,-0.247831345910687,-0.26361180328322,-0.292959353750614,0.544453070498867,-0.0213695428625877,-0.12563911507465,-0.350906883593047,-0.371123901168025,-0.063194370265084,0.154901728367596,-0.166024354881059,-0.0551581216242141,0.209749294725918,0.0330285255522545,-0.21286113393468,0.292609461314158,-0.43810417092128,-0.19022511139041,-0.220906072811408,-0.440213089448757
healthy,0.104907024344,0.303912319038064,-0.153872100296531,0.528764145312901,0.422303224894865,-0.467265965349413,0.0954545241395159,-0.156995533675705,-0.596810205435619,-0.165331061863062,0.0765429724138118,0.0580773355734541,-0.223147349785145,-0.149045018539317,0.301767293555003,-0.640363187417932,-0.461875304834311,-0.189635354721788,-0.325088904564091,0.452657779085159,0.0564678438740332,-0.14400176440683,-0.196698141856013,-0.223585206141696,0.0159964014916635,0.0548453655663191,-0.155142444356768,-0.111238869019109,0.333911243037552,0.0576215112460802,-0.114904096162746,0.374447911803475,-0.45639371913296,-0.279709954979398,-0.358007885530852,-0.338765561385847
healthy,0.278235551058708,0.317586082513073,0.11832028902586,0.45215247540932,0.432600330719093,-0.109367667167815,0.231817713068175,-0.0067194659719116,-0.11667628697657,0.0427520359422007,0.254758902973472,-0.123116399567917,0.0830088077686566,0.0659378005023827,0.261156566277046,-0.228523246943375,-0.0280662334644865,-0.0647584330933709,-0.0606163783640786,0.33118907379981,0.19532098019273,0.0813545065618931,0.0421232434980997,-0.0417772509603811,0.063134933283341,0.206067004023244,-0.0582771885462857,0.11028909018649,0.185443389490237,0.214030376071237,-0.175661659031247,0.168805619296492,-0.0698529298994365,-0.0397243395673669,-0.147284325265523,-0.0428503601840298
healthy,0.232791910493295,0.397616826838716,0.0062077137309891,0.6418749046758,0.551091489965587,-0.342954924333126,0.176738620047577,-0.0863391882770792,-0.567617325123869,-0.12495844840212,0.174446335970461,-0.118520944322159,-0.0607999796041867,-0.090626558620553,0.261507750910372,-0.582319040269058,-0.209280476319356,-0.205968457363446,-0.197298784301041,0.454831373636916,-0.0340115322140588,-0.0219419267483976,-0.240130615550284,-0.314431161742993,-0.0148717395560017,0.282045353523145,-0.248456450874455,-0.0744092842542064,0.495252600879008,0.140789886939112,-0.231378402601091,0.52673128217866,-0.552684236003569,-0.174483129686696,-0.381944891819128,-0.400120501762307
healthy,0.31911278080351,0.354468335810398,-0.0215703458825919,0.562607628491932,0.449917080382969,-0.338632037197089,0.185547918045312,-0.19676433831064,-0.589698230252993,-0.147363632865707,0.1116509141803,-0.448818761316655,-0.142907397115584,-0.277495727875101,0.321099413654721,-0.619598635801412,-0.311563672052984,-0.272605083981129,-0.306914929488855,0.396035788842761,0.155783358449831,-0.0338979276934938,-0.246599810759506,-0.284291773782052,0.139908404593711,0.290933080850794,-0.41838278731256,-0.0652666904146129,0.408788622483447,0.124127016166891,-0.300474864200033,0.272814013366634,-0.448354933475679,-0.239598836879974,-0.395054452012354,-0.276161106046657
healthy,0.192813716615587,0.225723692332877,0.0,0.272038790681647,0.137833625995342,-0.467255113799577,0.153118111792328,0.0,-0.281155051418005,-0.0858309741350109,0.0015341068334953,0.0312068651090095,-0.0935897062602096,-0.156068075156684,0.112055413869594,-0.200891166018115,0.0964992308071591,0.0125544872787137,-0.122413034050182,0.453654015499511,0.024200845748338,-0.124558524651163,-0.0339876392938665,-0.073223034431563,0.0498095945959294,-0.0169722265238722,-0.0257008001647208,-0.0172498044318178,0.0705961459823507,0.131234502801201,-0.0008696886947175,0.0623676236926469,-0.272862981490452,0.0,-0.242747921929654,-0.0329660416928186
mild,0.287108157528081,0.293183591474803,-0.179384798932301,0.542994348135359,0.640853887775347,-0.288137586139894,0.0577861232836703,-0.245566161320136,-0.583474034892077,-0.147452771899177,0.117060337595525,0.170879937851053,-0.142860454885201,-0.545746470162922,0.610807782161406,-0.711803226206103,-0.367248438408403,-0.475161694478726,-0.551750544317191,0.464555923330512,-0.0281405414371356,-0.305230735200919,-0.549593788467724,-0.458836325145592,-0.0410624070709517,0.0717061712185603,-0.490873285398083,0.187802461169294,0.341734981060789,-0.0152725935659401,-0.442436681914914,0.389529826276485,-0.648435883317111,-0.228359761977847,-0.166444975039446,-0.235371356807273
mild,0.315544789209015,0.28995074293299,-0.0970489353783907,0.469795743057454,0.474921307349901,-0.10849781470016,0.175185578992814,-0.192046758746037,-0.421740341328466,-0.154737695902495,0.210872840927301,-0.423572444682454,-0.0587332840813145,-0.12067674858495,0.203243718138878,-0.486076299988659,-0.170972401501943,-0.127868742138767,-0.150148616050134,0.264424311268665,0.129209608685591,0.0729720069099822,-0.104278538927293,-0.228637489606424,0.190770484861499,0.0233875932778295,-0.248341098646401,-0.0722865228906673,0.35587043287574,0.214817461517433,-0.424638175289571,0.0945528861003068,-0.290539684804044,-0.190211614460964,-0.341454169804723,-0.157551851836395
mild,0.357620582560061,0.0986447856486207,0.0,0.0747509668210972,0.128061666661351,-0.262129831863265,-0.0501965666061321,0.0,-0.140938473602752,0.0924276400123802,0.0560281525452676,-0.0862025784119144,-0.0212241247435836,-0.187013326283792,0.110502464435508,-0.1445242807169,0.0,-0.0730173957614543,0.0009203507501433,0.0790643723004233,0.394058064781972,0.186641559618552,0.0686054528445325,0.0,0.237607195348482,0.127515894909427,0.0,0.0082568375333184,0.106535505007267,0.0417702670292822,-0.2592169198675,-0.0482770362152836,-0.370888419077892,0.0,-0.28111512686828,-0.167385508916126
