group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD35,CD278,CD58,CD54,TCR,CD2,CD226,CD29,CD49b,CD81,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,0.189830210579377,0.21671416460902,0.561428336036274,0.366037121329379,0.002981194660183,-0.383241319987119,-0.551054689284871,0.265029542860402,-0.0984713531739232,0.258606048348447,-0.512128579810774,-0.0636716497469151,-0.224380310927074,-0.224913511950899,-0.252747430817644,0.348786634237624,-0.109421009419419,0.0277803846874516,-0.0902150884164037,0.167351958903161,-0.0255578578052493,0.0842626206805372,0.356982117505821,0.03854431888389,0.137545280006764,-0.0134725339440069,0.250842637687134,-0.385647285072441,-0.108807108923501,-0.25668407090513,-0.351452844397983
healthy,0.106150043914464,0.184429931529786,0.457744519808931,0.352967425337484,-0.225435556672094,-0.158072504534407,-0.565084777079584,0.0995466735701616,-0.208549024757102,0.187155646933081,-0.556464889301065,-0.0188766550168417,-0.172612376081508,-0.126152232722435,-0.278107398060272,0.281365749991469,-0.277618475420532,-0.0716806454094825,-0.206869151062592,0.264911323628417,0.0835465680574644,0.11523352257924,0.118763188337808,-0.0634222510462855,-0.280542116224171,-0.130161600077727,0.168543286436112,-0.422969308745414,-0.194849270731996,-0.310526362612568,-0.345213451602446
healthy,0.0923702796026314,0.299986309874737,0.449646286242963,0.456254525331407,-0.346329112477887,-0.398385882630169,-0.467174769116548,0.270748493521445,-0.160449047743295,0.377378207515567,-0.489668594608893,-0.0502542020907104,0.129592960193949,-0.432459354894725,-0.299088504190701,0.493367714121663,-0.0700624474959832,-0.339042864646945,-0.293498909947992,-0.267185143389173,0.12292244569724,0.21763125856875,0.274720070506555,0.133965989188692,0.265786204435438,-0.0098960832557601,0.391462915772656,-0.328183020929869,-0.227649849931453,-0.173608345123811,-0.249380088980048
healthy,-0.0699461760363722,0.0015049982858178,0.0939726621556529,-0.127430265470731,-0.138924199494613,-0.21846602757957,-0.202250306708455,-0.0157698922646123,-0.0283356261070578,0.0268532991889363,-0.202247986280823,0.177177913230665,-0.0678567612925194,-0.0236832952904351,-0.238117805321885,0.012206126376921,-0.129323294810225,-0.117772047548833,-0.0731930305305619,-0.115383183651111,-0.0465051889478916,0.0299099293257009,-0.258172501210985,-0.0997569615633662,-0.239571267854928,0.0986349141110478,0.10281563488364,-0.275872802686953,-0.0782966909439398,-0.16512757287782,-0.272758932539932
healthy,0.307655216884142,0.499685441190426,0.7266294100082,0.528840122251957,-0.423819717746082,-0.35449838384248,-0.644289985954028,-0.0977072103699864,-0.19643343520067,0.297352814545911,-0.619797715621666,0.0378786077962459,0.0621543880010366,-0.156880640704761,-0.309087067670938,0.52960580292321,-0.0239118873708767,-0.360545888959781,-0.349730862153299,0.0240445358903691,0.303873441352437,0.527521526097484,-0.044019402628727,0.222386881443601,-0.0203762542184548,-0.250367991413836,0.470835571895688,-0.587992048697697,-0.249622271486682,-0.497317356316346,-0.470342916803614
healthy,0.272135197024975,0.207589177177036,0.177502242314199,0.14809388121551,0.0352020940795335,-0.0869889245618057,-0.239316996016259,-0.453761716442747,-0.0577918867775005,0.151470789571539,-0.200162869035919,0.0120846402593039,-0.173945789104576,-0.0537483247262519,-0.0940841519791988,0.191493854578653,0.127393719210413,-0.058465936648443,-0.0771394755760138,0.0604828889182081,0.0725513837222762,0.233732035668133,0.304824858071561,0.174179369209871,0.208858040702373,-0.2457939217734,0.275410027028412,-0.194341995542192,0.022172333991542,-0.252475366700093,-0.0247953876257187
healthy,-0.135314083023496,-0.239082674636984,-0.186179025747457,-0.253235234619391,0.0378044296323584,0.390394475454756,0.338991081292997,-0.0919079724181665,0.162580020119791,-0.15582031615744,0.345593819116434,0.151876723226452,0.133053195239243,0.0441277889620677,0.262616499130859,-0.223827425131625,0.163035176669345,0.149825250259371,0.112016695057557,0.100312642084223,-0.105227804448008,-0.0345587091462466,-0.0982397640086618,-0.0197791478957929,-0.0663547836957418,0.10321548966759,0.0253459391533027,0.167907067075758,0.0,0.206617173442945,0.133255044844592
mild,0.281525734345226,0.18927942256582,0.425557577306247,0.594945337466488,-0.222726572198989,-0.287970422097614,-0.439265999013796,-0.0211387603198631,-0.450855994937704,0.452581453754109,-0.578014448448002,0.121842462993132,-0.129038738576087,-0.244073453827431,-0.418268868356551,0.29589875201413,-0.20331399890093,-0.438430589077003,-0.433899496005022,-0.14357064147212,0.055695081826268,0.271373671273263,0.390135889628244,0.0113967122118013,0.507123917662263,-0.456505032493112,0.397156456187345,-0.526597827528243,-0.0665628240870363,-0.190421258823223,-0.132117718369756
mild,0.269241228367235,0.271999018329396,0.648111773875592,0.465396551969282,-0.245843365228635,-0.253009131785456,-0.628099294518522,-0.204220106274682,-0.249544743704297,0.241599254292322,-0.643472956367583,-0.0364502879360284,-0.209432669766553,-0.230968427585693,-0.284325493701603,0.331410568757405,-0.0724099157139427,-0.239327331952443,-0.274031690012876,0.108008790259171,0.0042988959509514,0.395918656792308,-0.0244662186358684,0.127990289035768,0.110145071410019,-0.499348985154159,0.102826161538443,-0.531965435386328,-0.278844921622788,-0.512050638460554,-0.315417060582592
mild,0.0787779076106154,-0.0126111861399576,0.12678206542919,0.116313770109095,-0.0409748191868219,-0.204118186760248,-0.339748713457092,0.056425981006789,-0.0537565101528811,-0.111779170860204,-0.251003782606302,0.0999368671479724,-0.20408452853737,0.0,-0.075315787681347,0.182464399416564,-0.413612608518526,0.116223589740242,0.0,0.210118036484609,0.015745131161444,0.0250305686532647,-0.258601424976698,-0.183526724160752,-0.26509475432378,-0.106012377483036,0.0487836052930191,-0.4124903407169,0.0,-0.244309659501447,-0.0628242105973172
