group,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD44,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD58,CD11a,CD235ab,ITGB7,CD54,TCR,CD2,CD226,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD305,CD99,CD82,CD101,CD360,CD224
healthy,0.0519664004269233,-0.18905939441662,-0.0723668909996981,-0.520418729835763,-0.32168920244802,-0.0957133200883955,0.489320868610214,0.0813899456665056,0.583418803494213,-0.517790864106518,-0.0725863723240901,0.132685138523745,-0.291402188278371,0.635535957213782,0.261323854584636,0.123675031685702,0.214065151531933,-0.015925648330208,0.212777456194135,-0.305690430543654,0.190259723319641,-0.0326259094562807,0.0108590203072808,0.232536311323763,-0.0403777589357293,-0.339754083958684,-0.0363178476538022,0.165120415368797,-0.0327026365038045,-0.262376849381959,0.347477293239818,0.134325054334203,-0.28872383911623,-0.005139611128796,0.430168039941372
healthy,0.139457528718256,0.422788718744954,-0.0316092962895336,0.633691406226132,0.446718435797278,-0.362976765573455,-0.214586909591588,-0.182343947313512,-0.541448525404772,0.513703917146664,0.172202022453481,-0.133020514445661,0.340566660850556,-0.401672914297788,-0.261338373389914,-0.22475693221847,-0.100349848478409,0.122158702177317,-0.277293139899584,0.537324464650232,-0.1580974859969,-0.393840162877806,-0.191170957036114,-0.044279867307319,0.349564581010073,-0.0658324587968012,-0.186227008782756,-0.0651867826725868,-0.126550413904958,0.320755979276289,-0.415642878080787,-0.259883055605506,0.330511089917849,0.0830346931967344,-0.452412491332064
healthy,0.182442397312501,-0.134285668990986,-0.0811492363798934,-0.601035407261038,-0.230948267180052,0.250932600427511,0.484379933225926,0.461178438266495,0.712852859258738,0.0621214427286899,-0.226147155305916,0.0640338106954681,-0.0636531006263758,0.684100683892475,0.315054946142952,0.408889517264519,-0.0869684431893492,-0.208533254601019,0.191302839733716,-0.225618925213322,0.295347226564518,-0.0435278614193626,0.37635260196335,0.393087173844233,-0.481253841501061,0.167713865330733,0.0156406890729404,0.21212535046904,-0.0437385347921459,-0.327105036738459,0.623252119791866,0.570014650854437,0.0098773039395585,-0.204166424681708,0.424856942631599
healthy,0.326330511147153,-0.0181495080704786,0.17682616131845,-0.380623171618103,-0.22339008559502,0.174667565678434,0.536419058367303,0.372646428550729,0.610833171932359,-0.142356883099068,-0.0085106681393066,0.16355548663227,-0.226480158927627,0.685365148742293,0.0971408161418933,0.365013312917402,-0.0742297506236749,-0.101551980955492,0.410696940816166,-0.101116831518693,0.423448075880869,0.210850077353526,0.30246969597506,0.390243402520187,-0.0407961844538029,0.175239241731969,0.0195056636769722,0.182350653975416,-0.0251234483415487,-0.0915474923721657,0.601780382161687,0.35851550430844,0.334141341692681,-0.0539541051122128,0.381460036022786
healthy,-0.114794492286139,-0.498489843629289,-0.0597780706547456,-0.681998516538506,-0.550654104610546,0.374075071704861,0.36589539142168,0.170567946827327,0.624542607244464,0.069158029302327,-0.307503474628244,0.150494971140865,-0.312371850550226,0.659826619132844,0.1959577911931,0.17701968582423,-0.0608169625391194,-0.241636316275638,0.28880252937579,-0.510265511070403,0.0488378688014799,0.341069608158575,0.265128007689635,0.161894955386773,-0.524205415644094,0.0226172222485839,0.0366993468713483,0.264197026241074,0.0320765249387015,-0.504061280814119,0.617650901810446,0.405777988949501,-0.0334734019196606,-0.243173691762303,0.520381930106904
healthy,-0.234283843984561,-0.305166093144073,0.0931998118527092,-0.519690016112454,-0.399089862684514,0.294311527039801,0.373784174837124,0.259766883128336,0.586748168416803,0.322281857374251,-0.217073843257166,0.287835362779276,-0.2815372316847,0.630857656586404,0.274552849665313,0.197217170220229,-0.0306338085866987,-0.221583951188258,0.276341380330564,-0.34183038135187,0.0144360425568579,0.266711537774111,0.363987764667467,0.0410543046393192,-0.358858646068857,-0.0677791630522472,-0.189353977725713,0.196893644130785,-0.0828615777063387,-0.228931549443574,0.395851187179947,0.361744245718943,-0.241174552999394,-0.186359009702357,0.254519989269291
healthy,0.0939065026052606,-0.523431728982428,0.145284870960529,-0.515232888077485,-0.275972408063456,0.189109624666919,0.446987014646647,0.0,0.563479077343762,-0.735179576206339,-0.0237611171334211,0.109755780555337,-0.0701643500413514,0.337759001382987,-0.0247309586490709,0.204499836157313,0.0,0.0662474482535978,0.256285227873184,-0.649172157087631,0.45236551194174,0.184530390929179,0.101348438385408,0.302216704765691,-0.0144637340141997,0.121873575713742,0.235377877105412,0.164556139970828,0.163001870716614,0.0913299939135173,0.526202237033819,0.265306914270643,-0.317298303734537,-0.0629747939634394,0.165892333538262
mild,-0.0860053722347597,-0.231521612006753,0.174950694911211,-0.542360743391981,-0.540582939230717,0.105603148646138,0.35249540612507,0.319895710297771,0.624646561845795,-0.169580753758306,-0.238770518151806,0.501497384271438,-0.505915239795712,0.793291977882376,0.347508977777022,0.49514244715426,-0.0803644487627797,-0.267413246483022,0.551144852274431,-0.37933190290256,0.321510688839024,0.449839595416858,0.517747419607481,-0.029660012785645,-0.297939048970085,-0.2405265692292,-0.333414052652755,0.463928029061122,0.0062582085504714,-0.316595968105116,0.665789430513625,0.198943613846642,0.0024721628378388,-0.200108025683078,0.265161686473771
mild,0.453318063221224,0.232656126179978,0.110466757894277,0.0074128104318195,0.176152271066802,-0.0665526482347867,0.202475691564066,0.0582692516639504,0.212497568729055,-0.532202326293148,0.113979485364111,0.113929344146252,0.0903729543595786,0.216402197757726,0.0413446835400316,0.318114042143284,0.0566467431031019,-0.0569719929709772,0.060553982172395,0.035168709728196,0.330338136643897,-0.0679521110909965,0.0657339237469306,0.223464949684825,0.171454812785791,0.158545863350101,0.062258359411647,-0.219773877376708,0.0583412754421184,-0.0465619885057931,0.120023007249903,0.0187730324892442,0.138255127937289,0.0734922893401832,0.143082789480025
mild,0.0178571923394452,0.0381133303522834,-0.0344340078253369,-0.207698691832949,0.0185206737930531,-0.0221418315394323,0.298182039418743,0.0,0.177033938798259,-0.156479566479529,0.0773653579362886,0.073234873903072,-0.210421322770842,0.23184100875917,0.0,0.110170858475613,0.103124486207053,0.0572328926510671,0.0169700641041413,-0.133946964457982,0.351355753144869,0.107670418346194,0.0,0.126939902251366,0.023918986426142,-0.0741698007881705,0.213202337977723,0.131218710541544,-0.085889217055588,-0.023530384437588,0.0887133610654252,0.0397492016134104,-0.0845503838396151,-0.106091113037638,0.180036248753796
