group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD14,CD45RO,CD5,CD69,CD62L,CD197,CD27,CD95,CD278,CD58,CD11a,ITGB7,CD62,TCR,CD41,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD82,CD101,CD224
healthy,0.19826300226461,0.0882762395281569,0.250832123825182,-0.100824083262486,0.490475239680752,0.429899136177149,0.0323514876665041,-0.263801073995165,0.191539144009267,-0.122844438667513,-0.0567970359267939,-0.436332255189299,0.161335201765316,0.0979113118610415,0.496628384456344,0.0439422444876974,0.295969052106176,-0.48373240743,-0.102671615456628,-0.246705105023709,-0.19157568246783,0.017100125610146,0.272391394475494,0.420220093045292,0.23023074094675,-0.155446652146861,-0.0603518803473825,-0.0704390215398555,0.117689765089647,0.0040524079146141,-0.125162965417912,-0.119796195159946,0.154562136774066,0.133800059182931,0.0578661102455707,-0.0658659117920259,-0.12189019482554,-0.136177540820395,0.326076220760426,-0.34889092711007,-0.139523548538736,0.184361428990698,-0.357998927372224
healthy,-0.0226355481510554,0.255648588183713,-0.227192126530816,0.0025954071220692,-0.64541655017224,-0.422168599370954,0.400198728108901,0.286720846710873,-0.0016045440433076,0.186714673301362,-0.0121896906993923,0.740844688536325,-0.0060835106396259,0.0053935749506924,-0.7122928785768,-0.103501008843241,-0.304588201555509,0.647646795611531,0.0442359468100016,0.184636855144803,0.172725383913025,-0.0629509147328452,0.05541834337276,-0.425637659672502,0.0305130373119261,0.350420412397803,0.335103914643377,0.329904652820426,0.0570489037094771,-0.028069694711453,0.140975807546322,0.265986037827533,-0.283826567488364,0.131555546002688,0.0300695119749343,0.0650540451293715,0.16454217643596,0.224075132331322,-0.240093371145393,0.4981974409108,0.249144450081078,-0.137638606904244,0.528160461234835
healthy,0.153674915849935,0.298755828031221,-0.0021890946980304,-0.0883602396525531,-0.529237407687157,-0.0515175152279085,0.194479538448075,0.399489819531157,0.157805825558516,0.420364974722046,-0.0581640395910133,0.63926933283287,0.072125430566921,-0.255793332992381,-0.0708200165785428,-0.176576722385875,0.0721688756914864,0.575133609168769,0.328785853391371,0.193498613321662,0.42656998024475,-0.149894567415236,-0.329618801808895,-0.0921749917643879,-0.200579569407893,0.310723053375346,-0.135142061767244,0.158948430301247,-0.283343669660284,0.208167224406941,0.381831142944672,0.415672978420851,-0.35606444657292,0.200978984872491,0.221558424933162,-0.0084201144614801,0.0482419941934614,0.210358689209549,-0.245072459728657,0.548731392326893,0.421720342327624,-0.0478323073244776,0.396321593329999
healthy,0.135640075925303,0.0640272290289073,0.288039971538619,-0.0234650823489555,0.309312409009548,0.308070051397404,0.0974511595049018,-0.106373127191386,0.15274188242026,0.0181962951669226,0.070214011960668,-0.179591172543783,0.0071302778246542,-0.022084942328311,0.684562365205544,0.093057461008125,0.383284752342245,-0.18229079693964,0.160320795146431,-0.0322885123681244,0.0301522740581227,0.185310448524971,0.0060974688533165,0.326679823739429,0.109727559705494,-0.0140282564451579,-0.0679056668970862,0.104151845062844,0.0369773232507563,0.248387715945964,-0.0295648133644632,0.10300315225887,0.190726119895346,-0.0128070608481764,0.121089570047142,-0.108488005805203,0.137123904480053,0.261139081096475,0.251534770889274,-0.146601363938479,0.0422453553704052,-0.0430978233933023,-0.218094117723946
healthy,0.269905974470302,0.397184804775596,0.225613922167528,0.142869698241473,0.0180129500561033,0.175358147635097,0.103576715778132,0.0410366395593863,0.19542103191702,0.0260578808834584,0.133783385031544,0.0784720109265928,0.204643759546966,0.111642347986827,-0.589257563750433,0.191919944756907,0.165301468097833,0.045343814466865,0.0215310943159247,-0.0227111364628262,0.0575656479083533,0.064649452347654,0.0344092902797951,0.144610764892687,0.03012106038133,0.248051933491341,0.037862255779562,0.0529218108067879,0.0691699533674267,0.319016566888312,0.03971616372146,0.240737466190681,0.0631572451674549,0.261041453667512,0.243917329272629,-0.0488323215773579,0.179657058459856,-0.0053949081905806,0.0290210304663363,-0.0624191633928493,-0.089298095656223,-0.0352981678422141,0.0609738587067386
healthy,0.404631645664438,0.356931670381957,0.338345669605899,-0.0106871955572382,0.322647154871243,0.298055479033423,-0.0659556320711914,-0.150369008438396,0.245960927847849,-0.19104768300881,0.0837318944238133,-0.358255765178719,0.19342000062131,0.156968247978958,-0.637891631212884,0.160855287452771,0.191375078528339,-0.36020392764705,-0.0757125278569476,-0.174560802753426,-0.103443104580506,0.183766400725894,0.162743190023572,0.293901662237695,0.191220788962815,0.0973666912366511,-0.121486126160733,-0.106172443106159,0.223211925911617,0.30312572851413,-0.33138382357335,0.0700481578361856,0.324531565081938,0.082413021271935,0.20061096469369,0.0432410703252677,0.148997160761674,-0.254129760247501,0.0769987630105372,-0.314686698988699,-0.286295808731205,0.09151042956211,-0.146629958179975
healthy,-0.442353898545965,-0.0435335758950847,-0.54455682046606,0.0919320562688544,-0.533061144236692,-0.320134196163074,0.112182138084178,0.432248265076212,-0.0958559886637526,0.0,0.0,0.5065202333215,0.130701125690697,0.0175696183675796,-0.243822253144799,-0.0334595322899195,-0.0749025024341617,0.353440199187323,0.261598186951054,-0.0480071550246671,0.104096008996756,0.0248022568090052,-0.0597992816049588,-0.681059327111222,-0.157887465059514,0.279422435797694,0.050643161541767,0.0441277889620677,-0.0137659126802283,-0.0373388983525189,0.108137328994957,0.293795975498318,0.0055059252119271,-0.0678941801694048,-0.196201826917402,0.0,0.116551207229197,0.0495983611772178,-0.0369134586581927,0.380062274593869,0.362183099702344,-0.091365587938227,0.160505842090688
mild,-0.234899847923152,-0.0626233386098729,-0.0812435838618704,0.0201175409319249,-0.218611028011922,-0.350721582956984,-0.0146210675007777,0.32443671498528,0.0336621466359888,0.184005061510369,-0.0571500629996598,0.33280147705751,0.001007465782037,-0.0815012597001407,-0.182033891224444,-0.101814403249045,-0.333305417479294,0.473302989131451,0.299593240857446,0.242170528727267,0.336426258909578,-0.220677267428609,-0.0234033631309885,-0.157103043256498,-0.0209316500872177,0.172124772293216,0.263801161203281,0.136720423060469,-0.0413649227400947,-0.0134647657891927,0.349643857846879,-0.101415746483264,-0.0567111979037123,-0.372346818532226,0.0919763245731065,0.226646344310149,-0.510287081850757,0.15259997738349,-0.238095176097322,0.405675624896257,0.0291657262312925,0.0240744662303874,0.15980694440275
mild,0.273375204681382,0.264663010625078,0.157124049052198,0.161970800858289,0.0582662026392518,0.178218174769368,0.0165423961324836,-0.0280676491117708,0.121883477602639,-0.153834421882471,0.101299317749004,-0.109692288671073,0.164057673403776,0.1910610601437,-0.577221541126993,0.151134986336397,0.0379079163104036,-0.158298645105862,-0.252867456760462,0.0124575847844664,-0.0387406053142369,-0.203753304141229,0.183812768686906,0.0095825626334175,0.157873280841421,0.147655319035918,0.0672929546033316,-0.0083893672598824,0.229377180793957,-0.11516179437191,-0.161721512108054,-0.0748740423005295,0.0304228328278304,0.0964044326439612,0.213414889416085,0.147274810289006,0.105598889198091,-0.469939839967262,-0.0669056195393435,-0.223888990851194,-0.121495818931973,-0.064507834218796,0.0369043806608812
mild,-0.22045447960509,-0.0078447402821945,-0.0434206039101107,0.185576409528349,-0.109541110152611,-0.153728788163659,-0.157666784914517,0.35509327047221,-0.147565911399119,0.0,0.0,0.290419422791603,-0.0369390261301243,-0.126572168105126,-0.0999462133249818,-0.122552204164563,-0.297942035274151,0.364525206626448,0.221067434017865,0.0,0.0616742741589176,-0.101496187064548,-0.023861002868934,-0.219925376174568,-0.266138567379601,0.0221358331215042,0.0698234857071796,0.0,-0.0789057900357063,-0.0977103579099648,0.0,0.0980805999751142,-0.134757712450385,0.11233215977965,-0.0334077170158257,0.12118290579401,0.0914286229147986,0.166528448932599,0.0087094772622554,0.256101876783456,0.299514480057614,0.0313295678635226,0.247538817217727
