group,CD47,CD3,CD45RA,CD7,CD194,CD45RO,CD62L,CD197,CD27,CD95,CD314,CD57,CD58,CD11a,CD54,TCR,CD267,CD41,CD2,CD81,CD38,CD45,CD26,CD49d,CD305,CD99,CD150,CD23,CD82,CD224
healthy,0.105209264882288,0.0407552034477307,-0.467188723388766,-0.121871983958414,0.237011109169188,0.531622950145379,-0.122266184323235,-0.116794287969912,-0.194796424236059,0.294635770943789,-0.0604402508020966,0.0888970114603264,0.0248633697619425,0.244422083845363,0.0802416082320796,-0.0861284570425393,-0.0689881668123723,0.127169249144062,0.268500308257171,0.0771546359392305,0.0529187471340218,0.128438907420271,0.0184798675433297,-0.0030713255641556,-0.023486493068583,0.373949069214629,0.0510975346829311,0.010574661854468,0.261860112959405,0.330950698856053
healthy,-0.123927826032491,-0.405893593662108,-0.61495522881753,-0.584187864870786,0.286183115864243,0.647322563128934,-0.216924645133696,-0.244500607802939,-0.311075163853367,0.571932703603685,-0.0682907721320977,-0.0326124048494193,0.173331685168982,0.141549421583116,0.169277499763285,-0.543686776487499,-0.0694561417504355,0.0437552785643669,0.150001394670918,-0.14981917201369,-0.206064497451935,-0.0972354279277902,0.29458202453263,0.277660121196404,-0.386681161214703,0.45060133475771,0.206837840352354,-0.083334123801299,0.362687425139147,0.442759572059807
healthy,0.13591741040628,0.0729015737085299,-0.138968492119424,0.115499395657317,-0.0813395975399403,0.142434173109418,-0.233825504251181,-0.0041744732632072,0.119560323601251,0.0935419601843474,-0.166905784334777,-0.0604574868400428,-0.112112408464646,0.209926551103285,-0.13194925264557,0.13758239468159,-0.0744961236146394,-0.196190173510661,0.114007392021836,0.111109792182422,-0.14752189846384,0.126799581578661,0.327309780988778,0.208947496712336,0.047015934353425,0.158340588304176,0.0632534552584474,-0.203790320254272,0.0797651291939549,0.064515912155276
healthy,0.0587124785785276,-0.118762449536445,-0.13053212945206,-0.0494139250694081,-0.0528232944036984,0.0910583983968273,0.374721918420116,-0.0801925449710422,-0.0645418420183846,-0.0301907375697837,-0.0590843052739316,-0.0344704006429955,-0.0408248110706065,0.0137721216273289,0.0664808465919768,-0.0757413123493802,-0.0416631556203748,-0.047713885262868,-0.031597423070123,-0.0249623447251852,-0.121484141843841,-0.153789454761973,0.302869404297179,0.203705409915473,0.0174697104365628,0.0794920283528493,0.0387342605255855,-0.0364453300272544,0.315648856058206,0.101210079391497
healthy,0.295194523174253,0.519679260987526,0.698888378383825,0.604632115243282,-0.322283557231858,-0.584649421245681,0.0550517776613785,0.278055561632554,0.346621072962825,-0.62185633108371,0.0325553088275281,0.032451312129327,-0.325808398552458,-0.114224208499202,-0.329511993084478,0.587157599313467,0.0672695290178601,0.123482277789867,-0.0035337661594698,0.323789082680591,0.520321389798695,0.256161634260367,0.0139745410939177,-0.234840402997271,0.514670949853937,-0.526767676339148,-0.266469353260593,0.0398303054107941,-0.38830661179528,-0.43812786557586
healthy,0.0929130386123018,0.168663781786829,0.455488864626967,0.232138740002669,-0.304376322607184,-0.509767379569469,0.211716503346891,0.0300068840075007,0.402767910279609,-0.52125961854561,-0.0564442927011357,-0.201073538551296,-0.247430101360653,-0.240523045209523,-0.227199164591409,0.307951564412604,-0.0489340032101207,0.0214595536558799,-0.219532676815819,0.117693017825152,0.444670530886704,-0.0631289060094297,-0.0744911445338397,-0.128570044548597,0.152826290121501,-0.197396522075244,-0.219731153957099,-0.0547524992079498,-0.443883674872737,-0.247193021207233
healthy,0.0987386471216752,-0.495062517315651,-0.366531812955294,-0.308340550846027,0.295485996107162,0.3011495505231,-0.721695255983142,-0.0392785813838185,-0.082837647545206,0.205222595506353,0.0,-0.0178244862558272,-0.0198817510708217,0.109176600868354,0.084136418164495,-0.570118892158859,0.0,0.445310503027251,0.103356415966703,0.0043642868204242,-0.002388976861041,-0.163438717297279,0.16261707206204,0.157397990396896,0.0413155815123015,0.224994156361559,0.0,0.0,0.0663764234058718,0.0844285304055598
mild,-0.173906602992839,-0.205060513155675,-0.463029102290444,-0.430484695572566,0.27480445504436,0.439551780685332,0.200974593191791,-0.167185410170838,-0.36386120117957,0.531774258807606,-0.0656309251487338,0.0935115417075588,0.321287564214076,0.280403510587157,0.378404086061048,-0.28176909883271,-0.0095765667922804,-0.124520280669242,0.242654847160934,-0.158415720083856,-0.358352605521328,-0.0200398683960087,-0.035524659858897,0.196354273953204,-0.223654218582438,0.489881241475707,0.308782340707157,-0.0294613837645462,0.298163457327106,0.260617607221392
mild,-0.155561969591198,0.0481780666275937,0.458711241730958,0.22532897568043,-0.288690609586663,-0.452738912845035,0.521473114852698,0.140093567059183,0.224258993319308,-0.384970879957896,-0.0614965699014569,-0.0600696276615043,-0.236517828636118,-0.257072809845111,-0.148217785350599,0.344549249736591,-0.071836710581382,-0.150091024820039,-0.306140282627411,0.0309486949288894,0.305978021474843,-0.179287007261699,-0.160790898657969,0.111098045321145,0.0968110267269763,-0.197351314707029,-0.264597260247269,-0.0462264591102842,-0.225045865407398,-0.224906927264818
mild,-0.166161010751901,-0.0742570663003968,-0.291658489413235,-0.239016547788679,0.268025522802366,0.316169406793791,-0.0931913548151134,0.0116390361497071,-0.1906655343939,0.201983927991053,0.0,-0.0842214227763686,0.0,0.0068899984803709,-0.0946556922729146,-0.204849411275815,0.0,0.153906718390689,0.109424624112988,-0.0980369125982059,-0.0021865554587415,-0.163115040502935,0.254176335837409,0.0477954993063737,-0.0611970554652519,0.227654667120399,0.0,0.0703399020991251,0.124302119591589,0.0647626613363115
moderate,-0.0305705561427128,0.0266481806149832,0.0939106667328816,0.142823424165507,-0.132481241314088,-0.0526124600222055,0.431830060680971,0.01580499180874,-0.0135967300525117,-0.229654589676024,-0.117874077185416,-0.0031678294072152,-0.0714920481408826,0.133292887354346,0.0604541895985971,0.0383174323814214,-0.0376193034997137,-0.0610121234603063,0.0956210230844379,0.128082355811172,-0.0170116583725822,-0.0056801208090485,0.158522283677449,0.130218236812188,0.152007196891698,0.0062840204783362,-0.0021248617664913,-0.0858340140843593,0.0506226459086287,-0.0644075308316184
