group,CD47,CD52,CD3,CD117,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CD27,CD95,CD278,CD58,CD11a,CD235ab,CD54,TCR,CD184,CD29,CD81,CD28,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,-0.024285665274212,0.0548368768210519,-0.204949811036753,-0.043562708599363,-0.619287512033915,-0.370748255754427,0.370169389039008,0.390301679676798,0.606731118284018,-0.305585403583135,-0.260738039105313,0.537313686950681,0.16511412675951,0.111483970686799,0.275966922379373,-0.163551949138786,0.264132193652597,-0.326291935422321,-0.0963697337143671,0.221832947525833,0.0955892161894092,0.184950761483605,-0.2442225857965,-0.16299266370705,0.128221023946543,-0.0710370290826415,0.0138988508196246,0.127271344928241,-0.264622745714104,0.517547022243807,0.322918187968786,0.350665698055
healthy,0.141664554393385,-0.0468289903611339,-0.268351269929012,0.0383123769066974,-0.467530516058092,-0.335788420760966,0.55221805466444,0.168179981648649,0.523141724351758,-0.0506931385291397,-0.199671414576411,0.348552311845089,-0.0712452228806793,0.122041480133382,0.238652488856548,-0.0433910943672723,0.127506237603987,-0.289491725267842,-0.0419582981202414,0.263386308291306,-0.204274278810319,0.0970604880558752,-0.255817689041668,-0.0691276417469296,-0.0714903435202643,-0.0137165492125968,0.207958369963704,-0.0142178344935417,-0.335638204976174,0.381437005037327,0.311613726890777,0.313477805978808
healthy,-0.243737812656665,-0.347728587722053,-0.422327807594151,-0.0258928019720351,-0.278640292042886,-0.507950711035243,0.410824271371619,-0.0315375823471628,0.198636363662881,-0.075455862923668,-0.439081277495268,0.101801261776801,-0.321464057290911,0.086063763117808,-0.140059559739186,-0.106264259435405,0.0426771504553568,-0.451249907967065,-0.0769430138467837,0.417271864016147,-0.171163332906921,-0.286311011079713,-0.369135278169555,-0.0060187272262343,-0.386524995081359,-0.0052120114577936,0.0725622082228949,0.185721848455365,-0.340220686334842,0.195648594881221,0.230274002440787,0.167506976386485
healthy,-0.0856065418323297,-0.108275096372753,-0.184271735068096,-0.0862956432420731,-0.295592837973863,-0.186135976598454,0.0907733827548714,0.126865509590177,0.212822732330266,0.480436330292722,-0.24070734588801,0.296940844051327,0.0726266934201094,0.0651035769013641,0.061321905713594,0.0081909878108867,0.188644091459999,-0.137533398856842,-0.0168233175222696,0.0808657628041387,-0.125645739413935,0.0832151570590101,-0.164867051755847,-0.0411937327676922,-0.214384399681467,-0.0363249291068635,-0.0032792904564697,0.374061848384231,-0.0050966329561407,0.172084579770951,0.331817833681566,0.0759619980108173
healthy,-0.118388155099151,-0.30967664973783,-0.185315420151138,0.107560237963283,-0.0334506670819267,-0.13660701421858,0.0189748180204018,-0.0183052113230402,0.0072865469368229,0.10891300431819,-0.0624185354049299,0.0063191007295182,-0.212193664283978,0.101959473402603,-0.0418143010603221,0.0565276697334302,0.0988059950409907,-0.180294161300144,0.0296901735534937,-0.0437085460245175,-0.060904300249856,-0.0464952574068898,0.0084567057943668,0.268287854195379,-0.144421239216247,0.0592902910827389,0.422170233928358,0.0234767042006241,-0.0055202520397093,-0.0152661712610543,0.0886254125363963,0.0421819723018873
healthy,-0.22469823897864,-0.264365965453112,-0.244134311356451,-0.0284697407382954,-0.305350775829188,-0.174262288703343,0.0131384013297251,-0.0432810046605746,0.192058395249022,0.629363172112169,-0.117814009071912,0.161334509133061,0.123675348495426,0.024182629570647,0.0528769308738319,-0.0682826317407807,0.142235498035399,-0.231280329463393,-0.123670498254293,0.0736090847459112,-0.178997570573588,-0.0684769946859872,-0.259973513125837,-0.0072664662991799,-0.146214238075568,-0.176283752520574,0.05793921698649,0.325533993599439,-0.112352321769847,0.223228294439145,0.308239001667674,0.105319276602181
healthy,0.0746832383395278,0.0263707827509746,-0.265597279079641,-0.108137328994957,-0.348798681355374,-0.0626350838589712,0.274573090219084,0.209529306349517,0.344868105180442,-0.373421224790404,0.0238350487855879,0.135246439891144,0.0332055071398181,-0.097469072322809,0.0589359347461831,0.0,0.0339230396393378,0.0337874798172207,0.0,0.0198817510708217,-0.100378596869759,0.136071436181089,-0.132291444937847,0.0168600114762561,0.0361329461298283,0.0,0.0831760935448927,0.0897450112571274,-0.0746491529069518,0.172215223538223,0.12955540151902,-0.0426263221293135
mild,0.179587336052378,0.0690859370381416,0.322091439132126,0.0066408213853036,0.669074029094499,0.421996506397704,-0.240412273048365,-0.50481266367738,-0.637595895191432,0.305413031478837,0.377514210295337,-0.701458433007593,-0.148738304521853,-0.352073859270246,-0.216620802281555,0.080247403088429,-0.205645297130134,0.456936370939895,0.0778543561282591,-0.328252244589195,0.304224296764332,-0.0388174862697521,0.224177341034449,0.27530611621983,0.0794982462312376,-0.295030506406963,0.325451339346638,-0.133678254143853,0.464203787130749,-0.472183015956153,-0.204343965954455,-0.39071329684884
mild,-0.0861742991864012,-0.307579765057912,-0.0368268053332005,-0.0700632143782969,0.260838672114761,0.0917717351984655,-0.0116482783074296,-0.204006287624437,-0.329348925576571,0.567707275748381,0.0980777556688105,-0.368923017583343,-0.137042372656922,-0.184688982245363,-0.26827794139849,-0.0513365526699464,-0.153216011871694,0.200161967164529,-0.0896119657380157,-0.0712811370076499,0.0211496504448638,-0.14336552630057,-0.064488558291487,0.0555526707598944,-0.258061280634012,-0.182913308713828,0.211161354001621,0.16644424352137,0.0870480326037969,-0.0641891357435932,-0.0678531965907463,-0.16913790933736
mild,0.216964557238767,0.36956912951852,0.101375359708947,0.0,-0.267240830880367,-0.0458920356075836,0.169299489239267,0.158285797939322,0.110706901153338,-0.0645019004060413,-0.159653589210917,0.229594857825034,0.117345353755844,0.0,0.118543914811747,0.161618594738244,0.0675768165234661,-0.198945878095397,0.0,0.0,0.0176005555264503,0.101943736948636,-0.0213896376458626,-0.0123475366621125,0.0736004472340348,0.0540872856368743,0.0941918207908527,0.236094536456345,-0.0864502763206831,0.0824508195988018,0.11595770799966,0.228273186134231
