group,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD32,CD69,CD62L,CD197,CLEC15A,CD27,CD95,CD278,CD11a,CD244,CD54,CD62,TCR,CD41,CD309,CD2,CD226,CD29,CD49b,CD18,CD38,CD26,CD36,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.312168865207578,-0.258480158944661,-0.18962781956233,-0.144030512873457,-0.0337602248943098,-0.192427818918814,-0.0508582790831431,-0.0241101128739894,-0.0195373583081692,-0.129785849841064,-0.0344489545411686,0.0058573281419379,-0.498619069749313,-0.0712846995309948,-0.0475379496216,-0.199601770720069,0.0374044388263572,0.0079993726007013,0.100582711733239,-0.407674221985043,-0.0348705586797693,-0.11900217178373,-0.236147273426557,0.115174969975852,-0.125498262764976,-0.133781096929731,-0.0605773073425947,-0.129180322920618,0.0387741312773689,-0.0094119076392863,-0.04131325881652,-0.100306554393875,-0.0556306899809235,0.0042945450712316,-0.0779419550989821,0.0706588018319178
healthy,0.159790423253031,0.14578671282833,0.0859529006168718,-0.149103868081595,-0.109477935048231,-0.0103087106341439,-0.222458136082873,-0.0210356627137425,0.0559988457097969,-0.21852678308919,0.0273845642745546,0.0103116147057058,0.127838115940222,-0.154982095620935,0.0399260349023477,-0.152884019409103,-0.101383657028855,-0.202875683888657,0.0352368050559914,0.172844050343749,0.141103593664408,0.0262446336251651,-0.143643304958354,-0.13248036055491,-0.120727978807923,0.0484746941487617,-0.231848921940482,0.0835539140216842,-0.277298697882967,-0.0292267321849779,-0.0679212641848497,-0.0619699435626142,-0.251653284901142,-0.146985694699615,-0.256336532109527,-0.174944588348775
healthy,0.201246506550029,0.477130822582042,0.327134999393963,-0.567280793631862,-0.374877857810421,0.0239523106978388,-0.503338909463062,0.0248001249129524,-0.417661912541961,0.558836101320013,0.269879139504561,-0.167324050372648,0.273682352224452,-0.440159129068903,0.0613697001482299,-0.106702121873899,-0.0782812026542274,-0.176191872780388,-0.408450190610262,0.441399169929038,-0.524959226294319,0.0112114257483889,-0.139834474715153,-0.28751392387644,-0.403356552003488,-0.424589331227979,-0.0033541037455158,0.194258800459821,0.146019753191485,-0.489177019083501,0.0653196277197608,0.405525059071012,-0.351396640926564,-0.177678195506779,-0.0708075637494306,-0.250268299881969
healthy,-0.162466707090539,-0.287535111842455,-0.300034075309333,-0.0200400810920766,0.2486954805342,-0.167680867578333,0.134014522703287,-0.0922302349653081,-0.0488829379967618,-0.255903153838203,-0.0695366477770245,-0.144948122711582,-0.24823984183674,0.237322567856681,0.132235530307444,-0.0416711350638647,-0.12165844389219,0.0550201042449407,0.0227830002041208,-0.222852590981668,-0.0621570006626618,0.0549076415574802,-0.0433033588191521,-0.0892158837855743,0.0348512244066018,0.0248336780638011,-0.0393742913600407,-0.0700750913660781,-0.305886187121946,-0.0571193603753263,-0.030270363226945,-0.179800649854872,0.0626625706200685,0.0378110832923145,-0.0499840925158251,0.114965994597498
healthy,0.397548707466436,0.402298768736905,0.301728906023966,-0.220354517559071,0.0410606568932892,0.21245125019134,-0.341067269408641,0.0290170840474385,0.105947226667993,-0.151284193171,0.195395371252426,-0.286083702286467,0.244397372478472,-0.270137131577775,0.247673702097632,-0.126237358697872,0.124076540853338,-0.222975794046554,0.0605688925872285,0.434911290469907,0.0971529426651768,0.0760789233038448,0.0024824044109263,-0.269648070240877,-0.0784735688557873,0.0526486436155214,-0.242078874269926,0.294646426630886,-0.42359249761558,0.0406254360821736,-0.2014852628107,0.197909641298267,-0.294073407585162,-0.155571011782635,-0.212144178754855,-0.303780599109949
healthy,0.193875865740172,0.553057028533676,0.438789129590663,-0.259008466439775,-0.406698836753073,0.0466926724357857,-0.619645296105114,0.0171054152828564,0.0392129458313682,-0.150893569418391,0.172957971868426,-0.294212692354275,0.326447527313369,-0.675640993643349,-0.184276290089288,-0.371559686622544,-0.196718802478438,-0.391515377057189,-0.0147855067150308,0.259736351238342,0.076671333304227,0.0509698031452184,-0.176702501981478,-0.231481922426117,-0.293960655237864,0.0889080944760831,-0.499513735363743,0.356397921752218,0.175506853165182,0.0307003865556808,-0.202913053754281,0.183459354606181,-0.503430379088461,-0.248110813582874,-0.400361353334514,-0.336253960577408
healthy,-0.246811298071706,-0.125201931774626,-0.14836566417305,0.0566280775874514,0.175662126026867,-0.237067905816368,-0.0222226482317033,0.104257962932358,0.136204795543606,0.148808612904265,0.0431579474464179,0.106083522649043,-0.0210526444017248,0.173096196215874,0.0815565112297288,0.155123752607715,0.23546483131223,0.180632051388616,0.127477157191398,-0.152259785794201,0.128380191672835,0.0887404986819604,-0.197601123860594,0.125880175834008,0.109107170510607,0.141008964458533,0.0955293892915093,0.0619630192999621,-0.301122880011482,0.210329297809034,0.149499934146154,-0.0431202832187753,-0.0395478179496352,0.0,0.1721697520379,0.0643017065210855
mild,0.14313512301497,0.103644504832512,0.468247506211999,-0.0227416290485936,0.174418929855958,0.0201577215074027,-0.21524016701421,-0.0526800246396005,0.0459975996051256,0.107770218267505,0.0898589657978686,-0.678864430607229,0.561543976811157,-0.315876200660938,0.277712885655127,-0.472660226525794,-0.502427526588613,-0.588019893491051,0.0469495032005043,0.200668018002407,0.0337721555989988,0.0258303662311266,-0.2697025801595,-0.522750136068075,-0.266896251193418,0.0274353228170537,-0.515972166507981,0.340340405164296,0.245061689335738,0.0534970037578044,-0.615873899239442,0.135155314282487,-0.394491606151637,-0.174073422655186,0.0079272410806278,0.120553168778287
mild,-0.0314636965571932,0.364241251345337,0.0838694803861144,-0.148796067249587,-0.0763418620854608,-0.0794332633918364,-0.334737084567579,-0.0695603470037929,-0.243020080513016,0.350964513326988,0.0768160076968501,-0.24806797561542,0.0490214934843905,-0.156703270662794,0.18395216244816,-0.185590440136056,-0.183091041355731,-0.20285484158831,-0.197839292580018,0.0997210754530632,-0.116309079184315,-0.0596047317588773,-0.237356687199383,-0.242308202699991,-0.152474029771922,-0.187817410225594,-0.0913208320617637,0.203786206385041,-0.177308669658011,-0.16916345387428,-0.208269992443088,0.0474675231012774,-0.278309169889185,-0.180151377912709,-0.0981443722700532,-0.302665606461695
mild,0.352804530220054,0.366290982397701,-0.0609701439699465,-0.0084134905155618,-0.394096196640971,0.182543737833337,-0.393842416978782,-0.08147325304795,-0.167220213718279,-0.136149800717356,-0.125290800905671,-0.166464688775055,-0.0823817618863728,-0.413422000844775,-0.195581671751003,-0.215319857926982,0.0153822132500832,-0.0556950131060845,0.209926793253096,0.446950567284963,-0.0238340143433331,-0.0883197449007189,-0.114192255724106,-0.0556083757560307,0.0,0.0605128875935943,0.0,0.0535057109744099,-0.142209407931409,-0.0524850704352849,-0.279694415698057,0.0625010946752643,-0.235702739523869,0.0,-0.307028642303012,-0.317691176899551
