group,CD274,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD58,CD11a,CD244,ITGB7,CD54,TCR,CD2,CD226,CD29,CD18,CD28,CD127,CD45,CD26,CD49d,TCR-Vg2,CD305,CD99,CD82,CD224
healthy,0.11436537008033,-0.101215748951518,0.219338220679633,-0.14210581170907,-0.463709540629574,-0.317353446613575,0.0301429565649819,0.334861804813668,0.101561594466115,0.487164775255649,0.0886457712996593,-0.285735995297239,0.056685140206973,-0.198294070533154,0.52684336421552,0.101381297579509,0.166326034579185,0.314969959919491,0.024055854512787,0.0816026003067841,0.224297297340437,-0.222314739193771,0.223310805885449,-0.0142759274627478,-0.0862475444111249,0.185861953730533,0.199082677439154,-0.264746011649699,0.0594004493294697,-0.107839477007684,0.0678053662814322,0.0418370290712708,-0.103146549743452,0.502203288420081,0.306188871767231,0.384133589072145
healthy,-0.0183536555811542,-0.09283924981108,-0.0842368395700842,-0.435826252253,-0.574132810985299,-0.527671783947637,0.378469818001162,0.289145207596505,-0.2069640938362,0.526870244673552,-0.256054773147066,-0.278929928125597,0.0907140869338595,-0.382167704122166,0.471810885075709,0.0503611868148972,0.224894976049606,0.142239194633417,0.0943413843543159,-0.0917444898422469,0.194856084372651,-0.558405453661796,0.114939174017794,0.393648579614344,0.407865496533355,0.156837415675535,0.0194603265454938,-0.146642106324231,-0.13153583530521,0.145643672805715,0.196704389789131,0.0686816670181365,-0.269666838758955,0.409823594502879,0.2209174975574,0.437617608304161
healthy,-0.120214551851106,0.0209576367564025,0.0523122192861507,0.205422394057809,0.42035801860069,0.344105056597336,-0.242394428392756,-0.407787758233582,0.0757849365092577,-0.454719947944256,0.0238944591100756,0.41723517089686,-0.126696639505366,0.305338894288352,-0.502239867012093,-0.0717763887061404,-0.421248154620368,-0.104066715308753,-0.167756622265724,0.106519237814757,-0.283850590320164,0.400759672727541,-0.122851243376678,-0.281194214035459,-0.233347694091434,-0.021416863241082,-0.022319818162757,0.228456879771526,0.03832178196801,0.240091743909165,0.0379647965248199,-0.0208449863414239,0.318855750216527,-0.319611671212923,-0.118745859854733,-0.227945036217822
healthy,-0.107589851626085,-0.129340169063623,-0.413418157446624,-0.253160530258534,-0.1811152049124,-0.172785364760067,0.0438653179536792,0.162875472617801,-0.274979401834458,-0.229154468630416,-0.301808132998483,0.354612209776658,-0.124880995133463,-0.140569536261629,-0.121804876586511,-0.142711583263839,0.0906431038183935,-0.329321203011192,-0.213217407349752,-0.0476459461447169,-0.0683722869245548,-0.150131832269871,-0.323408879948012,0.0220814632606,-0.0024533191447271,-0.234334201144514,-0.260818812663326,-0.314550308916447,-0.305750923068708,-0.227678631552219,0.048727059040193,-0.103689385804211,-0.181298930255937,-0.279428799354731,-0.0167295382370096,-0.101190572937184
healthy,-0.126270591476361,-0.271593110430611,-0.328496985002158,-0.289525142802486,-0.243416528540402,-0.194234287001144,0.0760160726296879,0.085460856399841,-0.198036867903453,0.19511791926489,-0.208915019289605,0.626672085016298,0.132601511515163,-0.0991155589487926,0.149193009039135,-0.0922320189722816,0.0478155789447906,0.078425178952485,-0.0940019092017603,-0.064970665035708,0.130942607108034,-0.286818850113123,-0.128810931527835,0.0113378508552839,0.0528312383203234,0.167262808247321,-0.108280568307358,-0.120292192159989,-0.168230229992386,-0.13368961585785,0.174738876914042,-0.0716661216304471,-0.15689265501159,0.204417845437599,0.237264179924285,0.0850277079852513
healthy,-0.0667510445229524,-0.236713039276777,-0.336463825693084,-0.147500716314881,-0.0845764407487664,-0.125932739488869,0.004417029502923,-0.0213957553392147,-0.179703422693528,0.0315016298390745,-0.213786164239966,0.662070918979743,0.107143826107093,0.0353774738871727,0.040306056012877,0.108294098529722,0.0531615248465581,-0.0131031627312449,0.133269667329493,0.0275981887221461,0.10209757969387,-0.0820693256864312,-0.175620729020521,0.0393717409813144,0.0048301230617561,0.133085320557442,-0.19391924168066,-0.227420100995589,-0.187930950168712,-0.169121231506529,0.195959761281462,-0.0021145489447222,0.029850006221414,0.156967427777951,0.0692611700010192,-0.107946210689671
healthy,-0.0441277889620677,-0.222618028962421,0.0061956582320419,-0.29119629420549,-0.443377822312873,-0.352934320319079,0.293500414032105,0.5057180636224,0.0089747185946936,0.417425812976625,0.0237070080725588,0.0325580546610272,0.0899371313046678,-0.103664095576051,0.314127362470775,0.0071339062638662,-0.0383087398681687,-0.005592392683493,-0.0693538924858605,0.0236493899567903,0.248028103023888,-0.394592934508397,0.289292399093835,0.180591905611299,0.111046853541907,-0.0431579474464179,0.274971791587192,-0.0748634796608217,-0.113822191074657,0.0719142565083909,0.0743919477133306,0.0,-0.0174665327931067,0.434253950104502,0.528316640152353,0.154295236790046
mild,0.0388042122720629,0.204851991839529,0.11323866309792,0.215471071600914,0.35368211426556,0.377390577619234,-0.0504896949550376,-0.156696258095105,0.0798398888429243,-0.371180593141605,0.122941353361211,0.354807543103331,-0.398990995187675,0.555002421699323,-0.501515540102443,-0.25403320458058,-0.229541898544028,-0.458895969043079,-0.374376714765429,0.273401313725579,-0.420022831964829,0.329452892988316,-0.197979820089134,-0.457910495266678,-0.380777676468172,-0.428848795464645,0.132132160725708,0.200912942378051,-0.0153597853651433,0.383326433031393,-0.421682800749097,0.177537675695236,0.312198269469448,-0.468394846010173,-0.0382016758386726,-0.163990982205592
mild,-0.109939881458394,-0.314399656889398,-0.332560300856484,-0.168172377273851,-0.0223134825227212,-0.174674634292998,0.0955412208756816,-0.0054848209580134,-0.179545532320349,0.0395638423276355,-0.261153142803321,0.614585544625512,-0.0674345651621507,-0.0575195584650376,0.0667779611846562,-0.041620842034683,-0.0534396566110708,-0.0486676800103591,-0.0927516638603745,0.11733303467587,-0.0157701309719679,-0.0098088179225623,-0.231264794999226,-0.0086867805198546,0.0235681868788795,0.0939503861964847,-0.0134406548903089,-0.134663852773693,-0.295918220225278,-0.171229024786883,0.297869465553608,-0.0902502910431155,0.0382905579537895,0.145509093291553,0.146517415128137,-0.0283087095404648
mild,-0.0855811481596113,0.0972364909168483,0.0965815233812516,0.0496175522130034,-0.174843286494562,0.0182353713407847,0.0869017004513512,0.0641587361187121,-0.138391949988875,-0.121977453851014,-0.0819931688678586,-0.234629233809568,0.178267086248273,-0.325836827108527,0.0976394642502146,0.0500519276704115,0.0,0.0622627578353724,-0.103046151869196,0.0795055602010829,0.0127720609549862,-0.115089810951936,0.0269707724730148,0.217664883097368,0.0,0.0,-0.0546564414289097,0.0319223146482812,-0.184835201731157,-0.140345287702028,0.171919323372464,0.0,0.0119645597518632,0.0303856655767745,0.135611900592221,0.21656770466879
