group,CD273,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD20,CD5,CD62L,CD197,CD27,CD95,CD314,CD278,CD58,CD11a,CD235ab,CD62,TCR,CD267,CD2,CD29,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD36,CD49d,CD305,CD99,CD150,CD23,CD82,CD101,CD360,CD224
healthy,0.0072986483687092,0.23778891583869,0.153741308291144,0.323216336248518,0.0473707175119877,0.519086246386076,0.550453168566214,-0.172562229764862,-0.207707645086531,0.179883267147943,0.0576721361269995,-0.390050719529699,0.136251563521648,0.160392485786064,0.667191863498889,0.145890663687857,0.392970066827847,-0.469306334252059,-0.0454727174082245,0.0100743437099534,-0.222053075761709,-0.0626607026772746,0.0614278202226331,0.0114201238807091,0.468159117947283,0.0868631984065083,-0.0570484676984089,-0.192047625800445,0.109346172463401,0.0100597342408105,0.0125135948298563,0.221186080018619,0.231008367757588,0.174336989716073,-0.0289270807315537,0.006047323085042,-0.102664006594159,0.357400724578904,-0.221261056159209,-0.103717605235328,0.0387774675713732,-0.190265408118633,0.202900557076759,0.0574947032542367,-0.371647146967273
healthy,0.0639588718194807,0.170153012825197,-0.122349933513648,0.273460411517488,0.033821328340126,0.534468422792885,0.310643128978246,-0.143842368683177,-0.202649649052599,0.18000661465344,-0.109602008911304,-0.51832138476911,0.0756615892301562,0.117836491815001,0.304839595431339,0.227972424699298,0.117698984389252,-0.424373096626576,-0.0246073513241902,-0.0854823525139912,-0.0843924891729756,-0.12216762942208,0.129594555334351,0.0877359767353679,0.342481210767272,0.113909189280704,-0.042542058489675,-0.098963737102124,0.131852688294605,-0.138487656309086,-0.14673545350411,0.201149835492106,0.001686937987781,-0.0097216195917736,0.163427716371919,0.120061022134983,-0.0092334041642511,0.2855819868868,-0.366663174494166,-0.0679328690894308,0.0867290415460728,-0.261463458229816,0.252097231403231,0.0957216368446068,-0.352820249759158
healthy,0.0120938123267639,-0.265212679425492,-0.416703578069129,-0.222844144678032,0.131443717124936,0.253659292136772,-0.247677637742304,-0.0212229900224088,-0.353751428909161,-0.30815304407848,-0.419777209719269,-0.362265057526817,0.0433905840023035,-0.239423618039904,-0.0490378541583234,0.0101005466677494,-0.311226101184038,-0.367046106737005,0.16425587567567,-0.461020833468556,-0.0966928438113824,-0.392895393666881,0.016257592076056,0.382833803197002,-0.165511609357508,0.0914722135197415,-0.335925049411547,0.0862145218168526,-0.268503875527418,-0.281128509125969,-0.486148367541101,0.0842405096839965,-0.135973263389583,-0.376512088098547,0.0426581037732755,0.273488930670385,0.060037619389197,0.0223984818022703,-0.313479462087313,-0.0744910475764138,0.172504973070265,-0.244137822159958,-0.0444116797087979,0.0317213215303107,-0.204198547840858
healthy,-0.0126374810852838,-0.0186693147165355,0.0733306576867278,0.18326656863223,0.0737236856399428,0.332848009391773,0.332668120648913,-0.164425114739639,0.0128069095123161,-0.0129591649155432,0.0073358070249366,-0.18030310824418,0.0596062187009535,-0.0514323061533138,0.504017892039256,0.0910868890737476,0.0177402003578651,-0.078941305395274,-0.0042100663822928,-0.0228319206386083,-0.0085945102164551,0.0228326853937381,0.0456427118299812,-0.151089220551613,0.282818940898012,0.0738874920413928,-0.0378015166102927,-0.0337557416406127,0.0824548823467449,0.0695423934341234,0.094019607440747,0.230651400131253,0.0736708346802582,-0.0332028812506089,0.0560596765031647,-0.108661095640532,0.0285956591076243,0.227066811938129,0.0131896785230676,0.0093434204701228,0.155319638138189,0.0472203701218203,0.147488245658677,0.0689763517652278,-0.0495605349981824
healthy,-0.0639744343605849,0.169466161014895,-0.0658718365889996,0.3866718940303,0.0496510359081872,0.677895091310483,0.5355065231188,-0.267663974583508,-0.286243558494758,0.144146279516871,-0.0787085062376371,-0.536757310589976,0.0397365754828863,0.100286272870727,0.457645049785079,0.230002469070332,0.311837693641786,-0.634390090084657,0.0209665112905403,-0.01327612997705,-0.313192879848913,-0.231955585118057,-0.10991890982807,0.0169947860672567,0.454079809245698,0.026444826812562,-0.0764053087482974,-0.264157624107636,0.148018920240814,-0.173572788026485,-0.171835273180689,0.406837914354765,-0.0048290678842477,0.106629808154011,0.0850308090186139,-0.0508421357178006,-0.145275127102611,0.467975779197307,-0.512662857059349,-0.225783104738794,0.0331558625221917,-0.269336602021184,0.155636023197897,0.150959339138579,-0.480573728241033
healthy,0.0115957894597658,-0.003499728758326,-0.0860357731060084,0.140720292453665,-0.0617697835139685,0.445325791454411,0.374419814481952,-0.264202108764904,-0.487668620186692,0.0049247286944019,-0.181783083564595,-0.551351340136347,0.0142476157441358,-0.0480108593484579,0.345633848140135,0.0994574496339817,0.253673782612693,-0.622892906383599,-0.0342156896470312,-0.21988312226092,-0.371455172636673,-0.269049848852335,-0.0564852754399112,-0.0987511957725777,0.295234799534834,0.027761906738129,-0.196703549389162,-0.320892129133965,0.0310047234259806,-0.283396588976821,-0.178375335417271,0.230004780785736,0.135293219151232,-0.0553766027653842,0.11142520987354,-0.119922014477521,-0.124328861243816,0.233144840828666,-0.281821672684864,-0.231491775258102,-0.031941808080616,-0.312711661586778,0.319495544206109,0.108086025982259,-0.349104897493725
healthy,0.0,-0.145434157272442,-0.326800944187136,-0.229060860763949,-0.0749128589937507,0.145202292515459,0.0615955594513592,-0.154817754700306,0.0594379319078429,-0.24597472280938,0.0,0.0831840318503076,0.0,-0.218900093165621,0.0541613301807505,-0.0586754116968154,-0.165389871814622,-0.0310973512580572,0.0,-0.132309835719337,0.0955293892915093,0.0349066861835615,0.0,0.306695372381298,-0.238325368461575,0.0,-0.291397154482126,0.112986536573206,-0.048976996540317,0.0868008156506607,-0.17581491815873,0.0611712506216486,0.147552099253081,-0.242927905629814,-0.0826012048440031,0.250015103614631,-0.115485857349236,0.0408798669258476,-0.0968569771561818,0.0,0.0,-0.0246327593085422,0.0383219926838081,-0.0654887874863338,0.0300667675057646
mild,0.0637399301669275,0.152358736749871,-0.0932918746999566,0.134184216843662,0.189221810643685,0.209426144799073,0.196084138106512,0.0361320609979716,-0.426397037136553,0.0808735785124317,-0.0713919150039439,-0.205300276455212,0.0241728923440689,0.0980969166132079,-0.0737899923304216,0.0501939062856685,-0.0464695642248385,-0.366900676685922,0.048664861798752,-0.123217585467193,-0.176030313702558,0.0099490767458656,0.104569208547704,0.0961016351729687,0.148511781662608,0.0893412414180794,0.0219043864197769,0.0371495951248726,0.326503830098184,-0.0038162591854748,-0.267589780868765,0.0620907138872567,0.0697593616288353,0.0968602066958625,0.0453290652218473,0.115359089587399,0.0838109468448941,0.077048045597121,-0.215374670291913,-0.154402468873734,0.0279908857006754,-0.242424260146527,-0.175219724950714,0.0475898835283475,-0.323846965300556
mild,0.0764181229877861,0.384429813927099,0.287250374295222,0.290963594511193,0.167361015911611,0.301940008325254,0.369797301544866,-0.0456732470495229,-0.0728058480929308,0.211578412889535,-0.0889263177513728,-0.224515330425018,0.010886466722991,0.226159659863465,-0.418077434829167,0.225198733049194,0.1281381703265,-0.306974003392354,0.0672372529891522,-0.275307627951084,-0.0941496391698005,-0.0217268622904375,0.100802740721916,0.158634565202535,0.223516814259755,0.155791213057496,0.187149842746317,-0.101273601874157,0.0406514228195517,-0.122412224160754,-0.0073874232430069,0.194327996902281,0.23385238972459,0.258989397658646,0.322591923673942,0.112002636752334,-0.301014353353295,0.100743786616843,-0.106602917258858,-0.0742830865217059,0.124553041030559,-0.229954906098667,-0.0177578624821907,0.142188840319836,-0.0652672936696285
mild,0.0,-0.0653468188796378,-0.446663700563715,0.122541971542018,-0.249893047278103,0.110217816643201,0.0341188910507018,0.0995182016379083,-0.199078692653434,0.203592737539151,0.0,-0.150196259256552,0.0,-0.0485965221462498,-0.0804945983426897,-0.123921502535117,-0.120146157607761,-0.288980460049095,0.0,-0.0554761227507509,0.0,-0.214395662086107,0.0631363802924363,0.20463617606556,0.133937581855978,0.0,-0.233299846156302,0.0,-0.091045673590862,0.0,-0.0223396175746182,0.0489395708079056,-0.1804184538533,-0.165398739812322,0.0335920328884233,0.0583030915261092,-0.204845075547221,0.0890232459927459,-0.193363614030841,0.0,0.0647653239274224,-0.297519988549253,-0.15200251520237,0.0417819178423375,-0.20168324068579
