group,CD274,CD273,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD103,CD62L,CLEC15A,CD27,CD95,CD314,CD278,CD11a,CD244,CD54,TCR,CD41,CD2,CD226,CD81,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD193,CD49d,CD305,CD99,CD150,CD82,CD101,CD224
healthy,-0.0737616685139065,-0.0674559259564758,0.0460250289835996,-0.209297962365312,0.0829184102181153,0.0792343477756326,0.16704893045051,0.0796810446036399,-0.466773106577794,-0.049041064321574,-0.38524174036313,-0.159784146940804,-0.0770615160263587,0.191044176748769,-0.156321495193419,0.243512950055824,-0.447123010599877,0.0252261860111887,-0.415443857732702,-0.0450194465734928,-0.132090642128127,-0.0793457001387873,0.066743195433933,0.0697894909733494,-0.169637107370661,0.0505665981711475,0.0327363460277258,0.132905652485207,-0.270451712031221,-0.0571936932493844,0.271126814162981,-0.0670941161916936,-0.0811366482345727,0.0952464575928327,-0.0231432877664265,0.0542796223175379,0.0585249114761165,-0.283488301915062,-0.107955026472684,-0.151101465289955,0.340542420281137,-0.189578514099986
healthy,-0.0118786833893335,-0.0207106320379951,0.0389240209701624,-0.0964360876403795,0.388756441464911,0.757764484928883,0.519189528088192,-0.382914496575145,-0.261929041719872,0.0700673728058206,-0.695806737877594,0.0863596518851071,0.0326451482747671,0.726944940451969,-0.10635145316106,0.329486078542596,-0.609304699218994,0.0441221725095731,0.0043072124168007,-0.152899964239117,0.0276859779987907,-0.238822021726524,0.524306132890503,-0.0872646578420097,-0.255045022165044,-0.385898304441946,0.0436893176082338,-0.130982328791365,-0.215963421165587,0.323939550901593,-0.111500163208819,0.0173650369857439,-0.0443492731615251,-0.19918730529375,-0.0253495564217666,-0.22998505620619,0.355813194678777,-0.458572801092178,-0.260041973573735,-0.319887927534183,0.235646059852313,-0.551051102948981
healthy,0.0471624592955444,0.0790653448693079,-0.180218534789801,-0.176718337645913,-0.0878513196324127,0.0444628376978518,-0.141712241480832,-0.0542416995213158,0.178269953575705,-0.0672986037120426,-0.0024186572393728,0.011174825802207,0.0803122534206686,0.269071575880135,-0.0160429997113568,-0.150449211463146,0.101210402554043,0.170103810796691,0.0166533809314457,-0.0693260849228786,0.147835033205029,0.166554250895375,-0.124228634603318,-0.0823887549161245,-0.0592433576471676,0.14340203938519,-0.151236449266777,-0.073741567792382,-0.0542556212016361,0.0283803632177167,-0.2542404205197,-0.099721611464186,0.05760760565201,-0.284764057742334,0.0275893999813571,-0.131692924837552,-0.0381058596917513,-0.0194841027935999,0.0210169414886067,0.0787826883602218,0.175755159224671,0.0177517979209326
healthy,-0.0921285705789641,0.0015502933277122,-0.171423377535453,-0.233016441249626,-0.1209106565148,0.012134625578909,-0.143796698936093,-0.0811479679583603,-0.117582076218911,-0.235623944130151,-0.128327664489574,-0.299293354915961,-0.174570223751103,-0.025825016979885,-0.0245170890450219,-0.0754517528776714,-0.0560851742334588,-0.0043096813901699,-0.103604307242265,0.0236433013780121,-0.140896388650298,-0.0161561640514365,-0.069713407714852,-0.234716253670764,-0.126215614307445,-0.161808872180754,-0.0740412137463262,0.0526449438187675,-0.160266297993416,-0.0087236064313727,-0.0617517211022407,-0.126492819367003,-0.0007830919857489,-0.117223998412163,-0.033577323871525,0.107228755585609,0.0424514266867992,-0.138959767089667,0.0334398265154299,-0.117798315911903,-0.0870284632349534,-0.158397410678191
healthy,-0.0654135125878531,-0.0775832174717909,-0.0618273885442906,-0.129868977575906,0.125421465340018,0.204550207812136,0.218793367486033,-0.0725538580753906,-0.107635345000892,0.0201045765970441,-0.208282838404599,-0.0268630306121213,-0.0786740428807275,0.713311374645318,-0.129093937181522,0.184720021553981,-0.262164460232436,-0.0787506657832666,0.0885113691160936,0.0949151033425316,-0.0136333887093402,-0.0837715295793711,0.209725033387694,-0.0501619202017361,-0.120308227307499,-0.14936048834971,-0.120466875806041,-0.0069174218346817,-0.0413943870407273,0.109022391697358,-0.0944573655765929,0.0345946028092804,-0.194192260341041,-0.234459277435438,-0.0787215069349659,-0.044500998745341,0.236268931411776,-0.0380579831076177,-0.156043287798568,0.141642650278916,0.0597707900912301,-0.131546023774878
healthy,-0.119669671026599,-0.0861099317145273,-0.28812914681681,-0.282737626052593,-0.179761487334765,-0.175826337930092,-0.2252947038102,-0.0809082820843845,-0.0064555755849765,-0.154336991765602,0.194870893297395,-0.154827992024838,0.0172038547922952,0.663652428412798,0.214323046267031,-0.0491504440917146,0.216345580460034,-0.0139831648535698,0.0427622961453761,0.138966481105453,0.124475773880696,0.226801912946414,-0.108587422402448,-0.222630740518628,-0.0555517190244165,0.0333938064218598,-0.161027935755613,0.301899215813244,-0.0286914305006185,-0.111487545365996,-0.0534514620753733,-0.119593177739287,-0.0360898217402571,-0.13665680964823,0.0048915251505198,0.293891988573015,0.0041356657881869,0.258084233369793,0.121919348151006,0.163502989446701,0.0043704044707073,0.009496349894746
healthy,0.0053341283360741,0.0,-0.111419570318993,0.0131127768555655,-0.427280793563184,-0.404673384026721,-0.294728153182364,0.160429210510671,0.425879449076794,-0.170958906419024,0.458590458615991,0.019209583765816,0.0984389138384588,-0.718188269106513,0.145399047667827,-0.137422171227911,0.314036642592377,0.0,0.14348379845393,0.153963848940028,0.156048188358814,0.235372178562118,-0.627911998872474,0.0980003944509424,0.257195581944213,0.29674695162112,0.0063039698517239,0.100378596869759,0.217657260584395,0.0279762063789147,0.0749050163313443,-0.167679357573489,0.0,0.129842600763203,0.0,0.102817193129872,0.124180062670296,0.322514980834012,0.0,0.263876579092599,-0.103797865756478,0.151120762128593
mild,0.0752154121570577,-0.0174577943672964,-0.151383165826315,-0.0622071676664161,0.0777915921979038,0.0395713254008196,-0.279972421633039,-0.0482574540850653,-0.0261829298723045,0.105420858354194,0.0924205828545618,0.0015239126334781,0.0149562946510302,0.194671212033108,0.445040243639678,-0.139044596853481,0.232331989958731,0.0594958603486464,-0.0265066084657011,0.335009185173951,0.294018849962476,0.406635022642355,0.0568295049290094,-0.0955265082975762,0.229191671769861,0.214671261641826,0.116962684651937,0.383225399214364,-0.139460273876301,-0.117352324080724,-0.245602419310257,0.160210026045585,-0.0479629941468749,-0.309605421945667,0.0560040742592623,0.284074138971892,0.142994139000521,0.264903610939691,0.0949829183514184,-0.0946717872038426,0.0825750130459078,-0.113363672126353
mild,-0.0594432832154327,-0.0711529222540547,-0.24672605431089,-0.201138146233802,-0.211034480051145,-0.396534097828082,-0.387178836498699,0.0499220018709346,0.0320005775552571,-0.117967214971514,0.367341886096692,-0.170155905467052,-0.0239582016471779,0.298060483568983,0.148276882449507,-0.196566319308712,0.424139483483196,-0.0396107531760943,0.151176291978395,0.164227803367155,-0.004008535185071,0.148967322904108,-0.202056544420884,-0.218854204072696,-0.0340654224610075,0.0528032712490913,0.0786060946367354,0.278265076726273,0.0961979865228433,-0.357107805128206,-0.0332935212090927,-0.155302940947674,-0.125188706690918,-0.129391547424371,-0.11614042068852,0.424750962240922,-3.21332594409941e-05,0.263563067294291,0.192227027553504,0.274732599809119,-0.0153326911808332,0.129090245734768
mild,0.0828425514185037,0.0,-0.0026786938671304,0.210848094532846,0.388249768910249,0.308064103740006,-0.150115798701747,-0.124836565994694,0.114007779877681,0.272761198110896,-0.0735473091190599,0.134639323488755,0.0,0.261832734388056,-0.140405378720508,-0.153040001221951,-0.0996191834512059,0.0,0.169420789953893,-0.0365195591566349,-0.0052816478307666,0.0007648691520264,0.378489473508363,-0.250987196936932,0.118838359470627,-0.157188629788989,-0.0720053087571667,0.0,0.281528787736832,0.0698000420642097,-0.15740994723806,0.0626398234299899,0.122552204164563,0.139128601104084,-0.0275075158847128,0.0571716420859325,-0.0005893254122171,0.160239009385555,0.0,0.0792441900718568,-0.0066895198771281,-0.0631156492840899
