group,CD273,CD3,CD45RA,CD7,CD194,CD45RO,CD69,CD62L,CLEC15A,CD27,CD95,CD57,CD58,CD244,CD54,TCR,CD41,CD2,CD226,CD81,CD127,CD45,CD71,CD26,CD193,CD36,CD49d,CD305,CD99,CD82,CD101,CD360,CD224
healthy,-0.0297170779100057,0.205047888727103,0.241839156756942,0.362459843228714,0.116736225113707,-0.0822945292320775,0.0997856474895545,-0.034215992881833,-0.142531348034177,0.38845448892379,0.0027671547865042,-0.0949128521774527,-0.066016228585201,-0.152225820872511,-0.105869416426581,0.276113989149381,0.0223725997467945,0.0379920783744616,-0.0846423259505794,0.0161387251903415,0.0194266057390701,0.161377500413165,0.130390588011744,-0.0399752994872462,0.0217168846881955,0.0257100596402329,0.0754796286674645,0.113497130202289,-0.0750224962079098,-0.0537355252485613,0.149700864851802,-0.112134267205603,-0.137811505122224
healthy,0.0635946893520766,-0.0173045129337965,-0.310854834423866,-0.298167257704408,0.0990521017954591,0.325668620962705,0.153418917259282,-0.75735783871318,0.0891070654032477,-0.232333523424886,0.351688769621276,0.0209721485851903,0.119448201840299,-0.0612597385762309,0.173011052423071,-0.150384729930686,0.123012697324199,0.216526074098781,0.206941613570589,0.0922766666875603,0.0969866378214742,0.0544995526416031,0.0890004208302895,0.164131734683089,0.10223272718215,0.10094692169715,0.221003025189726,-0.124123893813633,0.165921548790623,0.0635246656847085,-0.0878806738817048,0.0032293057404406,0.277477254337404
healthy,0.112808099419552,-0.315257876541441,-0.440676229332454,-0.483300509374164,0.333970804883075,0.453158516934402,0.229705731620717,-0.399107950327499,0.187433269569296,-0.430957112795671,0.508060229439705,0.0535019820015186,0.449088464229471,0.212517340175576,0.305115818440122,-0.482358702864448,0.0784138146018215,0.060468315440055,0.342396893267537,-0.19061134774732,-0.203650681060936,-0.155373967172483,0.209361549209334,-0.190224041586035,0.0871972105759498,0.164955489890504,0.104457416377782,-0.347575382103996,0.326464850149718,0.147970322631103,0.0456966409908861,-0.0445512527969522,0.221261848624037
healthy,-0.104120836451488,-0.375874642976371,-0.489283601163371,-0.398855093446977,0.247024064373647,0.25720941866609,0.0584316251936344,-0.558190337238452,-0.129255473419745,-0.445705666728275,0.250685705906165,-0.0251907659170433,0.0407644581843867,-0.0387684317503772,-0.0164540859217374,-0.485540750738265,-0.0027029731612276,-0.0235471247550897,0.0578059881575306,-0.234474873119052,-0.181462246426866,-0.174870630489261,0.126487045503392,-0.363000703585549,-0.146005956547513,-0.0085655124981742,-0.223479120229911,-0.300221659211866,0.0848817618964919,-0.0318681785901334,0.074180094631991,-0.209144541905356,0.0723930898545385
healthy,0.0667971973118997,0.127326455665855,0.0799550707941027,0.015818277501629,-0.0042657997105874,-0.0449885878889511,0.111333059522751,-0.804808910571883,0.0114418285741011,-0.0626147778557196,-0.0066460881528023,0.108455189325951,0.068877568282502,0.0788829832422458,-0.0222568898857274,0.0778993452827433,0.0478153999878,0.147841365822639,0.0651175626783305,0.239873067775132,0.129064865856255,0.0877190359270507,0.0555437713377384,0.18846265094046,0.103755951137671,0.0670836986942459,-0.138639914317912,-0.0159064232855229,-0.0891665518362448,-0.187704818840542,-0.0370408749260502,0.100320151213493,0.0035342853643481
healthy,0.042575363826216,0.0304043226525,-0.191561542669809,-0.143319558089053,0.295100090389408,0.18837299032012,0.198056016518114,-0.727353916508323,-0.0177710997903391,-0.163626424937888,0.174627801490452,0.0208535371230798,0.075691219576145,0.0010268871264253,-0.0360730163285145,-0.138362093759968,0.246360610827672,0.135819197417174,0.15093219445443,0.0998809051193065,-0.10734657656769,0.112076338084373,0.0743728668914839,-0.0387392548532817,-0.0066554058623998,0.211195892707207,-0.150777401061896,-0.221247558733843,-0.0619601419150217,0.0228535821111834,-0.109533659249078,-0.0521292202245893,0.185443622742108
healthy,0.0,-0.607530060303945,-0.458159841105988,-0.438044619686687,0.462841388980652,0.392653502131489,0.131744501234999,-0.468305852034352,0.226576869887952,-0.262118748855079,0.29778977966391,0.0367356523460021,-0.0257008001647208,0.202848857254834,0.232380818344206,-0.663303440196661,-0.0382296603537322,0.170251480857773,0.177019943231186,-0.0082436528830236,-0.0686684237079459,-0.21360755233777,0.0,0.0998337428823742,0.0,0.160638235842311,0.143038430576396,-0.0099047764217448,0.267227130395444,0.272240644754709,-0.399095080448707,-0.0396065547615764,0.157846066694868
mild,-0.0290129326557187,-0.372163103392268,-0.497788526151702,-0.556337564150063,0.343885285347941,0.468998538551647,0.0369096040709081,-0.337311318128821,0.421109277877893,-0.614679956783962,0.584277301823153,0.312430514721846,0.307591165439169,0.475588366574387,0.413719518542698,-0.497189515315083,0.0254551362487292,0.134940522587537,0.463936859961156,-0.145510386187857,-0.379924924892119,-0.0940533675936271,0.23681325823632,-0.472677494229509,-0.0332225397096344,0.0395800962402899,0.311018639759752,-0.511698406075647,0.51334749642501,0.152277031132152,-0.12556463761742,-0.148437920847854,0.226046822375523
mild,0.011358570960614,0.0623059799134494,-0.0010126462935229,-0.0318686009173372,0.127874597463423,0.0246965926431064,0.167537322301578,-0.33065657140705,-0.0179726640322356,0.101345239674556,-0.0613785088623857,0.122179887541105,0.0740509487389781,0.149511856295634,0.0364429740180125,-0.0193766278000559,0.231162617732183,0.02648695382304,0.0470650014205991,-0.146406386879793,-0.442497593648692,0.121857115108308,0.227700094114944,-0.289119436899642,0.0971240660077238,0.256146267591162,-0.193832564298962,-0.165224115263573,-0.098248929445965,-0.149451001138424,0.0690955112311295,0.0269056298425167,0.0151071218571924
mild,0.0,-0.194793073087032,-0.139873424376972,0.0220250968350758,0.0698418144216079,-0.0154858148264499,0.213406512812786,-0.184066539014297,0.296289514342073,-0.111994718698139,0.143361778132371,0.126128037484402,0.0,0.0232853196336735,0.126594621847371,-0.297035352477723,0.219435839040357,0.0953320659683584,0.16068108024382,0.0591509287564027,0.0248023773438835,-0.158214386052737,0.110228518829579,0.0115792894195922,0.143691537910865,0.196701775991803,0.201838187323654,-0.0744731777302621,-0.0199878218045549,0.0605257182411846,0.156331400345185,-0.0399010920586659,0.132439709540349
moderate,-0.0018804299496052,-0.331887869491598,-0.623289259727476,-0.562970199776521,0.38124401249526,0.568671876904191,-0.0742371009449071,-0.407122447372453,0.0923749949896653,-0.422004852130098,0.698223649870013,0.105435282583842,0.247116328251181,0.0720286335024213,0.0822780123598609,-0.512241482501615,0.188136505473653,0.284620600692185,0.35812572238062,-0.193376437308744,-0.27670701834336,-0.0621263247400373,0.0088364312764805,-0.213655645928118,-0.0734098452695452,0.0343830309407848,0.269329515126911,-0.20642889778911,0.400090604026606,0.087670618488471,-0.110108609926288,-0.0719416184962323,0.259589929401766
moderate,0.0325086075093769,0.0274825264067417,-0.222043256729292,-0.196018234110375,0.149626938194851,0.350808008006425,0.0339228266392016,-0.591473065142604,0.0550580664733803,-0.108700248830096,0.302855031556737,0.0886097675535901,0.0352137294363093,0.114102040919689,0.119755992326678,-0.0364793451725949,0.113099379910889,0.244770222546391,0.059522998932596,0.117519772678659,0.12907262041855,0.12443934903278,0.0819658103990731,0.0099455114688573,0.0425558926886457,0.0065075580934742,0.116361838115531,-0.0522393594183853,0.199190800821767,0.150734866847192,0.0683367972215581,0.0767986789463128,0.174311794139017
moderate,0.0193270246399157,-0.0325263995588837,-0.27272900600222,-0.308836747162421,-0.0061916103242011,0.378718312060314,-0.0027171988870199,-0.7187043015584,0.0267602128168269,-0.179856084665909,0.296619535795989,0.0716144018213961,0.187175432833016,0.0113109883164014,0.120236825435038,-0.164642139756684,-0.0059890815032508,0.162391152146597,0.0242904034862886,0.0751772122388714,-0.107701936576463,0.0968189322829677,0.139783788484831,-0.0690901440078602,-0.0059484261472603,-0.0284687058654225,0.0728095650992832,-0.0880673293867451,0.0420457642272601,0.0180274999167125,-0.0776938765615466,-0.0213466246159751,0.145987617502538
moderate,0.0024930389452715,0.0327962604737756,0.0118666093600032,-0.384006108377848,-0.017380450344697,0.233365959778134,-0.0498832686174178,-0.298439871730268,0.382108444314166,-0.428493992879894,0.185114506033432,0.465286707787149,0.0979479261623728,0.181082395038684,0.131964061812218,0.0411224090196382,0.0086378100751319,0.218614063163478,0.107389475692754,0.0246904399408388,-0.152343457854176,0.0411289379535504,0.0681179967037926,-0.447654165236413,0.0295828518672938,-0.0837447046504053,0.303312081669791,0.126577906934052,0.245553088270617,0.0183520092249219,0.0947550789677437,0.0774617908370815,-0.0062738902950586
moderate,0.0925764987560112,0.291650896453033,-0.0041989309081045,-0.010934406175702,0.0748327595358275,0.180940704337139,-0.099625403004061,-0.479685310049624,0.0806459603020348,0.0043194658509665,0.14995975672395,0.0769119474985842,0.055358349184532,0.069102887614502,-0.0746211144222227,0.181823327829818,0.101114776891744,0.225410571882883,0.0009968877639453,0.208398734131911,0.0731252785831605,0.2640478823174,0.13138477333228,0.141804533968332,0.0654913970072733,-0.0505140004820545,0.123045304243627,0.0648286313112156,0.0350098957547243,-0.0460099234759522,-0.0187625701823435,0.135332723964269,0.0959884693016828
moderate,0.0873510311800813,0.287697379216449,0.115481430612046,0.0842694178592284,0.195628093035003,0.21554076976312,0.110933583402879,-0.491843305166869,0.122698185270194,0.180073278719839,0.296138557033311,0.122892412730485,-0.0175362097309389,0.18509992781375,0.202885445701159,0.27765583657562,0.171554014099686,0.443074644538454,0.068321629137012,0.336307195212131,0.235811602599998,0.400249829131009,-0.0441766862191539,0.27890924459738,0.0233586036988647,0.0710234143532241,0.131358950115951,0.0281769818376984,0.287951224074878,0.114127737646561,0.0667907143243419,0.0847523490691372,0.146759172705256
moderate,0.0095874076933392,-0.0152463572359681,-0.238074762776485,-0.259183023433479,0.0159343200586027,0.0337373813303737,-0.0324027719231557,-0.659340132632895,0.0283788429759943,-0.103787125167438,0.218495744096909,0.0288058443791484,0.047449937838747,0.0588703149976522,-0.0164927890166232,-0.120669827202602,0.100808714008025,0.0792499729199835,0.106913995152079,-0.0162076343777288,-0.0901678219257049,0.130377403776242,-0.0224625135692642,-0.115422370660147,0.0322661492928301,0.0541600735275781,0.0792566409539528,-0.186900372198761,-0.163221429731832,0.0435638795040164,0.0106829383988924,-0.0456834175194441,0.0583481443392784
moderate,0.14877475583798,0.305756745109082,0.132639776826843,0.197219398018314,-0.0009161085348602,-0.0586361115295451,0.147174579200099,-0.63556152892197,0.104585849442147,0.179731304399508,-0.0896037349508438,0.100490853510271,-0.0070400068317367,0.133782676870829,0.0116597428588555,0.242512164922678,0.108019741409696,0.179289809679582,0.0072942177822714,0.0657746151563576,0.0789103607940521,0.336750269442505,0.0066753273835127,-0.13684588370333,0.118312318651658,0.0669015106110677,-0.322170372903399,0.110912336737338,-0.102743459250065,-0.361300255057921,-0.167432443547041,0.189082147570135,-0.077824025761089
moderate,0.0640604346833236,0.103672719461044,-0.026399087972981,-0.0560653992789696,0.0110560699693611,0.232578835599372,-0.0449554094572887,-0.396775908495875,0.102738564491348,-0.0661388784939948,0.240757266413516,0.196737923528999,-0.0070433456564823,-0.0092414001498402,0.0020629603165871,0.0391589931180737,-0.036560397665293,0.150646935425205,0.0346391430375395,0.001733869088273,-0.0763535706027494,0.0975862108950468,0.19772633871291,-0.103797825405762,0.0845558456711545,-0.124414337191363,-0.0045576042802677,-0.0610266497021506,0.0501782929289023,-0.042647849588786,0.165343997590943,0.0318306757700239,0.0765514465780752
moderate,0.0421572488054527,-0.166895885732893,-0.336919515543841,-0.278837953914235,0.321366986504038,0.444119157024463,-0.0497600776421442,-0.563160878687621,-0.0297662544402577,-0.182698181600369,0.352501616177976,-0.0335509282770258,0.0664331765092658,-0.0474619484881605,0.103130107353129,-0.231668364140986,-0.10931519350061,-0.0294457614508313,0.0129231451789235,-0.17285255578566,-0.17937870609597,-0.0251205246401709,0.345941036756228,-0.231390070137036,0.0114513226597859,-0.11238888224801,-0.0701580522651521,-0.266125536059701,0.192404727701773,0.0465885446293992,-0.171802376399577,-0.0479972249814321,0.228576768027662
