group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD161,CLEC15A,CD27,CD95,CD58,CD11a,ITGB7,CD54,TCR,CD41,CD226,CD29,CD81,CD18,CD38,CD127,CD26,CD36,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,0.143934355097241,0.180452198991197,0.104491317446831,-0.0938767680358053,-0.169383465812922,0.0243548868794236,0.288053355705377,0.236691470553065,0.273566422631052,0.196844693394387,-0.226104324900512,-0.0389045814174279,-0.0485959439777299,-0.149645478423905,0.411878011520475,0.119650379829376,0.0058531674616874,0.202756411548773,0.0033134757504714,0.120634217431603,-0.0121548864469506,0.0006420193406054,0.0043840750683657,0.0130970442319053,0.0672824551463832,0.2263894966493,-0.405387746093738,-0.231284166130569,0.0866104639836982,0.112211288690388,-0.0227367077258285,0.0984988487911737,0.17271470756659,0.0712416310876521,0.254240691973548
healthy,0.119575775320725,-0.0090675791241573,0.404443148625673,0.659878981834109,0.373123921085339,-0.262191537126028,-0.184092739946601,0.244202066533516,-0.598311805290288,0.252320396543657,0.57619041902355,-0.188206389113295,-0.146880874930213,0.274738200730096,-0.535034138012524,-0.194179256103732,-0.278555084782253,0.109880149334182,-0.328294642117008,0.538374090608698,0.0974442040181869,-0.367749069719446,-0.333872011046729,0.0186740827563237,-0.218619186561904,0.315975461370427,-0.173409073663377,-0.206902535933099,0.0654558744630556,-0.210034326244376,0.205466476048733,-0.45245424587805,-0.216611422102865,-0.272856745670576,-0.470153243057196
healthy,0.0807563928256128,0.111548716356562,0.371893127851072,0.650324747669072,0.532660616855356,-0.412327481731132,-0.483375507472477,0.145399032658714,-0.666049296658585,0.123614437687077,0.370852113067321,-0.231704300570163,-0.18594144413695,0.419339315960059,-0.672584250161327,-0.513508405539345,-0.135661687225203,0.169495807658441,-0.333752953301322,0.573476922738625,-0.167837650410657,-0.325346653093603,-0.38472793039254,0.102636206045449,-0.10568092379443,0.364086791955451,0.198195718716486,0.22717699689489,-0.206599952052197,-0.103529677831963,0.489604007299045,-0.498509741358025,-0.311383520059012,-0.289492943444394,-0.355025953324009
healthy,-0.0613155709137349,-0.0469044549462591,0.0502413331878363,0.0217205163546159,-0.0223028694771741,-0.104577476892152,0.070389062588968,-0.0210984259126073,-0.126539505970162,0.0409318859281233,-0.349366394763541,-0.144764214254584,-0.282204762617223,0.0223332028731327,-0.0138793818925045,0.0354494595639518,-0.166224803566287,-0.0464085792409248,-0.262653608707672,0.0223339992120447,0.0492631567738787,-0.134629504482085,-0.0056876231885187,-0.126852942836876,-0.188997939964698,0.023889371989461,-0.403735185215226,-0.541353652708502,0.0389808115871771,-0.280232141469672,-0.0718408862231189,-0.176681699016669,-0.170900597278376,-0.298067448963335,-0.163882725664164
healthy,0.294234156690417,0.218451817401287,0.585567518017585,0.735767883379871,0.645210440093602,-0.386138868892931,-0.25957334456599,0.300203672931371,-0.649396082467081,0.342269771524483,0.232662869325184,-0.111506683284358,-0.300549954831983,0.36732141545841,-0.637775857907946,-0.314800483704753,-0.172395010496367,0.220191010922459,-0.376978668046155,0.635391696293936,0.0713395394285544,-0.464248774839299,-0.348795449836331,0.352999496722955,-0.290779939820402,0.593839646232039,-0.17986178188799,-0.217562489854252,0.0220968524938469,-0.337745772342419,0.542650983284268,-0.559279950859684,-0.342097283619356,-0.334250857459885,-0.513791093488668
healthy,0.363775279991741,0.371230190964797,0.335428445977471,0.318886088196398,0.341975533547642,-0.0470133394162397,-0.153210278425018,0.209371221138554,-0.392572583771923,0.163659293639951,-0.606847177379352,-0.0176746783914187,-0.279173536150708,0.246072414917534,-0.423051665411157,-0.250194882792631,-0.179801256711458,0.143383178190419,-0.296272074966385,0.328828281827559,0.118684844596461,-0.134515642099965,-0.0817025603726426,0.270412876543495,-0.396448479134672,0.347930312775881,0.0352787635718536,0.0984904870541322,0.090042342658531,-0.305510890674014,0.0952627343014873,-0.301755820022835,-0.152485135652046,-0.332078265921704,-0.166421813482914
healthy,0.0939175454897517,0.171823756404503,0.151770877842245,0.261214291275266,0.0755491116355813,-0.229357456680138,-0.394611729410146,0.0142710435258695,-0.207603684958771,-0.0935290053195039,-0.428920449290699,-0.0635246192750646,0.0167026410193758,-0.152230157602356,-0.260140140717999,0.0780722420098122,-0.0430647643992663,0.0354517713832071,-0.141175215947927,0.0443418202305163,-0.0474248069674467,-0.0519145379821461,0.0518865210872665,0.0984389138384588,-0.0538262041185662,-0.0273291206101635,0.10147297844214,0.0575387159300766,-0.0429456379839063,-0.130712122369789,0.0722428839649868,-0.466147915615502,0.0,-0.365859696327681,-0.0667204955555389
mild,0.202672905163702,0.14733696848146,0.37119169707444,0.542993278883308,0.536262595922611,-0.29246891922277,-0.0471561807294445,0.0915733581156505,-0.522653849188013,0.216940329367281,0.333265887724537,-0.106878129795736,-0.402850894848203,0.603800238389298,-0.578271806922528,-0.165543528700417,-0.40155027566834,0.223285200297542,-0.488098283536575,0.502387154255855,-0.10532084086281,-0.605154383842757,-0.570766089538681,0.146885223299247,-0.462554622562568,0.431054500969509,-0.179528752517828,-0.0207647816696065,-0.0912434124748838,-0.628800012442577,0.416017524811329,-0.529790478620875,-0.31429826290108,-0.26623614781351,-0.27869902178745
mild,-0.0331116087253169,-0.204953255280086,0.0465822438973088,0.450410313191298,0.204669052265626,-0.145693264514987,-0.242444441340514,-0.102026712118577,-0.487264060937357,-0.154372848885394,0.32917765588431,-0.152766007701172,-0.177538899877535,0.137722620247078,-0.614310238515306,-0.176091535504859,-0.335446908320402,0.0677354881225665,-0.230420296798392,0.183798700603227,0.145669107489556,-0.150340487489246,-0.16529889767947,-0.0056902210844814,-0.242488297259962,0.234388852436909,-0.322391019112046,-0.0219706116601695,0.213501051696595,-0.192532563740041,0.0160661102865373,-0.283797445063192,-0.356834155521401,-0.305254973284166,-0.256303271881976
mild,-0.0054220159262298,0.116176066072997,0.18590471879435,0.100633484062824,-0.062992509140451,0.0809903830821422,-0.13448754840298,0.242864679297968,-0.0673899860486543,0.310542378476599,-0.0519010119226875,0.08147325304795,-0.112169948466142,-0.0763775110546478,-0.105324167871684,0.0,-0.128816707043014,-0.0393104890239055,-0.156793160630002,0.201539229289084,0.147032241912294,0.0655327203493565,0.0,-0.0626354157138846,0.0,-0.0119112359008156,0.0306851624216305,-0.150125200255383,-0.0836265298774641,-0.139287085232545,0.0419574615821469,0.0646429697059193,0.0,0.0377722886742756,-0.0526238565602749
moderate,0.0607641383096941,0.0413406127607265,-0.0125151944331345,-0.0155512979256374,0.278493164928068,0.142154226656662,-0.0958518234556133,0.0424441992417721,0.0085963450042214,-0.0523660098748272,0.333964666440934,0.0144111210640964,-0.254960462915864,0.158463025089448,-0.207115668774251,-0.0480206843677489,-0.100298463406578,0.0533048485503118,0.0136748101832349,0.038964570707511,-0.0414593229873279,-0.160801682152881,0.0087410424855451,0.0650436962971443,-0.10373729678545,-0.0122558385396442,0.220249744417852,0.334214821241388,-0.060230261575862,-0.0399909457963796,0.0317848499194373,-0.143659998175746,-0.049034728618583,0.166338426346064,-0.0272990422392343
moderate,-0.0214056396054991,0.0149676364027344,0.313672078350495,0.653210669358982,0.380885566190717,-0.215183952320427,-0.173372926918531,0.0488122839453958,-0.510933078884508,0.13330960910328,0.653245194013129,-0.162758358519029,-0.172246976147852,0.25100958255808,-0.435323571891563,-0.193904930886057,-0.217660606978154,-0.0155273084367061,-0.168199020818913,0.342273918110321,0.0178360703658481,-0.13333871911272,-0.129141803194788,0.009420509329662,-0.199679822533585,0.341225314575019,-0.288316273859211,-0.302845828020704,-0.049878207416973,-0.276282619200465,0.23950054907839,-0.418282355368038,-0.194104819792649,-0.20415469496849,-0.229427973382108
moderate,0.121909306867038,-0.0578411228333977,0.307924418547759,0.619817455114226,0.406104752777291,-0.153675177357941,-0.296036494611286,0.0855004019933496,-0.630415177915405,0.171211686772476,0.012143080732055,-0.108514379960382,-0.228976227773935,0.337709438373668,-0.624190387133138,-0.24913189753255,-0.263276902145612,0.168032232876116,-0.212943175567715,0.315195043954637,0.101590666696785,-0.0875226362812744,-0.0778143653118762,0.182408924192362,-0.3675615434135,0.264194883526731,-0.169328701664545,-0.0766985081353159,0.0782429249217755,-0.149200787757019,0.271331794401988,-0.456767322301246,-0.294221814809086,-0.358489216910717,-0.434690097900016
