group,CD47,CD52,CD3,CD117,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD27,CD95,CD314,CD278,CD235ab,ITGB7,TCR,CD41,CD226,CD81,CD18,CD38,CD127,CD45,CD26,CD193,CD36,CD305,CD99,CD82
healthy,-0.195484136047201,0.0519020481811422,-0.236511211791145,0.0937071490780075,-0.441091987755137,-0.302328452629259,0.0167186343789381,0.446881292630563,-0.0658654388679583,0.54269339335215,0.0070674275348404,-0.110238333696398,-0.176131570143961,0.517621954740357,0.0813433359666406,0.324519887115136,-0.107698584822286,-0.0644014334920052,-0.320682237495016,-0.172274432224438,-0.0365484620176371,0.0009283928436871,0.100488820321606,-0.0965025648326026,-0.275725948453093,0.0195625617549179,-0.229284185939245,0.0806953141625953,-0.204689523612478,-0.25719422459677,0.377183718827437,0.265113210486217
healthy,0.0850377142468095,0.225965968714078,0.0503758312896611,-0.0736209570663195,-0.0529241286318314,0.108347281210106,0.0458975093873368,0.104594844855799,0.0415108109577378,0.0272104202212049,0.0108504991221679,0.005564794791438,0.226908419865404,0.0368211717857553,0.0051061096582333,0.0417218135587199,-0.0744591177234863,-0.0955795722580975,0.0461564448288915,-0.113439844153376,-0.112582852286092,0.208793399103517,-0.118648220445443,0.227063931344349,-0.179909805695323,0.183769020349885,-0.223833838547473,-0.071620749492522,-0.0993252587233132,-0.0453093263928471,0.08843169125515,-0.0188094364321256
healthy,0.173178973150263,0.244605594216715,0.181697442658434,-0.126757271440575,0.0109153181458406,0.310708807639292,-0.0834556872730394,-0.0684493731725196,0.153352573826926,0.0086879805392696,0.0524470609984531,0.192191566559508,0.334670449486834,-0.0554704060107437,-0.207257380492411,0.253313268042483,-0.0956402254344717,-0.0401036677503218,0.286896639950443,-0.202072603853977,-0.310907119114741,0.219778293780603,0.190903358514032,-0.0538961156824872,0.317918656556776,0.188597999828011,0.218635464613141,-0.0865116590748107,-0.266661340347845,0.124279389387266,0.0470283726382396,0.109277736837782
healthy,-0.0902488848827293,0.0671088636596757,-0.209332330127754,-0.0215340755314758,-0.335389785762074,-0.152258022193896,-0.0056786062120966,0.332990707145929,-0.151450919410647,0.35089036739244,0.0770678184552737,-0.111004571426915,-0.406393860323683,0.358472457297811,0.0300068689468613,0.121034575164867,-0.0704642221456464,-0.110573842154903,-0.247394984050373,-0.113155306507194,0.0243752546217955,-0.105450323443206,0.12008029822423,-0.122145244674018,0.0518887949173984,0.0315147834733329,-0.139262484724807,-0.0222876247529604,-0.122351397472994,-0.151079609971225,0.324070173290463,0.249959004209586
healthy,-0.224267396922672,-0.216932747497524,-0.490107456284355,0.0830309992221728,-0.590197818974333,-0.538426951736924,0.351018608177124,0.168836069046211,-0.236095620008591,0.494695150009612,-0.298126007386026,0.18790173921012,-0.223955410084082,0.469261739462159,-0.074177532571426,-0.228382370477852,0.0379510970387716,-0.208600220495538,-0.481446385343339,-0.0900203022227086,0.327916329367978,-0.279288040579657,0.192015221199002,-0.530763575027828,0.0831148169271564,-0.217094431620628,0.174080849404644,-0.0493930645200278,-0.115762126485351,-0.424657505576939,0.467556328306097,0.330597504923343
healthy,-0.197494736564363,-0.177585561342757,-0.0504210266745604,0.0003394024236626,0.338481424700723,0.208596425282381,-0.30066756071044,-0.0533606419951405,-0.154133812507659,-0.314410936187809,-0.215570998460449,0.46422021772948,0.0985855924740871,-0.262409039888312,-0.0358864989990504,0.001448485773632,-0.0511630869007826,0.111364620371869,0.127546767097741,-0.133630483701831,-0.239839766797252,-0.146894603774909,-0.4017666688539,0.256472096163107,-0.15316186199643,-0.220869553498627,0.0545068816020458,-0.053807251692844,-0.162714522425716,0.151061606186026,-0.214056950365142,-0.146331426890046
healthy,0.191650832988543,0.168459127487866,0.510441981264629,-0.0402484228994684,0.331284505101983,0.29603351228132,-0.112267454675598,-0.428608058412323,0.270550419749089,-0.445427817791284,0.122483164512123,0.531681763150565,0.196922528018157,-0.329081911837352,0.0,-0.110799549514046,0.0,-0.0193845263886611,0.593710197724534,-0.11805931822859,-0.239274845968771,0.0460674719933674,-0.0935897062602096,-0.0140604446442385,0.0406522163515957,0.259945979886703,-0.0717572421088705,0.0,-0.227172334163693,-0.0652208514684582,-0.204718700108291,-0.099005807754599
mild,0.0663522457699611,0.106371799185763,-0.143640749567783,-0.0018515460960163,-0.0774473111738471,0.196398197978126,-0.112446618249847,0.0706775128441184,-0.125700316190936,-0.0557121282764628,0.0274859209503154,0.258048602550262,0.181790134188337,-0.11197693289361,0.0110796464607515,-0.0062825792779806,0.093020950651168,0.255890713682802,-0.163001288856843,-0.0520449731029174,-0.301339230855433,-0.185349953746225,-0.375898589015525,0.155922160730487,0.0853861298549371,-0.152195243170863,0.243426008417334,0.001574765442393,-0.0038141560061114,-0.0280649928001615,-0.21974395927223,0.0627884875864674
mild,0.179381903104371,0.162730736600333,0.259699212942051,0.0745194754092033,0.295227133719673,0.282631027087902,-0.113666059058029,-0.0583293387512138,0.156989222843038,-0.217072529603417,0.201112634910595,0.0991321397777943,0.142960043674323,-0.080962570624279,0.044734290190832,0.050517651851081,0.0469303044152789,-0.0476752799753014,0.334014921356964,-0.301532587141916,-0.221834739911988,0.388156526707064,0.215994646765004,0.111909936171289,0.536442464630054,0.174961028951932,0.460935917107129,-0.024719015978433,-0.279729259166745,0.401547222512024,-0.0343085390911364,-0.0279930928502152
mild,0.0198948725277516,-0.0952006245551908,0.0891866291869295,0.0,-0.0574668388752369,-0.0170840623298608,0.0046596972836345,0.051321529921878,-0.193014141533154,-0.204948707964148,-0.379797341211335,-0.0149093896601581,-0.213606871106487,0.0031314689353035,0.0,-0.0460700655117551,0.239516731278671,0.0505579297360393,0.0342530651331073,0.132089311586573,0.089109242360105,0.044058906971441,0.0,0.0096281658175634,-0.208822459057015,-0.135857923322023,-0.0038833802157277,0.0555996317275067,0.181860806674778,0.0029215493839699,-0.137178977528411,-0.0910542841966195
