group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD62L,CD161,CLEC15A,CD27,CD95,CD58,CD244,ITGB7,CD54,CD62,TCR,CD41,CD226,CD49b,CD28,CD127,CD71,CD26,CD36,CD49d,CD99,CD150,CD82
healthy,0.0999611424328261,0.254934386686857,0.379681432518123,0.296280597705332,0.08433452370008,-0.385996362909533,-0.391263416278418,0.0897183412069729,0.320856468727203,-0.069679979320342,-0.0751528007842727,0.187874704118869,-0.456128089972701,-0.209074116255571,-0.0842141488891008,0.0724761126361509,-0.239029583933669,0.269983356503332,0.382931108139268,0.207137780744968,0.026510306397141,0.0915042819737429,-0.0499364857768758,0.342302940757161,-0.133167632388442,0.161378705090889,0.152903933676851,0.0269578977151441,-0.231006574576439,-0.0740142727437227,-0.0963436826879426
healthy,0.215980032740495,0.245649094305301,0.425091119115119,0.244681038098161,-0.143124634268539,-0.0328828315363079,-0.217076223329489,0.232697497041492,-0.0309121035809061,-0.0281133347111947,-0.100883547587097,0.0927831620893484,-0.209357987844245,-0.125414973096322,-0.10217537418626,0.0838661677917594,-0.0594135875468775,-0.022072483182444,0.297302201095125,0.056439150104728,-0.169474806540804,0.0741045809655111,0.0510598441449012,0.126764856661056,-0.045939127062304,-0.0480679609650709,-0.0105969798630224,-0.154129776960637,-0.232358472831258,-0.0092138876985178,-0.237406522564739
healthy,0.265607134402613,0.388797008745861,0.448620002682476,0.546622414045586,-0.330704845448516,-0.336856454872789,-0.439157107726043,0.150412351935274,0.0402691436587183,-0.156206125754588,-0.141992683928774,0.427163502089441,-0.472758817738722,-0.4241018614137,-0.171057953356839,0.105036121531852,-0.297385639288088,-0.205073352844909,0.518460136956928,-0.147077331041892,-0.35837034962853,-0.203775651378106,0.0833552213384529,0.238981986656411,-0.143178750439751,0.248797527269627,-0.193249114956904,-0.103772740126647,-0.32850943660496,-0.228549827538545,-0.2816794576211
healthy,0.111615986979714,-0.0466123224928965,-0.0895131416776683,-0.0912933870141886,0.0654992866157364,0.0129446043424163,-0.0025829347656329,0.0959948393403905,-0.587538041307658,-0.0716048915589082,-0.16897269666802,-0.080729043471604,-0.0238314996793014,0.0257068920636895,-0.0207638399967682,-0.0924229235076303,-0.117323325994523,0.141428496742099,-0.170329503866348,0.167168803778467,0.0292463159951265,0.187874933645803,-0.160406986061245,-0.169554922104001,0.0977945311932061,-0.303243971732356,0.114299545619322,-0.316237174006564,-0.045456702999979,-0.0741167549571194,-0.304971027608157
healthy,0.44364347681976,0.269871357976706,-0.0721398841843409,-0.0214736939428335,-0.022191116019325,0.0327705759775031,0.172360778697886,0.289993236444122,-0.577798480422946,0.171264095064809,-0.107474574632354,0.0369254692450895,0.120013504596257,-0.0233442145156847,0.0651366963677286,0.0648544785854432,-0.0424879842145003,-0.0250174247662271,0.217680297705533,0.0734348278702586,-0.0454600347586157,0.0180719751558825,0.26505710404244,0.153366265580981,-0.00408934059458,-0.0205754682835569,-0.0066387396616235,-0.0756808576079946,0.0348070803777741,0.104854301241245,-0.0773759262400188
healthy,0.344446603010661,0.0656147205470223,-0.245809639772272,-0.13122157237334,0.188746535290693,0.273084303764532,0.306641086512643,0.216649541006036,-0.717741316721858,0.173149755724347,0.116846646997434,-0.105851334771427,0.349227229994839,0.146032228801072,0.0880707457965469,-0.205098339503822,0.102796653467118,0.034859379461755,-0.103377602587976,0.0760926278595297,0.120481513062735,0.0920133917260803,0.237214272665655,0.145786024085414,0.0770462331181857,0.0368785569154832,0.0783544865676736,-0.0907227672424486,0.148272645723493,0.183969369811811,0.0951735787085523
healthy,0.202085740461741,0.464555681051492,0.369781808253117,0.293699705220224,-0.12040168969555,-0.521888440044609,-0.44119111931586,0.0008312086780995,0.206147503645938,-0.0383087398681687,-0.118828927005152,0.216043997275738,-0.260863231513469,-0.0276404831960205,-0.206078467401606,0.0348626936109786,-0.232762459433954,-0.213720623694725,0.590307383241825,-0.0083095064071219,-0.18616665404421,-0.142948093599194,-0.0614087605648396,-0.0560163538667649,0.0,-0.0883542456729922,-0.206176688927117,-0.0765885456601088,-0.425776549002336,0.0,-0.282857543082389
mild,-0.351630536888951,-0.333563268659558,-0.275741885996899,-0.584278350691895,0.0165025622445095,0.120289896114015,0.297317922714841,-0.172348540395445,-0.390863289283505,0.0566722916803714,0.526942314578672,-0.632522712948095,0.446624053477891,0.196730418939936,0.53589406617189,-0.124861862887824,0.417983129062938,0.178229598411141,-0.430239897000311,0.172944579882162,0.539148982791136,0.173128203535826,-0.361280635051184,-0.287703030304047,0.126662717589115,-0.448138012388438,0.176825562447555,0.394832505105572,0.407842735987946,0.0473291364633889,0.0087164329345114
mild,0.294050844734049,0.135742140255602,-0.0451076200646331,0.0909041600982654,-0.0360860966137306,0.0678822112407791,0.0347934694783223,0.213691235202806,-0.671163425743192,0.0873902229621394,0.0261553860376542,-0.0166160043463932,0.0139833005694646,0.0648036976325633,0.0770949674551085,-0.21667124934621,-0.0048569900939876,0.103042366639421,-0.0963596117672207,0.0884445541142455,0.0378894011287462,0.122914843270228,0.027511491392479,0.135288732995878,0.217690263391993,0.0565456565894211,0.0204229025760541,-0.379404427212615,-0.209688061353186,0.123114363772725,-0.102527764950213
mild,-0.300580322314104,-0.157600192392379,-0.323844216369984,-0.158099217764337,0.0483052795345594,0.119133468296471,0.039479930622915,-0.315089007061995,-0.129663372576884,0.0171162296319223,0.145243263571278,-0.220558288879909,0.196793885619836,0.0,-0.0461996396898866,0.07377073290789,0.116508380111467,0.275809348129666,-0.175682654688646,0.362860852715165,0.237214381441158,0.233072187885128,-0.13291690152732,-0.166819878561993,0.12118290579401,0.0226345240695878,0.236068713527906,0.220499157405267,-0.0291917961021673,0.0,-0.0694853797560321
