group,CD11b,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD279,CD5,CD62L,CD197,CLEC15A,CD27,CD95,HLA-DR,CD278,CD58,CD11a,CD244,CD54,TCR,CD2,CD226,CD81,CD18,CD28,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,-0.0706647118734631,-0.0134200405406381,-0.213901502289114,0.0192895278271307,0.577939842950018,0.283534764085666,-0.206183948430663,-0.489493399800025,-0.188426688363167,-0.322294642523055,-0.765726019593276,-0.231065297023268,-0.126619479867699,0.437105405860466,0.0021972199024519,-0.189780495378185,0.058766284516565,-0.75548151079865,-0.229946071199925,-0.325222138133,-0.215592246352566,-0.346772289434248,-0.157427449980737,-0.35400604693458,0.107238663844005,-0.441142499358586,-0.0389407653673603,-0.11316245495507,-0.175263324506693,-0.397551418694467,0.203847692510509,0.101253036532388,-0.196719350736926,0.0200767609556001,-0.134506816142059,-0.260570007591433,0.332583770771073,-0.568987096394789,-0.348346617167928,-0.482166843172005
healthy,-0.0064095750834147,0.23092184003052,0.314764361884072,0.396803938442028,0.38816483832789,0.320241769373543,-0.212299053553055,-0.0852915785837902,0.294118107043031,0.0463235766013525,-0.258460814137737,0.0401974457776291,0.276770490125854,-0.141183575331649,0.210944618573693,0.0441684453821653,0.283294746471361,-0.0961736938226099,0.0158402163656878,0.149647301703093,-0.13663189920669,0.0699964269090955,0.0217144486111601,-0.0197017950108955,0.41301073234938,0.154916448229948,-0.117396686849479,0.308472026310764,-0.131284500384535,0.138904792711853,0.305040053594471,0.166044420260552,0.289947171462291,0.112505697812097,0.139473104230081,0.231651338517249,0.331587927419723,-0.161125965517019,-0.122998028498708,-0.107852113321341
healthy,-0.0318399705136407,-0.0214590983899993,-0.0675970401733579,0.188478718855751,0.525316966540456,0.261639026931447,-0.303039808141726,-0.53314238834194,-0.0790794904871481,-0.351359255736726,-0.624226637401102,0.0092100319908533,0.0068875754766481,-0.207583845712481,0.209190617539138,-0.0554902193280951,0.135534573327862,-0.618971667481334,0.0325400386736556,-0.227640573161528,-0.365610000874562,-0.276292060270919,0.0108219945038735,-0.235765292225578,0.302231583351283,-0.216927159087511,-0.0223138402832702,-0.0755764735154254,-0.221646050438642,-0.267465702042546,0.352623103271165,0.0098592225081129,-0.0544534969791244,-0.0185650512804133,0.120548761206761,-0.0362645588252229,0.328913365577052,-0.503551626951297,-0.493853599129985,-0.38818538136651
healthy,0.0429097400151381,0.183500367528865,0.205393450729567,0.0272064000500928,-0.0784289611295865,0.0493397427599096,0.0470990631128742,0.219942698642398,0.134514117232623,-0.0231205896004366,0.241445769552124,0.106357019461476,0.272148268274345,-0.326939503580442,0.0505378280594342,-0.064841723927953,-0.19850398980069,0.164284610510087,0.145379280777146,0.232833316312067,0.0558375774298239,0.0049591756440567,0.100090805346068,-0.0277427201756433,-0.0075682711924487,0.114799138870849,0.0717694167558146,-0.0049672499387944,-0.0735929950963687,0.172479289347409,0.0838313609405196,0.115706991414502,0.130705770207564,0.137970348698224,0.024678559318164,-0.177577034952996,-0.15104932861653,0.188904733185988,-0.0140130720146179,0.196737642183137
healthy,0.142495576433806,0.222964318695992,0.148976805803268,0.460919252634834,0.565365684632113,0.346573680483688,-0.334283417272033,-0.246680740266095,0.174398580878705,-0.265770871756448,-0.549720338416812,-0.0431077903184267,0.281118326306108,0.0600295760537359,0.196653937654024,-0.247026114974453,0.213295163698479,-0.430934325151439,0.114769392738355,0.264939017400696,-0.111263097175646,-0.17173220058623,0.0098270366229775,-0.30086290154819,0.489441616340742,-0.0457260037180401,-0.359854326797649,0.314735254973893,-0.248271104524706,-0.133585997745318,0.469076229368967,-0.265687481242733,0.183239413449803,0.0656475901825355,-0.389747981392719,-0.247259936036407,0.308087198959754,-0.509855490195806,-0.392002309636578,-0.431050511693809
healthy,0.0416734450661179,0.167106947409682,0.163850223386853,0.224834997368846,0.481400819435961,0.383380923849327,-0.248553549616569,-0.225328946962218,0.0560106769392028,-0.304477564088519,-0.529567712476781,-0.135915685857966,0.0192257576277811,-0.142026673521667,0.168286687462031,-0.326155189689189,0.305196676567273,-0.525415140390552,0.0414268807329628,-0.202036332843196,-0.229272276147269,-0.330296611698474,-0.112493801395306,-0.226613438866326,0.294846197806553,-0.131079722241752,-0.292615492205219,0.061576087561105,-0.272742200552645,-0.0664898975191987,0.530851614242811,-0.141004532751987,0.0168139057292457,0.0108509119218735,0.0511993335205162,-0.0079041753235699,0.177340964044442,-0.425517259775359,-0.392639514954369,-0.271487918713532
healthy,-0.123453544680745,0.110360739245155,0.282887898865363,-0.0648451842189758,0.0544151879835639,0.113861982703345,-0.0750283824560041,-0.0497820072300504,0.0535181692979162,0.0,0.0240206972410329,0.0906801817132601,0.142903269085199,-0.31640732862028,-0.0751627174628627,-0.073034644422808,-0.0094756747121641,-0.118186655699381,-0.0916500232289099,-0.0286673879243896,0.0082436528830236,-0.105134309860573,-0.0308743229570705,-0.235797940009062,-0.217404500721119,0.133059975431819,-0.151836217627744,0.112986536573206,-0.0916500232289099,0.0202843014651054,0.0361969298072752,0.0950226104211188,0.0024157630151249,0.0,0.252778229475545,-0.107841398144982,0.0254077825139607,-0.0816078609388543,-0.280351718513198,-0.0873173916016905
mild,-0.358429824193884,0.191584493137744,0.163635210318025,-0.0074329284868059,-0.110655007298227,0.26022578411838,-0.0141030957033562,0.239019685948107,-0.0325020251342891,-0.141023144256031,0.009301073242984,0.0556912596116414,0.0987312709998868,-0.19142157500608,0.0257869266160922,-0.529423045167916,0.300508136451913,-0.0732946053889563,-0.0171435610279207,0.319570766972585,0.0087971374121247,-0.342603339973762,-0.357774600668315,-0.509036835801763,-0.0088718420257778,-0.207661523706565,-0.351509945669233,-0.139149467927955,-0.321822157074953,0.308956935348695,0.193568232341037,-0.0246854249533661,-0.0871167434621583,0.237194087211034,0.112396573612989,-0.393478436834903,-0.180963719896789,-0.232299830581534,0.0798264257198725,0.229230596597427
mild,0.03488694688617,0.307198178219932,0.24535831461331,0.318078944681866,0.553836526943656,0.522402923076415,-0.301706416570321,-0.189650498502977,0.160501765504103,-0.178405227132617,-0.531877164081618,-0.18350789207486,0.190298460227153,-0.207973045685312,0.361378944710105,-0.0936572417004273,0.309836118911106,-0.560295574052611,0.0347549755402434,-0.212056914128861,-0.213678770967991,-0.163667282606058,-0.0091015678361609,-0.17464738540729,0.328234588159597,0.058836450378986,-0.220700700688636,0.0614521364507671,-0.219957047203231,-0.0635087811178669,0.404897783614111,0.205136103970915,0.199541078102958,0.10613161617497,0.307015642765357,-0.293108075360001,0.23074906142639,-0.320373001298254,-0.365269930034718,-0.241019988752866
mild,0.0691495677129659,0.121783628666483,-0.0697793624266528,-0.130709446822189,-0.251464734312647,0.0312002217159912,-0.059184664353414,0.31781135739922,-0.123034238665057,0.0,0.211296937510612,-0.0801039546773962,-0.240338181143845,-0.18019155489609,0.0801039546773962,-0.0043738933369493,-0.21110320006585,0.20213566265522,0.0,0.0950071082178403,0.0,0.0707898468116525,-0.132791348760955,-0.0013717489382245,-0.313122761872422,0.185648770447766,0.11123376710502,0.044656353616973,0.0,0.0093347487911972,-0.0257494362013441,-0.0865615214583776,-0.0530103348166171,0.0869504465301651,0.231051961039131,0.0637365726651506,-0.0609362476232495,0.0194330732677674,-0.0132812851492352,0.159833028737196
