group,CD47,CD52,CD3,HLA-ABC,CD45RA,CD7,CD194,CD4,CD25,CD45RO,CD5,CD62L,CD161,CD27,CD95,CD54,TCR,CD226,CD81,CD28,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,CD82,CD101,CD224
healthy,-0.156130061183782,0.031953375178002,-0.109781235753508,-0.0261831540037994,-0.416006289338009,-0.284126850600206,0.370167732213611,0.0784377290193976,0.306505768376472,0.475657372811128,0.0235862071851511,-0.213460996985745,0.0731785312977445,-0.0882476352911352,0.517474210497531,0.203125959700564,-0.154039768167004,-0.110031517773948,-0.139359847797977,0.214864710448077,-0.106874105355077,-0.170204875860819,0.0098336592275357,-0.0080132670787357,0.0613040201967231,-0.27385888885932,0.297255073652451,0.194271474099172,-0.243613426222634,0.237973702441704
healthy,-0.258509384739604,-0.178134081403133,-0.197186768784867,0.012440823521711,-0.0053246565340747,-0.0200272115714509,-0.0848259251673862,-0.242891871678137,-0.004765438900342,-0.0147981833499728,-0.215024210695242,0.117924380125724,-0.0114278853964042,-0.0404821142651469,0.0284886968777185,-0.0322215213190855,-0.136248280857733,-0.0486109164126274,-0.137644598551239,-0.160260969476692,-0.0707591572725214,-0.0760650276070169,-0.135164078789613,-0.130018584999772,-0.0214037663616525,0.0161404467571187,-0.0832054489785713,-0.155203122319168,-0.132080570168804,-0.0211347488405999
healthy,-0.162155958792826,-0.177756999703463,-0.315346776548117,0.109928038914961,-0.43590846938864,-0.422465371326776,0.413273824693032,-0.137138825355784,0.10746219549455,0.470476351930941,-0.0965984873405849,0.0833882869767256,0.17669706260882,-0.313192446096938,0.504231868669443,0.278242462105183,-0.448113312536597,0.253271610935308,-0.107759209604357,0.0207891134177014,-0.28436072988238,-0.239862240385844,-0.14248445171677,-0.302152767406953,0.0617056039994022,-0.370279469018189,0.355909317806046,0.325697411056999,0.0435248248514047,0.28802791518937
healthy,-0.076640031063726,0.0556697178125276,-0.149200615151974,0.0956015805757555,-0.345443886292954,-0.393265811249551,0.322007562893334,-0.0607355419198842,0.105432116985116,0.264511711540654,-0.0237104403557686,-0.10734758887748,-0.0509808092988159,-0.275644207993485,0.41108031935535,0.139004804090336,-0.213823081349941,0.0906011000081133,-0.135207856518495,0.0811773209808718,-0.115436740591386,-0.189238518604092,0.0160908666041608,-0.291990159381483,0.0518876460926649,-0.136782930617391,0.222180336969859,0.139591451761944,0.0987180944970522,0.0849208259522551
healthy,-0.34969534726718,-0.222418830886569,-0.582548325789529,-0.0145795788033897,-0.705361110436117,-0.590832285689668,0.193215513580525,-0.28156055420276,0.0033947539860439,0.608054744856877,-0.337205848213411,-0.16620135228762,0.0903325193722589,-0.316495584637443,0.584575197928011,0.391619421369842,-0.606738906711677,0.429037103648491,-0.311363306350528,0.0668210803429501,-0.588423580611043,0.176474359147012,-0.272879852333442,0.214709934294196,0.306298782923971,-0.468048099810156,0.549801369559243,0.355889662627883,-0.0320564013377816,0.5053866016631
healthy,0.352847170657492,0.231809284883259,0.331555078854588,0.113747294469696,0.528367542526996,0.386018849211562,-0.18043810766118,0.163375971613091,-0.0016379856648806,-0.515514983323333,0.117240087690913,-0.486030405593223,-0.122563212058543,0.2447565036981,-0.461493973882176,-0.23491935287195,0.394461761085013,-0.211859452190394,0.208748412039053,0.0393022963039402,0.273104190339168,0.141040051512543,0.132000925722098,0.145203261657448,-0.368361375527623,0.254262161040213,-0.403349684084021,-0.400204256839884,0.0695932742604051,-0.28244977117168
healthy,-0.0783414563444066,-0.311200065942506,0.198913887649897,0.0,0.271362787156762,0.009478668213255,-0.212597274449333,-0.0111166629125715,0.0480071550246671,-0.308308988582515,-0.276835103885873,0.0909083679026432,-0.0150325434925725,-0.0827557379958622,-0.0837584618471862,0.0763778533515182,0.166585488479832,0.114470513132896,-0.0014547622734747,-0.209658457524891,0.099982725920621,-0.159531275031796,-0.100020116033229,-0.172626947722472,-0.0193777978462806,0.118645081891407,-0.274362662189274,-0.297754494913738,0.409380910555514,-0.0349712862306065
mild,0.0703711026689301,0.236685911014792,0.167668723804385,-0.142352499328785,-0.0634397366962015,0.0556456661596305,0.191083022862964,0.146879836909854,0.423987917603168,0.224346011413668,0.0967690734762022,0.242823590619329,-0.0723586407785666,0.21597313896167,0.273991454962512,0.043504446994969,0.14554421264994,-0.120838501760808,-0.110420721646067,0.383817459574873,-0.114594399081579,0.0356781421132096,0.149655960809215,-0.0218400260501688,0.0549216862667487,0.107333042867795,0.247960181072417,0.119822975345253,0.285561643491942,0.29306027000045
mild,-0.130880251047019,-0.0660742200216661,-0.236518084239373,0.144659996975528,-0.563689878856191,-0.499134895195517,0.233299664764929,-0.0691327325159656,0.149943271565938,0.561440265527026,-0.0702272590624079,-0.0999844405564487,0.100677555523432,-0.228516337606888,0.642011436464297,0.233394781391262,-0.420803958734974,0.27626426730903,-0.0575382097346996,0.0560589598719985,-0.39769104408231,-0.203925337679991,-0.0559299206592576,-0.283024821906975,0.127746656408721,-0.154093666462566,0.242979097867141,0.331246167861195,-0.0492867041473203,0.288649996472409
mild,-0.0460490336776888,-0.0915163565490749,-0.25391914070956,0.0,0.0051887524382344,-0.16209850169702,-0.0084484791454321,-0.0567776434372302,0.0,0.101396085922855,0.110587695570027,0.228572294260129,-0.0212241247435836,0.107640237856767,-0.115266970038642,0.0942042940848334,-0.18093128224924,-0.0456726874340655,-0.0172368923509091,-0.140535011368902,0.0011082541366224,-0.0606141471047266,0.0598529361371785,-0.0380043541653056,-0.125619115010239,-0.110339271541024,0.139509765106929,-0.0754215273639676,-0.0495269183712828,-0.202241192382177
