group,CD47,CD52,CD3,CD45RA,CD7,CD194,CD44,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD54,CD62,TCR,CD41,CD226,CD81,CD28,CD38,CD45,CD26,CD36,CD49d,CD305,CD99,CD23,CD82
healthy,-0.208924331318564,-0.214831732313494,-0.372185088567111,-0.0808135025326044,-0.305460068488315,-0.054388761768286,-0.219567063514435,-0.166757670977432,-0.174852171829869,-0.0882913596792245,-0.102413588449756,-0.0983764158784077,-0.456387125387774,-0.172915930993242,-0.199983996811852,0.525538371476841,-0.413494626411216,0.310750128713598,0.247373208887298,-0.128340569605532,-0.216330201765004,-0.129281374779822,-0.269529834727643,-0.0275795245363323,0.040127461678747,-0.162006818900518,-0.130774437453466,-0.0268259219671593,-0.172223969764654,0.0743909558712048
healthy,-0.222394194131517,-0.346035536529336,-0.249512881163509,-0.114066333197138,-0.0617663136925945,0.0037705989317197,-0.0143934928169541,0.0390123307693274,-0.198225909429719,0.433931002194331,-0.129711972375673,-0.0386117035362581,-0.130148999750612,-0.053026042291455,-0.0247379045150921,-0.121590879639765,-0.223326821531601,-0.165412826131699,-0.0530595453800393,-0.203925526471208,-0.107555809215206,0.0219504217470854,-0.267089531129024,0.032404245447757,-0.140781466733388,-0.0162261160945421,-0.139981870826002,0.0830953873111674,-0.0566773312655008,0.0823112140537971
healthy,-0.205203497059506,-0.0936722018704483,-0.0315511085237826,0.132118976102402,0.0171258456183487,0.108855664517631,0.171177769478965,-0.0923409519064277,0.0035496793346908,0.709920841248043,0.0978838001103568,-0.10320313754425,0.0527744080268746,-0.0616639653917593,-0.0287487227686734,-0.209518630958683,0.0507704879022154,-0.261500793281669,-0.16599156906728,0.0187658925361529,0.0536153099700055,-0.079976251508721,-0.0819371923151993,-0.142174801764714,-0.315997861642506,-0.195810457317973,-0.0001226113147631,-0.0015841651401786,0.0107746953948513,0.306056810902648
healthy,-0.233090379146019,-0.251584340288521,-0.345005997453023,-0.328540785815229,-0.322296790250587,0.150639526607808,0.0632481555962355,0.114338176395778,-0.307287469471461,0.433207320906135,-0.109889750640435,0.104179302239605,-0.335776633759745,0.215029873644565,0.154421179450553,-0.05650668305238,-0.26453008164471,-0.225784324737887,0.0436369673693322,-0.202308030656591,0.0534410179439864,-0.175753878031103,-0.274356680572951,0.0018702575705765,-0.115111345317321,0.276849817822758,-0.0737193113479211,0.146223774630611,-0.113045763394932,0.363389313589661
healthy,-0.245482568408575,-0.179228086557524,-0.306631481327391,-0.332119443807433,-0.276428200047853,0.240694089613584,0.107877595789738,0.293775054362567,-0.182207834772536,0.591606555959169,-0.187862042651306,0.0586326047905197,-0.0900958225994,0.28293690919197,0.140217409814699,-0.111039917360746,-0.284675143546029,-0.092359474777891,0.0665138336829877,-0.27986643806699,0.0038817242446164,-0.326000784184733,-0.139183880762051,-0.166596285713714,-0.0989490448688867,0.13969814859197,-0.255569866930591,0.316984973248812,-0.117423479466961,0.295819029264826
healthy,-0.383606200969445,-0.273839233527063,-0.38719010494044,-0.445350787506709,-0.342740539533425,0.275578840136285,0.169621613189087,0.507013797493898,-0.147899543793012,0.547413464060158,-0.159483040629376,0.214792683817604,-0.207546306023354,0.530106136779665,0.246053350888836,-0.230089703439434,-0.402805218067036,-0.24673179297186,0.1345190908634,-0.31784545117933,0.0131518050657227,-0.209574549324763,-0.166308273881552,-0.136719173536457,-0.187177001231781,0.373659195984519,-0.234724959157888,0.413594769640152,0.0311924739640175,0.39283268884166
healthy,-0.0628501507609338,-0.212322982328402,0.433941073271025,0.328072221907546,0.208123087498216,-0.208217897683473,0.0,-0.323862961794124,-0.128185490187175,0.87007398970413,-0.0033944453047744,-0.129017458665799,0.143832538574248,-0.137492201586791,-0.115177295469982,-0.0141936376251305,0.517241014352733,0.0501495905521855,-0.0718622216174891,-0.0693436683689636,-0.211076897573321,0.0838238094699745,0.0300443765209196,-0.246392977228381,0.0162752166887635,-0.147013191343248,-0.0576056849219826,-0.174870612803309,0.0,-0.0392000550230531
mild,-0.274956744675007,-0.182424655120906,-0.0636575262499963,-0.241208009515108,-0.38782828968213,0.131085432975686,0.106818143914602,0.273678143884923,-0.065911756966174,0.31493243372336,-0.183384953064753,0.494259320307804,-0.321666491845743,0.413353631017796,0.370715730097475,-0.0048908641231747,-0.0837712101261029,0.119065310990555,0.287818508290464,-0.0680156883587538,-0.192660811065051,-0.15530441289778,0.0141253893200534,-0.433195032743064,0.0955373564547536,0.44602254671998,-0.0743861659817796,0.364427605434562,-0.109820348716948,0.0692232834064371
mild,-0.247910915356462,-0.26613752984306,-0.293092464105983,-0.426188074866883,-0.46642651008468,0.11003579910188,0.158020030026829,0.392273824417328,-0.197760003905005,0.379646440820734,-0.317634225127782,0.12652718610106,-0.236015161103568,0.458233953359236,0.157313169866967,-0.0094684154595743,-0.315976108585568,0.0408812617273092,0.200328956489086,0.0091233775951134,0.0468901882984154,-0.335491038818249,-0.211533415253082,-0.172721154244226,0.0438223734983842,0.374644800406328,-0.056579039569837,0.254068253325772,-0.156920054552494,0.29353723810417
mild,-0.130937681528949,-0.23283956323568,-0.433754673716818,-0.359403435624038,-0.0984255588319113,0.146730013847185,0.0,0.192169758418602,-0.305909964446195,0.0325222566120886,0.12118290579401,0.181201059253999,0.0287103502404111,0.280071126264067,0.0668696260288056,0.02449261243257,-0.472439343886874,0.0909031634298749,0.0984763262840241,0.0332492046209139,-0.196658195365842,-0.0384627419127484,-0.142657097537073,0.100763882936375,0.1239765123565,0.20542558108279,-0.0963058034271225,0.024211715131235,-0.161093825948746,0.108189332599298
