group,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD161,CD27,CD95,CD57,TCR,CD267,CD41,CD2,CD226,CD29,CD81,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,CD150,CD23,CD82,CD224
healthy,-0.0833815984570715,0.0293431168842605,0.031752269828114,-0.216907726513068,-0.199256551924399,0.144917204224709,-0.226216568328605,-0.0057532966303734,-0.144792491330679,-0.255096068963351,0.0526861223927036,-0.173866128580274,0.1175332560715,0.0341201289844687,-0.195745678166317,-0.008572004559622,-0.189779125733734,-0.14378266418495,-0.0476675960880679,-0.135243928060129,-0.0222479714101376,0.075735955295062,-0.308840035114839,-0.139809652162046,-0.139331438207978,-0.174379228930814,-0.0101367712387275,-0.0202021448228821,0.0410713291408536,0.0299613404297793,-0.0489003725487911,-0.0638991650726464
healthy,0.228698064864123,-0.0147893983995937,0.566049945503531,0.341257448960698,-0.483082070457412,-0.215712640526902,-0.109235715063404,-0.653085795728607,-0.0195928334051973,0.402286850720771,-0.135291125751712,0.182287526236811,-0.536209081493595,-0.0144795320805463,0.313930397195223,-0.0006335978884512,-0.0338913531190154,-0.416453690703029,-0.329146662810226,-0.308563405003796,-0.0036322609696188,0.316881424097186,-0.301300955021896,-0.079514128966502,-0.411084124568662,-0.244899897924264,0.243292427552655,-0.573103685520976,-0.257903168609534,0.0084591664978503,-0.43211194228152,-0.521488222036253
healthy,-0.111074815183734,0.0229985997429896,0.0949961382776459,-0.183470064711716,0.0484603916649087,0.0759229332826486,-0.115841161353393,-0.108833916220624,-0.0141079142753834,0.108812744927107,-0.0184331325312263,-0.213295639600796,-0.0481709899926593,0.0579889681924427,-0.176514694027058,0.0893348542719145,0.172737766261262,-0.127464800219667,0.248731236365358,0.0023339599799237,-0.196740364168184,0.115138212849468,-0.357335489830891,-0.173923177854437,-0.31116446797635,-0.150014425798491,-0.0623134909326017,-0.125999190544439,-0.0291152361088715,0.202507190312987,-0.0826355988974179,-0.055668303462418
healthy,0.0558196225888264,0.0346870181117967,0.0296870870150126,-0.0570322234600287,-0.0291975293591238,0.139016663603053,-0.108887230360193,-0.0953982394036919,-0.0796529961743026,0.0498145124529125,-0.114189284172648,-0.0042384653025358,0.0214771175656964,-0.0009823506642598,0.0330560786010766,-0.0966299478651099,-0.0542589992388842,-0.0142028148140165,-0.110653405443049,-0.0082518508947363,-0.0030493534569532,0.0937545667766277,-0.296317055727292,0.0315933098058265,-0.362085818143612,-0.0275605933926239,-0.0376801287564285,0.0329724490179519,-0.0152642063360944,-0.0383627702108147,-0.0196297285486574,-0.102559753245527
healthy,0.269407380506617,0.0348328982928608,0.293340866782369,0.142858879540187,-0.112332994190751,0.0984828493984372,0.0801232680841264,-0.297241344618067,0.140709272742365,0.390705153462366,-0.122993422767937,0.100471105300572,-0.186416642603595,-0.0014049170900164,0.313601544127856,-0.0518307616122138,0.132933317339168,-0.146981490999736,-0.283922809312944,-0.0956169046913688,-0.0072067235680516,0.109026106291632,-0.436858889567689,0.115028667651606,-0.649586282140339,-0.290620687087657,0.0869863802713653,-0.191708418171334,-0.238855609415602,-0.0113780723343709,-0.128031075740692,-0.279556509406845
healthy,-0.149056309954986,0.0346515218465648,-0.126302254941659,-0.252912782528273,-0.150991830769963,0.254491978482509,-0.1343873927865,0.238060960591369,-0.047673072847898,0.285205735974783,-0.0255824628689414,-0.211897761406314,0.279118606667974,0.149358091372569,-0.092662698975969,-0.0920519879107318,-0.11425617883987,-0.0856856479829252,0.0599994088512115,-0.0524958849985626,-0.0807970962782756,0.0329460861481923,-0.340290831186561,-0.154811067026511,-0.432322515571619,0.130472816762914,-0.249895683975467,0.221611466664477,0.0407221442741833,-0.0522509907888572,0.13025198707971,0.0653278797716493
healthy,-0.274954658126046,0.0,-0.221900267795566,-0.411893131925665,0.17650976805808,0.209005842020798,-0.237801243114531,0.0410863904699324,-0.107270406699873,-0.161484386026728,-0.0004849207578249,-0.227144631432191,0.259651854313678,0.0118888647822687,-0.326098728914683,0.0,0.102004879660661,-0.116059883957807,0.27668309330461,0.112986536573206,-0.0809817665567617,0.035562375629116,-0.330390984670786,-0.454051950088938,0.0565708758483766,0.138340172353389,-0.0296524859045765,-0.0953383968896363,0.0,0.0,0.0893713065591587,0.0555399184442522
mild,0.366012698238699,-0.140204576884282,0.664016434494794,0.517796793555233,-0.303642075489498,-0.202979467114948,0.100309796275365,-0.634547107142298,0.133422410036955,0.333620824040707,-0.15129509401392,0.604368758487904,-0.638551131053785,-0.197527875560871,0.533482998919087,-0.0033774603441753,-0.10000231334573,-0.23760906579163,-0.528629871772384,-0.513874688268758,0.08819581375701,0.381702554793803,-0.0382933760099946,0.104265383808269,0.0222602911192666,-0.519325169620604,0.547814535361087,-0.595020440768692,-0.293072908974895,-0.0073383458306056,-0.290825900592752,-0.308755952190276
mild,-0.234585385479519,-0.0431239447118949,-0.199768140501238,-0.361955929500602,-0.0112686217765721,0.0792019088118847,-0.22743369349846,0.152974630583885,-0.203620122847351,0.425536167242416,-0.108849663468463,-0.0821625853739241,0.249960355354172,0.049370436106424,-0.144287916632044,-0.124014333328951,-0.0100069455723697,-0.234275920906386,-0.0570799597242977,0.0473688329289579,-0.132541953663587,-0.0100984077184225,-0.463178658069149,-0.217244942049978,-0.519504794326188,0.0958561633735448,-0.115765010714557,-0.0590970592033566,0.0245906949850358,-0.0631476840869072,0.0225327971198935,-0.0589771002554778
mild,0.100370045898485,0.0,0.0998573800313314,0.0872129199777161,-0.0350229548753693,-0.0907266962131897,0.151692142110681,0.188539000068378,0.309912041945892,-0.0571296520465624,0.0349171084491214,0.0226480672984726,0.0272333853152649,0.123485913188633,0.195479944915413,0.0,0.156533468602334,0.356843203646294,-0.167768074711236,0.0,0.0811673942715681,0.0723626717494928,-0.0556074677874853,0.44448303338062,-0.0282586456528564,-0.21560073429052,-0.0050130276554128,-0.0738828022739705,0.0,0.0344078832470639,-0.145714169106774,-0.0721406617751346
moderate,-0.0256340157818663,-0.0183194629875554,0.0021223984916143,0.119338774062291,-0.292932967119696,0.197915342931241,-0.136053014124738,-0.0413680516544223,-0.0569163773406547,0.084229727030237,0.0006698081470672,0.239066344155586,0.126340061851526,-0.117516544304609,0.0451555781334483,0.0414752683673942,-0.119910017914965,-0.381297726479329,-0.302608950908001,-0.14594896000207,-0.0892392894913533,0.0943010772151134,-0.223553848716662,-0.0370898774891495,-0.248242724792122,-0.28747866013053,-0.155597673690815,-0.180369310045328,-0.125065514856427,0.0451603256047439,-0.0326375024082793,-0.0862239480870893
moderate,-0.20473494544335,0.119692296101888,-0.0327199052524648,-0.160132843297594,0.067275240628703,-0.0799117855100417,-0.259340735957227,-0.153728551622822,-0.164259014887242,0.120534799142563,-0.153230608581225,-0.153211831557262,-0.132683808976702,-0.088542644353711,-0.179695274125452,-0.150932408009828,0.130655257961424,-0.312763502538782,0.0965396172504796,0.117877486628187,-0.341646754135981,0.016052878175044,-0.444665666902659,-0.182403878274695,-0.493837191691865,-0.32905519918554,-0.130245041528219,-0.260951065119048,-0.214528818394848,-0.122427318207255,-0.183261693040818,-0.033503099878078
moderate,-0.271392781298862,0.0987868841604459,-0.399888434807026,-0.487296324335762,0.0462788530052047,0.180598808265782,-0.211190904407261,0.358182986609977,-0.233917356348622,-0.0994476361446616,-0.0413367449157478,-0.400099841463156,0.343680184183625,0.23750693776888,-0.288546806230429,-0.0627614473045472,-0.0077785933041295,-0.084799440851586,0.178154301498879,0.109729425442744,-0.229513835799412,0.0305590721770105,-0.457204654075136,-0.165494723753965,-0.578990810723016,0.191320890291615,-0.251252975978076,0.110618982856162,0.133807074611952,-0.0812294326974916,0.084561891386448,0.162686501124896
moderate,-0.307437924442756,-0.20253854485395,-0.14381658744621,0.115319058297769,-0.0321031188078776,-0.0502700774174252,-0.377665671499135,-0.152926005998473,-0.352480201097369,0.222680313896255,-0.180145974088909,0.25625035585598,-0.0833784071954257,-0.482950453015386,-0.232741782525874,-0.148489105650236,-0.326129632904718,-0.509347672295563,-0.173352010644951,-0.0750344768293505,-0.306155243790973,0.0791659916136275,-0.265949943785692,-0.28276287114015,-0.0455097130900067,-0.340799872733592,-0.152424308324865,-0.551466589806874,-0.0791526705397526,-0.135321157570242,-0.110595497313603,-0.0556808248271499
moderate,0.109030211449266,0.0703626485645314,-0.211996791651451,-0.110246056092406,0.124914505751653,0.261085994195446,0.252826094902451,0.330817726025313,0.192579396423141,-0.0250832137407898,0.118359933708567,0.0186668009356416,0.374765270953827,0.0322095825209443,0.074699048055244,0.008624784231899,0.159756946648201,0.209192751926273,0.0985037718940437,0.0832180347927264,0.0039106725937527,0.256562571713967,-0.17992648224147,0.181319475096912,-0.273913530287976,0.048523187297513,-0.0363791860722948,0.145327930069832,0.147675759862181,0.0013349707730619,0.0806603755003112,0.177667629375197
moderate,-0.23634322134161,-0.0434385604628851,-0.312048687798083,-0.304329014347214,-0.0942131869093631,-0.0589415863599037,-0.145942483717045,0.0082828166765775,-0.0832735875836963,-0.337029021031123,-0.0707149567086281,-0.246676184327129,0.041584911155083,-0.108833276925015,-0.351541329689369,-0.0524409778469386,-0.0432028279877804,-0.192042319493054,-0.0169173559137859,-0.0533142143046501,-0.259965672340149,-0.0926564532361811,-0.170025291682572,-0.211333088802859,-0.188459904734698,-0.123629938413609,-0.18099425584639,-0.205551334055252,-0.0293192938856699,-0.035507270033907,-0.0111348324022559,-0.072498716642055
moderate,-0.459427230175465,-0.123772850220433,-0.381333829222302,-0.298953474538915,0.001910438943766,0.0481888230809131,-0.435879809246235,0.0672408914530618,-0.39927976483077,0.201940832015415,-0.11819075144403,-0.187489465764034,0.217993904563535,-0.137824846445179,-0.516687686718502,-0.225716982092937,-0.22394626877563,-0.295933696616833,-0.004953826360932,-0.0379070277164702,-0.378303953558802,-0.174593886930221,-0.352465765891868,-0.292162275740064,-0.304031149648651,-0.137334899752298,-0.265258062314962,0.0013237486371227,-0.178014319900676,-0.203800411427632,-0.023410059101615,-0.0587579704546983
moderate,0.216982086933277,-0.0808596828447526,0.375585705407336,0.182688118427779,-0.464846186516149,-0.0443877184167924,-0.0171749649352978,-0.465643631513677,0.0155444124772948,-0.0322279887138926,-0.217928388570707,0.0586264958902352,-0.393706100135412,0.0403755133344949,0.319740007657143,0.0312992635574898,-0.149122537428717,-0.244032496791579,-0.349251487468011,-0.307048264893654,-0.0243236444395437,0.23499137857159,-0.436211107159745,-0.0152105588247075,-0.467964422036304,-0.412880200983278,0.102453484251953,-0.423523516641417,-0.240104817640117,0.0933584534309552,-0.31906431501642,-0.274649349617968
