group,CD11b,CD3,CD56,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CD161,CLEC15A,CD27,CD95,CD278,CD11a,CD244,CD54,TCR,CD226,CD81,CD18,CD38,CD127,CD26,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,0.0819542831058621,-0.0062292410397158,0.172599621115294,0.0985830044641029,0.109811948387964,-0.289900788594575,0.0762080587770636,-0.0404664713345074,0.169853793335541,0.017016369873428,0.0647948725178701,-0.0180871490400331,-0.0055509816297678,0.118659271492759,-0.0827818215822143,-0.0110949341120834,0.0583589217935725,-0.0781645952661812,-0.148309323214352,0.0336400937106506,0.0138409781248965,0.157425976628657,-0.157991414946588,-0.177121735453327,-0.161464589890753,0.0730549432336858,-0.0251969308596065,-0.0123955182431148,-0.0561368100991748,-0.0790171454418024
healthy,0.0181375547529128,-0.301619428000344,0.0029657053998282,-0.238545027933713,-0.111685929739051,0.0097755347798514,0.126594767673189,0.143287323335813,0.389897162738312,-0.0794364113141624,-0.155538216899134,-0.0538529671213488,0.0867808898995437,0.0545601979162784,0.113758278697247,0.0643482967299765,0.0346796329774123,-0.264856562594616,-0.0284897163795834,-0.121462549029653,0.0769169026509729,-0.106721238933094,-0.0354050022365719,-0.118706334735315,-0.0888416137338538,-0.15212428836976,0.143878020171752,-0.0466632624110325,0.188085870975316,0.0540757904146537
healthy,0.110998220158892,-0.356745565819062,0.115711311313193,-0.272100361350477,-0.437457813262349,-0.156396582267707,0.0808520925581172,0.272304925734737,-0.113901841612777,0.127369015947176,0.195701432429274,-0.426018240600432,0.362315206167005,-0.16034521151193,0.0851784907610364,0.198927514994474,0.224395132249073,-0.325395889666176,0.188999827604069,-0.286628289646497,0.18080632954208,-0.297049793091477,0.0349999271543488,0.0194032258458031,0.325492425999207,-0.147229040847647,0.246166630129405,0.207679292497664,0.232371198418088,0.138276704261348
healthy,0.0169888654353705,-0.315402457131021,-0.0299582093585263,-0.505396965896316,-0.37906318274889,-0.0143393394661231,0.354732112528333,0.380606794177664,-0.352102777427337,-0.0202121569972445,-0.0234717736430631,-0.429763423061177,0.49755240381894,0.245517223439554,0.0303681526974466,-0.13028875572029,0.136051539655916,-0.39100927355467,0.130675939605237,-0.225580612534421,-0.008457667717693,-0.154526908497684,-0.0517994261817046,-0.263086643789708,-0.0062606522252156,-0.184560976926252,0.259014776767297,0.088446174201633,0.12613768259215,0.259939418080146
healthy,-0.126335229608285,-0.331195042106655,-0.137779590663452,-0.414817168118342,-0.31656964440263,0.187798345921457,0.212936940504025,0.343105443634006,0.562399783680154,-0.0453381038235476,0.0550606942094956,-0.133466879632478,0.342200259398047,-0.0097132053667453,0.0491574081660432,-0.110436176539144,0.0957120009713883,-0.31877696774046,0.0705474089575767,-0.322043228818159,0.164394630149954,-0.355716660120085,-0.141098837633578,-0.184412797405778,0.191599678019083,-0.269329886428564,0.37917259036927,0.0571906820637507,0.357645755586135,0.225022014374794
healthy,-0.0613266042607917,-0.198199568620637,-0.0280521149080854,-0.0512344743319852,0.0152889312739527,-0.155100557289162,0.0853300164806342,0.0707611234822178,0.710793097122506,0.0547130032426353,-0.045961161173343,-0.0369479609103499,0.135889162214961,0.10771194868,0.0171673587960078,-0.0317484441088597,0.0406846689071927,-0.0897137256668011,-0.129050491900455,-0.265612189432335,0.112948639302667,-0.121365388929603,-0.182181650944458,-0.0824852505180566,0.0828424965982106,-0.0071521506056702,0.103664168939771,0.023274815870474,0.163316911599641,0.129200258122078
healthy,0.0448264384366655,0.370185318510382,-0.111046853541907,0.21747782008947,0.120439176025028,0.0832673732907376,-0.164918741989018,-0.238022500587591,0.787874983902995,-0.036369056836869,-0.102813842328547,0.124193148935432,-0.106120911872393,0.0055398414953023,-0.0656200800754142,-0.0820539373048277,-0.0308346146355938,0.589815199702029,0.0607470862770835,-0.102318279901058,-0.0189119095551719,0.0613455536544284,-0.156301383531959,-0.238788163401874,-0.0456773033143272,-0.0801841336858408,-0.0938623406504676,0.0,0.0800675566836027,-0.0768746492758214
mild,-0.425314347359171,0.246823284192115,-0.454814942797124,0.253093531792931,0.539436203651911,-0.066002047390587,0.0804413832211245,-0.276715774322304,0.308826250078721,-0.126774307902698,-0.682496683031442,0.653579806844971,-0.384476701149298,0.0929645032730252,-0.448914225381947,-0.596528063246129,-0.546470812322345,0.337913167546834,-0.57563587014629,-0.134872414603816,-0.457151065316157,0.160024843830274,0.177499787701461,0.350225242092274,-0.588432694277725,0.257419728239084,-0.428089536755377,-0.172847350984108,0.0740246605250452,0.0045360475947761
mild,-0.0498823973790152,-0.344778120154638,-0.127948639601422,-0.618740874762582,-0.546517304858587,0.328752466393811,0.221554587838473,0.55996915816512,0.210609074859897,0.058456101429143,0.0822550981305902,-0.283789102508131,0.549692688849782,0.14434876248357,0.120859625551741,-0.0166134546065755,0.161831386593991,-0.421469806160863,0.201053921920083,-0.132681215519612,0.204266389483417,-0.446183620640269,-0.227159471482182,-0.287465847718647,0.186638502730817,-0.112852042979803,0.328545815531386,0.21694645328514,0.400074777974611,0.272138347641315
mild,0.125290800905671,0.23507277076928,0.115705712311794,-0.11973186813405,-0.169806717509193,0.0943836783201044,0.0067016077560688,-0.0127329905790877,0.0788552557295937,-0.0540872856368743,-0.0914604605659471,-0.0448018253724487,0.0733595284611117,0.065133069004366,-0.0046348026464403,0.0274519302728426,-0.0391487617451972,0.227960636530114,0.0331321954232963,-0.03501185776767,0.0,0.134644557373372,-0.234787507013904,0.103480661042628,0.196874538867832,-0.0402020241840533,0.0485056933534766,0.0,-0.103198371136681,-0.04499659934987
moderate,0.0271246453121619,-0.0675669891055838,0.0841584289728073,0.0702854618279969,0.0762921375531773,-0.270337162933577,0.0574254487119086,-0.249857965036773,0.193340458054138,0.0021678818034995,-0.197715778735923,0.078059108645525,-0.0717313127273013,0.19710829357484,-0.282710767327894,-0.0982683528219676,-0.11432068543018,0.117465615722245,-0.173753906074976,-0.16876573502432,-0.146755792211066,0.216542818571686,-0.302964213039909,-0.162250683874143,-0.195462500612077,-0.108546824227698,-0.104321478525451,-0.0886056697748709,-0.0859770960507359,-0.186872976126063
