group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD25,CD45RO,CD5,CD69,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD278,CD62,TCR,CD41,CD2,CD226,CD29,CD49b,CD18,CD28,CD38,CD127,CD26,CD36,CD49d,CD305,CD99,CD82,CD224
healthy,-0.209768605136136,-0.321777601916221,-0.326606992296277,-0.250669969139411,0.10038798066499,-0.219083201534685,-0.291939485290731,0.0079321588047831,-0.276432728211472,0.0914926364723541,-0.513535407365742,-0.121843410422396,0.155443493538439,-0.345115735254971,-0.179928767355924,-0.0620902855939952,-0.145281224728689,0.182586644750478,-0.369163983266432,0.114598926431078,0.0011556103102125,0.219660246542262,0.114165103321627,0.169421375549104,-0.0100985916498138,-0.188867810417851,-0.244300410810455,0.221384268214063,0.292118629629271,0.0492965627179938,0.0959013371884301,-0.301461313205903,0.0706555449065791,-0.0161626732142864,-0.0450163521411196
healthy,0.268215635469762,0.11277127578968,-0.0187471091544709,0.266071692067496,0.105846774193635,-0.116491357771887,-0.134094827501848,0.0261866500004456,0.0798654777052188,-0.0975688257623237,0.0273778583495311,0.0501960682930704,0.100396619903148,0.0799451762191674,-0.131505966580848,0.009834375934142,-0.0885723994571432,-0.0913813549931459,0.198796267722241,0.109628484963722,0.141872998373082,0.0104493721843167,0.078148532100733,0.0289436166536544,0.133739858183938,0.0792391861941977,-0.135036618241084,0.372300969150122,0.191517160157273,-0.0038367019477523,0.0405871735176852,0.067035917647978,0.100172044876535,0.153010234510851,-0.111458373365138
healthy,0.176834552335975,0.380866931047901,0.219825465449552,0.51001152452466,-0.322045598724964,-0.0020053857290136,-0.0090572490328155,-0.132761822210254,0.24616717278953,-0.442772395609453,0.43794402533846,0.208037676857773,-0.211016811820166,0.503821452061115,-0.117234142264323,0.0136507728727103,0.43739487721759,-0.483461030307352,0.484477151407075,-0.441538943887719,0.147639324251215,-0.397205037176579,-0.360742748592925,-0.458463069395163,0.161092282026808,0.360922969797617,0.161810199648255,0.165820031420688,0.0161314015004808,-0.470644739671698,-0.0524415717310874,0.304877923566862,-0.0640590942626741,0.0411020803745104,-0.0421307204053287
healthy,-0.0441673583398059,-0.225994177897948,-0.231351657635135,-0.313868613217824,0.0742988484093672,0.0762646871630753,-0.175832185820006,0.12649108694763,0.0166527021069452,0.120673066706935,-0.642994765708976,-0.033277874917102,0.0337010111134288,-0.333331238319389,0.138918116262356,-0.0198925709759578,-0.134457006319441,0.162455628876119,-0.338793268456321,0.0809374634139086,0.0858763413158645,0.177036427111076,0.0848206550978102,0.0909030050867125,0.0806595931612109,-0.0282106665003692,-0.198454883176514,-0.0104755259076759,-0.10490222946369,0.0662630927982897,-0.0516944892747605,-0.153255942974319,0.122664193729949,-0.055062064629728,0.102246786054297
healthy,-0.18255317330645,-0.232692809454373,-0.0015509752210177,-0.0097811807223437,-0.203594957488142,-0.209271093142132,-0.261220711932269,-0.0866522996857123,-0.243944972000249,-0.127484822936695,-0.0585946091041883,0.0231548052746589,0.185856301463251,-0.226102018036955,-0.163176305225384,0.0104011955559629,-0.353641929905861,-0.195530033962183,-0.183818848648625,-0.219545915860138,-0.143542396791697,0.102166194296227,-0.222263308144288,-0.140427578817563,-0.0094885616962728,-0.121056918592256,-0.16236115793006,0.42269454359635,0.340333269884824,-0.166470264697587,-0.0201176888130679,0.0536153592618906,-0.176751206424116,-0.0595171751473966,-0.0178488048602827
healthy,-0.0407383759102682,-0.208652142382242,-0.599333383038801,-0.408593794810764,0.139906342516661,0.44458445284595,0.0370494240517059,0.608240221416195,0.13158218065226,0.066957086031092,-0.319538042959782,-0.112423992716132,0.34617774795137,-0.325998404733923,0.639552546244923,0.184817619434868,0.36313652320847,-0.0773058488105282,-0.400499639999792,-0.0984860844178601,0.210646378865394,0.310207576035394,0.281016333837687,-0.0273190200792237,0.411327829307775,0.166704290727807,-0.438588137985171,0.102946195686277,0.0397643004994205,-0.0116022544571879,0.189133631637562,-0.445740367908285,0.400265648574949,0.439659996972515,0.421992313787379
healthy,-0.374637845748254,-0.17054748741398,-0.0119423536948257,-0.284463057340547,-0.144161820427621,0.175795396472761,0.0063039698517239,0.004466610949964,-0.159714288992296,0.119536368105837,0.14584229881485,-0.108137328994957,0.12414035386294,-0.226084847878374,0.225224549872056,0.103043681048887,0.094688591724075,0.171952872885086,-0.280010435739983,0.0443761060373476,-0.208548287288705,0.162295211459023,0.112986536573206,0.147737203048062,0.108137328994957,-0.100617459269021,0.13201802841584,-0.291798987177111,-0.0776224360803741,0.230233771518978,0.0347793431783763,0.0093341308665825,-0.128337987112434,-0.103295718085682,0.050624986728487
mild,-0.0156121979300158,-0.248996783434301,-0.275461474646696,-0.0760649663982025,0.176875911888271,0.01214558407507,-0.40690135897575,0.141374398882079,-0.112224828359367,0.0306394622894841,-0.306685819053956,-0.0638855371948189,-0.0700037336460027,-0.297488694808013,0.0992585827675077,-0.0742855284794621,-0.308037772720509,0.0195396485091624,-0.292823606786684,-0.0474774689097404,-0.0085909179294439,0.244480691316443,0.207903402574237,0.0265940596921985,0.0676258047309125,0.11834553935266,-0.251457881265266,0.604105415518398,0.311852712181491,-0.0180934553822432,0.0546965188383,-0.258817503416812,0.221177835896744,0.315297635058791,0.22135954071136
mild,-0.247520594086901,-0.367567150381606,-0.425764995473562,-0.435640442325124,0.319325709780053,0.0939682566277744,-0.169116693830974,0.290192345210709,-0.219023179897592,0.0013129930753612,0.378055875001438,-0.286901659354911,0.0980486528035961,-0.315985727309842,0.261697164133035,-0.0177098601445111,0.0368574273684386,0.0834025079096241,-0.364075674081919,0.0907648068158907,-0.125842504923513,0.251028388553754,0.297704042368548,0.0518053727704044,0.108317259416276,-0.0006186470144503,-0.358222242120442,-0.0044461681503556,-0.115996430631226,0.0626821135624772,0.300301438556931,-0.169808424454124,0.13188843856117,0.369720655935771,0.239884880360633
mild,-0.0182801323284082,-0.305010158433259,-0.264467739890738,0.0098631330069609,0.224806119121262,-0.113510726011958,0.0,0.233293605918687,-0.0166880664054231,-0.0669590229933226,0.226198602850757,0.104751325347364,-0.0447411550393459,0.449001690735069,0.129271960065208,-0.0407265648118895,0.0531177660133305,-0.0289742016397176,-0.269366059170266,-0.03276658401529,0.123854655789306,0.0218154081394939,0.0,0.0158307782886972,0.0,-0.0485815349885292,-0.00488896494504,0.28904041935323,0.358000258861987,-0.0492099258039847,0.252404132992197,-0.0333006474418342,0.226796177939895,0.169322187577604,0.0521694422920834
moderate,-0.16016403168044,-0.129475857500433,-0.257542094991903,-0.443757468290644,0.146252988804531,-0.0153904411908758,-0.117308841843239,0.201301964195231,-0.0925350253836855,0.111302076210711,-0.247607715366351,-0.102947604373569,0.355683606760539,-0.364361138423077,0.229273197923048,0.240443424759413,-0.149005578511881,0.150732104505328,-0.306586405955828,0.183694915628694,0.341718669072963,0.41897075829384,0.0807496184955133,0.130998146454008,0.317666009515118,-0.131743505875328,-0.139762909449741,-0.140801135076293,-0.139739897943298,0.131733082435965,0.365195284407736,-0.0182757586970634,0.235416721287914,-0.0284042747817779,0.0054502060267345
