group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD58,CD11a,CD244,CD54,CD62,TCR,CD41,CD2,CD226,CD81,CD18,CD127,CD45,CD26,CD36,CD49d,CD305,CD99,CD82,CD224
healthy,-0.167360041568901,-0.216212951247331,-0.0038450377724523,-0.0333019266077371,0.253937224078677,0.289986750002881,-0.328638426746513,-0.18801048171242,-0.176620343871399,-0.39016373553008,-0.048930477017696,0.515520029294182,-0.0769165472069881,0.0016598111918849,-0.427175640185911,-0.12579684570998,-0.234928398838586,-0.318970574821707,-0.163529619528889,-0.235233071960283,-0.0320369724707214,-0.0054473827207304,-0.107191077734,-0.324515042844543,-0.167669529858484,-0.153367661518387,-0.179209751081642,-0.121747550647819,-0.129414805668144,-0.267357144054568,-0.0385599722778806,-0.250226871060697,0.0459134887979027,-0.380601810968655,-0.2050816368343,-0.289582720905704
healthy,0.0940333480114971,-0.130327462156232,0.427914860660885,-0.0329844246128476,0.762282743264716,0.55248781063813,-0.375234140802947,-0.286629301391336,0.114030056196896,-0.751555898647902,0.144346891117141,0.662421682951804,-0.122532548628104,0.2830634695453,-0.693021870548454,-0.0425349164577246,-0.230545480931068,-0.228901581291851,-0.0617115387762883,-0.302051149993769,0.0274628716622092,0.592673062422891,0.0544240711677886,-0.251773132628806,-0.359523249346608,0.116528767997861,-0.234008438989057,-0.147612518565778,0.034629054535475,-0.299210029082801,0.0467105423464862,-0.266292820004135,0.354131744542709,-0.574501141693061,-0.337071694353828,-0.620254309903352
healthy,0.148729184220615,0.205434128727896,0.149690109903143,-0.208748613402427,0.0287272924665589,0.258687309068916,-0.108882976236611,-0.172597514910461,0.10165139577804,-0.0466781270135219,0.0253959040749914,-0.0218583506835564,-0.0587140408182975,0.251690381472354,-0.105615133301184,-0.0579954974312612,-0.244920017786369,0.128055147914199,-0.188417899750152,-0.21320280243972,-0.252822544146428,0.260907463091924,-0.168221915296568,0.0524210298807326,-0.270232071025233,0.15847525162615,0.165857531353464,0.335800174465423,0.144661482384843,0.290816925978485,-0.205331519844817,0.124005904293546,0.138246274703768,0.0090304010523709,0.0234212619784675,-0.0249894488845949
healthy,-0.0005559908840668,-0.164863128901493,-0.0032083571013413,-0.0565541154868368,0.274350644296904,0.181827231807772,0.0102652292899841,-0.0712189181781393,-0.103349027878742,-0.369969751169419,-0.0356573285466987,-0.143063331297975,-0.224280438944958,0.053340262335759,-0.315440408931368,-0.0819535603780766,-0.0189722199955075,-0.216453441338906,0.0156047150471484,-0.196975871859361,0.0552644453378936,0.0012834194852997,0.101950820844178,-0.191457732705723,-0.0604255594393608,-0.0829076618808101,-0.263877640954041,-0.346375469434489,-0.0331406017455278,-0.243555839891512,0.0735624351329269,-0.425593486022091,-0.0402012856689479,-0.188442793467027,-0.378773398545156,-0.235192275177714
healthy,-0.022216583404966,0.112008054194624,-0.0836107668345593,0.0717810765285591,-0.120179427002415,-0.21479085448889,0.0154324024734843,0.0035637043963569,0.0246048499404925,0.121100757541784,0.0506852427615563,-0.678537841735589,0.202322887274571,-0.135529422085331,0.24247799872119,0.122668011321358,0.113568645193175,-0.0266586961729184,0.0983599738722507,0.254158011993737,0.0107740482923395,-0.134978089362068,-0.0661431560067149,0.144012973232679,0.217002029910695,0.125159992569086,0.0970630972509215,0.231540066564068,0.0102659943198068,0.304225550607184,-0.0490647031278224,0.145272475977261,-0.101161286811929,0.0617533295027274,-0.0956565788781893,0.135653720604018
healthy,0.373799247064837,0.273475127843069,0.295010638322645,0.0786241980227104,0.382019063058505,0.38685170928096,0.0210401614098543,-0.190060766871929,0.177828751178965,-0.385231243548596,0.158239290838606,-0.63234852753452,-0.258706429204659,0.192971343247064,-0.383653842987962,-0.141267942224454,-0.19501318575679,-0.168648212459165,-0.0851430261913097,-0.255094395397316,0.134623736894402,0.27214999388568,0.22099560426444,0.060231699065206,-0.0926179303301206,0.337014970289804,-0.306650793717236,0.0964617765599236,0.181730613779416,0.155158010506285,0.197984740747788,-0.361537862817039,0.204230045793094,-0.39077577238125,-0.382201661320806,-0.198654963946925
healthy,-0.285985070415906,-0.0770683666373172,0.174200473245015,0.180310108725261,-0.0311451315923924,-0.174635116078357,-0.127342572392473,0.0647275320799403,-0.0224482695159838,-0.143387128943385,-0.0382917935820867,0.383959912396921,0.255334473059837,-0.156282790074505,-0.0165110178685097,0.0138713212368218,-0.0111531774299732,0.0220087712060048,0.0772999688169218,0.138508140355408,-0.130174498818056,0.144190901473047,-0.277825846057404,-0.108187892732528,-0.0674492199962504,-0.0809817665567617,0.0324896907742697,-0.136889912841069,-0.153359787046834,-0.121218439485841,-0.0326906779938027,-0.0082157984325165,-0.0594413083087853,-0.007770084780131,0.0711153669858047,0.022487597683784
mild,0.242783855009131,0.183551397061419,0.194573309601921,-0.272423888588967,0.360523982722304,0.584533314365794,-0.124533756531685,-0.200489068912504,-0.0026246271698519,-0.460063640509086,0.0897442347029457,0.225683702625205,-0.620665999901281,0.572330125925203,-0.620806928319623,-0.398840841399414,-0.331179045924418,-0.514531352188495,-0.546197603402409,-0.558997046623477,-0.027212942088312,0.361456707692783,-0.0801368794991715,-0.318679455684233,-0.520174899941278,-0.0796414023440276,-0.531680233408904,0.397942672704229,-0.0778393193116183,0.450216149380669,-0.0774145321460785,-0.475513577505338,0.283341910214998,-0.563639858740846,-0.0284736336618049,-0.124888534955693
mild,-0.222895228838305,-0.34091527571347,-0.0434995667930264,-0.140359590839384,0.509413306850929,0.171401581547072,-0.175642385878557,-0.270882057247517,-0.212762491373212,-0.605778517935513,-0.224793803395909,0.504104851350556,-0.26151219674116,0.209326293109951,-0.532029630793182,-0.130125288350398,-0.28266033227323,-0.441062559111871,-0.186736144995657,-0.308451269203592,-0.0001758523598912,0.214298532552375,0.0134647830874043,-0.450210485417127,-0.231641775055218,-0.129928060625258,-0.289942044200146,-0.306145394015779,-0.318087239213827,-0.244610114873993,0.0026902617849821,-0.224540557732274,0.0775203241528678,-0.383075303707424,-0.315958302885393,-0.356892306377186
mild,0.0819996712102609,0.196842636927067,0.148758466755099,-0.186180544700879,0.0935300739427568,0.151302454919146,-0.119597474246893,-0.180133182881293,0.32668946658795,-0.0229394164379936,0.311016063325118,-0.150259651348671,-0.158088095312213,-0.0520060973403729,-0.172300087587536,0.0027979799424295,0.0,-0.11793963291579,-0.0907358966588526,-0.14452516098504,0.0942109534793119,0.166598419429141,0.161054393080619,-0.0563487314947806,0.0189993275047825,-0.0322064561277804,0.0,0.0033592470154259,0.114083006178156,-0.112366382240868,-0.114943533059453,-0.154504157305387,0.0878947505225429,-0.0806684526269942,-0.0785356385122763,-0.0644654705701947
moderate,0.155779847176411,0.121684102777325,0.146312198162812,-0.0286842765701969,0.174757910010754,0.30952184543051,-0.178524847317544,0.0442340546593078,0.0006939049967561,-0.227343155180469,-0.0314631391046772,-0.0565045564753873,-0.293961938150324,0.327709857667479,-0.161742281225967,-0.17528339123171,-0.0503131354583581,-0.455450045878457,-0.197190714608501,-0.210267402257255,0.0417928691175651,0.226947864101943,-0.0685125217511518,-0.353887667532402,-0.319469077197434,-0.0703028852946916,-0.228080901035135,-0.0021364153582023,0.0338388467336988,0.0499400656886292,0.046917555824582,-0.498828089371836,-0.0759197867334466,-0.325707641091385,-0.132740320248721,-0.103297213070645
moderate,-0.119621654047147,0.0309680932966346,0.209404842880674,-0.237927893699091,0.314455225473825,0.272445271414707,-0.394711296370863,-0.173241045342279,0.162383830582749,-0.33880088856605,0.16050428037192,0.111309637592196,-0.0450911713937119,0.0690868421024088,-0.45092378598608,0.0054523154165935,-0.0262620923939553,-0.0775533562681568,-0.0958774337855212,-0.203285337273399,-0.292906678433969,0.200158322197674,-0.235186131857974,-0.113768879255479,-0.368914820856211,0.0907299470929433,-0.187875773330557,0.0697505072909303,0.0159545177501138,0.115682175669583,-0.271443816781232,-0.194062523640424,0.147218781430953,-0.3035777574475,-0.15455761335978,-0.250664287493449
moderate,-0.0840307298069377,-0.214125317706983,-0.363627358387735,-0.0885708039683828,-0.25011293843147,-0.22294446044108,0.350757028946982,0.224251010424349,-0.221793201532606,0.067775879643971,-0.229535194493844,0.137424041925409,-0.0547999285139933,-0.228857519304808,0.134807898620735,-0.14745387678035,0.138939276055536,-0.211380714116381,-0.0491958145100899,-0.0546033817220152,0.235954802507021,-0.365551233043856,0.196959528176454,-0.17605427418112,0.310517905524545,-0.252254622108804,-0.272500682990188,-0.0954936432318008,-0.283941072986675,-0.0023082095128187,0.229863321809169,-0.30129759633216,-0.339521858341072,0.0203458930774583,0.219244029469449,0.128735784405276
moderate,-0.0694625375039044,-0.197093772461258,-0.21295707125461,-0.133763860963514,-0.120783656976594,0.264967241944129,0.116477015255681,-0.0307542222998946,-0.288599053745887,-0.302549452076794,-0.221194366547083,0.165624161119376,-0.49158085337939,0.337282356617794,-0.202070527275528,-0.548620080228433,-0.138644821019706,-0.506002294752277,-0.227565483836678,-0.228309803491354,0.0294239097938642,-0.192568536180225,-0.169376893796746,-0.427091229058767,-0.20397214787236,-0.22206049434257,-0.251451613971494,-0.0006182408507195,-0.201102917350881,0.292746805792944,-0.0633005078810012,-0.402408114808394,-0.167805353434029,-0.454833253141198,-0.0966325455883725,-0.0036576802388047
