group,CD45RA,CD7,CD194,CD45RO,CD62L,CD27,CD95,CD58,TCR,CD226,CD99,CD224,CD45RA,CD7,CD194,CD45RO,CD62L,CD27,CD95,TCR,CD81,CD38,CD305,CD99,CD45RA,CD7,CD194,CD45RO,CD62L,CD27,CD95,TCR,CD28,CD99,CD224
healthy,-0.252973744861025,-0.28651622850848,0.0166995445480757,0.0213466725397423,-0.195565383613868,-0.284922171535872,0.0653727610951304,-0.0300703044894145,-0.443046542518387,0.409897224213404,-0.0263699975544428,0.186494191299373,-0.505288410346431,-0.333910038492742,0.363692946331399,0.562190136921455,-0.468027558826384,-0.223119948292291,0.640900564225306,-0.245793877759103,-0.0763010046726043,-0.164087556505291,-0.307089270075438,0.420349033078446,0.382731447311795,0.358474440745499,-0.210243116263965,-0.234109408054124,0.388815153519451,0.280735790189487,-0.305752373082431,0.452642258881722,0.0802783058669148,-0.106412355641776,-0.195590291677779
healthy,-0.639119297663732,-0.502101949484317,0.271407440838415,0.635002989432568,-0.685993188069493,-0.346117389052127,0.628562502854104,0.213479532246265,-0.570616289003826,0.430987867847748,0.45205045903587,0.561865143352943,-0.117725219948124,-0.0567805930361258,0.110413271347222,-0.0467589016868818,-0.274525511074861,-0.0350465550271429,0.0419731839969791,-0.11146628256545,0.0064642877457984,-0.0226048935345993,-0.0979972570783843,-0.0564574384568249,0.0948869872541861,0.0755725818320363,-0.0956312926131739,-0.154221807865427,0.491660835331805,0.0730160646649054,-0.20176671552411,-0.0686500698746635,-0.123195151161789,-0.0690154428228682,-0.138678980261036
healthy,-0.706191599545514,-0.572717279554835,0.522306850393954,0.747370960085346,-0.476185025013581,-0.468733000168419,0.746096967149389,0.551034674665723,-0.596132155609598,0.307830406533883,0.578144025982658,0.401670998307032,-0.674872838927391,-0.578918488073079,0.502697262506519,0.702269463002079,-0.0914626911946576,-0.435799187011306,0.70900043495838,-0.584634984269532,-0.122698478459795,-0.458952848428648,-0.496907415568995,0.552322036857087,-0.619697509815522,-0.497924458328176,0.503629816691068,0.668121973789544,-0.0381079417610445,-0.366437996537175,0.690704688015307,-0.522792404418402,0.084067644895395,0.526805841607828,0.393828211619163
healthy,0.0354389740410371,0.0812758661217122,-0.121299836631616,0.0907103096421131,-0.593561958808803,-0.0033732765151766,-0.0671618616552911,0.0118621315613155,-0.0875181116612938,0.21441140320593,0.092809259025266,0.121080244958903,-0.551688822175786,-0.434297091268199,0.312173073706025,0.277970967320428,-0.3639831486948,-0.382922202491649,0.385085735817407,-0.462069350614624,-0.22480490451971,-0.162459095356689,-0.276995057415252,0.224589412667325,-0.0053644878716154,-0.0178244706702947,0.0029975814284994,-0.20744918920963,0.395012700606774,-0.120952441522393,-0.089748969952645,0.0081873478368616,-0.0633694884897293,-0.151812611837518,-0.0855582641411056
healthy,-0.370121172195085,-0.39125286758426,0.130533590170816,0.341955253105895,-0.778113928625225,-0.287843904855173,0.434027038847806,0.280084618023948,-0.313281209492106,0.35649696197073,0.299551304573148,0.264522833646063,-0.173247921697797,-0.202566920914153,0.258393291263053,0.100750109163354,-0.0196125047470059,-0.181408562164001,0.23558768298571,-0.208441080934981,-0.124686584114252,-0.0894721652848561,-0.170354870075595,0.152647256804561,0.439903204864931,0.387784587730003,-0.262365836554827,-0.409094438853486,0.327815679103953,0.155106926221705,-0.408442959587645,0.352494717110706,-0.0340805295551378,-0.271229586842537,-0.263647198387414
healthy,-0.313711126117289,-0.219966518133844,0.32901066022336,0.419830481413555,-0.646464940067867,-0.207059572388697,0.407472058762287,0.184839008607231,-0.189975904780368,0.256434427324387,0.333366565910831,0.27608876538275,-0.436266990323682,-0.482317707565515,0.318854395289527,0.388433602729759,0.053174823225207,-0.355871077009118,0.437126192442027,-0.255816919062567,-0.1950459907676,-0.162092894321385,-0.301223631305398,0.131929061623976,0.404670271855757,0.377951507055091,-0.326953199426906,-0.555375261475203,0.0796915260994575,0.367281488215906,-0.568436956105436,0.277790243501747,-0.0663016996147083,-0.223501113461397,-0.209419391623519
healthy,-0.292097689612811,-0.304689200595954,0.351348982651941,0.31811575655985,-0.393892928301914,-0.223156266452605,0.271043424926686,0.0334595322899195,-0.341628700434023,0.119626378208359,0.182338776989064,0.109879367792069,-0.273621573289455,-0.0015385182761567,0.127421659418399,0.235483150670906,-0.0864756389131157,0.252105621484528,0.25457954581852,0.0813225944042053,-0.0868008156506607,0.0297944262502649,-0.0426958128797137,0.317463126381646,0.369432830579987,0.288325413876875,-0.245952668781306,-0.39176297043591,0.726693278560759,0.0951946481739022,-0.327455179900188,0.630615941042204,-0.262774799345062,-0.205032432932494,-0.126019503723078
mild,-0.201064715271297,-0.425543118147798,0.209465439035271,0.24454416617437,-0.235641912959161,-0.630935068523285,0.407290429980218,0.299941057170479,-0.346473171036362,0.557935705465909,0.492535394839844,0.004032237902391,-0.132263675891122,0.0666590122591589,0.237462526654582,-0.08490001486906,0.429898280266626,0.284405461218612,-0.10681831494137,-0.128782662022768,-0.344221384136145,0.169218658502357,-0.0323916820532714,-0.244144067152178,0.0024908874544309,0.316485183333557,0.145729495128821,-0.0445479247247583,0.256398756168154,0.272932578605831,-0.0614203639658338,0.0766726504064656,0.416329889239999,-0.014687984982198,0.256985018943019
mild,0.0208491880266423,0.217937637308867,0.0203863578293021,0.0522309403821336,-0.670298286247095,0.0041537424297276,-0.0416726961282933,0.058325585221823,-0.050117754677564,0.108749061090322,-0.0259521557968531,0.119292759350046,-0.116179246168608,-0.388941560353558,0.0670471197717785,0.0340314295647805,0.552614975517429,-0.161684818800574,0.136971867259762,-0.209038084039609,-0.127598669027847,-0.136419985302663,-0.0937138569631861,-0.0253664693395174,0.16575676751258,0.07847769688264,-0.126592830184916,-0.175046743609522,0.550732532511551,0.105274693993591,-0.13867674793053,0.183959668209997,0.0594588866871565,0.0793759719438011,-0.112693884020102
mild,-0.103026053153442,0.278287294183219,-0.12783622066223,0.0625961123165183,-0.155787399598444,-0.0071804373512293,0.115391225196701,0.0,-0.296296003439871,0.0120286062559198,-0.145751213473294,0.211528883163274,0.416870274499275,0.0491843754107519,-0.198639101662361,-0.28015289674579,-0.146028038311124,-0.163436039251614,-0.255893939932589,0.414072053345325,0.0162720716811058,0.0552496303966026,0.0742976339904528,-0.390078921692692,-0.293618327795478,0.0659111784751616,0.0151084263173797,0.0235910910136748,0.029621291262832,0.161842228796109,-0.049422489117805,-0.298467137543413,-0.177363024380302,-0.0392542595802835,-0.0344051039174223
