group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD32,CD62L,CD197,CD161,CLEC15A,CD27,CD95,CD278,CD58,CD11a,CD244,CD235ab,ITGB7,CD54,TCR,CD226,CD29,CD49b,CD18,CD28,CD38,CD127,CD71,CD26,CD36,CD49d,CD305,CD99,CD150,CD82
healthy,0.0726033603152023,-0.0927740952759603,0.165332701107836,0.314153099465079,0.279160671714308,0.112009640484139,-0.0987126142807541,-0.0896589506908626,-0.311145321669429,0.0184836279322873,0.250586023603474,0.0964597744558631,-0.0559157250712976,0.181894640023024,0.306431380550826,-0.197634762724598,-0.173098316563072,-0.152279938188814,-0.0724029543582423,-0.0141025128083468,-0.153448051354985,0.0180218309132768,0.0867541647909027,0.236445260256143,0.126985777959068,0.0004954590085414,0.239167361836085,0.0956988319073781,-0.180931259004613,-0.0273544366393232,0.0250594060533636,-0.0554077163926584,-0.0715217698413919,0.215715939401691,-0.0812159119027785,0.118562540482991,-0.231466521851621,-0.139224224057592,-0.176375467504406
healthy,0.156910822773483,-0.0141821377398721,0.37098632802574,0.57585350762044,0.466572576013869,-0.259092071546479,-0.275875175166565,0.218033602317784,-0.573349593547076,-0.0812304839481427,0.651063390648915,0.208615185422499,-0.183037237594741,-0.103697797392025,0.419833119702831,-0.569477229032728,-0.0312581333780417,-0.232737992048316,-0.152711468811321,-0.0398212179692548,0.0314704694022672,0.121601120866327,-0.167458887860475,0.543096552569508,-0.251653806758392,-0.168772324163686,-0.0796090683479489,0.0336075125490914,-0.0606327693164387,0.214004058749459,0.195947792028047,-0.0528149379239972,0.0180131017283159,-0.0553157042174601,-0.167893200099638,0.275699266432141,-0.2873197162382,-0.11849386199446,-0.0915022717771279
healthy,0.197207399732732,0.205806788331453,0.387945865944941,0.544250672295462,0.548318338563043,-0.21565982634596,-0.232129268294623,0.201347115279393,-0.487507471930231,-0.123478798095313,0.168852742921779,0.291097060400427,-0.191031038201488,-0.14415924285876,0.394570725072543,-0.517136285867464,0.237472648803856,-0.438839454021886,-0.0736415776169628,-0.120634144592885,-0.007794685838208,0.0603843947659771,-0.315823033404534,0.47711707886572,-0.35209466403681,-0.337932524576865,-0.100537954813249,-0.097689738172327,0.0180824544289697,0.380872834672306,0.0780920424128588,-0.167993277365619,0.112260561299055,-0.0640788214867914,-0.303929421076491,0.38380172590826,-0.348366173860427,-0.294471731925567,-0.255856350925181
healthy,0.179997175085611,-0.116889854506211,0.245880847304865,0.489093543166052,0.38700999020231,0.0581462419707858,-0.397378616138972,0.158903507249725,-0.429680001721684,0.133777423301349,-0.0704529306057847,0.121501191671192,0.127224715765306,0.148337114882022,0.319186246935335,-0.521893278860947,-0.350097987556487,-0.0801466605834445,-0.0742943845317138,0.0853124893033137,0.117232854235674,0.227849476232125,-0.0670148418627479,0.257182176121918,0.0685079086703704,0.0297565947451363,0.0593016187281775,-0.0629137296727213,-0.102239635493246,0.16576575180188,0.193013243824311,-0.0234379186821127,0.443379893325674,0.137131635934455,0.0847552739345241,0.227311649400977,-0.326911703192914,-0.0402737277374706,-0.209970490396225
healthy,0.0429485268904644,-0.185565829137775,0.006321890671537,0.195790978916253,0.153571925992352,-0.0950082971971173,-0.380464733359442,-0.0935238821116542,-0.225277489877016,-0.0437077524710217,-0.266967798767215,0.133888670024244,-0.0755840917975572,0.158543483030508,0.0645066188189819,-0.459587538261454,-0.516500549615111,0.0240845293644597,-0.0882060207215852,-0.0170830074748818,0.225842673041464,0.068011649979565,-0.0659469146247883,0.0019806639485315,0.0431018677559904,-0.135465093978807,0.060715356847496,-0.0915816700134126,-0.175690209610463,0.0359883139106832,0.243080943756401,0.194319156314662,0.260780357335737,0.0862050433631061,0.0062476472758136,0.224950569518556,-0.337917780448099,-0.035957419354573,-0.309073417278683
healthy,0.338839575097448,0.177281545384099,0.35291910390854,0.543259575075728,0.541310059752427,-0.0932930053381723,-0.440827052383705,0.227022825451547,-0.616646848157612,0.0138220798933488,-0.176334259169722,0.20850512934121,-0.0532010924823401,-0.194728811831744,0.400414072685962,-0.650535109237111,-0.350867946016815,-0.282398243214421,-0.150888763696156,-0.116284196771352,0.0549451060736175,0.13990736564871,-0.255155588280461,0.388550347432411,-0.27976805928465,-0.170576148900341,0.0171304557661693,-0.256150246553014,-0.0694019311015902,0.195907335350764,0.238348994625168,-0.0573085733096865,0.311935726075897,0.0276273716658827,-0.216591623287039,0.432910943107784,-0.333767022176271,-0.200913054536275,-0.288892362264422
healthy,0.256366703835452,0.1639340716948,0.247785927436579,0.36138664374549,0.350712385357258,-0.206077906747838,-0.405775533617517,0.151602735357554,-0.292324308624407,-0.109107170510607,0.332861902261032,0.0674039853376639,-0.0373388983525189,-0.209810018465107,0.180133590696505,-0.287958235195126,-0.156378366516306,-0.0237611171334211,-0.134536798800811,-0.188882558184332,0.0,-0.0402149709455195,-0.233880910488881,0.39600389211529,-0.245651363328047,-0.112986536573206,-0.174869142530085,-0.0964992308071591,-0.101377488387081,-0.0107555224344722,0.154431125713895,0.0,-0.0966120400181403,-0.21989329651895,-0.0642831219161543,-0.0575269751902361,-0.269869289963124,0.0,-0.205452972605074
mild,0.360780732413823,0.278526362762739,0.299651239473378,0.495235654479929,0.67648269720996,-0.167325781130443,-0.200998136475852,0.0926279391609264,-0.489049075172654,0.0038952086086711,0.135715614397018,0.254795137936522,-0.102478364704571,-0.610583275827236,0.647106567322382,-0.659498738537263,-0.0461099599318287,-0.289070006860853,-0.44604735320345,-0.452066906573832,0.0651112627991965,0.237501613558672,-0.533789932542026,0.412380600183624,-0.570448990404129,-0.464005629473344,-0.0853435151886137,-0.483871441148678,0.242408556796667,0.326066733520846,0.296249940185143,-0.0798552133215448,0.421853845301695,-0.0681732532252275,-0.51215172666167,0.402527978986654,-0.584378226777383,-0.172243446040919,-0.162667197522171
mild,0.237778631028022,0.199004003166605,0.292249570506088,0.53159793474752,0.469219079083773,-0.164864583003101,-0.0723547304829701,0.182685379660317,-0.418483451819506,0.0052993740010214,-0.259419299198543,0.269077048327069,-0.055743052063572,-0.182663580307756,0.314643780687324,-0.464350857355886,-0.157285835339551,-0.19541170028323,-0.113106259057399,-0.0619075691039294,0.077522447011466,0.135385190676027,-0.191782076095578,0.370246603227233,-0.139504986172722,-0.248176014058464,0.151724339492126,-0.170519399626496,-0.0288883471014991,0.37207885059266,0.0913359925759989,-0.0171136834005127,0.143693592476046,0.134760791335636,-0.315873248526153,0.0578815291796644,-0.205051668320372,-0.230699007751753,-0.332601157113646
mild,-0.13513947860681,-0.305028014061457,-0.40873746752067,-0.262196656683446,0.0682743917081106,0.11910024069201,0.130562834064377,-0.279318024942333,0.202898230999075,0.037655705190229,0.120805170386821,0.123921502535117,0.0390250035607827,0.0559295370759412,0.291514979068014,0.198876354278453,-0.0234535612484468,0.0,0.0487157846122871,-0.0539111309070964,-0.0264063995627705,0.0242683190745471,0.0487886208284423,-0.399301961271877,0.0522988429255088,0.0,0.0864800397443581,0.0,-0.247345200614138,-0.107773554673404,0.276671421887185,0.111597817200133,0.0661811544345653,0.0759678072863532,0.0304520811144802,-0.0119194199330551,0.109177886935813,0.0,0.156616938619936
