group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD294,CD195,CD62L,CD197,CD27,CD95,CD1C,CD57,CD278,CD58,CD235ab,ITGB7,CD54,TCR,CD2,CD226,CD29,CD81,CD18,CD28,CD38,CD127,CD71,CD26,CD36,CD49d,CD305,CD158e1,CD99,CD150,CD82,CD224
healthy,-0.113070133364484,0.105414602871029,-0.0036444362031246,-0.365623173460683,-0.456306354461222,0.0394403107326992,0.459203263759231,0.524542187534397,-0.11783136789687,0.196260001066877,-0.434151327478497,0.009238582373412,-0.140371318631538,0.66361359842883,-0.0595649806944106,0.0667401830649491,0.239449123847189,0.253999977778235,0.0560944284040472,-0.0429161533938386,0.274910615563463,-0.124278991550317,0.237796538701243,0.0044297272171299,0.184013654477092,-0.125341845575352,0.0608838319235769,0.296492445953516,-0.118397637072484,-0.224105002967064,-0.0267717437525622,-0.035594898927717,-0.102804789093974,0.165006972686804,-0.254221238528406,0.0574336753968091,0.434851452265295,0.106448230606979,0.251797716350506,0.31716735948769
healthy,-0.0701943395530056,0.101691830279245,-0.255581308068797,-0.546667531081607,-0.370001007393758,0.259269727996929,0.136340857347272,0.516451292928088,0.0276450246740591,0.223618957765348,-0.702063443159407,-0.122264579514699,-0.228079664526341,0.451247567172129,0.0499698304083496,0.0440483649339277,-0.089876900524678,0.179355346490813,-0.0409556194032068,-0.0811365599967726,0.250566064117807,-0.380915531700468,0.210544449983002,0.325938367685844,0.252631468711873,0.0123844895406345,0.167949549389726,0.140139234955454,-0.242099704546921,0.150485731256691,0.0785736820116851,0.0457427245135276,-0.0341054950090581,0.116096791281452,-0.1361568766816,0.0485450724715917,0.295361870295862,0.175219901961244,0.156399388109305,0.407925665894576
healthy,-0.0799984571510324,-0.0860431808016214,-0.360785486611739,-0.648844174553279,-0.522157954879272,0.350797099598059,0.497548286268661,0.690451572700152,0.117385188691881,0.103384294995035,-0.442196059729687,-0.340325751099389,-0.426269344348082,0.711460227132179,-0.0664617457506608,0.0361136862794097,-0.0617357287103256,0.529405954697761,0.0240419179080681,-0.165948917702196,0.33580238851207,-0.559981946381851,0.148609204276987,0.291892578856141,0.358542043265827,-0.0895693836970372,0.155445229665737,0.0446838484533323,-0.377717271236987,-0.165036118120281,0.207142084197473,-0.194336645060516,0.132725216748201,0.112416259933127,-0.467460253409486,0.0529972326135845,0.532067717089482,0.329341886291605,0.299944215615794,0.36894441998402
healthy,0.148650597812428,0.107083112864958,0.0746489805857531,0.0352606062109924,0.0299502148921319,0.053826943050701,0.0488492225301444,0.0965540454888315,0.0585698886193414,0.0974368458468024,-0.551159924835904,0.0754011160815,-0.0393237373104221,0.0390621110572316,0.0112197898161784,0.0417412103928695,0.116555267356886,-0.0029078144554916,0.0436184515496918,0.0047505263733587,-0.0941221426400107,-0.0164802290736423,0.0804291332124446,0.0525289548831008,0.0416238108246151,-0.0505309293202949,-0.104846408729886,-0.0333934488897872,0.0360948818509567,-0.0903574435641363,0.13298726288309,-0.183443341116406,0.0989636471717468,-0.338241655330895,-0.0691078490217121,0.0213760793982781,0.0075783886432954,-0.0083918474584023,-0.267671533704588,0.0162468303113299
healthy,-0.179408695711994,0.0126910090748735,-0.427918827306908,-0.686303005136833,-0.575160043715672,0.324262271833831,0.313179854481884,0.628329540881684,0.0414868356840516,0.160882821487292,-0.53078863884473,-0.198287219285703,-0.318804297366137,0.67107240355201,0.0241303805104223,0.0352157271275223,-0.116006469749874,0.31494822949768,0.0215099860967302,-0.183767328862206,0.331579658755217,-0.499214149110738,0.143839492925268,0.387941499503559,0.283155794140508,-0.160243266121838,0.240038172246471,0.178547110462569,-0.498305781407467,0.141318496466845,0.0776690317991024,0.157516178971045,-0.0418285277767498,0.214157668363325,-0.535925312418468,-0.0320943748836939,0.514140563152612,0.36468329533573,0.263620139691896,0.489248366256901
healthy,0.258488675703898,0.351853533672778,0.116647078557509,-0.225619752882513,-0.109491805030469,0.172680988882467,0.30737171190859,0.208101105150847,-0.0011675933552259,0.036377326168181,-0.674089277364176,0.032379575099708,-0.130854262403236,0.24811514675803,0.0742624473988703,-0.0228651605356963,0.144881153240162,0.170861384510633,0.0039330487119865,-0.0970008193268866,0.024604826717239,-0.0447137446270843,0.25272218234575,0.149463693447566,0.211159812003972,0.1169914347591,-0.0324095912228146,0.238980193693636,-0.109654096981325,0.030014036675824,0.0770340902846706,0.0567590652269972,0.0944586052057981,-0.176301136776235,-0.128589427852521,0.0613402435461902,0.12013404986802,0.137815366798594,0.0182116476746103,0.213843849433145
healthy,-0.244112588796196,-0.164629765643729,-0.185454630978443,-0.0261885228995219,0.0125806267678821,-0.371495977942878,0.0657442344506811,0.135234032220919,0.136299197445862,0.0170484458437285,0.259511612294357,0.0286103247116703,-0.0769666230776253,0.0754486988680068,0.0180214154203911,-0.0133955316877291,0.002191097511724,-0.0674039853376639,0.0,-0.0414109773315592,0.0654624769811431,0.0633425587059407,-0.0825008847160071,-0.295796282751287,-0.0809817665567617,-0.0712833514002633,0.0741928759472128,-0.0207764706598562,-0.0670052756599848,0.0570043728029289,0.0,-0.0738574135479584,-0.161809791478271,0.0294828942751262,-0.159520732224483,0.0,-0.0527737354422122,0.0,-0.0932132788444383,-0.0170877181050226
mild,-0.257573220655572,-0.115284798374254,-0.377337695676059,-0.637314958888083,-0.55589124377322,0.198519973432082,0.350460896983667,0.627053522959955,-0.108182836513804,0.176504912408924,-0.446440845001026,-0.248455602074034,-0.607708218101863,0.732027025864099,-0.0490238108077268,0.131570210638974,0.0937244393647425,0.303639223503678,-0.109735818866643,-0.279297200171187,0.367367861777092,-0.547536770759131,0.202714297213096,0.47381187124514,0.468020396332107,-0.211424213980789,0.381919632206148,-0.0071187374569564,-0.322573263945041,-0.059537018789345,0.183159483150272,-0.148101504218179,0.0869442314344199,0.437258273917699,-0.528278343972483,-0.0907672473034587,0.591923878404096,0.241501724895669,0.303437691973577,0.378679940503306
mild,0.245560579910777,0.308281991514019,0.0008313418771264,-0.417749880171216,-0.124878760791813,0.242487042199408,0.249537743790619,0.458338562957839,0.0590104139837849,0.162830430367583,-0.538776622346469,-0.0689118615998633,-0.14864811257792,0.458587385062083,0.0323755108197938,0.0207778750313132,-0.0218276167691344,0.218469740717841,0.0701195784735187,-0.307450328536535,0.224138470650978,-0.272387061291416,0.402530098274252,0.258835938071942,0.222379488249473,0.0623972031497709,0.166933897718737,0.25425697438643,-0.291625675517573,0.279044518230966,0.20123737813278,0.162791168002433,-0.0063041426006129,-0.0967693011974769,-0.0434419815592899,0.0766362910650297,0.207581847454569,0.307054460149517,0.261656223059538,0.311201858849285
mild,0.0761136827416869,0.0068380687802695,-0.113673201284605,-0.158433656105533,-0.0322353899056377,-0.0980926565106045,0.0105516203576261,0.0611159979095462,0.183032659401596,0.204301491546066,-0.19559754073963,0.0842118497890575,-0.183189755053191,0.215819261936423,0.150196312784695,0.122008995394088,-0.0922518906754768,0.0,0.229831416093338,0.0573183595257794,0.136470211095502,-0.0837575498224273,0.118240068444918,0.0337447567698197,0.0,0.083167541737045,0.0,-0.138168455337331,-0.0354075548334109,-0.0876623344600505,0.117075010682348,-0.19183214184877,0.10339777051542,0.106374378126003,-0.0273873311779706,0.0,-0.0921726295077501,0.0,0.0068691639745586,0.162873961350495
