group,CD52,CD3,CD8,CD45RA,CD7,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD54,TCR,CD18,CD28,CD38,CD127,CD45,CD26,CD36,CD49d,CD305,CD99,CD150,CD82,CD101,CD360,CD224
healthy,0.0316993669233133,-0.242211225613736,0.266217880421335,-0.382758377744879,-0.300035448515169,0.111082510739926,-0.211138141661048,0.410805878730932,-0.0671982962327858,-0.433902851112255,0.263891510839859,-0.230542176063234,0.281194026840529,0.240173374252028,-0.388095131494499,0.133592546205317,0.0844036639240666,-0.206938371165463,-0.0118186745737244,0.0466978166546537,0.205241996415369,-0.0714986083707276,0.24494179258793,-0.199201829547179,0.379951180012626,0.14027296812844,0.180924218385049,-0.013023506447913,0.0128565057822974,0.296941346566614
healthy,0.0632945917433314,0.0080068606158093,6.76937812278189e-06,-0.101156255412548,-0.0777695700589414,-0.0506820594495507,0.128549944372277,0.140684784732162,0.0430137063525976,-0.236208533540093,0.100239209317161,-0.0496057259295241,0.0761615869596178,0.241011038890877,0.0116450926248679,0.123398158688246,0.181366531385257,-0.0956553484385083,0.389002780993997,0.021896612386627,0.519311606376256,0.0940045025337609,0.252415419569255,0.0672991147768774,0.171864285625999,0.166488734973787,0.19851026898523,0.19906902041007,0.0804652552624004,0.148338800960731
healthy,0.252393452690888,0.104237602667231,-0.184051075482357,-0.164608432622182,0.198778367488651,0.0214847470124002,0.118431647403633,0.192920252589833,0.0281023247215418,-0.0317459890180355,-0.0264661584325314,0.229715132843136,0.121324208296996,-0.156193397272977,0.162031680572648,0.249413103100916,0.233768890192336,-0.157302673410768,0.319693781653074,0.175097432759133,0.213630789686722,-0.251629030668977,0.133507623341647,0.0095653921348334,0.204412138320711,0.0167718821708071,0.177256480141878,-0.140312529135778,-0.100385044639982,0.143637796223933
healthy,-0.26869296360697,-0.483379280838123,-0.0727220080720093,-0.422260949635658,-0.349366324906667,-0.0462076753243204,-0.356319157191793,0.0719780462393975,-0.277748882533045,0.0687261073035562,0.134768177277957,-0.453581121187768,-0.0181948702307184,0.0915627940551083,-0.470532638027085,0.137936696080507,-0.105283828175826,-0.299426560575965,0.181419284085052,-0.351283661400293,0.181494427444991,-0.0155986884815172,0.158454686945018,-0.220653898888006,0.0695101990214252,0.0281197056937638,0.254878946654539,-0.197495018478322,-0.188216075381462,0.0971282742546751
healthy,-0.164916076354936,-0.0363584438102615,-0.0908485894714751,0.156195374605388,0.0734953018930323,-0.317325861013799,-0.0593610769347216,-0.185814439186189,-0.13771047843108,-0.132055707143916,0.158710616879964,0.0936299440891231,-0.245622425460254,0.0005765882927068,0.0540619916669415,-0.084333097281925,-0.0800394949088821,0.145407029780835,0.249289352980531,-0.122536519649886,0.444981741495346,0.0322574886225478,0.172297797191845,0.170960781044058,-0.172660980128941,-0.0238293110940448,-0.127507938689239,0.219151187568253,-0.0529378177417985,-0.110213945271747
healthy,-0.101087952024952,-0.326540146358626,0.0656050817800725,-0.577389076986753,-0.38898301328164,0.338245693608209,-0.0618610782038688,0.628181659126692,0.0395663950194526,0.270684723204257,0.346059106590346,-0.288242187697967,0.637888673276335,0.355130810501049,-0.435832034511743,0.53635804180639,0.121318154298563,-0.474850193419753,0.136523478782826,0.0026039427021423,0.0040350705580782,-0.0470793685216427,0.330703544063322,-0.179158695944439,0.516745986790149,0.207354926385272,0.569756093650241,-0.162270297604448,-0.139480146075905,0.339510016793186
healthy,0.266869604251376,0.510524449903196,-0.0618803714813108,0.405127617869004,0.299805041964771,-0.312967781195414,0.267889613536981,-0.298069087341799,0.152320512193133,0.376869121744933,-0.0951908409458536,0.189178925237886,-0.189435557843885,-0.21254430574873,0.690255561841361,-0.0780722420098122,-0.0087953585307417,-0.0289343034414495,0.0250150444555246,0.249477516671015,-0.0703549124454288,-0.261811044083568,-0.14211429310405,-0.104539173537692,-0.273424298651826,0.0,-0.230064375454219,0.164297403920222,0.159241407478581,-0.161602181277891
mild,0.127296337899156,0.277390624866249,-0.0442633629172615,0.39445970988666,0.397703624892665,-0.419018411531403,0.102950561527329,-0.432973693228319,0.117408338919048,0.073534807317829,-0.209595554750367,0.3979118998319,-0.554297078913158,-0.291343830627009,0.395837856286985,-0.211133705137686,0.0850731491845114,0.099378246024058,0.391897186734357,0.0566209674244412,0.416117873918363,0.0065784166671049,-0.172034013694975,0.34063412803188,-0.436471449391601,-0.139403040751861,-0.157838883571949,-0.0499003377444527,0.0895162464469645,-0.267125764684607
mild,-0.0849274760546753,-0.0759989404377736,-0.012560155164719,-0.155598785922356,-0.0448185116830257,0.0283645460906252,-0.0242470138775485,0.188521098570797,-0.0737591154646924,0.370638218726474,0.135804883853741,0.0170653543648036,0.1527557946843,0.0450327188725885,0.0042636507832398,0.193186304881368,0.198379475967074,-0.121429037903257,0.169864948841817,-0.0906172717352472,0.13094114648202,-0.178469144187193,0.482397909493022,0.0556344220467606,0.440988374376961,0.0632496863414231,0.280134009577168,0.044835724480145,-0.0893641618859427,0.0657575726404688
mild,-0.0271305454315278,-0.319096675230128,0.081397032445039,-0.232541048949674,-0.0519187343116962,0.262813640071602,-0.0577122011164763,0.243926625261131,-0.0261561686728794,0.087878350860857,0.234917356809016,0.231167802172143,0.32547204940086,-0.0004388593495233,-0.364680159880043,0.0,0.0658001416390383,-0.0683489946060494,0.43301716573028,0.050710586359541,0.372632258932446,-0.0624609703918793,0.326193561350561,-0.0519433926095875,0.592602214510603,0.0,0.446480784172349,-0.0323337342026942,0.0126165793568693,0.239347856231591
