group,CD47,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD279,CD5,CD62L,CD161,CD95,CD54,CD62,TCR,CD41,CD2,CD49b,CD81,CD28,CD38,CD127,CD45,CD26,CD36,CD49d,CD99,CD150,CD82,CD224
healthy,-0.331081630742465,-0.15037380235643,-0.289821013454849,0.0425011199558155,-0.405694511912812,-0.29814071842345,-0.0231553046679696,0.28775843059459,-0.226838850111556,0.340734340127172,0.137699210886817,-0.127847796027099,-0.26483820277089,0.0676166276370304,0.403569905447294,0.186583560094122,-0.204111082120271,-0.437318701272568,-0.173777029410074,-0.0030858992984491,-0.044837750989191,-0.16678674502975,0.0423435397384826,-0.0447229888815237,-0.319704587182871,-0.122811079304149,-0.104184272974399,-0.161802194855578,0.0624909817824836,0.206279379957346,0.0744072422758347,0.111880296858794,0.266965943895845
healthy,-0.191725987529501,-0.24714504040662,-0.288505246211089,0.0093262076947996,-0.376473546788926,-0.334434751560771,0.234666546688593,0.171397732158035,-0.143315293593948,0.262119155055344,-0.0149196841564048,-0.183820593485393,0.260132884939341,-0.0555356059553372,0.207184733648745,0.0141148104321194,0.0693122139716473,-0.326350383940239,0.0171167660606366,-0.149183295665462,-0.065876420783749,-0.311375754095523,0.0476838260838196,-0.0552036644786274,-0.281700917583696,-0.198507229018977,-0.0465692176676463,-0.0071254817739092,-0.0523635093356869,0.213419820702676,-0.0228811254373256,0.240775650072313,0.142526197799212
healthy,-0.144472571526378,-0.0752334695764521,-0.28487527976443,-0.0155428700796813,-0.558007279537785,-0.385953830070486,0.236184392571512,0.405908613464049,-0.0335668241622089,0.581900242496061,0.0028420797692897,-0.0657584774446822,0.309059086752791,0.0993859508902449,0.580667566304396,0.245556190758777,-0.153556740054274,-0.339113828338213,-0.137995479410536,0.125167197257421,-0.158745246607906,-0.0697947868763907,0.206626279913067,-0.446071516751094,-0.0130594652704834,-0.0849791629564819,-0.14090579296461,-0.143502616766543,0.261530235627672,0.481834060772722,0.225716780306215,0.552836102678437,0.368549132494847
healthy,-0.213716703457046,-0.205928035154871,-0.315695281294754,-0.14971802780064,-0.348643002624693,-0.307553772495944,0.0090698710176175,0.17052315776643,-0.31090411463875,0.111936240739829,-0.0918267896627825,-0.339096226326096,0.398150797945554,-0.0817046475307799,0.210668654521287,0.103538572171747,-0.0722715520196604,-0.229053182646737,-0.261393404532838,-0.102184861987496,-0.151267634884716,-0.194026091120695,0.0189945931428094,-0.188167285456472,-0.0842495055318969,-0.271597078323263,-0.125902402778718,-0.108023125129867,0.249057179650036,0.185152865340922,0.0488729562899325,0.333500638530395,0.122369035031288
healthy,-0.398384825089412,-0.355681743842815,-0.432772786667509,-0.0867003594705814,-0.39815859578248,-0.383724435513921,0.210127785095319,0.238549576488724,-0.287753503399495,0.288636395820768,-0.0436250556626914,-0.310679912450077,0.43895524548072,-0.0562106898586615,0.311555660491822,0.172862482269426,0.0159434157948378,-0.397773083401122,0.0199739507348053,-0.177164228904208,0.0127648662443198,-0.408103664859418,-0.0181875934208837,-0.284931063681369,-0.141247194968931,-0.319594190391715,-0.092414405854023,-0.0040436559621942,0.137462458541171,0.333918796426477,0.0708612001507903,0.318326869494048,0.260542544614599
healthy,-0.372510486122327,-0.332841675712637,-0.296492130594199,-0.0861929184279698,-0.205893311983981,-0.206444220995103,-0.012248763614585,0.188130888658903,-0.248563295030879,0.22563348760339,0.0559533476201158,-0.210065974297487,0.706801955799822,-0.0765780481940296,0.258833745608422,0.113414073716876,-0.199070036814631,-0.200517500841033,-0.226954304559402,-0.151062338445168,-0.23861201515736,-0.307408684358579,0.016141032291542,-0.117625953343668,-0.13842997279066,-0.232570672892054,-0.195742635233841,-0.160329023226976,0.170747319850231,0.201144698195716,0.059643371092153,0.266415104478254,0.127555084201302
healthy,-0.280248691695588,-0.239179111160918,-0.441858999717002,0.0,-0.44409097507393,-0.389106114476972,0.156017586764454,0.504021269800961,-0.190226102967945,0.446693246345084,0.0344293738055693,-0.0400338196567517,-0.110948714982824,0.036369056836869,0.324781611719153,0.271310415516398,0.164622825285253,-0.502852550007664,0.0110240250055641,0.160653159334042,0.132763698488911,-0.097469072322809,0.149186738405053,-0.031352900425708,-0.0389270599692241,-0.190023871724681,0.0751342978445875,0.20071741069356,0.129378500254734,0.438967502294626,0.0,0.34233254449405,0.17527146321983
mild,-0.26641939014577,-0.17192000868543,-0.233391434804855,0.143384518122585,-0.422896703076995,-0.567726390489402,0.148256996368035,0.336586015980132,-0.0630323725015485,0.454085450856567,0.109218870478868,-0.120010785483789,0.111191536708456,0.0570453045161704,0.608560019221035,0.405784753080272,0.0415219127480296,-0.364329075613498,0.0701881938291411,0.188093746758867,0.038571778728653,-0.175979338921778,-0.105271870467494,-0.267371644658351,-0.393761711900382,-0.0323078195584889,-0.465848370192796,0.066925129565282,0.298001145533824,0.566817385398308,0.146134771954242,0.190837965273762,0.210606550040981
mild,-0.400629406050985,-0.383614075035735,-0.308774961340388,-0.0005982828379088,-0.233206975244761,-0.350033030909921,0.0544881902612351,0.010564800390498,-0.243092473083275,0.162054164945213,0.0150051880803359,-0.288743987160569,0.561078832113337,-0.0570906361704967,0.229674437261201,0.0627948561748001,-0.140697007152732,-0.165730243225054,-0.124939064835122,-0.247192292982409,-0.185968328809527,-0.0404832598679595,-0.0163200308831542,-0.1870312303299,-0.20796853146734,-0.341901277838075,-0.22152596116737,-0.0761081044856203,0.406941553437013,0.141972820715993,0.0090072185493522,0.217560165988597,0.0542700318175153
mild,0.0173000988501927,-0.109047035548212,0.0810126258950025,0.0,-0.0923081870005488,0.138016954885195,0.0451917011801637,0.0104309483208609,-0.125946104008975,-0.149478592318776,-0.0130083345202609,-0.326325035456997,0.113110805584067,-0.0965355351240415,0.157849451657549,0.0400314959796671,0.0601217788846433,-0.0594303393485126,0.0972798120561404,0.0484980314418057,0.0875726401747715,0.0418509519770834,-0.180044748236408,0.0126234472678943,-0.0587685179666008,-0.0352731944177889,0.0329592581316612,0.139113398263489,0.306469418209423,-0.144696558460391,0.0,0.0223869840084237,0.188372929083319
