group,CD47,CD3,CD56,CD45RA,CD7,CD194,CD44,CD45RO,CD279,CD62L,CLEC15A,CD27,CD95,CD57,CD278,CD58,CD11a,CD244,CD235ab,CD54,CD62,TCR,CD2,CD49b,CD81,CD18,CD28,CD38,CD71,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.0312397017486642,-0.094445285009483,-0.0180915002464989,0.316914614831997,0.239438694953747,-0.289852693806287,-0.286661405782707,-0.533388858867323,-0.232597084373944,0.378029153223573,-0.204286038824555,0.155115618940135,-0.474439972282138,-0.102638692211334,-0.281229846671935,-0.168136665573677,-0.387445894426639,-0.216456001165723,0.118657933701116,-0.226026427007974,0.0844489816091488,0.0240802718121028,-0.397506015889669,0.0350432245453314,-0.15223205656885,-0.238411258448888,-0.329524881931947,0.108569061763645,-0.0149350515958088,-0.205726953286662,0.205560335849051,-0.442887522325669,-0.12616815621842,-0.401351763016374,-0.428256017977768
healthy,-0.125731922412119,-0.267252091589475,-0.0479572015297086,-0.537307428603703,-0.387042677103793,0.14628778807235,0.123306911373658,0.562199574411418,0.134293507636383,-0.788540444893769,0.226533654716023,-0.21486795708343,0.540272224009831,0.0179556600874382,-0.04516010969517,0.160801157743224,0.210062860862076,0.0951765142363386,-0.0563803424731868,0.263476194511344,-0.0727519104735926,-0.416364686340569,0.224888708968945,-0.0384258356169675,-0.023108612320968,0.155467081252597,0.213756001870283,-0.180158651387012,0.0787553396316723,0.270566268364553,-0.132009794746363,0.356601337305007,0.197120351277307,0.083007174711388,0.438173309319905
healthy,0.0940900863857318,-0.0302684472653809,-0.0658583929296178,-0.542051430689519,-0.106395191406324,0.426044349756731,0.45705218517008,0.673742619980827,-0.055831406843121,-0.0493739514666492,0.0661224610800036,0.0289726413415285,0.677963032147542,-0.0247388195091533,0.304810540264071,0.312813337209751,0.476113081585956,-0.0870146586313348,-0.0243202668980686,0.193280913014872,-0.444175723832036,-0.10639709911814,0.354244499482096,-0.405759747511773,0.14051934099907,0.440526483330505,0.445916010890259,-0.360117457145205,0.0277836774862965,0.309407378908742,-0.20781981887366,0.579211564590469,0.271376333096735,0.45407827428948,0.379644049320838
healthy,0.0898808706088396,0.32392366213191,0.114651793848832,0.475267508106972,0.384453146821805,-0.305260866967167,-0.0082004296089744,-0.323624119216524,-0.0404510907998729,0.31507472500734,-0.016680617740466,0.352957358282593,-0.421315507156672,-0.0324241664874654,-0.112144010118932,-0.0807260144800145,-0.161627130649766,0.111787196971449,0.0815050030125419,-0.220652791434938,-0.0190162292339673,0.420805747383684,-0.107103722043267,-0.008124690244052,0.0992023593611474,-0.173556038383402,-0.072677926622255,0.21365272816639,-0.141851227428591,-0.149358398841748,0.171441212079625,-0.287407623118945,-0.107678436610393,-0.194943117663905,-0.200478243513044
healthy,0.18465621282199,0.427805567253341,0.114721860656613,0.385394871301641,0.339455273006175,-0.0025826052741966,-0.22391643531911,-0.336631667832487,0.0515241054931816,0.0818540816766821,-0.254575086349021,0.315694431241924,-0.293885777267974,0.0676810065852923,0.340373690247698,-0.160773589793238,-0.142419251584507,0.156778754004483,-0.0952847412319748,-0.308011364721784,0.123823090914953,0.444734859827117,-0.0037714456797693,0.123625783420904,0.266901105039269,-0.173036914360552,0.0392949802562322,0.350772463153107,-0.0312704037943934,-0.200197106063497,0.27085839002041,-0.4008906452176,-0.155046085826432,-0.320877438479613,-0.273402261470784
healthy,-0.130357640179489,0.0247548414487858,-0.0281310318178281,0.195105547302976,-0.007726793342487,-0.149918692372136,-0.043321884010782,-0.119333883577918,-0.0024512112999776,0.0252644973117834,0.121494828324378,-0.116863931022703,-0.204502386119072,0.123004113761458,-0.0462652345536117,-0.0824637217997214,0.0756587445568386,-0.0202053255351954,0.0306582805137493,-0.0551687889905043,-0.133163291164228,0.0545757063403717,-0.0278706464393118,-0.0556453828593827,0.0969481982871041,0.0901780220694896,-0.0638309481028078,0.0440568875921832,-0.0494853706750296,0.0726413281864723,-0.0476603985480255,-0.136924498360138,-0.0835961095516314,-0.0590980712981356,-0.0612428322327879
healthy,-0.281456857452269,-0.391875507596916,0.0625547777594147,-0.233535858858367,-0.229224269945965,0.257682528903198,0.0,0.270705256467023,0.0208515925864716,0.0943237654000174,0.0209650574654244,-0.119054269824293,0.28895348562579,0.102517962966865,0.11735924400922,0.0528563626029163,0.140302909775547,0.128907550629484,0.0,0.220823490776624,0.0956875423239814,-0.364017152842518,0.0329552988200135,0.108351617719732,-0.0926198647445598,0.106197645963658,0.0794242135536675,0.0573593686106599,0.0,0.0916678735684327,0.0232657533857162,0.0716109345917571,0.0,0.151703692717768,0.13639381782288
mild,-0.0941094123724213,0.237145181367301,0.429504714127902,0.48406213256172,0.0547200743160405,-0.577282625687018,-0.0881261722040667,-0.403861296687866,-0.0426552632380072,-0.100884977182044,0.596652164006988,-0.109564961475616,-0.329066212685198,0.339875773653522,-0.196160210431625,-0.216629016544456,0.266630829923726,0.504739349260952,0.0101730704141651,0.308231381023278,-0.0304892097959414,0.31034172874654,0.105242795405067,-0.0495635059208422,0.396386594100894,0.21737630681378,-0.421935114561094,0.150000586292364,-0.130093330593094,0.272123458473948,0.368082843602689,-0.153462517406676,-0.130051088730917,-0.480297809547024,-0.478657307057483
mild,0.0537810038927616,0.193744191459405,0.044871802385809,0.663512516334137,0.414635539731397,-0.222284241519471,-0.304192355501842,-0.638387466349367,-0.229764994231555,-0.0409959253912571,-0.277480850567211,0.183168849785477,-0.654972418515577,-0.0768520986152804,-0.188994222767647,-0.235729842980347,-0.351633791974017,-0.0853111095406102,0.0253028947378766,-0.308627814737476,0.196747418576498,0.262151587060522,-0.182997754049792,0.168956863578776,-0.0407491464514353,-0.358780632438415,-0.273726124076581,0.418013854556924,-0.019092013776356,-0.539238744310011,0.0640711938016069,-0.548472068178455,-0.301001767124573,-0.393224336888929,-0.327319143268243
mild,0.295945995424091,0.0959431213546432,0.0883197449007189,-0.0799889160220007,0.150757098019235,0.0776883699550802,0.0,0.0715062596342862,-0.049979390525213,-0.0668660050165062,0.264238527205722,0.111451703952571,0.13837842943754,-0.0346259294997486,-0.0131944813597457,0.0,0.128875950366147,-0.11725013569196,0.195992186524352,0.122105717643674,-0.235641818577085,0.0146790808340171,0.509402741053443,-0.144426032003619,0.139438851878958,0.0,0.137559566019515,0.0440206530483623,0.114336413941241,0.0864610814957474,-0.0095520872133403,0.0558049606977846,0.0,0.0455420162722704,0.0486645086116862
