group,CD47,CD52,CD3,CD45RA,CD7,CD194,CD4,CD44,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD11a,CD54,TCR,CD41,CD49b,CD81,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,0.244238560545522,0.354399196876863,0.320106619613177,0.157577842554748,0.238342908940326,-0.0226260646493346,0.342136045774573,0.152499597108004,0.0473181000735955,0.338166828689918,0.437281863943016,0.115018187198724,-0.202414562137425,0.486424565942882,-0.0973771460851009,0.233739332066932,0.0186668998319321,0.372802428278797,0.0038427526873614,0.0273277753428764,0.222778898092082,0.149694453633818,0.289779969106695,0.295780215927953,0.008114980035923,-0.153714969151682,0.279881804637719,0.163476927900693,-0.0118058870909719,0.267663719994024,-0.0097527572206791
healthy,-0.128746139045117,0.107447751382825,-0.248645614890294,-0.483100930341025,-0.322682119094218,0.193729788679828,-0.103737832464572,-0.0263821202032443,0.441782874417562,-0.0875804558038002,-0.429182204378207,-0.183193600010767,-0.141915914398223,-0.153233304644456,0.453726524478915,0.151840143810732,0.156240899939494,-0.361595391010998,0.027379272939347,0.0020629092214016,0.0233153758531819,-0.140533085820524,-0.180968614053259,0.0382581641943769,-0.232310910027417,-0.0422749496745408,-0.27820894448996,0.26439108953069,0.138676893043178,0.159950925842215,0.306390424302868
healthy,0.131489520493736,0.248447597147561,-0.096205201605318,-0.590119760739485,-0.187461233343046,0.451619667762973,0.116160877110866,0.409215252790254,0.706133975385871,0.0324171693912117,-0.164306507008583,-0.217145580615976,0.100060826211088,-0.0551923862097752,0.643586703068049,0.422947647124374,0.127065400998568,-0.21236884635834,-0.160874911904118,-0.230271588087202,0.169132024332933,-0.471533646785859,0.215426513797883,0.161680770169032,0.0946024989128932,0.153310780555603,-0.330914467029319,0.612614263945449,0.264628489997936,0.483063253831615,0.42120521246351
healthy,0.325388658953312,0.125453337957046,0.0946918665525014,0.134511564449386,0.139817388834176,-0.162085801062046,0.207525033888972,-0.0403932104879794,0.0164761130218826,0.209399220552415,-0.21936865976692,0.0398841402808214,0.097137633365084,0.140409151427904,-0.138177428207757,0.0835175349039647,0.0148251334402865,0.0732829017098695,0.19695176466089,0.0953472610949161,0.148321829193757,0.0256639261953867,0.273340018206124,0.177051592372316,0.397575328419991,0.0096735464999754,0.0501459679714087,0.0547369955099831,-0.0826408096770251,-0.0479771426723575,0.0500566536998407
healthy,0.248221269863369,0.32761570231442,0.158067089747903,0.0050733979121341,0.0333575882532558,-0.0746349656941091,0.15343324667397,0.0127202079091196,0.0492037441937631,0.152419441042786,-0.809283726065801,0.112931658226354,0.0215191279490839,0.0026358271958183,0.0222171888657178,0.058410549817844,0.0229857486107155,0.112785172487973,0.0740152716347967,0.0952049366561144,0.29958564276192,0.0284316917428064,0.25777856006504,0.141747452286356,0.269075199001294,0.0128842449767408,0.0041708296421138,-0.0536467028735565,0.102506978436271,-0.145231588732166,0.0441569598027781
healthy,0.340503858004937,0.329802071044366,0.186851396879666,0.038577900081492,0.124804698795174,0.0557644461604137,0.185421634565834,-0.191588190821108,-0.0928374207211829,0.202760538573662,-0.768776336793766,0.0855827738416432,-0.209873716291271,0.103334506027846,-0.0676614532786674,-0.0324454223330513,-0.158012608049093,0.085929518766664,0.183002204238234,0.174615493202769,0.182556737591685,0.0973153876998771,-0.0147761315245984,0.183570404698213,0.0786567466982502,-0.274612577835584,-0.0397748613223951,-0.174345513967524,-0.0314497393049043,-0.185119448372314,-0.0606684509930612
healthy,-0.241721306971569,-0.0305791455410263,-0.257284815169615,-0.179490474634877,-0.104033298813153,0.222389904378327,0.0445532847282937,0.0,0.201453677922138,0.0577551886738351,0.0610453061053889,-0.0644944607907144,-0.0021867610440036,0.0818055872234742,0.134551810233995,-0.0517867589142386,-0.0170050886724003,-0.420240274285855,-0.0035203200227275,-0.170559261395848,0.0712833514002633,0.0415877922328575,-0.0558972820779335,-0.0870789652990409,0.10985940305916,-0.112640349312918,-0.0951783375835524,0.31113933102152,0.0,0.192088209835043,0.0251533233601313
mild,0.40071631674289,0.293003632771895,0.0953587088602468,0.0196932088498295,0.432484068659238,-0.0418820574051114,-0.000204680581267,-0.0922615577808176,-0.0999320632589128,0.0925243155215467,-0.121832606864869,0.0622963134293441,-0.530115333786153,0.38793867284856,-0.293868149040921,-0.223880341531798,-0.442159432824908,0.0807497583727536,0.224309761337246,0.196110488448522,0.0092060999354449,0.146654465631338,0.246943262202348,-0.0143119378720519,0.212138833113418,-0.356248848383842,0.115442527808044,-0.26251263199795,-0.178617269282242,-0.0002140920071451,0.132057017270611
mild,0.198103461549515,0.312483746360179,0.0166568893927414,-0.416830922766799,-0.130344392677133,0.26344614245646,0.157250500415847,0.0960858051637947,0.467768638669937,0.209242623742556,-0.664074766451164,-0.0560007273330603,0.204917768936799,-0.229388832877045,0.378779811021472,0.277780966930914,0.220666534701239,-0.271089340376087,0.0742246009168179,0.117963804095348,-0.0273003314396191,-0.168427907784345,0.0860483332025744,0.280419817613517,0.0380974971204052,-0.135143193251606,-0.1564494964967,0.228639964829641,0.269513466807935,0.206706785324809,0.291187371523043
mild,-0.0930404814382679,0.259054187291386,0.213869788584996,0.394139362115059,0.155433028475882,-0.175409734585054,0.182896295520717,0.0,-0.0693862550020068,0.241248252821315,0.138212879842142,-0.122552204164563,-0.0194536175361205,0.336496082209515,-0.0394761026674417,0.0555287667725851,-0.036274859947747,0.318206255637759,-0.476412147881267,-0.274023233711496,0.0026569676906891,-0.0300293605848169,0.230540792635891,0.229059100221827,-0.0476963134706167,-0.0050305044304241,0.105915569297829,-0.0506592988898264,0.0,0.143949551195986,0.0448240369695441
