group,CD47,CD52,CD3,CD117,CD45RA,CD7,CD194,CD4,CD44,CD45RO,CD279,CD5,CD69,CD62L,CLEC15A,CD27,CD95,CD66b,CD58,CD24,CD11a,CD235ab,ITGB7,CD54,TCR,CD81,CD28,CD127,CD26,CD49d,CD305,CD99,CD82,CD101,CD224
healthy,-0.0277842124283488,0.0991954553458295,-0.0545993271364168,-0.0421257729813438,-0.484911813297291,-0.0399715635894201,0.23326128384809,0.047401883039653,0.0770762313056195,0.48637474216468,0.065486378640656,0.142037443439033,-0.238087134766028,-0.0319114078037083,0.106486484846381,-0.0839484786150421,0.351913367438655,-0.160259127496695,-0.0011030382411263,-0.104536536359731,0.370236670169749,-0.108532758445195,0.0109553672675327,0.0830758662278012,-0.200243299365555,-0.0511794625905708,0.214111945131444,-0.0647834658344232,0.0046460624408014,0.174166253800453,-0.0741115344282097,0.405073419725796,0.264769309257897,-0.315436883699092,0.356743001005729
healthy,-0.10883284930182,-0.0518048756096834,-0.141931872877257,0.0567472631616518,-0.103793579321831,-0.198522927717323,0.0569588447968172,-0.190259155308631,0.0432444755107827,0.247484350707038,0.140150545227463,-0.147651387129053,-0.113378449871695,-0.224729353071692,0.0090942954958334,-0.104794210357333,0.352590164640671,-0.0691328258180741,0.0372982703565329,0.0968751567218427,0.189855046560102,-0.0436884932095395,0.0179066164525608,0.0770034605033379,-0.20562027348844,-0.0183418385766494,0.136270466300667,-0.128266743369011,0.169172546859054,0.251945677935152,0.0892594958730031,0.0422419022653561,-0.0815868188157025,-0.149732567389108,0.17466792277276
healthy,-0.170537022057888,-0.146492469768049,-0.0245874106002281,0.061193067786008,0.137283705796576,-0.0296212529025357,0.133339782356614,-0.0357747251786876,-0.009889273651112,-0.0978765268570613,0.148999045641546,0.0422503391521604,-0.0256956040325106,0.389601873988022,-0.074137089439885,-0.0408650616585972,0.0002846795257269,0.0748142144751189,0.0888059867760607,0.178663987055282,-0.0948651205244993,0.0707967782235067,0.0479335616444989,0.108195342533016,-0.0264609877340165,-0.0991937744147288,-0.0280468349502822,-0.253151168569499,-0.313083100166875,-0.186172090626812,0.0163944252288148,-0.0873645389472923,0.0702231283262776,0.162154425278448,-0.0203934447842637
healthy,0.0400106141814874,0.0188296881765807,-0.0985461400418537,-0.0260574845863359,-0.169155421557532,-0.173897834937983,0.182068970652066,-0.0143111072972014,0.11738507528549,0.290451982775876,0.098587065764927,-0.0044794170700747,-0.0224040444836639,0.221679533123872,0.200985974786574,-0.179165884545756,0.163436020845381,-0.0225345796840139,-0.0297510426075319,0.0041859552049093,0.188448237295866,-0.0586412818061376,0.109354712798107,0.142046331445244,-0.0660819358752437,0.0034397114791129,0.237682441449139,0.210637562115268,0.286610501816519,0.210606762332372,0.149756997104979,0.316789610179449,0.401875018257285,0.0308691068575902,0.272665719879461
healthy,-0.343717323337674,-0.365871429546433,-0.361846662345623,0.007921268590018,-0.261720936837001,-0.268755456840119,0.0313921799330438,-0.238127096297171,0.0755898873062054,0.115504580608496,-0.0265298480782432,-0.303670052706695,-0.0788759321041245,0.535243137045316,0.143422881384805,-0.0936890653487322,0.127556101223814,0.0071256345667611,0.103201289634371,-0.0128343750176942,-0.0254793630477005,0.088201333514348,0.0124478273000773,0.155955126078797,-0.328829332615149,-0.284697717067593,-0.11310247951681,-0.178174635695776,-0.0337723736917378,0.214062069574583,-0.109299727033878,0.189655380334904,0.14046184356455,0.0275413748083304,0.145106587666348
healthy,-0.371051840533216,-0.390232496402638,-0.237925829563979,-0.0107058896927066,-0.153428656238821,-0.221737294668201,0.070771776109862,-0.200327425395661,0.140116102720282,0.265139011926151,0.148801007219569,-0.168724426394416,-0.141035650542491,0.61860843809267,0.163442669623027,-0.192397682981246,0.236547229989023,-0.0928182814545643,0.150737553844673,-0.0064291446944977,0.0851070342516698,0.0148058087477458,-0.0517338716701182,0.19665017103879,-0.16821892492698,-0.300173214936803,-0.0934756854171209,-0.0512192819499574,-0.268436130272403,0.202587527379983,-0.187324348666743,0.180722203119984,0.230587337865159,-0.032731786411878,0.0167783407531389
healthy,0.0451053366408765,0.0722247439181428,0.618498389233251,0.0877706571663106,0.425903609631728,0.320787152623689,-0.274224551259576,0.216852896565351,0.0,-0.313853579657168,0.0528563626029163,-0.167527182279853,-0.0510122129788827,0.607430119122461,-0.128744744817355,0.218827661806514,-0.0837353371723004,-0.140888117808692,0.0800119250411119,-0.11230064818078,-0.101181550587509,0.0,-0.0173748191404774,-0.193299005939685,0.567742915051601,-0.0227912756177713,-0.217122477310936,-0.173094936335379,-0.258118380587277,-0.207186549358979,0.0261021147904389,-0.301406998622545,-0.296278161207764,0.415817620011674,-0.0777538032237685
mild,0.0401149377240244,0.0595576972193813,0.331866630576963,3.16180493426453e-06,0.347880814362869,-0.0085395888204861,-0.469781420418599,0.241053564505235,-0.068826884834665,-0.187819102923631,-0.108093346797044,0.109057650788943,-0.0298724959396616,0.0619548199126566,0.481788204413503,-0.0482370686325939,-0.133646220482033,0.0813412452971161,-0.0900520055962472,-0.0075074466646424,0.324213874949946,0.0118234382284097,0.0200139238867781,0.235121913774095,0.325777816365228,0.383955807872104,-0.195313700379491,-0.0387505846825935,-0.0834164561220788,0.283513264077414,0.360211650185255,-0.0811326890355643,-0.360366061284862,-0.0566137303531135,-0.379099960045629
mild,-0.203528143739688,-0.25750072636458,-0.134045756738684,-0.0943187153177782,0.246628040458414,0.0039955467994211,-0.214492399980656,-0.157330893515173,-0.118203523599454,-0.352186188679306,-0.142628785867264,-0.116339908195516,-0.097464599143406,0.397016973401336,-0.193505076262352,0.0688997478386754,-0.216547826452286,-0.189768738928324,-0.0474597601682303,-0.0958085180409296,-0.25548004447867,-0.102303767396643,-0.0336971103210791,-0.11044570271677,-0.0182285643350691,-0.08557473693771,-0.187638924411055,-0.276312232241653,-0.232655045440928,-0.130498692940243,0.0320214378475213,-0.383907584865852,-0.225978654960842,0.119895215827308,-0.255629047333155
mild,-0.230040673213856,-0.236927996751863,-0.386836920651576,0.0,-0.622916356712771,-0.262073025612707,0.363517327895916,-0.163470180407606,0.0,0.371756187507865,-0.0869504465301651,-0.220512418842224,0.121008274561358,-0.011136025610365,0.0196624137173397,-0.0556828460374665,0.422989648015286,0.035139705537947,0.0,0.0130888200405591,0.0815918793962409,-0.251202193929481,-0.0198496816519231,-0.0620145877392212,-0.526411823650121,-0.0844960255823895,-0.0126701195260002,0.251822335734745,0.258576441385396,0.232089700514328,-0.086164390801565,0.382108893760177,0.348729065100534,-0.00615368321715,0.271806839970893
